"",2011-09-01,2011-11-24,2012-02-24,2012-05-24,2012-08-23,2012-11-23,2013-02-22,2013-05-24,2013-08-23,2013-11-22,2014-02-25,2014-05-23,2014-09-01,2014-11-25,2015-02-24
unit,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,Anzahl,Anzahl,Anzahl
unit multiplier,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million
Baseyear,,,,,,,,,,,,,,,
Record meth,Manual,Manual,,,,,,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,1.880,1.880,1.880,1.880,1.880,1.880,1.880,1.880,1.880,1.880,1.880,1.880,1.790,1.790,1.790
1991-04,1.909,1.909,1.909,1.909,1.909,1.909,1.909,1.909,1.909,1.909,1.909,1.909,1.825,1.825,1.825
1991-07,1.922,1.922,1.922,1.922,1.922,1.922,1.922,1.922,1.922,1.922,1.922,1.922,1.839,1.839,1.839
1991-10,1.946,1.946,1.946,1.946,1.946,1.946,1.946,1.946,1.946,1.946,1.946,1.946,1.860,1.860,1.860
1992-01,1.955,1.955,1.955,1.955,1.956,1.956,1.956,1.956,1.956,1.956,1.956,1.956,1.884,1.884,1.884
1992-04,1.962,1.962,1.962,1.962,1.962,1.962,1.962,1.962,1.962,1.962,1.962,1.962,1.896,1.896,1.896
1992-07,1.970,1.970,1.970,1.970,1.970,1.970,1.970,1.970,1.970,1.970,1.970,1.970,1.907,1.907,1.907
1992-10,1.979,1.979,1.979,1.979,1.979,1.979,1.979,1.979,1.979,1.979,1.979,1.979,1.918,1.918,1.918
1993-01,1.974,1.974,1.974,1.974,1.974,1.974,1.974,1.974,1.974,1.974,1.974,1.974,1.912,1.912,1.912
1993-04,1.976,1.976,1.976,1.976,1.976,1.976,1.976,1.976,1.976,1.976,1.976,1.976,1.920,1.920,1.920
1993-07,1.989,1.989,1.989,1.989,1.989,1.989,1.989,1.989,1.989,1.989,1.989,1.989,1.936,1.936,1.936
1993-10,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,1.951,1.951,1.951
1994-01,2.030,2.030,2.030,2.030,2.030,2.030,2.030,2.030,2.030,2.030,2.030,2.030,1.979,1.979,1.979
1994-04,2.041,2.041,2.041,2.041,2.041,2.041,2.041,2.041,2.041,2.041,2.041,2.041,1.998,1.998,1.998
1994-07,2.060,2.060,2.060,2.060,2.060,2.060,2.060,2.060,2.060,2.060,2.060,2.060,2.021,2.021,2.021
1994-10,2.080,2.080,2.080,2.080,2.079,2.079,2.079,2.079,2.079,2.079,2.079,2.079,2.042,2.042,2.042
1995-01,2.096,2.096,2.096,2.096,2.096,2.096,2.096,2.096,2.096,2.096,2.096,2.096,2.063,2.063,2.063
1995-04,2.106,2.106,2.106,2.106,2.106,2.106,2.106,2.106,2.106,2.106,2.106,2.106,2.077,2.077,2.077
1995-07,2.104,2.104,2.104,2.104,2.104,2.104,2.104,2.104,2.104,2.104,2.104,2.104,2.078,2.078,2.078
1995-10,2.106,2.106,2.106,2.106,2.105,2.105,2.105,2.105,2.105,2.105,2.105,2.105,2.083,2.083,2.083
1996-01,2.124,2.124,2.124,2.124,2.124,2.124,2.124,2.124,2.124,2.124,2.124,2.124,2.101,2.101,2.101
1996-04,2.137,2.137,2.137,2.137,2.137,2.137,2.137,2.137,2.137,2.137,2.137,2.137,2.119,2.119,2.119
1996-07,2.142,2.142,2.142,2.142,2.142,2.142,2.142,2.142,2.142,2.142,2.142,2.142,2.127,2.127,2.127
1996-10,2.145,2.145,2.145,2.145,2.144,2.144,2.144,2.144,2.144,2.144,2.144,2.144,2.131,2.131,2.131
1997-01,2.174,2.174,2.174,2.174,2.174,2.174,2.174,2.174,2.174,2.174,2.174,2.174,2.153,2.153,2.153
1997-04,2.180,2.180,2.180,2.180,2.180,2.180,2.180,2.180,2.180,2.180,2.180,2.180,2.162,2.162,2.162
