"",2005-05-24,2005-08-23,2005-11-22,2006-02-22,2006-05-23,2006-08-24,2006-11-23,2007-02-22,2007-05-24,2007-08-23,2007-11-22,2008-02-26,2008-05-27,2008-08-26,2008-11-25,2009-02-25,2009-05-26,2009-08-25,2009-11-24,2010-02-24,2010-05-21,2010-08-24,2010-11-23,2011-02-24,2011-05-24,2011-09-01,2011-11-24,2012-02-24,2012-05-24,2012-08-23,2012-11-23,2013-02-22,2013-05-24,2013-08-23,2013-11-22,2014-02-25,2014-05-23,2014-09-01,2014-11-25,2015-02-24
unit,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,Euro,Euro,Euro
unit multiplier,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion
Baseyear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Record meth,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,60.80,60.81,60.81,60.81,60.81,60.81,60.81,60.81,60.81,60.81,60.81,60.81,60.81,60.77,60.77,60.77,60.77,60.65,60.65,60.65,60.66,60.71,60.71,60.71,60.70,58.84,58.84,58.84,58.84,58.81,58.81,58.81,58.81,58.91,58.91,58.91,58.91,58.463,58.456,58.456
1991-04,61.59,61.57,61.57,61.57,61.57,61.57,61.57,61.57,61.57,61.57,61.57,61.57,61.57,61.68,61.68,61.68,61.68,61.65,61.65,61.65,61.64,61.64,61.64,61.64,61.65,59.98,59.98,59.98,59.98,60.02,60.02,60.02,60.02,59.93,59.93,59.93,59.93,59.656,59.660,59.660
1991-07,61.50,61.51,61.51,61.51,61.51,61.51,61.51,61.51,61.51,61.52,61.52,61.52,61.52,61.47,61.47,61.47,61.47,61.60,61.60,61.60,61.59,61.53,61.53,61.53,61.53,59.89,59.89,59.89,59.89,59.88,59.88,59.88,59.88,59.94,59.94,59.94,59.94,59.622,59.632,59.632
1991-10,62.16,62.15,62.15,62.15,62.15,62.15,62.15,62.15,62.15,62.16,62.16,62.16,62.16,62.12,62.12,62.12,62.12,62.16,62.16,62.16,62.17,62.18,62.18,62.18,62.18,60.54,60.54,60.54,60.54,60.54,60.54,60.54,60.54,60.49,60.49,60.49,60.49,60.195,60.189,60.189
1992-01,63.71,63.72,63.72,63.72,63.72,63.72,63.72,63.72,63.72,63.72,63.72,63.72,63.72,63.68,63.68,63.68,63.68,63.56,63.56,63.56,63.57,63.62,63.62,63.62,63.61,61.79,61.79,61.79,61.79,61.76,61.76,61.76,61.76,61.85,61.85,61.85,61.85,61.417,61.410,61.410
1992-04,64.18,64.17,64.17,64.17,64.17,64.17,64.17,64.17,64.17,64.16,64.16,64.16,64.16,64.27,64.27,64.27,64.27,64.23,64.23,64.23,64.23,64.22,64.22,64.22,64.23,62.54,62.54,62.54,62.54,62.59,62.59,62.59,62.59,62.49,62.49,62.49,62.49,62.212,62.216,62.216
1992-07,65.34,65.34,65.34,65.34,65.34,65.34,65.34,65.34,65.34,65.35,65.35,65.35,65.35,65.31,65.31,65.31,65.31,65.43,65.43,65.43,65.41,65.36,65.36,65.36,65.36,63.59,63.59,63.59,63.59,63.58,63.58,63.58,63.58,63.63,63.63,63.63,63.63,63.315,63.325,63.325
1992-10,64.42,64.41,64.41,64.41,64.41,64.41,64.41,64.41,64.41,64.42,64.42,64.42,64.42,64.39,64.39,64.39,64.39,64.42,64.42,64.42,64.43,64.44,64.44,64.44,64.44,62.77,62.77,62.77,62.77,62.76,62.76,62.76,62.76,62.71,62.71,62.71,62.71,62.414,62.407,62.407
1993-01,62.56,62.56,62.56,62.56,62.56,62.56,62.56,62.56,62.56,62.56,62.56,62.56,62.56,62.53,62.53,62.53,62.53,62.43,62.43,62.43,62.45,62.49,62.49,62.49,62.47,60.81,60.81,60.81,60.81,60.78,60.78,60.78,60.78,60.84,60.84,60.84,60.84,60.440,60.435,60.435
1993-04,62.28,62.27,62.27,62.27,62.27,62.27,62.27,62.27,62.27,62.26,62.26,62.26,62.26,62.35,62.35,62.35,62.35,62.31,62.31,62.31,62.32,62.30,62.30,62.30,62.32,60.84,60.84,60.84,60.84,60.87,60.87,60.87,60.87,60.81,60.81,60.81,60.81,60.500,60.505,60.505
1993-07,62.63,62.63,62.63,62.63,62.63,62.64,62.64,62.64,62.64,62.64,62.64,62.64,62.64,62.60,62.60,62.60,62.60,62.71,62.71,62.71,62.69,62.65,62.65,62.65,62.65,61.17,61.17,61.17,61.17,61.16,61.16,61.16,61.16,61.21,61.21,61.21,61.21,60.896,60.903,60.903
1993-10,62.37,62.37,62.37,62.37,62.37,62.37,62.37,62.37,62.37,62.37,62.37,62.37,62.37,62.35,62.35,62.35,62.35,62.38,62.38,62.38,62.39,62.39,62.39,62.39,62.40,60.93,60.93,60.93,60.93,60.93,60.93,60.93,60.93,60.90,60.90,60.90,60.90,60.610,60.605,60.605
1994-01,61.87,61.88,61.88,61.88,61.88,61.88,61.88,61.88,61.88,61.88,61.88,61.88,61.88,61.86,61.86,61.86,61.86,61.78,61.78,61.78,61.78,61.82,61.82,61.82,61.80,60.31,60.31,60.31,60.31,60.30,60.30,60.30,60.30,60.32,60.32,60.32,60.32,59.996,59.992,59.992
1994-04,61.08,61.07,61.07,61.07,61.07,61.07,61.07,61.07,61.07,61.06,61.06,61.06,61.06,61.12,61.12,61.12,61.12,61.10,61.10,61.10,61.10,61.09,61.09,61.09,61.10,59.68,59.68,59.68,59.68,59.70,59.70,59.70,59.70,59.66,59.66,59.66,59.66,59.401,59.405,59.405
1994-07,61.36,61.36,61.36,61.36,61.36,61.36,61.36,61.36,61.36,61.36,61.36,61.36,61.36,61.34,61.34,61.34,61.34,61.41,61.41,61.41,61.40,61.37,61.37,61.37,61.37,59.97,59.97,59.97,59.97,59.97,59.97,59.97,59.97,59.99,59.99,59.99,59.99,59.722,59.726,59.726
1994-10,61.96,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.97,61.98,61.98,61.98,61.98,61.96,61.96,61.96,61.96,61.98,61.98,61.98,61.98,61.99,61.99,61.99,61.99,60.55,60.55,60.55,60.55,60.55,60.55,60.55,60.55,60.53,60.53,60.53,60.53,60.281,60.277,60.277
1995-01,62.60,62.60,62.60,62.60,62.60,62.61,62.61,62.61,62.61,62.60,62.60,62.60,62.60,62.59,62.59,62.59,62.59,62.54,62.54,62.54,62.55,62.57,62.57,62.57,62.56,61.05,61.05,61.05,61.05,61.04,61.04,61.04,61.04,61.04,61.04,61.04,61.04,60.748,60.747,60.747
1995-04,62.88,62.88,62.88,62.88,62.88,62.87,62.87,62.87,62.87,62.87,62.87,62.87,62.87,62.90,62.90,62.90,62.90,62.90,62.90,62.90,62.90,62.89,62.89,62.89,62.90,61.39,61.39,61.39,61.39,61.40,61.40,61.40,61.40,61.39,61.39,61.39,61.39,61.134,61.137,61.137
1995-07,62.68,62.68,62.68,62.68,62.68,62.69,62.69,62.69,62.69,62.68,62.68,62.68,62.68,62.68,62.68,62.68,62.68,62.72,62.72,62.72,62.71,62.70,62.70,62.70,62.70,61.16,61.16,61.16,61.16,61.16,61.16,61.16,61.16,61.18,61.18,61.18,61.18,60.960,60.961,60.961
1995-10,63.27,63.27,63.27,63.27,63.27,63.27,63.27,63.27,63.27,63.28,63.28,63.28,63.28,63.26,63.26,63.26,63.26,63.29,63.29,63.29,63.29,63.28,63.28,63.28,63.29,61.71,61.71,61.71,61.71,61.71,61.71,61.71,61.71,61.70,61.70,61.70,61.70,61.515,61.513,61.513
1996-01,63.43,63.43,63.43,63.43,63.43,63.43,63.43,63.43,63.43,63.43,63.43,63.43,63.43,63.43,63.43,63.43,63.43,63.40,63.40,63.40,63.40,63.41,63.41,63.41,63.40,61.78,61.78,61.78,61.78,61.77,61.77,61.77,61.77,61.78,61.78,61.78,61.78,61.648,61.648,61.648
1996-04,62.71,62.71,62.71,62.71,62.71,62.70,62.70,62.70,62.70,62.70,62.70,62.70,62.70,62.70,62.70,62.70,62.70,62.72,62.72,62.72,62.72,62.72,62.72,62.72,62.72,61.16,61.16,61.16,61.16,61.16,61.16,61.16,61.16,61.15,61.15,61.15,61.15,61.063,61.066,61.066
1996-07,62.61,62.61,62.61,62.61,62.61,62.60,62.60,62.60,62.60,62.60,62.60,62.60,62.60,62.62,62.62,62.62,62.62,62.62,62.62,62.62,62.62,62.61,62.61,62.61,62.62,61.06,61.06,61.06,61.06,61.07,61.07,61.07,61.07,61.07,61.07,61.07,61.07,61.002,61.000,61.000
1996-10,62.31,62.31,62.31,62.31,62.31,62.31,62.31,62.31,62.31,62.31,62.31,62.31,62.31,62.30,62.30,62.30,62.30,62.32,62.32,62.32,62.32,62.32,62.32,62.32,62.32,60.72,60.72,60.72,60.72,60.72,60.72,60.72,60.72,60.72,60.72,60.72,60.72,60.707,60.706,60.706
1997-01,62.37,62.37,62.37,62.37,62.37,62.37,62.37,62.37,62.37,62.37,62.37,62.37,62.37,62.36,62.36,62.36,62.36,62.36,62.36,62.36,62.36,62.37,62.37,62.37,62.37,60.70,60.70,60.70,60.70,60.70,60.70,60.70,60.70,60.69,60.69,60.69,60.69,60.678,60.678,60.678
1997-04,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.04,62.04,62.04,62.04,62.05,62.05,62.05,62.05,62.05,62.05,62.05,62.05,60.39,60.39,60.39,60.39,60.39,60.39,60.39,60.39,60.39,60.39,60.39,60.39,60.411,60.415,60.415
1997-07,62.17,62.17,62.17,62.17,62.17,62.17,62.17,62.17,62.17,62.17,62.17,62.17,62.17,62.20,62.20,62.20,62.20,62.18,62.18,62.18,62.17,62.17,62.17,62.17,62.17,60.51,60.51,60.51,60.51,60.52,60.52,60.52,60.52,60.52,60.52,60.52,60.52,60.565,60.563,60.563
1997-10,62.69,62.69,62.69,62.69,62.69,62.70,62.70,62.70,62.70,62.70,62.70,62.70,62.70,62.69,62.69,62.69,62.69,62.70,62.70,62.70,62.70,62.70,62.70,62.70,62.70,60.99,60.99,60.99,60.99,60.98,60.98,60.98,60.98,60.99,60.99,60.99,60.99,61.049,61.048,61.048
1998-01,62.77,62.77,62.77,62.77,62.77,62.77,62.77,62.77,62.77,62.77,62.77,62.77,62.77,62.76,62.76,62.76,62.76,62.76,62.76,62.76,62.77,62.77,62.77,62.77,62.77,61.08,61.08,61.08,61.08,61.07,61.07,61.07,61.07,61.06,61.06,61.06,61.06,61.198,61.199,61.199
1998-04,63.53,63.52,63.52,63.52,63.52,63.52,63.52,63.52,63.52,63.52,63.52,63.52,63.52,63.51,63.51,63.51,63.51,63.52,63.52,63.52,63.52,63.53,63.53,63.53,63.53,61.78,61.78,61.78,61.78,61.78,61.78,61.78,61.78,61.77,61.77,61.77,61.77,61.961,61.964,61.964
1998-07,63.66,63.66,63.66,63.66,63.66,63.65,63.65,63.65,63.65,63.66,63.66,63.66,63.66,63.68,63.68,63.68,63.68,63.66,63.66,63.66,63.65,63.65,63.65,63.65,63.65,61.92,61.92,61.92,61.92,61.94,61.94,61.94,61.94,61.92,61.92,61.92,61.92,62.131,62.128,62.128
1998-10,64.74,64.75,64.75,64.75,64.75,64.75,64.75,64.75,64.75,64.75,64.75,64.75,64.75,64.75,64.75,64.75,64.75,64.75,64.75,64.75,64.75,64.75,64.75,64.75,64.75,62.94,62.94,62.94,62.94,62.92,62.92,62.92,62.92,62.95,62.95,62.95,62.95,63.153,63.153,63.153
1999-01,63.80,63.80,63.80,63.80,63.80,63.81,63.81,63.81,63.81,63.80,63.80,63.80,63.80,63.79,63.79,63.79,63.79,63.80,63.80,63.80,63.80,63.81,63.81,63.81,63.81,62.34,62.34,62.34,62.34,62.35,62.35,62.35,62.35,62.33,62.33,62.33,62.33,62.573,62.574,62.574
1999-04,64.00,64.00,64.00,64.00,64.00,64.01,64.01,64.01,64.01,64.01,64.01,64.01,64.01,64.00,64.00,64.00,64.00,64.01,64.01,64.01,64.01,64.01,64.01,64.01,64.01,62.54,62.54,62.54,62.54,62.54,62.54,62.54,62.54,62.53,62.53,62.53,62.53,62.784,62.786,62.786
1999-07,64.22,64.22,64.22,64.22,64.22,64.21,64.21,64.21,64.21,64.22,64.22,64.22,64.22,64.24,64.24,64.24,64.24,64.22,64.22,64.22,64.22,64.21,64.21,64.21,64.21,62.69,62.69,62.69,62.69,62.70,62.70,62.70,62.70,62.70,62.70,62.70,62.70,63.029,63.025,63.025
1999-10,64.75,64.75,64.75,64.75,64.75,64.75,64.75,64.75,64.75,64.76,64.76,64.76,64.76,64.75,64.75,64.75,64.75,64.76,64.76,64.76,64.76,64.75,64.75,64.75,64.75,63.19,63.19,63.19,63.19,63.16,63.16,63.16,63.16,63.20,63.20,63.20,63.20,63.627,63.627,63.627
2000-01,65.26,65.26,65.26,65.26,65.26,65.26,65.26,65.26,65.26,65.26,65.26,65.26,65.26,65.25,65.25,65.25,65.25,65.26,65.26,65.26,65.26,65.27,65.27,65.27,65.26,63.70,63.70,63.70,63.70,63.71,63.71,63.71,63.71,63.69,63.69,63.69,63.69,64.289,64.291,64.291
2000-04,65.88,65.88,65.88,65.88,65.88,65.88,65.88,65.88,65.88,65.88,65.88,65.88,65.88,65.87,65.87,65.87,65.87,65.88,65.88,65.88,65.88,65.89,65.89,65.89,65.88,64.30,64.30,64.30,64.30,64.31,64.31,64.31,64.31,64.30,64.30,64.30,64.30,64.932,64.933,64.933
2000-07,66.10,66.11,66.11,66.11,66.11,66.10,66.10,66.10,66.10,66.10,66.10,66.10,66.10,66.12,66.12,66.12,66.12,66.10,66.10,66.10,66.10,66.09,66.09,66.09,66.10,64.49,64.49,64.49,64.49,64.51,64.51,64.51,64.51,64.51,64.51,64.51,64.51,65.223,65.220,65.220
2000-10,66.75,66.74,66.74,66.74,66.74,66.74,66.74,66.74,66.74,66.75,66.75,66.75,66.75,66.74,66.74,66.74,66.74,66.74,66.74,66.74,66.74,66.74,66.74,66.74,66.74,65.07,65.07,65.07,65.07,65.03,65.03,65.03,65.03,65.06,65.06,65.06,65.06,65.663,65.663,65.663
2001-01,67.89,67.88,67.88,67.88,67.88,67.88,67.88,67.88,67.88,67.88,67.88,67.88,67.88,67.88,67.88,67.88,67.88,67.90,67.90,67.90,67.90,67.90,67.90,67.90,67.90,66.11,66.11,66.11,66.11,66.12,66.12,66.12,66.12,66.09,66.09,66.09,66.09,66.701,66.703,66.703
2001-04,67.74,67.74,67.74,67.74,67.74,67.74,67.74,67.74,67.74,67.73,67.73,67.73,67.73,67.73,67.73,67.73,67.73,67.73,67.73,67.73,67.73,67.73,67.73,67.73,67.73,65.97,65.97,65.97,65.97,65.99,65.99,65.99,65.99,65.98,65.98,65.98,65.98,66.574,66.574,66.574
2001-07,67.20,67.21,67.21,67.21,67.21,67.20,67.20,67.20,67.20,67.20,67.20,67.20,67.20,67.21,67.21,67.21,67.21,67.19,67.19,67.19,67.19,67.19,67.19,67.19,67.19,65.42,65.42,65.42,65.42,65.45,65.45,65.45,65.45,65.46,65.46,65.46,65.46,66.017,66.014,66.014
2001-10,67.36,67.34,67.34,67.34,67.34,67.35,67.35,67.35,67.35,67.36,67.36,67.36,67.36,67.36,67.36,67.36,67.36,67.34,67.34,67.34,67.35,67.35,67.35,67.35,67.35,65.56,65.56,65.56,65.56,65.51,65.51,65.51,65.51,65.54,65.54,65.54,65.54,66.077,66.078,66.078
2002-01,66.98,66.98,66.98,66.98,66.98,66.99,66.99,66.99,66.99,67.00,67.00,67.00,67.00,66.99,66.99,66.99,66.99,67.03,67.03,67.03,67.03,67.03,67.03,67.03,67.03,65.30,65.30,65.30,65.30,65.31,65.31,65.31,65.31,65.28,65.28,65.28,65.28,65.840,65.843,65.843
2002-04,67.20,67.21,67.21,67.21,67.21,67.21,67.21,67.21,67.21,67.19,67.19,67.19,67.19,67.18,67.18,67.18,67.18,67.18,67.18,67.18,67.18,67.18,67.18,67.18,67.17,65.39,65.39,65.39,65.39,65.40,65.40,65.40,65.40,65.41,65.41,65.41,65.41,66.046,66.044,66.044
2002-07,67.44,67.47,67.47,67.47,67.47,67.44,67.44,67.44,67.44,67.44,67.44,67.44,67.44,67.45,67.45,67.45,67.45,67.43,67.43,67.43,67.43,67.43,67.43,67.43,67.43,65.69,65.69,65.69,65.69,65.71,65.71,65.71,65.71,65.73,65.73,65.73,65.73,66.279,66.276,66.276
2002-10,67.03,66.99,66.99,66.99,66.99,67.01,67.01,67.01,67.01,67.04,67.04,67.04,67.04,67.04,67.04,67.04,67.04,67.01,67.01,67.01,67.02,67.02,67.02,67.02,67.02,65.26,65.26,65.26,65.26,65.22,65.22,65.22,65.22,65.22,65.22,65.22,65.22,65.812,65.814,65.814
2003-01,66.79,66.70,66.70,66.70,66.70,66.75,66.75,66.75,66.75,66.76,66.76,66.76,66.76,66.75,66.75,66.75,66.75,66.81,66.81,66.81,66.80,66.80,66.80,66.80,66.80,65.08,65.08,65.08,65.08,65.08,65.08,65.08,65.08,65.05,65.05,65.05,65.05,65.757,65.760,65.760
2003-04,66.94,66.90,66.90,66.90,66.90,66.89,66.89,66.89,66.89,66.85,66.85,66.85,66.85,66.85,66.85,66.85,66.85,66.84,66.84,66.84,66.84,66.84,66.84,66.84,66.83,65.06,65.06,65.06,65.06,65.07,65.07,65.07,65.07,65.08,65.08,65.08,65.08,65.575,65.573,65.573
2003-07,67.15,67.12,67.12,67.12,67.12,67.09,67.09,67.09,67.09,67.06,67.06,67.06,67.06,67.07,67.07,67.07,67.07,67.08,67.08,67.08,67.08,67.06,67.06,67.06,67.07,65.26,65.26,65.26,65.26,65.28,65.28,65.28,65.28,65.30,65.30,65.30,65.30,65.772,65.769,65.769
2003-10,66.88,66.91,66.91,66.91,66.91,66.90,66.90,66.90,66.90,67.00,67.00,67.00,67.00,67.01,67.01,67.01,67.01,66.94,66.94,66.94,66.96,66.97,66.97,66.97,66.97,65.20,65.20,65.20,65.20,65.15,65.15,65.15,65.15,65.15,65.15,65.15,65.15,65.656,65.657,65.657
2004-01,67.74,67.69,67.69,67.69,67.69,67.78,67.78,67.78,67.78,67.80,67.80,67.80,67.80,67.77,67.77,67.77,67.77,67.83,67.83,67.83,67.82,67.80,67.80,67.80,67.81,66.09,66.09,66.09,66.09,66.12,66.12,66.12,66.12,66.08,66.08,66.08,66.08,66.531,66.533,66.533
2004-04,67.43,67.39,67.39,67.39,67.39,67.35,67.35,67.35,67.35,67.29,67.29,67.29,67.29,67.28,67.28,67.28,67.28,67.30,67.30,67.30,67.29,67.28,67.28,67.28,67.26,65.53,65.53,65.53,65.53,65.50,65.50,65.50,65.50,65.51,65.51,65.51,65.51,65.990,65.989,65.989
2004-07,67.09,67.02,67.02,67.02,67.02,67.04,67.04,67.04,67.04,66.96,66.96,66.96,66.96,67.01,67.01,67.01,67.01,67.04,67.04,67.04,67.03,67.02,67.02,67.02,67.03,65.32,65.32,65.32,65.32,65.35,65.35,65.35,65.35,65.37,65.37,65.37,65.37,65.838,65.834,65.834
2004-10,67.20,67.16,67.16,67.16,67.16,67.16,67.16,67.16,67.16,67.33,67.33,67.33,67.33,67.34,67.34,67.34,67.34,67.23,67.23,67.23,67.26,67.30,67.30,67.30,67.30,65.61,65.61,65.61,65.61,65.57,65.57,65.57,65.57,65.58,65.58,65.58,65.58,66.120,66.123,66.123
2005-01,67.32,67.25,67.20,67.19,67.19,67.21,67.21,67.21,67.21,67.24,67.24,67.24,67.24,67.18,67.18,67.18,67.18,67.28,67.28,67.28,67.26,67.24,67.24,67.24,67.24,65.53,65.53,65.53,65.53,65.55,65.55,65.55,65.55,65.51,65.51,65.51,65.51,66.022,66.024,66.024
2005-04,,67.15,67.06,67.04,67.04,66.96,66.96,66.96,66.96,66.83,66.83,66.83,66.83,66.80,66.80,66.80,66.80,66.86,66.86,66.86,66.85,66.82,66.82,66.82,66.78,65.03,65.03,65.03,65.03,64.98,64.98,64.98,64.98,64.96,64.96,64.96,64.96,65.502,65.500,65.500
2005-07,,,67.01,67.09,67.09,66.94,66.94,66.94,66.94,66.81,66.81,66.81,66.81,66.91,66.91,66.91,66.91,66.98,66.98,66.98,66.95,66.93,66.93,66.93,66.95,65.18,65.18,65.18,65.18,65.24,65.24,65.24,65.24,65.25,65.25,65.25,65.25,65.805,65.801,65.801
2005-10,,,,66.62,66.62,67.09,67.09,67.09,67.09,67.37,67.37,67.37,67.37,67.37,67.37,67.37,67.37,67.19,67.19,67.19,67.25,67.31,67.31,67.31,67.32,65.56,65.56,65.56,65.56,65.53,65.53,65.53,65.53,65.58,65.58,65.58,65.58,66.226,66.230,66.230
2006-01,,,,,67.67,67.08,67.53,67.54,67.54,67.46,67.46,67.46,67.46,67.38,67.38,67.38,67.38,67.45,67.45,67.45,67.42,67.41,67.41,67.41,67.40,65.65,65.65,65.65,65.65,65.68,65.68,65.68,65.68,65.63,65.63,65.63,65.63,65.955,65.957,65.957
2006-04,,,,,,67.63,67.89,67.88,67.88,67.89,67.89,67.89,67.89,67.80,67.80,67.80,67.80,67.94,67.94,67.94,67.94,67.87,67.87,67.87,67.82,66.08,66.08,66.08,66.08,65.98,65.98,65.98,65.98,65.93,65.93,65.93,65.93,66.309,66.306,66.306
