"",2007-11-22,2008-02-26,2008-05-27,2008-08-26,2008-11-25,2009-02-25,2009-05-26,2009-08-25,2009-11-24,2010-02-24,2010-05-21,2010-08-24,2010-11-23,2011-02-24,2011-05-24,2011-09-01,2011-11-24,2012-02-24,2012-05-24,2012-08-23,2012-11-23,2013-02-22,2013-05-24,2013-08-23,2013-11-22,2014-02-25,2014-05-23,2014-09-01,2014-11-25,2015-02-24
unit,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,Euro,Euro,Euro,Euro,Euro,Euro,Euro,Euro
unit multiplier,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion
Baseyear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Record meth,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,48.25,48.25,48.25,48.25,48.25,48.25,48.25,48.25,48.25,48.25,48.25,48.25,48.25,48.25,48.25,48.25,48.25,48.25,48.25,48.25,48.25,48.25,48.25,48.25,48.25,48.25,48.25,54.937,54.937,54.937
1991-04,58.35,58.35,58.35,58.35,58.35,58.35,58.35,58.35,58.35,58.35,58.35,58.35,58.35,58.35,58.35,58.45,58.45,58.45,58.45,58.45,58.45,58.45,58.45,58.45,58.45,58.45,58.45,64.891,64.891,64.891
1991-07,55.82,55.82,55.82,55.82,55.82,55.82,55.82,55.82,55.82,55.82,55.82,55.82,55.82,55.82,55.82,55.92,55.92,55.92,55.92,55.92,55.92,55.92,55.92,55.92,55.92,55.92,55.92,62.432,62.432,62.432
1991-10,60.50,60.50,60.50,60.50,60.50,60.50,60.50,60.50,60.50,60.50,60.50,60.50,60.50,60.50,60.50,60.26,60.26,60.26,60.26,60.26,60.26,60.26,60.26,60.26,60.26,60.26,60.26,66.603,66.603,66.603
1992-01,53.35,53.35,53.35,53.35,53.35,53.35,53.35,53.35,53.35,53.35,53.35,53.35,53.35,53.35,53.35,53.43,53.43,53.43,53.43,53.43,53.43,53.43,53.43,53.43,53.43,53.43,53.43,60.193,60.193,60.193
1992-04,60.97,60.97,60.97,60.97,60.97,60.97,60.97,60.97,60.97,60.97,60.97,60.97,60.97,60.97,60.97,61.15,61.15,61.15,61.15,61.15,61.15,61.15,61.15,61.15,61.15,61.15,61.15,67.617,67.617,67.617
1992-07,57.51,57.51,57.51,57.51,57.51,57.51,57.51,57.51,57.51,57.51,57.51,57.51,57.51,57.51,57.51,57.76,57.76,57.76,57.76,57.76,57.76,57.76,57.76,57.76,57.76,57.76,57.76,64.223,64.223,64.223
1992-10,60.12,60.12,60.12,60.12,60.12,60.12,60.12,60.12,60.12,60.12,60.12,60.12,60.12,60.12,60.12,59.97,59.97,59.97,59.97,59.97,59.97,59.97,59.97,59.97,59.97,59.97,59.97,66.199,66.199,66.199
1993-01,49.52,49.52,49.52,49.52,49.52,49.52,49.52,49.52,49.52,49.52,49.52,49.52,49.52,49.52,49.52,49.62,49.62,49.62,49.62,49.62,49.62,49.62,49.62,49.62,49.62,49.62,49.62,56.488,56.488,56.488
1993-04,56.27,56.27,56.27,56.27,56.27,56.27,56.27,56.27,56.27,56.27,56.27,56.27,56.27,56.27,56.27,56.53,56.53,56.53,56.53,56.53,56.53,56.53,56.53,56.53,56.53,56.53,56.53,63.102,63.102,63.102
1993-07,53.95,53.95,53.95,53.95,53.95,53.95,53.95,53.95,53.95,53.95,53.95,53.95,53.95,53.95,53.95,54.15,54.15,54.15,54.15,54.15,54.15,54.15,54.15,54.15,54.15,54.15,54.15,60.698,60.698,60.698
1993-10,55.83,55.83,55.83,55.83,55.83,55.83,55.83,55.83,55.83,55.83,55.83,55.83,55.83,55.83,55.83,55.73,55.73,55.73,55.73,55.73,55.73,55.73,55.73,55.73,55.73,55.73,55.73,62.036,62.036,62.036
1994-01,49.08,49.08,49.08,49.08,49.08,49.08,49.08,49.08,49.08,49.08,49.08,49.08,49.08,49.08,49.08,49.13,49.13,49.13,49.13,49.13,49.13,49.13,49.13,49.13,49.13,49.13,49.13,56.010,56.010,56.010
1994-04,56.49,56.49,56.49,56.49,56.49,56.49,56.49,56.49,56.49,56.49,56.49,56.49,56.49,56.49,56.49,56.70,56.70,56.70,56.70,56.70,56.70,56.70,56.70,56.70,56.70,56.70,56.70,63.174,63.174,63.174
1994-07,54.90,54.90,54.90,54.90,54.90,54.90,54.90,54.90,54.90,54.90,54.90,54.90,54.90,54.90,54.90,55.07,55.07,55.07,55.07,55.07,55.07,55.07,55.07,55.07,55.07,55.07,55.07,61.561,61.561,61.561
1994-10,58.73,58.73,58.73,58.73,58.73,58.73,58.73,58.73,58.73,58.73,58.73,58.73,58.73,58.73,58.73,58.59,58.59,58.59,58.59,58.59,58.59,58.59,58.59,58.59,58.59,58.59,58.59,64.997,64.997,64.997
1995-01,51.17,51.17,51.17,51.17,51.17,51.17,51.17,51.17,51.17,51.17,51.17,51.17,51.17,51.17,51.17,51.14,51.14,51.14,51.14,51.14,51.14,51.14,51.14,51.14,51.14,51.14,51.14,58.123,58.123,58.123
1995-04,57.64,57.64,57.64,57.64,57.64,57.64,57.64,57.64,57.64,57.64,57.64,57.64,57.64,57.64,57.64,57.64,57.64,57.64,57.64,57.64,57.64,57.64,57.64,57.64,57.64,57.64,57.64,64.293,64.293,64.293
1995-07,55.61,55.61,55.61,55.61,55.61,55.61,55.61,55.61,55.61,55.61,55.61,55.61,55.61,55.61,55.61,55.40,55.40,55.40,55.40,55.40,55.40,55.40,55.40,55.40,55.40,55.40,55.40,62.135,62.135,62.135
1995-10,58.81,58.81,58.81,58.81,58.81,58.81,58.81,58.81,58.81,58.81,58.81,58.81,58.81,58.81,58.81,58.82,58.82,58.82,58.82,58.82,58.82,58.82,58.82,58.82,58.82,58.82,58.82,65.397,65.397,65.397
1996-01,48.87,48.87,48.87,48.87,48.87,48.87,48.87,48.87,48.87,48.87,48.87,48.87,48.87,48.87,48.87,48.43,48.43,48.43,48.43,48.43,48.43,48.43,48.43,48.43,48.43,48.43,48.43,55.554,55.554,55.554
1996-04,57.13,57.13,57.13,57.13,57.13,57.13,57.13,57.13,57.13,57.13,57.13,57.13,57.13,57.13,57.13,57.47,57.47,57.47,57.47,57.47,57.47,57.47,57.47,57.47,57.47,57.47,57.47,64.400,64.400,64.400
1996-07,55.72,55.72,55.72,55.72,55.72,55.72,55.72,55.72,55.72,55.72,55.72,55.72,55.72,55.72,55.72,55.33,55.33,55.33,55.33,55.33,55.33,55.33,55.33,55.33,55.33,55.33,55.33,62.265,62.265,62.265
