"",2007-05-22,2007-08-21,2007-11-20,2008-02-21,2008-05-21,2008-08-21,2008-11-18,2009-02-19,2009-05-20,2009-08-20,2009-11-19,2010-02-18,2010-05-19,2010-08-18,2010-11-18,2011-02-17,2011-05-19,2011-08-18,2011-11-17,2012-02-16,2012-05-16,2012-08-16,2012-11-15,2013-02-19,2013-05-16,2013-08-20,2013-11-19,2014-02-18,2014-05-20,2014-08-21,2014-11-18
unit,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,Anzahl,Anzahl
unit multiplier,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million
Baseyear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Record meth,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,27.471,27.470,27.470,27.470,27.470,27.474,27.474,27.474,27.469,27.468,27.467,27.467,27.467,27.468,27.468,27.468,27.466,27.910,27.905,27.910,27.910,27.910,27.910,27.905,27.905,27.912,27.912,27.912,27.912,27.708,27.708
1991-04,27.306,27.309,27.309,27.309,27.309,27.308,27.310,27.310,27.309,27.309,27.307,27.307,27.307,27.307,27.307,27.307,27.310,27.720,27.724,27.720,27.720,27.720,27.720,27.723,27.723,27.721,27.721,27.721,27.721,27.518,27.518
1991-07,27.030,27.033,27.033,27.033,27.033,27.028,27.034,27.034,27.033,27.035,27.037,27.037,27.037,27.034,27.034,27.034,27.034,27.430,27.427,27.430,27.430,27.430,27.430,27.425,27.425,27.423,27.423,27.423,27.423,27.229,27.229
1991-10,26.950,26.946,26.946,26.946,26.946,26.945,26.938,26.938,26.945,26.947,26.948,26.948,26.948,26.947,26.947,26.947,26.947,27.310,27.314,27.310,27.310,27.320,27.320,27.315,27.315,27.312,27.312,27.312,27.312,27.130,27.130
1992-01,26.867,26.867,26.867,26.867,26.867,26.873,26.871,26.871,26.866,26.865,26.864,26.864,26.864,26.866,26.866,26.866,26.864,27.210,27.213,27.210,27.210,27.210,27.210,27.214,27.214,27.219,27.219,27.219,27.219,27.025,27.025
1992-04,26.748,26.751,26.751,26.751,26.751,26.750,26.752,26.752,26.750,26.750,26.748,26.748,26.748,26.748,26.748,26.748,26.749,27.090,27.092,27.090,27.090,27.090,27.090,27.091,27.091,27.089,27.089,27.089,27.089,26.890,26.890
