"",2005-05-24,2005-08-23,2005-11-22,2006-02-22,2006-05-23,2006-08-24,2006-11-23,2007-02-22,2007-05-24,2007-08-23,2007-11-22,2008-02-26,2008-05-27,2008-08-26,2008-11-25,2009-02-25,2009-05-26,2009-08-25,2009-11-24,2010-02-24,2010-05-21,2010-08-24,2010-11-23,2011-02-24,2011-05-24
1997-07,97.91,97.91,97.91,97.91,97.91,97.91,97.91,97.91,97.91,97.91,97.91,97.91,97.91,97.91,97.91,97.91,97.91,97.91,97.91,97.91,97.91,97.91,97.91,97.91,97.91
1997-10,107.60,107.60,107.60,107.60,107.60,107.60,107.60,107.60,107.60,107.60,107.60,107.60,107.60,107.60,107.60,107.60,107.60,107.60,107.60,107.60,107.60,107.60,107.60,107.60,107.60
1998-01,94.55,94.55,94.55,94.55,94.55,94.55,94.55,94.55,94.55,94.55,94.55,94.55,94.55,94.55,94.55,94.55,94.55,94.55,94.55,94.55,94.55,94.55,94.55,94.55,94.55
1998-04,96.14,96.14,96.14,96.14,96.14,96.14,96.14,96.14,96.14,96.14,96.14,96.14,96.14,96.14,96.14,96.14,96.14,96.14,96.14,96.14,96.14,96.14,96.14,96.14,96.14
1998-07,100.60,100.60,100.60,100.60,100.60,100.60,100.60,100.60,100.60,100.60,100.60,100.60,100.60,100.60,100.60,100.60,100.60,100.60,100.60,100.60,100.60,100.60,100.60,100.60,100.60
1998-10,110.37,110.37,110.37,110.37,110.37,110.37,110.37,110.37,110.37,110.37,110.37,110.37,110.37,110.37,110.37,110.37,110.37,110.37,110.37,110.37,110.37,110.37,110.37,110.37,110.37
1999-01,96.93,96.93,96.93,96.93,96.93,96.93,96.93,96.93,96.93,96.93,96.93,96.93,96.93,96.93,96.93,96.93,96.93,96.93,96.93,96.93,96.93,96.93,96.93,96.93,96.93
1999-04,98.52,98.52,98.52,98.52,98.52,98.52,98.52,98.52,98.52,98.52,98.52,98.52,98.52,98.52,98.52,98.52,98.52,98.52,98.52,98.52,98.52,98.52,98.52,98.52,98.52
1999-07,103.02,103.02,103.02,103.02,103.02,103.02,103.02,103.02,103.02,103.02,103.02,103.02,103.02,103.02,103.02,103.02,103.02,103.02,103.02,103.02,103.02,103.02,103.02,103.02,103.02
1999-10,113.13,113.13,113.13,113.13,113.13,113.13,113.13,113.13,113.13,113.13,113.13,113.13,113.13,113.13,113.13,113.13,113.13,113.13,113.13,113.13,113.13,113.13,113.13,113.13,113.13
2000-01,100.42,100.42,100.42,100.42,100.42,100.42,100.42,100.42,100.42,100.42,100.42,100.42,100.42,100.42,100.42,100.42,100.42,100.42,100.42,100.42,100.42,100.42,100.42,100.42,100.42
2000-04,101.21,101.21,101.21,101.21,101.21,101.21,101.21,101.21,101.21,101.21,101.21,101.21,101.21,101.21,101.21,101.21,101.21,101.21,101.21,101.21,101.21,101.21,101.21,101.21,101.21
2000-07,105.75,105.75,105.75,105.75,105.75,105.75,105.75,105.75,105.75,105.75,105.75,105.75,105.75,105.75,105.75,105.75,105.75,105.75,105.75,105.75,105.75,105.75,105.75,105.75,105.75
2000-10,115.60,115.60,115.60,115.60,115.60,115.60,115.60,115.60,115.60,115.60,115.60,115.60,115.60,115.60,115.60,115.60,115.60,115.60,115.60,115.60,115.60,115.60,115.60,115.60,115.60
2001-01,102.46,102.39,102.39,102.39,102.39,102.39,102.39,102.39,102.39,102.39,102.39,102.39,102.39,102.39,102.39,102.39,102.39,102.39,102.39,102.39,102.39,102.39,102.39,102.39,102.39
2001-04,102.99,102.92,102.92,102.92,102.92,102.92,102.92,102.92,102.92,102.92,102.92,102.92,102.92,102.92,102.92,102.92,102.92,102.92,102.92,102.92,102.92,102.92,102.92,102.92,102.92
2001-07,107.67,107.82,107.82,107.82,107.82,107.82,107.82,107.82,107.82,107.82,107.82,107.82,107.82,107.82,107.82,107.82,107.82,107.82,107.82,107.82,107.82,107.82,107.82,107.82,107.82
2001-10,119.12,119.31,119.31,119.31,119.31,119.31,119.31,119.31,119.31,119.31,119.31,119.31,119.31,119.31,119.31,119.31,119.31,119.31,119.31,119.31,119.31,119.31,119.31,119.31,119.31
2002-01,106.15,106.32,106.32,106.32,106.32,106.26,106.26,106.26,106.26,106.26,106.26,106.26,106.26,106.26,106.26,106.26,106.26,106.26,106.26,106.26,106.26,106.26,106.26,106.26,106.26
2002-04,106.93,106.87,106.87,106.87,106.87,106.81,106.81,106.81,106.81,106.81,106.81,106.81,106.81,106.81,106.81,106.81,106.81,106.81,106.81,106.81,106.81,106.81,106.81,106.81,106.81
2002-07,110.83,111.09,111.09,111.09,111.09,111.00,111.00,111.00,111.00,111.00,111.00,111.00,111.00,111.00,111.00,111.00,111.00,111.00,111.00,111.00,111.00,111.00,111.00,111.00,111.00
2002-10,122.22,122.73,122.73,122.73,122.73,122.44,122.44,122.44,122.44,122.44,122.44,122.44,122.44,122.44,122.44,122.44,122.44,122.44,122.44,122.44,122.44,122.44,122.44,122.44,122.44
2003-01,107.42,107.07,107.07,107.07,107.07,107.37,107.37,107.37,107.37,107.71,107.71,107.71,107.71,107.71,107.71,107.71,107.71,107.71,107.71,107.71,107.71,107.71,107.71,107.71,107.71
2003-04,107.71,107.15,107.15,107.15,107.15,107.32,107.32,107.32,107.32,107.57,107.57,107.57,107.57,107.57,107.57,107.57,107.57,107.57,107.57,107.57,107.57,107.57,107.57,107.57,107.57
2003-07,113.19,113.08,113.08,113.08,113.08,113.68,113.68,113.68,113.68,114.01,114.01,114.01,114.01,114.01,114.01,114.01,114.01,114.01,114.01,114.01,114.01,114.01,114.01,114.01,114.01
2003-10,121.03,121.52,121.52,121.52,121.52,121.74,121.74,121.74,121.74,122.08,122.08,122.08,122.08,122.08,122.08,122.08,122.08,122.08,122.08,122.08,122.08,122.08,122.08,122.08,122.08
2004-01,108.32,109.47,109.47,109.47,109.47,109.40,109.40,109.40,109.40,110.41,110.41,110.41,110.41,110.42,110.42,110.42,110.42,110.42,110.42,110.42,110.42,110.42,110.42,110.42,110.42
2004-04,109.09,110.05,110.05,110.05,110.05,109.88,109.88,109.88,109.88,110.94,110.94,110.94,110.94,110.72,110.72,110.72,110.72,110.72,110.72,110.72,110.72,110.72,110.72,110.72,110.72
2004-07,111.74,113.12,113.12,113.12,113.12,113.36,113.36,113.36,113.36,114.49,114.49,114.49,114.49,114.32,114.32,114.32,114.32,114.32,114.32,114.32,114.32,114.32,114.32,114.32,114.32
2004-10,120.88,122.09,122.09,122.09,122.09,121.00,121.00,121.00,121.00,122.19,122.19,122.19,122.19,121.76,121.76,121.76,121.76,121.76,121.76,121.76,121.76,121.76,121.76,121.76,121.76
2005-01,108.07,109.14,108.99,109.19,109.18,109.63,109.63,109.63,109.63,111.94,111.94,111.94,111.94,112.22,112.22,112.22,112.22,112.74,112.74,112.74,112.74,112.74,112.74,112.74,112.74
2005-04,,110.13,109.26,109.74,109.78,109.78,109.78,109.78,109.78,112.14,112.14,112.14,112.14,112.32,112.32,112.32,112.32,112.80,112.80,112.80,112.80,112.80,112.80,112.80,112.80
2005-07,,,112.09,112.51,112.57,113.00,113.00,113.00,113.00,115.42,115.42,115.42,115.42,115.61,115.61,115.61,115.61,116.35,116.35,116.35,116.35,116.35,116.35,116.35,116.35
2005-10,,,,120.91,120.90,119.82,119.82,119.82,119.82,122.91,122.91,122.91,122.91,122.80,122.80,122.80,122.80,123.41,123.41,123.41,123.41,123.41,123.41,123.41,123.41
2006-01,,,,,109.23,109.38,109.61,110.03,110.05,113.13,113.13,113.13,113.13,112.53,112.53,112.53,112.53,113.74,113.74,113.74,113.74,114.11,114.11,114.11,114.11
2006-04,,,,,,109.27,109.28,109.84,109.88,113.60,113.60,113.60,113.60,112.60,112.60,112.60,112.60,113.63,113.63,113.63,113.63,113.99,113.99,113.99,113.99
2006-07,,,,,,,113.06,113.39,113.31,116.62,116.62,116.62,116.62,115.99,115.99,115.99,115.99,117.23,117.23,117.23,117.23,117.58,117.58,117.58,117.58
2006-10,,,,,,,,121.26,120.97,124.65,124.65,124.65,124.65,124.12,124.12,124.12,124.12,125.39,125.39,125.39,125.39,125.63,125.63,125.63,125.63
2007-01,,,,,,,,,111.73,115.40,115.73,115.46,115.30,114.94,114.94,114.94,114.94,116.57,116.57,116.57,116.57,116.46,116.46,116.46,116.46
2007-04,,,,,,,,,,115.85,116.14,115.83,115.78,114.87,114.87,114.87,114.87,116.32,116.32,116.32,116.32,116.32,116.32,116.32,116.32
2007-07,,,,,,,,,,,119.20,118.94,118.95,118.50,118.50,118.50,118.50,120.20,120.20,120.20,120.20,120.26,120.26,120.26,120.26
2007-10,,,,,,,,,,,,125.72,126.00,126.38,126.38,126.38,126.38,127.20,127.20,127.20,127.20,127.10,127.10,127.10,127.10
2008-01,,,,,,,,,,,,,117.01,116.86,116.96,117.10,117.19,119.31,119.31,119.31,119.31,119.32,119.32,119.32,119.32
2008-04,,,,,,,,,,,,,,117.39,117.44,117.95,118.12,120.22,120.22,120.22,120.22,119.96,119.96,119.96,119.96
2008-07,,,,,,,,,,,,,,,120.58,120.70,120.73,122.97,122.97,122.97,122.97,122.78,122.78,122.78,122.78
2008-10,,,,,,,,,,,,,,,,131.15,130.72,131.95,131.95,131.95,131.95,130.80,130.80,130.80,130.80
2009-01,,,,,,,,,,,,,,,,,121.61,124.45,124.56,124.36,124.74,125.02,125.02,125.02,125.02
2009-04,,,,,,,,,,,,,,,,,,125.09,125.27,125.29,125.65,125.76,125.76,125.76,125.76
2009-07,,,,,,,,,,,,,,,,,,,129.26,129.44,129.84,130.01,130.01,130.01,130.01
2009-10,,,,,,,,,,,,,,,,,,,,136.87,137.31,135.65,135.65,135.65,135.65
2010-01,,,,,,,,,,,,,,,,,,,,,128.72,129.26,129.61,129.49,129.83
2010-04,,,,,,,,,,,,,,,,,,,,,,128.79,128.43,128.28,128.38
2010-07,,,,,,,,,,,,,,,,,,,,,,,132.70,132.67,132.27
2010-10,,,,,,,,,,,,,,,,,,,,,,,,138.32,137.54
2011-01,,,,,,,,,,,,,,,,,,,,,,,,,131.43
