"",2007-05-22,2007-08-21,2007-11-20,2008-02-21,2008-05-21,2008-08-21,2008-11-18,2009-02-19,2009-05-20,2009-08-20,2009-11-19,2010-02-18,2010-05-19,2010-08-18,2010-11-18,2011-02-17,2011-05-19,2011-08-18,2011-11-17,2012-02-16,2012-05-16,2012-08-16,2012-11-15,2013-02-19,2013-05-16,2013-08-20,2013-11-19,2014-02-18,2014-05-20,2014-08-21,2014-11-18
1995-07,12541.3972,12541.3972,12541.3972,12541.3972,12541.3972,12541.3972,12541.3972,12541.3972,12541.3972,12541.3972,12541.3972,12541.3972,12541.3972,12541.3972,12541.3972,12541.3972,12541.3972,12423.5084,12423.5084,12423.5084,12423.5084,12423.5084,12423.5084,12423.5084,12423.5084,12423.5084,12423.5084,12423.5084,12423.5084,12549.0388,12549.0388
1995-10,12498.7781,12498.7781,12498.7781,12498.7781,12498.7781,12498.7781,12498.7781,12498.7781,12498.7781,12498.7781,12498.7781,12498.7781,12498.7781,12498.7781,12498.7781,12498.7781,12498.7781,12397.3399,12397.3399,12397.3399,12397.3399,12397.3399,12397.3399,12397.3399,12397.3399,12397.3399,12397.3399,12397.3399,12397.3399,12527.0458,12527.0458
1996-01,12362.6620,12362.6620,12362.6620,12362.6620,12362.6620,12362.6620,12362.6620,12362.6620,12362.6620,12362.6620,12362.6620,12362.6620,12362.6620,12362.6620,12362.6620,12362.6620,12362.6620,12255.8176,12255.8176,12255.8176,12255.8176,12255.8176,12255.8176,12255.8176,12255.8176,12255.8176,12255.8176,12255.8176,12255.8176,12385.6358,12385.6358
1996-04,11451.3350,11451.3350,11451.3350,11451.3350,11451.3350,11451.3350,11451.3350,11451.3350,11451.3350,11451.3350,11451.3350,11451.3350,11451.3350,11451.3350,11451.3350,11451.3350,11451.3350,11357.9868,11357.9868,11357.9868,11357.9868,11357.9868,11357.9868,11357.9868,11357.9868,11357.9868,11357.9868,11357.9868,11357.9868,11461.3717,11461.3717
1996-07,12393.3942,12393.3942,12393.3942,12393.3942,12393.3942,12393.3942,12393.3942,12393.3942,12393.3942,12393.3942,12393.3942,12393.3942,12393.3942,12393.3942,12393.3942,12393.3942,12393.3942,12332.1351,12332.1351,12332.1351,12332.1351,12332.1351,12332.1351,12332.1351,12332.1351,12332.1351,12332.1351,12332.1351,12332.1351,12473.5302,12473.5302
1996-10,12284.0554,12284.0554,12284.0554,12284.0554,12284.0554,12284.0554,12284.0554,12284.0554,12284.0554,12284.0554,12284.0554,12284.0554,12284.0554,12284.0554,12284.0554,12284.0554,12284.0554,12168.3418,12168.3418,12168.3418,12168.3418,12168.3418,12168.3418,12168.3418,12168.3418,12168.3418,12168.3418,12168.3418,12168.3418,12225.6144,12225.6144
1997-01,11987.9852,11987.9852,11987.9852,11987.9852,11987.9852,11987.9852,11987.9852,11987.9852,11987.9852,11987.9852,11987.9852,11987.9852,11987.9852,11987.9852,11987.9852,11987.9852,11987.9852,11920.5087,11920.5087,11920.5087,11920.5087,11920.5087,11920.5087,11920.5087,11920.5087,11920.5087,11920.5087,11920.5087,11920.5087,11982.8464,11982.8464
1997-04,11405.9800,11405.9800,11405.9800,11405.9800,11405.9800,11405.9800,11405.9800,11405.9800,11405.9800,11405.9800,11405.9800,11405.9800,11405.9800,11405.9800,11405.9800,11405.9800,11405.9800,11364.3500,11364.3500,11364.3500,11364.3500,11364.3500,11364.3500,11364.3500,11364.3500,11364.3500,11364.3500,11364.3500,11364.3500,11425.6878,11425.6878
1997-07,12246.7000,12246.7000,12246.7000,12246.7000,12246.7000,12246.7000,12246.7000,12246.7000,12246.7000,12246.7000,12246.7000,12246.7000,12246.7000,12246.7000,12246.7000,12246.7000,12246.7000,12217.0945,12217.0945,12217.0945,12217.0945,12217.0945,12217.0945,12217.0945,12217.0945,12217.0945,12217.0945,12217.0945,12217.0945,12344.3500,12344.3500
1997-10,12275.5945,12275.5945,12275.5945,12275.5945,12275.5945,12275.5945,12275.5945,12275.5945,12275.5945,12275.5945,12275.5945,12275.5945,12275.5945,12275.5945,12275.5945,12275.5945,12275.5945,12169.3069,12169.3069,12169.3069,12169.3069,12169.3069,12169.3069,12169.3069,12169.3069,12169.3069,12169.3069,12169.3069,12169.3069,12194.0275,12194.0275
1998-01,12172.5356,12172.5356,12172.5356,12172.5356,12172.5356,12172.5356,12172.5356,12172.5356,12172.5356,12172.5356,12172.5356,12172.5356,12172.5356,12172.5356,12172.5356,12172.5356,12172.5356,12094.5576,12094.5576,12094.5576,12094.5576,12094.5576,12094.5576,12094.5576,12094.5576,12094.5576,12094.5576,12094.5576,12094.5576,12143.7120,12143.7120
1998-04,11299.0820,11299.0820,11299.0820,11299.0820,11299.0820,11299.0820,11299.0820,11299.0820,11299.0820,11299.0820,11299.0820,11299.0820,11299.0820,11299.0820,11299.0820,11299.0820,11299.0820,11225.8188,11225.8188,11225.8188,11225.8188,11225.8188,11225.8188,11225.8188,11225.8188,11225.8188,11225.8188,11225.8188,11225.8188,11300.0236,11300.0236
1998-07,12309.4248,12309.4248,12309.4248,12309.4248,12309.4248,12309.4248,12309.4248,12309.4248,12309.4248,12309.4248,12309.4248,12309.4248,12309.4248,12309.4248,12309.4248,12309.4248,12309.4248,12244.5853,12244.5853,12244.5853,12244.5853,12244.5853,12244.5853,12244.5853,12244.5853,12244.5853,12244.5853,12244.5853,12244.5853,12403.0918,12403.0918
1998-10,12519.3370,12519.3370,12519.3370,12519.3370,12519.3370,12519.3370,12519.3370,12519.3370,12519.3370,12519.3370,12519.3370,12519.3370,12519.3370,12519.3370,12519.3370,12519.3370,12519.3370,12383.2223,12383.2223,12383.2223,12383.2223,12383.2223,12383.2223,12383.2223,12383.2223,12383.2223,12383.2223,12383.2223,12383.2223,12415.0332,12415.0332
1999-01,12250.0418,12250.0418,12250.0418,12250.0418,12250.0418,12250.0418,12250.0418,12250.0418,12250.0418,12250.0418,12250.0418,12250.0418,12250.0418,12250.0418,12250.0418,12250.0418,12250.0418,12159.2161,12159.2161,12159.2161,12159.2161,12159.2161,12159.2161,12159.2161,12159.2161,12159.2161,12159.2161,12159.2161,12159.2161,12226.2340,12226.2340
1999-04,11405.0560,11405.0560,11405.0560,11405.0560,11405.0560,11405.0560,11405.0560,11405.0560,11405.0560,11405.0560,11405.0560,11405.0560,11405.0560,11405.0560,11405.0560,11405.0560,11405.0560,11348.1924,11348.1924,11348.1924,11348.1924,11348.1924,11348.1924,11348.1924,11348.1924,11348.1924,11348.1924,11348.1924,11348.1924,11388.3190,11388.3190
1999-07,12347.6808,12347.6808,12347.6808,12347.6808,12347.6808,12347.6808,12347.6808,12347.6808,12347.6808,12347.6808,12347.6808,12347.6808,12347.6808,12347.6808,12347.6808,12347.6808,12347.6808,12348.5989,12348.5989,12348.5989,12348.5989,12348.5989,12348.5989,12348.5989,12348.5989,12348.5989,12348.5989,12348.5989,12348.5989,12394.0576,12394.0576
1999-10,12621.2856,12621.2856,12621.2856,12621.2856,12621.2856,12621.2856,12621.2856,12621.2856,12621.2856,12621.2856,12621.2856,12621.2856,12621.2856,12621.2856,12621.2856,12621.2856,12621.2856,12549.4085,12549.4085,12549.4085,12549.4085,12549.4085,12549.4085,12549.4085,12549.4085,12549.4085,12549.4085,12549.4085,12549.4085,12508.3204,12508.3204
2000-01,12514.0650,12514.0650,12514.0650,12514.0650,12514.0650,12514.0650,12514.0650,12514.0650,12514.0650,12514.0650,12514.0650,12514.0650,12514.0650,12514.0650,12514.0650,12514.0650,12514.0650,12464.0344,12464.0344,12464.0344,12464.0344,12464.0344,12464.0344,12464.0344,12464.0344,12464.0344,12464.0344,12464.0344,12464.0344,12515.3868,12515.3868
2000-04,11519.1270,11519.1270,11519.1270,11519.1270,11519.1270,11519.1270,11519.1270,11519.1270,11519.1270,11519.1270,11519.1270,11519.1270,11519.1270,11519.1270,11519.1270,11519.1270,11519.1270,11484.0087,11484.0087,11484.0087,11484.0087,11484.0087,11484.0087,11484.0087,11484.0087,11484.0087,11484.0087,11484.0087,11484.0087,11492.5505,11492.5505
2000-07,12370.6375,12370.6375,12370.6375,12370.6375,12370.6375,12370.6375,12370.6375,12370.6375,12370.6375,12370.6375,12370.6375,12370.6375,12370.6375,12370.6375,12370.6375,12370.6375,12370.6375,12344.7724,12344.7724,12344.7724,12344.7724,12344.7724,12344.7724,12344.7724,12344.7724,12344.7724,12344.7724,12344.7724,12344.7724,12455.9940,12455.9940
2000-10,12463.8444,12463.8444,12463.8444,12463.8444,12463.8444,12463.8444,12463.8444,12463.8444,12463.8444,12463.8444,12463.8444,12463.8444,12463.8444,12463.8444,12463.8444,12463.8444,12463.8444,12356.9961,12356.9961,12356.9961,12356.9961,12356.9961,12356.9961,12356.9961,12356.9961,12356.9961,12356.9961,12356.9961,12356.9961,12372.9591,12372.9591
2001-01,12448.2520,12448.2520,12448.2520,12448.2520,12448.2520,12448.2520,12448.2520,12448.2520,12448.2520,12448.2520,12448.2520,12448.2520,12448.2520,12448.2520,12448.2520,12448.2520,12448.2520,12367.4057,12367.4057,12367.4057,12367.4057,12367.4057,12367.4057,12367.4057,12367.4057,12367.4057,12367.4057,12367.4057,12367.4057,12433.9628,12433.9628
2001-04,11467.0206,11467.0206,11467.0206,11467.0206,11467.0206,11467.0206,11467.0206,11467.0206,11467.0206,11467.0206,11467.0206,11467.0206,11467.0206,11467.0206,11467.0206,11467.0206,11467.0206,11384.7967,11384.7967,11384.7967,11384.7967,11384.7967,11384.7967,11384.7967,11384.7967,11384.7967,11384.7967,11384.7967,11384.7967,11416.2167,11416.2167
2001-07,12311.4852,12311.4852,12311.4852,12311.4852,12311.4852,12311.4852,12311.4852,12311.4852,12311.4852,12311.4852,12311.4852,12311.4852,12311.4852,12311.4852,12311.4852,12311.4852,12311.4852,12247.3825,12247.3825,12247.3825,12247.3825,12247.3825,12247.3825,12247.3825,12247.3825,12247.3825,12247.3825,12247.3825,12247.3825,12334.0451,12334.0451
2001-10,12364.9550,12364.9550,12364.9550,12364.9550,12364.9550,12364.9550,12364.9550,12364.9550,12364.9550,12364.9550,12364.9550,12364.9550,12364.9550,12364.9550,12364.9550,12364.9550,12364.9550,12229.8856,12229.8856,12229.8856,12229.8856,12229.8856,12229.8856,12229.8856,12229.8856,12229.8856,12229.8856,12229.8856,12229.8856,12237.2571,12237.2571
2002-01,12175.5522,12175.5522,12175.5522,12175.5522,12175.5522,12175.5522,12175.5522,12175.5522,12175.5522,12175.5522,12175.5522,12175.5522,12175.5522,12175.5522,12175.5522,12175.5522,12175.5522,12087.1617,12087.1617,12087.1617,12087.1617,12087.1617,12087.1617,12087.1617,12087.1617,12087.1617,12087.1617,12087.1617,12087.1617,12167.4773,12167.4773
2002-04,11388.1188,11388.1188,11388.1188,11388.1188,11388.1188,11388.1188,11388.1188,11388.1188,11388.1188,11388.1188,11388.1188,11388.1188,11388.1188,11388.1188,11388.1188,11388.1188,11388.1188,11304.3414,11304.3414,11304.3414,11304.3414,11304.3414,11304.3414,11304.3414,11304.3414,11304.3414,11304.3414,11304.3414,11304.3414,11363.3700,11363.3700
2002-07,12207.0516,12207.0516,12207.0516,12207.0516,12207.0516,12207.0516,12207.0516,12207.0516,12207.0516,12207.0516,12207.0516,12207.0516,12207.0516,12207.0516,12207.0516,12207.0516,12207.0516,12149.3723,12149.3723,12149.3723,12149.3723,12149.3723,12149.3723,12149.3723,12149.3723,12149.3723,12149.3723,12149.3723,12149.3723,12253.0750,12253.0750
2002-10,12144.6188,12144.6188,12144.6188,12144.6188,12144.6188,12144.6188,12144.6188,12144.6188,12144.6188,12144.6188,12144.6188,12144.6188,12144.6188,12144.6188,12144.6188,12144.6188,12144.6188,12038.0526,12038.0526,12038.0526,12038.0526,12038.0526,12038.0526,12038.0526,12038.0526,12038.0526,12038.0526,12038.0526,12038.0526,12049.8684,12049.8684
2003-01,12004.4484,12005.1468,12005.1468,12005.1468,12005.1468,12005.1468,12005.1468,12005.1468,12005.1468,12005.1468,12005.1468,12005.1468,12005.1468,12005.1468,12005.1468,12005.1468,12005.1468,11970.5877,11970.5877,11970.5877,11970.5877,11970.5877,11970.5877,11970.5877,11970.5877,11970.5877,11970.5877,11970.5877,11970.5877,11997.4075,11997.4075
2003-04,11085.1335,11082.3156,11082.3156,11082.3156,11082.3156,11082.3156,11082.3156,11082.3156,11082.3156,11082.3156,11082.3156,11082.3156,11082.3156,11082.3156,11082.3156,11082.3156,11082.3156,11042.3014,11042.3014,11042.3014,11042.3014,11042.3014,11042.3014,11042.3014,11042.3014,11042.3014,11042.3014,11042.3014,11042.3014,11047.0711,11047.0711
2003-07,11991.6140,11992.6505,11992.6505,11992.6505,11992.6505,11992.6505,11992.6505,11992.6505,11992.6505,11992.6505,11992.6505,11992.6505,11992.6505,11992.6505,11992.6505,11992.6505,11992.6505,11945.9806,11945.9806,11945.9806,11945.9806,11945.9806,11945.9806,11945.9806,11945.9806,11945.9806,11945.9806,11945.9806,11945.9806,12036.0387,12036.0387
2003-10,12048.0468,12049.0815,12049.0815,12049.0815,12049.0815,12045.5880,12045.5880,12045.5880,12045.5880,12045.5880,12045.5880,12045.5880,12045.5880,12045.5880,12045.5880,12045.5880,12045.5880,11905.2285,11905.2285,11905.2285,11905.2285,11905.2285,11905.2285,11905.2285,11905.2285,11905.2285,11905.2285,11905.2285,11905.2285,11892.5775,11892.5775
2004-01,12008.4006,12013.2285,12013.2285,12013.2285,12013.2285,12009.8030,12009.8030,12009.8030,12009.8030,12009.8030,12009.8030,12009.8030,12009.8030,12009.8030,12009.8030,12009.8030,12009.8030,11920.6110,11920.6110,11920.6110,11920.6110,11920.6110,11920.6110,11920.6110,11920.6110,11920.6110,11920.6110,11920.6110,11920.6110,11937.8847,11937.8847
2004-04,11096.2866,11097.8896,11097.8896,11097.8896,11097.8896,11097.8896,11097.8896,11097.8896,11097.8896,11097.8896,11097.8896,11097.8896,11097.8896,11097.8896,11097.8896,11097.8896,11097.8896,10973.0660,10973.0660,10973.0660,10973.0660,10973.0660,10973.0660,10973.0660,10973.0660,10973.0660,10973.0660,10973.0660,10973.0660,10989.8669,10989.8669
2004-07,11958.1280,11960.1920,11960.1920,11960.1920,11960.1920,11960.1920,11960.1920,11960.1920,11960.1920,11960.1920,11960.1920,11960.1920,11960.1920,11960.1920,11960.1920,11960.1920,11960.1920,11856.1435,11856.1435,11856.1435,11856.1435,11856.1435,11856.1435,11856.1435,11856.1435,11856.1435,11856.1435,11856.1435,11856.1435,11904.5240,11904.5240
2004-10,12187.3482,12188.7410,12188.7410,12188.7410,12188.7410,12188.7410,12188.7410,12188.7410,12188.7410,12188.7410,12188.7410,12188.7410,12188.7410,12188.7410,12188.7410,12188.7410,12188.7410,12033.0949,12033.0949,12033.0949,12033.0949,12033.0949,12033.0949,12033.0949,12033.0949,12033.0949,12033.0949,12033.0949,12033.0949,11985.0272,11985.0272
2005-01,11757.6000,11768.2132,11768.2132,11768.2132,11768.2132,11768.2132,11768.2132,11768.2132,11768.2132,11765.4516,11765.4516,11765.4516,11765.4516,11765.4516,11765.4516,11765.4516,11765.4516,11671.1457,11671.1457,11671.1457,11671.1457,11671.1457,11671.1457,11671.1457,11671.1457,11671.1457,11671.1457,11671.1457,11671.1457,11533.6149,11533.6149
2005-04,11130.3003,11106.2028,11106.2028,11106.2028,11106.2028,11105.8794,11105.8794,11105.8794,11105.8794,11103.9390,11103.9390,11103.9390,11103.9390,11103.9390,11103.9390,11103.9390,11103.9390,11030.7918,11030.7918,11030.7918,11030.7918,11030.7918,11030.7918,11030.7918,11030.7918,11030.7918,11030.7918,11030.7918,11030.7918,11000.0866,11000.0866
2005-07,11838.8856,11818.0362,11818.0362,11818.0362,11818.0362,11814.5776,11814.5776,11814.5776,11814.5776,11811.8448,11811.8448,11811.8448,11811.8448,11811.8448,11811.8448,11811.8448,11811.8448,11748.6172,11748.6172,11748.6172,11748.6172,11748.6172,11748.6172,11748.6172,11748.6172,11748.6172,11748.6172,11748.6172,11748.6172,11815.6627,11815.6627
2005-10,12035.5888,12009.2217,12009.2217,12009.2217,12009.2217,12013.0596,12013.0596,12013.0596,12013.0596,12008.2464,12008.2464,12008.2464,12008.2464,12008.2464,12008.2464,12008.2464,12008.2464,11874.9355,11874.9355,11874.9355,11874.9355,11874.9355,11874.9355,11874.9355,11874.9355,11874.9355,11874.9355,11874.9355,11874.9355,11865.8065,11865.8065
2006-01,11912.2704,11884.9296,11884.9296,11884.9296,11884.9296,11883.6160,11883.6160,11883.6160,11883.6160,11881.4406,11881.4406,11881.4406,11881.4406,11881.4406,11881.4406,11881.4406,11881.4406,11820.3033,11820.3033,11820.3033,11820.3033,11820.3033,11820.3033,11820.3033,11820.3033,11820.3033,11820.3033,11820.3033,11820.3033,11965.0758,11965.0758
2006-04,11058.3032,11024.0020,11024.0020,11024.0020,11024.0020,11027.1920,11027.1920,11027.1920,11027.1920,11023.9477,11023.9477,11023.9477,11023.9477,11023.9477,11023.9477,11023.9477,11023.9477,10921.7370,10921.7370,10921.7370,10921.7370,10921.7370,10921.7370,10921.7370,10921.7370,10921.7370,10921.7370,10921.7370,10921.7370,11072.7167,11072.7167
2006-07,11910.0048,11874.8540,11874.8540,11874.8540,11874.8540,11878.2580,11878.2580,11878.2580,11878.2580,11873.9160,11873.9160,11873.9160,11873.9160,11877.4032,11877.4032,11877.4032,11877.4032,11780.0511,11780.0511,11780.0511,11780.0511,11780.0511,11780.0511,11780.0511,11780.0511,11780.0511,11780.0511,11780.0511,11780.0511,12032.7370,12032.7370
2006-10,12129.8691,12097.6100,12097.6100,12097.6100,12097.6100,12103.5387,12103.5387,12103.5387,12103.5387,12099.8592,12099.8592,12099.8592,12099.8592,12099.8592,12099.8592,12099.8592,12099.8592,11966.2375,11966.2375,11966.2375,11966.2375,11966.2375,11966.2375,11966.2375,11966.2375,11966.2375,11966.2375,11966.2375,11966.2375,12163.0697,12163.0697
2007-01,12140.7390,12170.8508,12158.6229,12158.6229,12162.0958,12174.9680,12174.9680,12174.9680,12174.9680,12168.2742,12168.2742,12168.2742,12168.2742,12168.2742,12168.2742,12168.2742,12168.2742,12093.2023,12093.2023,12093.2023,12093.2023,12093.2022,12093.2022,12093.2022,12093.2022,12093.2022,12093.2022,12093.2022,12093.2022,12282.0153,12282.0153
2007-04,,11247.3660,11254.7200,11242.5690,11253.1155,11265.5844,11265.5844,11265.5844,11265.5844,11256.9336,11256.9336,11256.9336,11256.9336,11256.9336,11256.9336,11256.9336,11256.9336,11153.5841,11153.5841,11153.5841,11153.5841,11153.5841,11153.5841,11153.5841,11153.5841,11153.5841,11153.5841,11153.5841,11153.5841,11342.5676,11342.5676
2007-07,,,12069.7604,12073.7266,12073.4490,12079.0384,12079.0384,12079.0384,12079.0384,12069.5016,12069.5016,12069.5016,12069.5016,12069.5016,12069.5016,12069.5016,12069.5016,11975.1742,11975.1742,11975.1742,11975.1742,11975.1742,11975.1742,11975.1742,11975.1742,11975.1742,11975.1742,11975.1742,11975.1742,12236.1933,12236.1933
2007-10,,,,12256.0893,12285.4927,12286.6910,12286.6910,12286.6910,12286.6910,12276.0828,12276.0828,12276.0828,12276.0828,12272.4954,12272.4954,12272.4954,12272.4954,12140.5572,12140.5572,12140.5572,12140.5572,12140.5573,12140.5573,12140.5573,12140.5573,12140.5573,12140.5573,12140.5573,12140.5573,12338.2320,12338.2320
