"",2011-08-18,2011-11-17,2012-02-16,2012-05-16,2012-08-16,2012-11-15,2013-02-19,2013-05-16,2013-08-20,2013-11-19,2014-02-18,2014-05-20,2014-08-21,2014-11-18
unit,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,Stunden,Stunden,Stunden,Stunden,Stunden,Stunden,Stunden
unit multiplier,million,million,million,million,million,million,million,million,million,million,million,million,million,million
Baseyear,,,,,,,,,,,,,,
Record meth,Manual,Manual,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,2967.7249,2967.7249,2967.7249,2967.7249,2967.7249,2967.7249,2967.7249,2967.7249,2967.7249,2967.7249,2967.7249,2967.7249,3105.5163,3105.5163
1991-04,2708.3312,2708.3312,2708.3312,2708.3312,2708.3312,2708.3312,2708.3312,2708.3312,2708.3312,2708.3312,2708.3312,2708.3312,2832.0336,2832.0336
1991-07,2901.2017,2901.2017,2901.2017,2901.2017,2901.2017,2901.2017,2901.2017,2901.2017,2901.2017,2901.2017,2901.2017,2901.2017,3043.9751,3043.9751
1991-10,2912.9899,2912.9899,2912.9899,2912.9899,2912.9899,2912.9899,2912.9899,2912.9899,2912.9899,2912.9899,2912.9899,2912.9899,3049.1833,3049.1833
1992-01,2982.9425,2982.9425,2982.9425,2982.9425,2982.9425,2982.9425,2982.9425,2982.9425,2982.9425,2982.9425,2982.9425,2982.9425,3112.5545,3112.5545
1992-04,2735.0747,2735.0747,2735.0747,2735.0747,2735.0747,2735.0747,2735.0747,2735.0747,2735.0747,2735.0747,2735.0747,2735.0747,2872.7947,2872.7947
1992-07,2935.9438,2935.9438,2935.9438,2935.9438,2935.9438,2935.9438,2935.9438,2935.9438,2935.9438,2935.9438,2935.9438,2935.9438,3084.9689,3084.9689
1992-10,2925.6729,2925.6729,2925.6729,2925.6729,2925.6729,2925.6729,2925.6729,2925.6729,2925.6729,2925.6729,2925.6729,2925.6729,3055.3667,3055.3667
1993-01,2984.1370,2984.1370,2984.1370,2984.1370,2984.1370,2984.1370,2984.1370,2984.1370,2984.1370,2984.1370,2984.1370,2984.1370,3081.3123,3081.3123
1993-04,2746.5422,2746.5422,2746.5422,2746.5422,2746.5422,2746.5422,2746.5422,2746.5422,2746.5422,2746.5422,2746.5422,2746.5422,2844.0316,2844.0316
1993-07,2951.0769,2951.0769,2951.0769,2951.0769,2951.0769,2951.0769,2951.0769,2951.0769,2951.0769,2951.0769,2951.0769,2951.0769,3072.2293,3072.2293
1993-10,2951.2996,2951.2996,2951.2996,2951.2996,2951.2996,2951.2996,2951.2996,2951.2996,2951.2996,2951.2996,2951.2996,2951.2996,3060.4941,3060.4941
1994-01,3013.9125,3013.9125,3013.9125,3013.9125,3013.9125,3013.9125,3013.9125,3013.9125,3013.9125,3013.9125,3013.9125,3013.9125,3127.1651,3127.1651
1994-04,2766.5590,2766.5590,2766.5590,2766.5590,2766.5590,2766.5590,2766.5590,2766.5590,2766.5590,2766.5590,2766.5590,2766.5590,2870.1465,2870.1465
1994-07,2988.1825,2988.1825,2988.1825,2988.1825,2988.1825,2988.1825,2988.1825,2988.1825,2988.1825,2988.1825,2988.1825,2988.1825,3111.1571,3111.1571
1994-10,2974.8544,2974.8544,2974.8544,2974.8544,2974.8544,2974.8544,2974.8544,2974.8544,2974.8544,2974.8544,2974.8544,2974.8544,3083.2679,3083.2679
1995-01,3020.7206,3020.7206,3020.7206,3020.7206,3020.7206,3020.7206,3020.7206,3020.7206,3020.7206,3020.7206,3020.7206,3020.7206,3140.6621,3140.6621
1995-04,2758.8951,2758.8951,2758.8951,2758.8951,2758.8951,2758.8951,2758.8951,2758.8951,2758.8951,2758.8951,2758.8951,2758.8951,2868.8968,2868.8968
1995-07,2990.0160,2990.0160,2990.0160,2990.0160,2990.0160,2990.0160,2990.0160,2990.0160,2990.0160,2990.0160,2990.0160,2990.0160,3119.6467,3119.6467
1995-10,3023.7909,3023.7909,3023.7909,3023.7909,3023.7909,3023.7909,3023.7909,3023.7909,3023.7909,3023.7909,3023.7909,3023.7909,3142.8226,3142.8226
