"",2007-05-22,2007-08-21,2007-11-20,2008-02-21,2008-05-21,2008-08-21,2008-11-18,2009-02-19,2009-05-20,2009-08-20,2009-11-19,2010-02-18,2010-05-19,2010-08-18,2010-11-18,2011-02-17,2011-05-19,2011-08-18,2011-11-17,2012-02-16,2012-05-16,2012-08-16,2012-11-15,2013-02-19,2013-05-16,2013-08-20,2013-11-19,2014-02-18,2014-05-20,2014-08-21,2014-11-18
unit,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,Stunden,Stunden,Stunden,Stunden,Stunden,Stunden,Stunden
unit multiplier,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million
Baseyear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Record meth,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,928.2702,928.2702,928.2702,928.2702,928.2702,928.2702,928.2702,928.2702,928.2702,928.2702,928.2702,928.2702,928.2702,928.2702,928.2702,928.2702,928.2702,991.7888,991.7888,991.7888,991.7888,991.7888,991.7888,991.7888,991.7888,991.7888,991.7888,991.7888,991.7888,976.0301,976.0301
1991-04,1001.1002,1001.1002,1001.1002,1001.1002,1001.1002,1001.1002,1001.1002,1001.1002,1001.1002,1001.1002,1001.1002,1001.1002,1001.1002,1001.1002,1001.1002,1001.1002,1001.1002,1058.3196,1058.3196,1058.3196,1058.3196,1058.3196,1058.3196,1058.3196,1058.3196,1058.3196,1058.3196,1058.3196,1058.3196,1023.2297,1023.2297
1991-07,1110.0329,1110.0329,1110.0329,1110.0329,1110.0329,1110.0329,1110.0329,1110.0329,1110.0329,1110.0329,1110.0329,1110.0329,1110.0329,1110.0329,1110.0329,1110.0329,1110.0329,1170.0966,1170.0966,1170.0966,1170.0966,1170.0966,1170.0966,1170.0966,1170.0966,1170.0966,1170.0966,1170.0966,1170.0966,1135.8798,1135.8798
1991-10,1064.0552,1064.0552,1064.0552,1064.0552,1064.0552,1064.0552,1064.0552,1064.0552,1064.0552,1064.0552,1064.0552,1064.0552,1064.0552,1064.0552,1064.0552,1064.0552,1064.0552,1128.9128,1128.9128,1128.9128,1128.9128,1128.9128,1128.9128,1128.9128,1128.9128,1128.9128,1128.9128,1128.9128,1128.9128,1104.7622,1104.7622
1992-01,1007.2664,1007.2664,1007.2664,1007.2664,1007.2664,1007.2664,1007.2664,1007.2664,1007.2664,1007.2664,1007.2664,1007.2664,1007.2664,1007.2664,1007.2664,1007.2664,1007.2664,1072.3150,1072.3150,1072.3150,1072.3150,1072.3150,1072.3150,1072.3150,1072.3150,1072.3150,1072.3150,1072.3150,1072.3150,1053.0485,1053.0485
1992-04,1048.2880,1048.2880,1048.2880,1048.2880,1048.2880,1048.2880,1048.2880,1048.2880,1048.2880,1048.2880,1048.2880,1048.2880,1048.2880,1048.2880,1048.2880,1048.2880,1048.2880,1105.6816,1105.6816,1105.6816,1105.6816,1105.6816,1105.6816,1105.6816,1105.6816,1105.6816,1105.6816,1105.6816,1105.6816,1079.8033,1079.8033
1992-07,1172.3400,1172.3400,1172.3400,1172.3400,1172.3400,1172.3400,1172.3400,1172.3400,1172.3400,1172.3400,1172.3400,1172.3400,1172.3400,1172.3400,1172.3400,1172.3400,1172.3400,1233.5461,1233.5461,1233.5461,1233.5461,1233.5461,1233.5461,1233.5461,1233.5461,1233.5461,1233.5461,1233.5461,1233.5461,1198.8857,1198.8857
1992-10,1140.3368,1140.3368,1140.3368,1140.3368,1140.3368,1140.3368,1140.3368,1140.3368,1140.3368,1140.3368,1140.3368,1140.3368,1140.3368,1140.3368,1140.3368,1140.3368,1140.3368,1204.0834,1204.0834,1204.0834,1204.0834,1204.0834,1204.0834,1204.0834,1204.0834,1204.0834,1204.0834,1204.0834,1204.0834,1171.0624,1171.0624
1993-01,1005.4308,1005.4308,1005.4308,1005.4308,1005.4308,1005.4308,1005.4308,1005.4308,1005.4308,1005.4308,1005.4308,1005.4308,1005.4308,1005.4308,1005.4308,1005.4308,1005.4308,1066.6996,1066.6996,1066.6996,1066.6996,1066.6996,1066.6996,1066.6996,1066.6996,1066.6996,1066.6996,1066.6996,1066.6996,1044.4358,1044.4358
1993-04,1073.8669,1073.8669,1073.8669,1073.8669,1073.8669,1073.8669,1073.8669,1073.8669,1073.8669,1073.8669,1073.8669,1073.8669,1073.8669,1073.8669,1073.8669,1073.8669,1073.8669,1127.1410,1127.1410,1127.1410,1127.1410,1127.1410,1127.1410,1127.1410,1127.1410,1127.1410,1127.1410,1127.1410,1127.1410,1086.7499,1086.7499
1993-07,1198.5479,1198.5479,1198.5479,1198.5479,1198.5479,1198.5479,1198.5479,1198.5479,1198.5479,1198.5479,1198.5479,1198.5479,1198.5479,1198.5479,1198.5479,1198.5479,1198.5479,1255.8425,1255.8425,1255.8425,1255.8425,1255.8425,1255.8425,1255.8425,1255.8425,1255.8425,1255.8425,1255.8425,1255.8425,1211.1313,1211.1313
1993-10,1155.9422,1155.9422,1155.9422,1155.9422,1155.9422,1155.9422,1155.9422,1155.9422,1155.9422,1155.9422,1155.9422,1155.9422,1155.9422,1155.9422,1155.9422,1155.9422,1155.9422,1215.8858,1215.8858,1215.8858,1215.8858,1215.8858,1215.8858,1215.8858,1215.8858,1215.8858,1215.8858,1215.8858,1215.8858,1183.5731,1183.5731
1994-01,1070.5956,1070.5956,1070.5956,1070.5956,1070.5956,1070.5956,1070.5956,1070.5956,1070.5956,1070.5956,1070.5956,1070.5956,1070.5956,1070.5956,1070.5956,1070.5956,1070.5956,1132.2761,1132.2761,1132.2761,1132.2761,1132.2761,1132.2761,1132.2761,1132.2761,1132.2761,1132.2761,1132.2761,1132.2761,1111.7325,1111.7325
1994-04,1106.0308,1106.0308,1106.0308,1106.0308,1106.0308,1106.0308,1106.0308,1106.0308,1106.0308,1106.0308,1106.0308,1106.0308,1106.0308,1106.0308,1106.0308,1106.0308,1106.0308,1159.9248,1159.9248,1159.9248,1159.9248,1159.9248,1159.9248,1159.9248,1159.9248,1159.9248,1159.9248,1159.9248,1159.9248,1125.6440,1125.6440
1994-07,1230.1800,1230.1800,1230.1800,1230.1800,1230.1800,1230.1800,1230.1800,1230.1800,1230.1800,1230.1800,1230.1800,1230.1800,1230.1800,1230.1800,1230.1800,1230.1800,1230.1800,1289.9986,1289.9986,1289.9986,1289.9986,1289.9986,1289.9986,1289.9986,1289.9986,1289.9986,1289.9986,1289.9986,1289.9986,1254.3308,1254.3308
1994-10,1212.1460,1212.1460,1212.1460,1212.1460,1212.1460,1212.1460,1212.1460,1212.1460,1212.1460,1212.1460,1212.1460,1212.1460,1212.1460,1212.1460,1212.1460,1212.1460,1212.1460,1274.2469,1274.2469,1274.2469,1274.2469,1274.2469,1274.2469,1274.2469,1274.2469,1274.2469,1274.2469,1274.2469,1274.2469,1251.5771,1251.5771
1995-01,1101.8868,1101.8868,1101.8868,1101.8868,1101.8868,1101.8868,1101.8868,1101.8868,1101.8868,1101.8868,1101.8868,1101.8868,1101.8868,1101.8868,1101.8868,1101.8868,1101.8868,1166.1655,1166.1655,1166.1655,1166.1655,1166.1655,1166.1655,1166.1655,1166.1655,1166.1655,1166.1655,1166.1655,1166.1655,1159.5791,1159.5791
1995-04,1094.1326,1094.1326,1094.1326,1094.1326,1094.1326,1094.1326,1094.1326,1094.1326,1094.1326,1094.1326,1094.1326,1094.1326,1094.1326,1094.1326,1094.1326,1094.1326,1094.1326,1146.1239,1146.1239,1146.1239,1146.1239,1146.1239,1146.1239,1146.1239,1146.1239,1146.1239,1146.1239,1146.1239,1146.1239,1124.9451,1124.9451
