"",2011-08-18,2011-11-17,2012-02-16,2012-05-16,2012-08-16,2012-11-15,2013-02-19,2013-05-16,2013-08-20,2013-11-19,2014-02-18,2014-05-20,2014-08-21,2014-11-18
unit,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,Stunden,Stunden
unit multiplier,million,million,million,million,million,million,million,million,million,million,million,million,million,million
Baseyear,,,,,,,,,,,,,,
Record meth,Manual,Manual,,,,,,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,749.0923,749.0923,749.0900,749.0900,749.0100,749.0200,749.0103,749.0103,749.0691,749.0691,749.0691,749.0691,704.3226,704.3226
1991-04,760.7440,760.7440,760.7400,760.7400,760.8300,760.8200,760.8430,760.8430,760.6965,760.6965,760.6965,760.6965,715.4494,715.4494
1991-07,759.2136,759.2136,759.2100,759.2100,759.2900,759.2700,759.2904,759.2904,759.3566,759.3566,759.3566,759.3566,714.3965,714.3965
1991-10,756.9203,756.9203,756.9200,756.9200,756.9200,756.9500,756.9121,756.9121,756.8437,756.8437,756.8437,756.8437,713.3282,713.3282
1992-01,765.3211,765.3211,765.3200,765.3200,765.2500,765.2600,765.2483,765.2483,765.3056,765.3056,765.3056,765.3056,726.6905,726.6905
1992-04,755.3497,755.3497,755.3500,755.3500,755.4300,755.4200,755.4437,755.4437,755.2980,755.2980,755.2980,755.2980,720.7760,720.7760
1992-07,751.7583,751.7583,751.7600,751.7600,751.8300,751.8100,751.8318,751.8318,751.9005,751.9005,751.9005,751.9005,717.4530,717.4530
1992-10,747.2772,747.2772,747.2800,747.2800,747.2800,747.3000,747.2693,747.2693,747.2054,747.2054,747.2054,747.2054,715.5925,715.5925
1993-01,757.6287,757.6287,757.6300,757.6300,757.5800,757.5900,757.5807,757.5807,757.6257,757.6257,757.6257,757.6257,717.7415,717.7415
1993-04,756.7065,756.7065,756.7100,756.7100,756.7900,756.7800,756.7994,756.7994,756.6686,756.6686,756.6686,756.6686,718.9839,718.9839
1993-07,755.0675,755.0675,755.0700,755.0700,755.1300,755.1200,755.1363,755.1363,755.1932,755.1932,755.1932,755.1932,719.9403,719.9403
1993-10,753.1784,753.1784,753.1800,753.1800,753.1600,753.1800,753.1515,753.1515,753.0960,753.0960,753.0960,753.0960,721.2413,721.2413
1994-01,763.7829,763.7829,763.7800,763.7800,763.8200,763.8200,763.8154,763.8154,763.8270,763.8270,763.8270,763.8270,727.3056,727.3056
1994-04,761.2262,761.2262,761.2300,761.2300,761.2800,761.2700,761.2819,761.2819,761.2040,761.2040,761.2040,761.2040,726.9568,726.9568
1994-07,765.7232,765.7232,765.7200,765.7200,765.7700,765.7600,765.7764,765.7764,765.7980,765.7980,765.7980,765.7980,731.7754,731.7754
1994-10,765.0182,765.0182,765.0200,765.0200,764.9700,764.9800,764.9641,764.9641,764.9206,764.9206,764.9206,764.9206,732.7114,732.7114
1995-01,760.7645,760.7645,760.7600,760.7600,760.8800,760.8800,760.8712,760.8712,760.8624,760.8624,760.8624,760.8624,732.9772,732.9772
1995-04,759.1754,759.1754,759.1800,759.1800,759.2000,759.1900,759.2061,759.2061,759.2065,759.2065,759.2065,759.2065,730.7969,730.7969
1995-07,761.1030,761.1030,761.1000,761.1000,761.1500,761.1500,761.1560,761.1560,761.1926,761.1926,761.1926,761.1926,733.8117,733.8117
1995-10,764.0042,764.0042,764.0000,764.0000,763.9000,763.9100,763.9000,763.9000,763.7833,763.7833,763.7833,763.7833,736.9993,736.9993
1996-01,770.3994,770.3994,770.4000,770.4000,770.5900,770.6000,770.5874,770.5874,770.5834,770.5834,770.5834,770.5834,741.3647,741.3647
1996-04,770.4221,770.4221,770.4200,770.4200,770.4200,770.3900,770.4148,770.4148,770.5060,770.5060,770.5060,770.5060,743.3938,743.3938
1996-07,773.8315,773.8315,773.8300,773.8300,773.8800,773.8900,773.8836,773.8836,773.9226,773.9226,773.9226,773.9226,745.3975,745.3975
1996-10,770.8635,770.8635,770.8600,770.8600,770.7200,770.7300,770.7186,770.7186,770.5017,770.5017,770.5017,770.5017,743.0839,743.0839
