"",2007-11-22,2008-02-26,2008-05-27,2008-08-26,2008-11-25,2009-02-25,2009-05-26,2009-08-25,2009-11-24,2010-02-24,2010-05-21,2010-08-24,2010-11-23,2011-02-24,2011-05-24,2011-09-01,2011-11-24,2012-02-24,2012-05-24,2012-08-23,2012-11-23,2013-02-22,2013-05-24,2013-08-23,2013-11-22,2014-02-25,2014-05-23,2014-09-01,2014-11-25,2015-02-24
1999-04,84.76,84.76,84.76,84.50,84.50,84.50,84.50,84.79,84.79,84.79,84.79,85.02,85.02,85.02,85.02,80.58,80.58,80.58,80.58,80.57,80.57,80.57,80.57,80.55,80.55,80.55,80.55,73.74,73.74,73.74
1999-07,88.97,88.97,88.97,89.17,89.17,89.17,89.17,89.54,89.54,89.54,89.54,89.36,89.36,89.36,89.36,82.92,82.92,82.92,82.92,82.82,82.82,82.82,82.82,82.78,82.78,82.78,82.78,75.68,75.68,75.68
1999-10,87.00,87.00,87.00,86.94,86.94,86.94,86.94,86.92,86.92,86.92,86.92,86.68,86.68,86.68,86.68,79.49,79.49,79.49,79.49,79.62,79.62,79.62,79.62,79.63,79.63,79.63,79.63,72.66,72.66,72.66
2000-01,97.97,97.97,97.97,97.57,97.57,97.57,97.57,96.85,96.85,96.85,96.85,97.30,97.30,97.30,97.30,92.28,92.28,92.28,92.28,92.40,92.40,92.40,92.40,92.38,92.38,92.38,92.38,84.40,84.40,84.40
2000-04,98.47,98.47,98.47,98.23,98.23,98.23,98.23,98.51,98.51,98.51,98.51,98.84,98.84,98.84,98.84,92.96,92.96,92.96,92.96,92.96,92.96,92.96,92.96,92.93,92.93,92.93,92.93,85.43,85.43,85.43
2000-07,107.54,107.54,107.54,107.87,107.87,107.87,107.87,108.38,108.38,108.38,108.38,107.98,107.98,107.98,107.98,101.67,101.67,101.67,101.67,101.54,101.54,101.54,101.54,101.50,101.50,101.50,101.50,93.28,93.28,93.28
2000-10,95.94,95.94,95.94,96.12,96.12,96.12,96.12,96.09,96.09,96.09,96.09,95.79,95.79,95.79,95.79,89.99,89.99,89.99,89.99,90.11,90.11,90.11,90.11,90.11,90.11,90.11,90.11,82.07,82.07,82.07
2001-01,95.21,95.21,95.21,94.73,94.73,94.73,94.73,93.89,93.89,93.89,93.89,94.41,94.41,94.41,94.41,88.62,88.62,88.62,88.62,88.72,88.72,88.72,88.72,88.70,88.70,88.70,88.70,81.02,81.02,81.02
2001-04,84.94,84.94,84.94,84.76,84.76,84.76,84.76,85.06,85.06,85.06,85.06,85.44,85.44,85.44,85.44,81.44,81.44,81.44,81.44,81.48,81.48,81.48,81.48,81.47,81.47,81.47,81.47,74.89,74.89,74.89
2001-07,82.47,82.47,82.47,82.80,82.80,82.80,82.80,83.26,83.26,83.26,83.26,82.73,82.73,82.73,82.73,81.93,81.93,81.93,81.93,81.80,81.80,81.80,81.80,81.75,81.75,81.75,81.75,74.95,74.95,74.95
2001-10,79.57,79.57,79.57,79.86,79.86,79.86,79.86,79.96,79.96,79.96,79.96,79.64,79.64,79.64,79.64,78.55,78.55,78.55,78.55,78.62,78.62,78.62,78.62,78.63,78.63,78.63,78.63,71.69,71.69,71.69
2002-01,73.54,73.54,73.54,73.17,73.17,73.17,73.17,72.27,72.27,72.27,72.27,72.79,72.79,72.79,72.79,71.60,71.60,71.60,71.60,71.65,71.65,71.65,71.65,71.62,71.62,71.62,71.62,65.32,65.32,65.32
2002-04,84.48,84.48,84.48,84.16,84.16,84.16,84.16,84.51,84.51,84.51,84.51,85.03,85.03,85.03,85.03,79.97,79.97,79.97,79.97,80.06,80.06,80.06,80.06,80.07,80.07,80.07,80.07,73.39,73.39,73.39
2002-07,77.89,77.89,77.89,78.28,78.28,78.28,78.28,78.65,78.65,78.65,78.65,78.02,78.02,78.02,78.02,75.63,75.63,75.63,75.63,75.51,75.51,75.51,75.51,75.45,75.45,75.45,75.45,68.80,68.80,68.80
2002-10,79.60,79.60,79.60,79.87,79.87,79.87,79.87,80.10,80.10,80.10,80.10,79.72,79.72,79.72,79.72,77.89,77.89,77.89,77.89,77.93,77.93,77.93,77.93,77.92,77.92,77.92,77.92,70.77,70.77,70.77
2003-01,91.93,91.93,91.93,91.36,91.36,91.36,91.36,89.90,89.90,89.90,89.90,90.79,90.79,90.79,90.79,81.70,81.70,81.70,81.70,81.76,81.76,81.76,81.76,81.75,81.75,81.75,81.75,74.88,74.88,74.88
2003-04,91.27,91.27,91.27,90.87,90.87,90.87,90.87,91.41,91.41,91.41,91.41,92.09,92.09,92.09,92.09,85.61,85.61,85.61,85.61,85.76,85.76,85.76,85.76,85.80,85.80,85.80,85.80,79.07,79.07,79.07
2003-07,94.92,94.92,94.92,95.61,95.61,95.61,95.61,95.99,95.99,95.99,95.99,95.03,95.03,95.03,95.03,89.60,89.60,89.60,89.60,89.40,89.40,89.40,89.40,89.31,89.31,89.31,89.31,81.97,81.97,81.97
2003-10,89.05,89.05,89.05,89.25,89.25,89.25,89.25,89.83,89.83,89.83,89.83,89.29,89.29,89.29,89.29,84.71,84.71,84.71,84.71,84.75,84.75,84.75,84.75,84.73,84.73,84.73,84.73,77.75,77.75,77.75
2004-01,92.30,92.30,92.30,92.74,92.74,92.74,92.74,90.81,90.81,90.81,90.81,92.17,92.17,92.17,92.17,84.93,84.93,84.93,84.93,85.04,85.04,85.04,85.04,85.04,85.04,85.04,85.04,77.85,77.85,77.85
2004-04,100.14,100.14,100.14,99.91,99.91,99.91,99.91,100.70,100.70,100.70,100.70,101.49,101.49,101.49,101.49,93.53,93.53,93.53,93.53,93.75,93.75,93.75,93.75,93.82,93.82,93.82,93.82,86.44,86.44,86.44
2004-07,99.05,99.05,99.05,98.72,98.72,98.72,98.72,98.91,98.91,98.91,98.91,97.69,97.69,97.69,97.69,93.67,93.67,93.67,93.67,93.45,93.45,93.45,93.45,93.33,93.33,93.33,93.33,85.65,85.65,85.65
2004-10,105.70,105.70,105.70,104.97,104.97,104.97,104.97,106.00,106.00,106.00,106.00,105.21,105.21,105.21,105.21,101.03,101.03,101.03,101.03,101.06,101.06,101.06,101.06,101.02,101.02,101.02,101.02,92.54,92.54,92.54
2005-01,103.76,103.76,103.76,105.77,105.77,105.77,105.77,102.62,102.62,102.62,102.62,104.63,104.63,104.63,104.63,97.14,97.14,97.14,97.14,97.25,97.25,97.25,97.25,97.29,97.29,97.29,97.29,89.06,89.06,89.06
2005-04,103.21,103.21,103.21,102.63,102.63,102.63,102.63,102.91,102.91,102.91,102.91,103.75,103.75,103.75,103.75,96.47,96.47,96.47,96.47,96.81,96.81,96.81,96.81,96.93,96.93,96.93,96.93,89.37,89.37,89.37
2005-07,103.12,103.12,103.12,104.14,104.14,104.14,104.14,104.12,104.12,104.12,104.12,102.48,102.48,102.48,102.48,97.93,97.93,97.93,97.93,97.59,97.59,97.59,97.59,97.39,97.39,97.39,97.39,89.31,89.31,89.31
2005-10,113.22,113.22,113.22,110.30,110.30,110.30,110.30,111.73,111.73,111.73,111.73,110.66,110.66,110.66,110.66,106.03,106.03,106.03,106.03,106.07,106.07,106.07,106.07,106.01,106.01,106.01,106.01,96.74,96.74,96.74
2006-01,105.77,105.77,105.77,109.44,109.44,109.44,109.44,107.88,107.88,107.88,107.88,110.56,110.56,110.56,110.56,104.19,104.19,104.19,104.19,104.32,104.32,104.32,104.32,104.39,104.39,104.39,104.39,95.54,95.54,95.54
2006-04,118.36,118.36,118.36,124.83,124.83,124.83,124.83,127.66,127.66,127.66,127.66,128.92,128.92,128.92,128.92,120.69,120.69,120.69,120.69,121.14,121.14,121.14,121.14,121.35,121.35,121.35,121.35,111.54,111.54,111.54
2006-07,119.15,119.15,119.15,125.48,125.48,125.48,125.48,126.44,126.44,126.44,126.44,123.63,123.63,123.63,123.63,118.24,118.24,118.24,118.24,117.65,117.65,117.65,117.65,117.31,117.31,117.31,117.31,107.24,107.24,107.24
2006-10,113.45,113.45,113.45,120.96,120.96,120.96,120.96,124.21,124.21,124.21,124.21,122.08,122.08,122.08,122.08,115.69,115.69,115.69,115.69,115.78,115.78,115.78,115.78,115.66,115.66,115.66,115.66,105.33,105.33,105.33
2007-01,,,,117.28,117.28,117.28,117.28,128.46,128.46,128.46,128.46,131.49,131.49,131.49,131.49,123.16,123.16,123.16,123.16,123.28,123.28,123.28,123.28,123.29,123.29,123.29,123.29,112.78,112.78,112.78
2007-04,,,,118.18,118.18,118.18,118.18,130.26,130.26,130.26,130.26,130.65,130.65,130.65,130.65,121.55,121.55,121.55,121.55,122.18,122.18,122.18,122.18,122.65,122.65,122.65,122.65,112.82,112.82,112.82
2007-07,,,,115.37,115.37,115.37,115.37,127.14,127.14,127.14,127.14,122.76,122.76,122.76,122.76,117.75,117.75,117.75,117.75,117.01,117.01,117.01,117.01,116.42,116.42,116.42,116.42,106.50,106.50,106.50
2007-10,,,,120.22,120.22,120.22,120.22,129.61,129.61,129.61,129.61,126.12,126.12,126.12,126.12,123.29,123.29,123.29,123.29,123.39,123.39,123.39,123.39,123.37,123.37,123.37,123.37,111.74,111.74,111.74
2008-01,,,,,,,,126.74,126.74,126.74,126.74,129.13,129.13,129.13,129.13,119.84,119.84,119.84,119.84,119.41,119.41,119.41,119.41,119.35,119.35,119.35,119.35,108.57,108.57,108.57
2008-04,,,,,,,,118.80,118.80,118.80,118.80,122.08,122.08,122.08,122.08,114.43,114.43,114.43,114.43,114.79,114.79,114.79,114.79,115.50,115.50,115.50,115.50,105.66,105.66,105.66
2008-07,,,,,,,,133.28,133.28,133.28,133.28,131.27,131.27,131.27,131.27,126.36,126.36,126.36,126.36,125.34,125.34,125.34,125.34,124.51,124.51,124.51,124.51,113.32,113.32,113.32
2008-10,,,,,,,,117.11,117.11,117.11,117.11,112.88,112.88,112.88,112.88,107.66,107.66,107.66,107.66,107.50,107.50,107.50,107.50,107.59,107.59,107.59,107.59,97.11,97.11,97.11
2009-01,,,,,,,,,,,,91.34,91.34,91.34,91.34,79.09,79.09,79.09,79.09,80.01,80.01,80.01,80.01,79.93,79.93,79.93,79.93,72.65,72.65,72.65
2009-04,,,,,,,,,,,,89.64,89.64,89.64,89.64,84.72,84.72,84.72,84.72,85.51,85.51,85.51,85.51,86.05,86.05,86.05,86.05,79.65,79.65,79.65
2009-07,,,,,,,,,,,,96.17,96.17,96.17,96.17,95.14,95.14,95.14,95.14,94.68,94.68,94.68,94.68,93.80,93.80,93.80,93.80,86.89,86.89,86.89
2009-10,,,,,,,,,,,,89.09,89.09,89.09,89.09,93.44,93.44,93.44,93.44,93.03,93.03,93.03,93.03,92.85,92.85,92.85,92.85,85.29,85.29,85.29
2010-01,,,,,,,,,,,,,,,,105.40,105.40,105.40,105.40,104.12,104.12,104.12,104.12,103.36,103.36,103.36,103.36,96.64,96.64,96.64
2010-04,,,,,,,,,,,,,,,,110.25,110.25,110.25,110.25,108.76,108.76,108.76,108.76,108.88,108.88,108.88,108.88,100.05,100.05,100.05
2010-07,,,,,,,,,,,,,,,,106.47,106.47,106.47,106.47,103.42,103.42,103.42,103.42,101.86,101.86,101.86,101.86,93.40,93.40,93.40
2010-10,,,,,,,,,,,,,,,,122.06,122.06,122.06,122.06,119.56,119.56,119.56,119.56,119.06,119.06,119.06,119.06,106.25,106.25,106.25
2011-01,,,,,,,,,,,,,,,,,,,,111.28,111.28,111.28,111.28,108.97,108.97,108.97,108.97,100.02,100.02,100.02
2011-04,,,,,,,,,,,,,,,,,,,,107.65,107.65,107.65,107.65,103.73,103.73,103.73,103.73,96.14,96.14,96.14
2011-07,,,,,,,,,,,,,,,,,,,,107.75,107.75,107.75,107.75,102.47,102.47,102.47,102.47,95.37,95.37,95.37
2011-10,,,,,,,,,,,,,,,,,,,,106.80,106.80,106.80,106.80,100.61,100.61,100.61,100.61,91.29,91.29,91.29
2012-01,,,,,,,,,,,,,,,,,,,,,,,,95.84,95.84,95.84,95.84,89.24,89.24,89.24
2012-04,,,,,,,,,,,,,,,,,,,,,,,,89.67,89.67,89.67,89.67,85.06,85.06,85.06
2012-07,,,,,,,,,,,,,,,,,,,,,,,,90.83,90.83,90.83,90.83,86.04,86.04,86.04
2012-10,,,,,,,,,,,,,,,,,,,,,,,,86.39,86.39,86.39,86.39,82.17,82.17,82.17
2013-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.55,81.55,81.55
2013-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.67,82.67,82.67
2013-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.66,83.66,83.66
2013-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.67,90.67,90.67
