"",2007-11-20,2008-02-21,2008-05-21,2008-08-21,2008-11-18,2009-02-19,2009-05-20,2009-08-20,2009-11-19,2010-02-18,2010-05-19,2010-08-18,2010-11-18,2011-02-17,2011-05-19,2011-08-18,2011-11-17,2012-02-16,2012-05-16,2012-08-16,2012-11-15,2013-02-19,2013-05-16,2013-08-20,2013-11-19,2014-02-18,2014-05-20,2014-08-21,2014-11-18
unit,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2010=100,2010=100
unit multiplier,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one
Baseyear,,,,,,,,,,,,,,,,,,,,,,,2005,2005,2005,2005,2005,2010,2010
Record meth,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,103.23,103.23,103.23,103.23,103.23,103.23,103.23,103.24,103.24,103.24,103.24,103.24,103.24,103.24,103.24,104.99,104.99,104.99,104.99,104.99,104.99,104.99,104.99,104.99,104.99,104.99,104.99,108.07,108.07
1991-04,95.00,95.00,95.00,95.00,95.00,95.00,95.00,95.01,95.01,95.01,95.01,95.01,95.01,95.01,95.01,96.69,96.69,96.69,96.69,96.69,96.69,96.69,96.69,96.69,96.69,96.69,96.69,99.07,99.07
1991-07,102.66,102.66,102.66,102.66,102.66,102.66,102.66,102.67,102.67,102.67,102.67,102.67,102.67,102.67,102.67,104.08,104.08,104.08,104.08,104.08,104.08,104.08,104.08,104.08,104.08,104.08,104.08,107.39,107.39
1991-10,100.64,100.64,100.64,100.64,100.64,100.64,100.64,100.65,100.65,100.65,100.65,100.65,100.65,100.65,100.65,102.55,102.55,102.55,102.55,102.55,102.55,102.55,102.55,102.55,102.55,102.55,102.55,105.92,105.92
1992-01,108.04,108.04,108.04,108.04,108.04,108.04,108.04,108.05,108.05,108.05,108.05,108.05,108.05,108.05,108.05,109.73,109.73,109.73,109.73,109.73,109.73,109.73,109.73,109.73,109.73,109.73,109.73,112.74,112.74
1992-04,98.03,98.03,98.03,98.03,98.03,98.03,98.03,98.04,98.04,98.04,98.04,98.04,98.04,98.04,98.04,99.25,99.25,99.25,99.25,99.25,99.25,99.25,99.25,99.25,99.25,99.25,99.25,102.31,102.31
1992-07,105.87,105.87,105.87,105.87,105.87,105.87,105.87,105.87,105.87,105.87,105.87,105.87,105.87,105.87,105.87,107.07,107.07,107.07,107.07,107.07,107.07,107.07,107.07,107.07,107.07,107.07,107.07,110.42,110.42
1992-10,104.65,104.65,104.65,104.65,104.65,104.65,104.65,104.66,104.66,104.66,104.66,104.66,104.66,104.66,104.66,106.42,106.42,106.42,106.42,106.42,106.42,106.42,106.42,106.42,106.42,106.42,106.42,109.53,109.53
