"",2007-11-20,2008-02-21,2008-05-21,2008-08-21,2008-11-18,2009-02-19,2009-05-20,2009-08-20,2009-11-19,2010-02-18,2010-05-19,2010-08-18,2010-11-18,2011-02-17,2011-05-19,2011-08-18,2011-11-17,2012-02-16,2012-05-16,2012-08-16,2012-11-15,2013-02-19,2013-05-16,2013-08-20,2013-11-19,2014-02-18,2014-05-20,2014-08-21,2014-11-18
1993-01,104.85,104.85,104.85,104.85,104.85,104.85,104.85,104.86,104.86,104.86,104.86,104.86,104.86,104.86,104.86,106.41,106.41,106.41,106.41,106.41,106.41,106.41,106.41,106.41,106.41,106.41,106.41,109.51,109.51
1993-04,95.47,95.47,95.47,95.47,95.47,95.47,95.47,95.47,95.47,95.47,95.47,95.47,95.47,95.47,95.47,96.56,96.56,96.56,96.56,96.56,96.56,96.56,96.56,96.56,96.56,96.56,96.56,99.53,99.53
1993-07,103.88,103.88,103.88,103.88,103.88,103.88,103.88,103.88,103.88,103.88,103.88,103.88,103.88,103.88,103.88,104.90,104.90,104.90,104.90,104.90,104.90,104.90,104.90,104.90,104.90,104.90,104.90,107.90,107.90
1993-10,103.71,103.71,103.71,103.71,103.71,103.71,103.71,103.71,103.71,103.71,103.71,103.71,103.71,103.71,103.71,105.28,105.28,105.28,105.28,105.28,105.28,105.28,105.28,105.28,105.28,105.28,105.28,107.96,107.96
1994-01,105.81,105.81,105.81,105.81,105.81,105.81,105.81,105.82,105.82,105.82,105.82,105.82,105.82,105.82,105.82,107.38,107.38,107.38,107.38,107.38,107.38,107.38,107.38,107.38,107.38,107.38,107.38,110.03,110.03
1994-04,97.52,97.52,97.52,97.52,97.52,97.52,97.52,97.52,97.52,97.52,97.52,97.52,97.52,97.52,97.52,98.61,98.61,98.61,98.61,98.61,98.61,98.61,98.61,98.61,98.61,98.61,98.61,100.62,100.62
1994-07,105.41,105.41,105.41,105.41,105.41,105.41,105.41,105.41,105.41,105.41,105.41,105.41,105.41,105.41,105.41,106.36,106.36,106.36,106.36,106.36,106.36,106.36,106.36,106.36,106.36,106.36,106.36,108.64,108.64
1994-10,103.97,103.97,103.97,103.97,103.97,103.97,103.97,103.98,103.98,103.98,103.98,103.98,103.98,103.98,103.98,105.43,105.43,105.43,105.43,105.43,105.43,105.43,105.43,105.43,105.43,105.43,105.43,107.64,107.64
1995-01,107.98,107.98,107.98,107.98,107.98,107.98,107.98,107.98,107.98,107.98,107.98,107.98,107.98,107.98,107.98,109.50,109.50,109.50,109.50,109.50,109.50,109.50,109.50,109.50,109.50,109.50,109.50,111.92,111.92
1995-04,97.46,97.46,97.46,97.46,97.46,97.46,97.46,97.47,97.47,97.47,97.47,97.47,97.47,97.47,97.47,98.29,98.29,98.29,98.29,98.29,98.29,98.29,98.29,98.29,98.29,98.29,98.29,100.21,100.21
1995-07,104.78,104.78,104.78,104.78,104.78,104.78,104.78,104.79,104.79,104.79,104.79,104.79,104.79,104.79,104.79,105.63,105.63,105.63,105.63,105.63,105.63,105.63,105.63,105.63,105.63,105.63,105.63,108.30,108.30
1995-10,102.36,102.36,102.36,102.36,102.36,102.36,102.36,102.37,102.37,102.37,102.37,102.37,102.37,102.37,102.37,103.50,103.50,103.50,103.50,103.50,103.50,103.50,103.50,103.50,103.50,103.50,103.50,106.66,106.66
1996-01,105.06,105.06,105.06,105.06,105.06,105.06,105.06,105.06,105.06,105.06,105.06,105.06,105.06,105.06,105.06,106.44,106.44,106.44,106.44,106.44,106.44,106.44,106.44,106.44,106.44,106.44,106.44,110.01,110.01
1996-04,94.79,94.79,94.79,94.79,94.79,94.79,94.79,94.79,94.79,94.79,94.79,94.79,94.79,94.79,94.79,95.66,95.66,95.66,95.66,95.66,95.66,95.66,95.66,95.66,95.66,95.66,95.66,98.97,98.97
1996-07,102.74,102.74,102.74,102.74,102.74,102.74,102.74,102.74,102.74,102.74,102.74,102.74,102.74,102.74,102.74,103.65,103.65,103.65,103.65,103.65,103.65,103.65,103.65,103.65,103.65,103.65,103.65,107.18,107.18
1996-10,101.21,101.21,101.21,101.21,101.21,101.21,101.21,101.21,101.21,101.21,101.21,101.21,101.21,101.21,101.21,102.37,102.37,102.37,102.37,102.37,102.37,102.37,102.37,102.37,102.37,102.37,102.37,106.06,106.06
1997-01,101.37,101.37,101.37,101.37,101.37,101.37,101.37,101.37,101.37,101.37,101.37,101.37,101.37,101.37,101.37,102.55,102.55,102.55,102.55,102.55,102.55,102.55,102.55,102.55,102.55,102.55,102.55,105.71,105.71
1997-04,96.98,96.98,96.98,96.98,96.98,96.98,96.98,96.98,96.98,96.98,96.98,96.98,96.98,96.98,96.98,98.22,98.22,98.22,98.22,98.22,98.22,98.22,98.22,98.22,98.22,98.22,98.22,101.07,101.07
1997-07,103.06,103.06,103.06,103.06,103.06,103.06,103.06,103.07,103.07,103.07,103.07,103.07,103.07,103.07,103.07,104.08,104.08,104.08,104.08,104.08,104.08,104.08,104.08,104.08,104.08,104.08,104.08,107.30,107.30
1997-10,102.61,102.61,102.61,102.61,102.61,102.61,102.61,102.61,102.61,102.61,102.61,102.61,102.61,102.61,102.61,103.97,103.97,103.97,103.97,103.97,103.97,103.97,103.97,103.97,103.97,103.97,103.97,107.05,107.05
1998-01,104.26,104.26,104.26,104.26,104.26,104.26,104.26,104.26,104.26,104.26,104.26,104.26,104.26,104.26,104.26,105.52,105.52,105.52,105.52,105.52,105.52,105.52,105.52,105.52,105.52,105.52,105.52,108.48,108.48
1998-04,94.99,94.99,94.99,94.99,94.99,94.99,94.99,94.99,94.99,94.99,94.99,94.99,94.99,94.99,94.99,95.84,95.84,95.84,95.84,95.84,95.84,95.84,95.84,95.84,95.84,95.84,95.84,98.78,98.78
1998-07,102.74,102.74,102.74,102.74,102.74,102.74,102.74,102.75,102.75,102.75,102.75,102.75,102.75,102.75,102.75,103.52,103.52,103.52,103.52,103.52,103.52,103.52,103.52,103.52,103.52,103.52,103.52,107.08,107.08
1998-10,104.01,104.01,104.01,104.01,104.01,104.01,104.01,104.02,104.02,104.02,104.02,104.02,104.02,104.02,104.02,105.26,105.26,105.26,105.26,105.26,105.26,105.26,105.26,105.26,105.26,105.26,105.26,108.76,108.76
1999-01,103.25,103.25,103.25,103.25,103.25,103.25,103.25,103.25,103.25,103.25,103.25,103.25,103.25,103.25,103.25,104.44,104.44,104.44,104.44,104.44,104.44,104.44,104.44,104.44,104.44,104.44,104.44,107.73,107.73
1999-04,94.98,94.98,94.98,94.98,94.98,94.98,94.98,94.99,94.99,94.99,94.99,94.99,94.99,94.99,94.99,95.84,95.84,95.84,95.84,95.84,95.84,95.84,95.84,95.84,95.84,95.84,95.84,99.03,99.03
1999-07,101.91,101.91,101.91,101.91,101.91,101.91,101.91,101.92,101.92,101.92,101.92,101.92,101.92,101.92,101.92,102.76,102.76,102.76,102.76,102.76,102.76,102.76,102.76,102.76,102.76,102.76,102.76,105.87,105.87
1999-10,103.98,103.98,103.98,103.98,103.98,103.98,103.98,103.99,103.99,103.99,103.99,103.99,103.99,103.99,103.99,105.45,105.45,105.45,105.45,105.45,105.45,105.45,105.45,105.45,105.45,105.45,105.45,108.40,108.40
2000-01,104.82,104.82,104.82,104.82,104.82,104.82,104.82,104.82,104.82,104.82,104.82,104.82,104.82,104.82,104.82,106.30,106.30,106.30,106.30,106.30,106.30,106.30,106.30,106.30,106.30,106.30,106.30,109.07,109.07
2000-04,94.14,94.14,94.14,94.14,94.14,94.14,94.14,94.15,94.15,94.15,94.15,94.15,94.15,94.15,94.15,95.15,95.15,95.15,95.15,95.15,95.15,95.15,95.15,95.15,95.15,95.15,95.15,97.18,97.18
2000-07,100.72,100.72,100.72,100.72,100.72,100.72,100.72,100.73,100.73,100.73,100.73,100.73,100.73,100.73,100.73,101.62,101.62,101.62,101.62,101.62,101.62,101.62,101.62,101.62,101.62,101.62,101.62,104.30,104.30
2000-10,100.32,100.32,100.32,100.32,100.32,100.32,100.32,100.33,100.33,100.33,100.33,100.33,100.33,100.33,100.33,101.56,101.56,101.56,101.56,101.56,101.56,101.56,101.56,101.56,101.56,101.56,101.56,104.44,104.44
2001-01,103.21,103.21,103.21,103.21,103.21,103.21,103.21,103.21,103.21,103.21,103.21,103.21,103.21,103.21,103.21,104.58,104.58,104.58,104.58,104.58,104.58,104.58,104.58,104.58,104.58,104.58,104.58,107.61,107.61
2001-04,93.06,93.06,93.06,93.06,93.06,93.06,93.06,93.07,93.07,93.07,93.07,93.07,93.07,93.07,93.07,94.04,94.04,94.04,94.04,94.04,94.04,94.04,94.04,94.04,94.04,94.04,94.04,96.64,96.64
2001-07,99.67,99.67,99.67,99.67,99.67,99.67,99.67,99.67,99.67,99.67,99.67,99.67,99.67,99.67,99.67,100.59,100.59,100.59,100.59,100.59,100.59,100.59,100.59,100.59,100.59,100.59,100.59,103.70,103.70
2001-10,98.94,98.94,98.94,98.94,98.94,98.94,98.94,98.94,98.94,98.94,98.94,98.94,98.94,98.94,98.94,100.08,100.08,100.08,100.08,100.08,100.08,100.08,100.08,100.08,100.08,100.08,100.08,103.39,103.39
2002-01,99.81,99.81,99.81,99.81,99.81,99.81,99.81,99.81,99.81,99.81,99.81,99.81,99.81,99.81,99.81,101.20,101.20,101.20,101.20,101.20,101.20,101.20,101.20,101.20,101.20,101.20,101.20,104.75,104.75
2002-04,93.18,93.18,93.18,93.18,93.18,93.18,93.18,93.18,93.18,93.18,93.18,93.18,93.18,93.18,93.18,94.40,94.40,94.40,94.40,94.40,94.40,94.40,94.40,94.40,94.40,94.40,94.40,97.44,97.44
2002-07,100.12,100.12,100.12,100.12,100.12,100.12,100.12,100.13,100.13,100.13,100.13,100.13,100.13,100.13,100.13,101.25,101.25,101.25,101.25,101.25,101.25,101.25,101.25,101.25,101.25,101.25,101.25,104.61,104.61
2002-10,98.71,98.71,98.71,98.71,98.71,98.71,98.71,98.71,98.71,98.71,98.71,98.71,98.71,98.71,98.71,100.05,100.05,100.05,100.05,100.05,100.05,100.05,100.05,100.05,100.05,100.05,100.05,103.42,103.42
2003-01,100.53,100.53,100.53,100.53,100.53,100.53,100.53,100.53,100.53,100.53,100.53,100.53,100.53,100.53,100.53,102.25,102.25,102.25,102.25,102.25,102.25,102.25,102.25,102.25,102.25,102.25,102.25,105.58,105.58
2003-04,91.69,91.69,91.69,91.69,91.69,91.69,91.69,91.70,91.70,91.70,91.70,91.70,91.70,91.70,91.70,92.95,92.95,92.95,92.95,92.95,92.95,92.95,92.95,92.95,92.95,92.95,92.95,96.07,96.07
2003-07,99.78,99.78,99.78,99.78,99.78,99.78,99.78,99.78,99.78,99.78,99.78,99.78,99.78,99.78,99.78,100.91,100.91,100.91,100.91,100.91,100.91,100.91,100.91,100.91,100.91,100.91,100.91,104.56,104.56
2003-10,99.27,99.27,99.27,99.27,99.27,99.27,99.27,99.28,99.28,99.28,99.28,99.28,99.28,99.28,99.28,100.64,100.64,100.64,100.64,100.64,100.64,100.64,100.64,100.64,100.64,100.64,100.64,104.03,104.03
2004-01,102.04,102.04,102.04,102.01,102.01,102.01,102.01,102.02,102.02,102.02,102.02,102.02,102.02,102.02,102.02,103.70,103.70,103.70,103.70,103.70,103.70,103.70,103.70,103.70,103.70,103.70,103.70,106.93,106.93
2004-04,92.88,92.88,92.88,92.83,92.83,92.83,92.83,92.84,92.84,92.84,92.84,92.84,92.84,92.84,92.84,94.08,94.08,94.08,94.08,94.08,94.08,94.08,94.08,94.08,94.08,94.08,94.08,96.82,96.82
2004-07,100.04,100.04,100.04,99.99,99.99,99.99,99.99,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,101.13,101.13,101.13,101.13,101.13,101.13,101.13,101.13,101.13,101.13,101.13,101.13,104.11,104.11
2004-10,101.80,101.80,101.80,101.75,101.75,101.75,101.75,101.75,101.75,101.75,101.75,101.75,101.75,101.75,101.75,103.52,103.52,103.52,103.52,103.52,103.52,103.52,103.52,103.52,103.52,103.52,103.52,106.54,106.54
2005-01,99.84,99.84,99.84,99.68,99.68,99.68,99.68,99.68,99.68,99.68,99.68,99.68,99.68,99.68,99.68,101.12,101.12,101.12,101.12,101.12,101.12,101.12,101.12,101.12,101.12,101.12,101.12,103.06,103.06
2005-04,95.06,95.06,95.06,94.93,94.93,94.93,94.93,94.91,94.91,94.91,94.91,94.91,94.91,94.91,94.91,96.47,96.47,96.47,96.47,96.47,96.47,96.47,96.47,96.47,96.47,96.47,96.47,99.03,99.03
2005-07,99.64,99.64,99.64,99.54,99.54,99.54,99.54,99.51,99.51,99.51,99.51,99.51,99.51,99.51,99.51,100.72,100.72,100.72,100.72,100.72,100.72,100.72,100.72,100.72,100.72,100.72,100.72,103.91,103.91
2005-10,100.02,100.02,100.02,99.91,99.91,99.91,99.91,99.95,99.95,99.95,99.95,99.95,99.95,99.95,99.95,101.67,101.67,101.67,101.67,101.67,101.67,101.67,101.67,101.67,101.67,101.67,101.67,104.65,104.65
2006-01,102.63,102.63,102.63,102.50,102.50,102.50,102.50,102.45,102.45,102.45,102.45,102.45,102.45,102.45,102.45,104.64,104.64,104.64,104.64,104.64,104.64,104.64,104.64,104.64,104.64,104.64,104.64,108.70,108.70
2006-04,92.58,92.58,92.58,92.50,92.50,92.50,92.50,92.46,92.46,92.46,92.46,92.48,92.48,92.48,92.48,93.95,93.95,93.95,93.95,93.95,93.95,93.95,93.95,93.95,93.95,93.95,93.95,97.25,97.25
2006-07,98.75,98.75,98.75,98.67,98.67,98.67,98.67,98.60,98.60,98.60,98.60,98.63,98.63,98.63,98.63,99.94,99.94,99.94,99.94,99.94,99.94,99.94,99.94,99.94,99.94,99.94,99.94,103.91,103.91
2006-10,99.56,99.56,99.56,99.45,99.45,99.45,99.45,99.39,99.39,99.39,99.39,99.41,99.41,99.41,99.41,101.01,101.01,101.01,101.01,101.01,101.01,101.01,101.01,101.01,101.01,101.01,101.01,105.05,105.05
2007-01,102.69,102.72,102.63,102.40,102.40,102.40,102.40,102.26,102.26,102.26,102.26,102.26,102.26,102.26,102.26,104.09,104.09,104.09,104.09,104.09,104.09,104.09,104.09,104.09,104.09,104.09,104.09,108.20,108.20
2007-04,93.12,93.13,92.91,92.80,92.80,92.80,92.80,92.68,92.68,92.68,92.68,92.64,92.64,92.64,92.64,94.15,94.15,94.15,94.15,94.15,94.15,94.15,94.15,94.15,94.15,94.15,94.15,97.51,97.51
2007-07,99.10,99.32,98.84,98.62,98.62,98.62,98.62,98.49,98.49,98.49,98.49,98.46,98.46,98.46,98.46,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,99.85,103.93,103.93
2007-10,,99.56,99.11,99.02,99.02,99.02,99.02,98.90,98.90,98.90,98.90,98.87,98.87,98.87,98.87,100.70,100.70,100.70,100.70,100.70,100.70,100.70,100.70,100.70,100.70,100.70,100.70,104.82,104.82
2008-01,,,100.62,100.23,100.36,100.43,100.43,100.24,100.24,100.24,100.24,100.19,100.19,100.19,100.19,101.93,101.93,101.93,101.93,101.90,101.90,101.90,101.90,101.90,101.90,101.90,101.90,105.79,105.79
2008-04,,,,95.98,95.74,95.84,95.84,95.66,95.66,95.66,95.66,95.58,95.58,95.58,95.58,97.80,97.80,97.80,97.80,97.75,97.75,97.75,97.75,97.75,97.75,97.75,97.75,101.12,101.12
2008-07,,,,,99.36,99.45,99.45,99.46,99.46,99.46,99.46,99.39,99.39,99.39,99.39,100.93,100.93,100.93,100.93,100.87,100.87,100.87,100.87,100.87,100.87,100.87,100.87,104.84,104.84
2008-10,,,,,,93.87,93.50,93.36,93.36,93.36,93.36,93.05,93.05,93.05,93.05,94.66,94.66,94.66,94.66,94.61,94.61,94.61,94.61,94.61,94.61,94.61,94.61,101.30,101.30
2009-01,,,,,,,90.29,90.28,90.03,92.14,92.14,92.21,92.21,92.21,92.21,94.91,94.91,94.91,94.91,94.85,94.85,94.85,94.85,94.83,94.83,94.83,94.83,99.44,99.44
2009-04,,,,,,,,82.46,81.43,83.22,83.22,83.26,83.26,83.26,83.26,85.60,85.60,85.60,85.60,85.56,85.56,85.56,85.56,85.53,85.53,85.53,85.53,88.69,88.69
2009-07,,,,,,,,,89.24,91.38,91.30,91.37,91.37,91.37,91.37,93.17,93.17,93.17,93.17,93.14,93.14,93.14,93.14,93.12,93.12,93.12,93.12,97.21,97.21
2009-10,,,,,,,,,,93.70,94.12,93.90,93.90,93.90,93.90,96.35,96.35,96.35,96.35,96.56,96.56,96.56,96.56,96.33,96.33,96.33,96.33,99.24,99.24
2010-01,,,,,,,,,,,94.45,94.82,94.83,94.93,94.93,97.09,97.09,97.09,97.09,97.04,97.04,97.04,97.04,96.80,96.80,96.80,96.80,99.56,99.56
2010-04,,,,,,,,,,,,89.30,89.60,89.76,89.79,91.30,91.30,91.30,91.30,91.34,91.34,91.34,91.34,91.29,91.29,91.29,91.29,93.60,93.60
2010-07,,,,,,,,,,,,,97.58,97.79,97.79,99.08,99.08,99.08,99.08,99.13,99.13,99.13,99.13,99.11,99.11,99.11,99.11,101.73,101.73
2010-10,,,,,,,,,,,,,,100.09,100.19,102.40,102.40,102.40,102.40,102.41,102.41,102.41,102.41,102.36,102.36,102.36,102.36,105.26,105.26
2011-01,,,,,,,,,,,,,,,100.02,101.75,101.91,101.86,102.11,101.80,101.80,101.80,101.80,101.86,101.86,101.86,101.86,104.71,104.71
2011-04,,,,,,,,,,,,,,,,93.24,93.49,93.37,93.25,92.96,92.96,92.96,92.96,92.97,92.97,92.97,92.97,95.57,95.57
2011-07,,,,,,,,,,,,,,,,,100.23,100.14,100.13,99.82,99.82,99.82,99.82,99.85,99.85,99.85,99.85,102.97,102.97
2011-10,,,,,,,,,,,,,,,,,,101.47,100.65,100.53,100.53,100.53,100.53,100.46,100.46,100.46,100.46,103.41,103.41
2012-01,,,,,,,,,,,,,,,,,,,103.28,103.01,103.17,102.56,102.54,102.30,102.30,102.30,102.30,105.51,105.51
2012-04,,,,,,,,,,,,,,,,,,,,92.92,93.06,90.78,90.74,90.55,90.55,90.55,90.55,93.07,93.07
2012-07,,,,,,,,,,,,,,,,,,,,,94.96,97.19,97.23,97.17,97.17,97.17,97.17,100.09,100.09
2012-10,,,,,,,,,,,,,,,,,,,,,,97.52,98.69,98.43,98.43,98.43,98.43,100.94,100.94
2013-01,,,,,,,,,,,,,,,,,,,,,,,99.20,98.78,98.45,98.29,98.32,101.36,101.36
2013-04,,,,,,,,,,,,,,,,,,,,,,,,92.59,92.59,92.82,92.83,95.04,95.04
2013-07,,,,,,,,,,,,,,,,,,,,,,,,,99.83,100.04,100.05,102.71,102.71
2013-10,,,,,,,,,,,,,,,,,,,,,,,,,,99.45,99.48,101.75,101.75
2014-01,,,,,,,,,,,,,,,,,,,,,,,,,,,101.89,104.54,104.65
2014-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.04,94.89
2014-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.00
