"",2011-09-01,2011-11-24,2012-02-24,2012-05-24,2012-08-23,2012-11-23,2013-02-22,2013-05-24,2013-08-23,2013-11-22,2014-02-25,2014-05-23,2014-09-01,2014-11-25,2015-02-24
unit,EURO,EURO,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,Euro,Euro,Euro
unit multiplier,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion
Baseyear,,,,,,,,,,,,,,,
Record meth,Manual,Manual,,,,,,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,10.20,10.20,10.20,10.20,10.20,10.20,10.20,10.20,10.20,10.20,10.20,10.20,10.274,10.274,10.274
1991-04,10.26,10.26,10.26,10.26,10.26,10.26,10.26,10.26,10.26,10.26,10.26,10.26,10.311,10.311,10.311
1991-07,10.46,10.46,10.46,10.46,10.46,10.46,10.46,10.46,10.46,10.46,10.46,10.46,10.510,10.510,10.510
1991-10,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.75,10.791,10.791,10.791
1992-01,11.10,11.10,11.10,11.10,11.10,11.10,11.10,11.10,11.10,11.10,11.10,11.10,11.160,11.160,11.160
1992-04,11.61,11.61,11.61,11.61,11.62,11.62,11.62,11.62,11.62,11.62,11.62,11.62,11.677,11.677,11.677
1992-07,11.87,11.87,11.87,11.87,11.87,11.87,11.87,11.87,11.87,11.87,11.87,11.87,11.900,11.900,11.900
1992-10,11.89,11.89,11.89,11.89,11.89,11.89,11.89,11.89,11.89,11.89,11.89,11.89,11.926,11.926,11.926
1993-01,12.03,12.03,12.03,12.03,12.03,12.03,12.03,12.03,12.03,12.03,12.03,12.03,12.114,12.114,12.114
1993-04,12.13,12.13,12.13,12.13,12.14,12.14,12.14,12.14,12.14,12.14,12.14,12.14,12.199,12.199,12.199
1993-07,12.27,12.27,12.27,12.27,12.27,12.27,12.27,12.27,12.27,12.27,12.27,12.27,12.331,12.331,12.331
1993-10,12.55,12.55,12.55,12.55,12.55,12.55,12.55,12.55,12.54,12.54,12.54,12.54,12.583,12.583,12.583
1994-01,12.57,12.57,12.57,12.57,12.56,12.56,12.56,12.56,12.56,12.56,12.56,12.56,12.623,12.623,12.623
1994-04,12.62,12.62,12.62,12.62,12.63,12.63,12.63,12.63,12.63,12.63,12.63,12.63,12.679,12.679,12.679
1994-07,12.76,12.76,12.76,12.76,12.76,12.76,12.76,12.76,12.76,12.76,12.76,12.76,12.796,12.796,12.796
1994-10,12.87,12.87,12.87,12.87,12.87,12.87,12.87,12.87,12.87,12.87,12.87,12.87,12.882,12.882,12.882
1995-01,12.78,12.78,12.78,12.78,12.78,12.78,12.78,12.78,12.78,12.78,12.78,12.78,12.869,12.869,12.869
1995-04,13.28,13.28,13.28,13.28,13.29,13.29,13.29,13.29,13.29,13.29,13.29,13.29,13.338,13.338,13.338
1995-07,13.18,13.18,13.18,13.18,13.18,13.18,13.18,13.18,13.18,13.18,13.18,13.18,13.234,13.234,13.234
1995-10,13.23,13.23,13.23,13.23,13.22,13.22,13.22,13.22,13.22,13.22,13.22,13.22,13.259,13.259,13.259
