"",1995-09-06,1995-12-07,1996-03-07,1996-06-05,1996-09-05,1996-12-04,1997-03-04,1997-06-05,1997-09-10,1997-12-04,1998-02-27,1998-06-04,1998-09-09,1998-12-03,1999-03-04,1999-05-28,1999-06-08,1999-09-09,1999-12-07,2000-03-28,2000-05-30,2000-08-29,2000-11-28,2001-03-01,2001-05-23,2001-08-23,2001-11-22,2002-02-27,2002-05-23,2002-08-22,2002-11-21,2003-02-26,2003-05-22,2003-08-21,2003-11-20,2004-02-19,2004-05-25,2004-08-24,2004-11-23,2005-02-22,2005-05-24,2005-08-23,2005-11-22,2006-02-22,2006-05-23,2006-08-24,2006-11-23,2007-02-22,2007-05-24,2007-08-23,2007-11-22,2008-02-26,2008-05-27,2008-08-26,2008-11-25,2009-02-25,2009-05-26,2009-08-25,2009-11-24,2010-02-24,2010-05-21,2010-08-24,2010-11-23,2011-02-24,2011-05-24,2011-09-01,2011-11-24,2012-02-24,2012-05-24,2012-08-23,2012-11-23,2013-02-22,2013-05-24,2013-08-23,2013-11-22,2014-02-25,2014-05-23,2014-09-01,2014-11-25,2015-02-24
2000-10,,,,,,,,,,,,,,,,,,,,,,,,182.81,182.81,183.70,183.70,184.10,184.10,183.28,183.28,183.56,183.68,184.09,184.09,184.09,183.96,183.62,183.64,183.62,184.93,184.79,184.79,184.79,184.79,185.01,185.01,185.01,185.01,185.39,185.39,185.39,185.39,185.24,185.24,185.24,185.24,185.26,185.26,185.26,185.26,185.38,185.38,185.38,185.37,184.27,184.27,184.27,184.27,184.40,184.40,184.40,184.40,184.45,184.45,184.45,184.45,176.521,176.521,176.521
2001-01,,,,,,,,,,,,,,,,,,,,,,,,,174.37,174.21,174.22,171.75,171.75,175.90,175.90,176.12,175.80,175.80,175.80,175.80,175.50,175.30,175.31,175.28,176.51,176.80,176.80,176.80,176.80,176.96,176.96,176.96,176.96,176.49,176.49,176.49,176.50,176.68,176.68,176.68,176.68,176.65,176.65,176.65,176.65,176.83,176.84,176.84,176.80,175.70,175.70,175.70,175.70,175.61,175.61,175.61,175.61,175.58,175.58,175.58,175.58,167.280,167.280,167.280
2001-04,,,,,,,,,,,,,,,,,,,,,,,,,,176.32,176.73,174.39,174.39,176.09,176.09,175.85,175.82,176.39,176.39,176.39,176.51,175.60,175.49,175.58,176.18,176.56,176.56,176.56,176.56,176.46,176.46,176.46,176.46,176.70,176.70,176.70,176.68,176.69,176.69,176.69,176.69,176.62,176.62,176.62,176.62,176.39,176.39,176.39,176.36,175.82,175.82,175.82,175.82,175.84,175.84,175.84,175.84,175.73,175.73,175.73,175.73,167.598,167.598,167.598
2001-07,,,,,,,,,,,,,,,,,,,,,,,,,,,172.87,170.67,170.67,171.59,171.59,171.12,171.27,172.77,172.77,172.77,173.09,172.84,172.92,172.89,174.00,173.66,173.66,173.66,173.66,173.41,173.41,173.41,173.41,173.27,173.27,173.27,173.29,173.30,173.30,173.30,173.30,173.38,173.38,173.38,173.38,173.36,173.36,173.36,173.41,172.50,172.50,172.50,172.50,172.48,172.48,172.48,172.48,172.56,172.56,172.56,172.56,163.618,163.618,163.618
2001-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.19,168.19,167.12,167.12,167.63,167.84,167.16,167.16,167.16,167.03,167.43,167.46,167.41,168.41,168.07,168.07,168.07,168.07,168.35,168.35,168.35,168.35,168.71,168.71,168.71,168.71,168.51,168.51,168.51,168.51,168.50,168.50,168.50,168.50,168.68,168.67,168.67,168.67,167.72,167.72,167.72,167.72,167.84,167.84,167.84,167.84,167.94,167.94,167.94,167.94,159.788,159.788,159.788
2002-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.17,163.36,162.89,163.05,162.62,162.95,162.95,162.95,162.60,162.61,162.56,162.55,163.99,164.40,164.40,164.40,164.40,164.36,164.36,164.36,164.36,163.89,163.89,163.89,163.87,164.15,164.15,164.15,164.15,164.10,164.10,164.10,164.10,164.30,164.30,164.30,164.28,163.86,163.86,163.86,163.86,163.75,163.75,163.75,163.75,163.79,163.79,163.79,163.79,152.992,152.992,152.992
2002-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.69,166.06,165.96,165.93,168.23,168.23,168.23,168.36,167.77,167.57,167.74,168.52,167.97,167.97,167.97,167.97,167.85,167.85,167.85,167.85,168.15,168.15,168.15,168.15,168.09,168.09,168.09,168.09,168.05,168.05,168.05,168.05,167.76,167.77,167.77,167.70,167.17,167.17,167.17,167.17,167.20,167.20,167.20,167.20,167.02,167.02,167.02,167.02,157.001,157.001,157.001
2002-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.06,167.97,168.17,168.23,168.23,168.23,168.61,167.80,167.99,167.96,169.18,167.99,167.99,167.99,167.99,167.46,167.46,167.46,167.46,167.39,167.39,167.39,167.34,167.39,167.39,167.39,167.39,167.46,167.46,167.46,167.46,167.46,167.45,167.45,167.52,166.24,166.24,166.24,166.24,166.24,166.24,166.24,166.24,166.31,166.31,166.31,166.31,155.382,155.382,155.382
2002-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.67,170.95,169.55,169.55,169.55,169.39,170.41,170.46,170.35,171.55,170.19,170.19,170.19,170.19,170.54,170.54,170.54,170.54,170.78,170.78,170.78,170.84,170.58,170.58,170.58,170.58,170.57,170.57,170.57,170.57,170.76,170.75,170.75,170.76,169.72,169.72,169.72,169.72,169.82,169.82,169.82,169.82,169.96,169.96,169.96,169.96,159.685,159.685,159.685
2003-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.79,172.39,172.38,172.29,173.39,174.06,173.94,173.92,175.22,175.96,175.96,175.96,175.96,176.04,176.04,176.04,176.04,175.27,175.27,175.27,175.16,175.45,175.45,175.45,175.45,175.41,175.41,175.41,175.41,175.61,175.63,175.63,175.60,175.05,175.05,175.05,175.05,174.96,174.96,174.96,174.96,174.97,174.97,174.97,174.97,163.024,163.024,163.024
2003-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.54,167.51,166.73,168.38,168.13,167.88,168.09,168.82,169.85,169.85,169.85,169.85,169.91,169.91,169.91,169.91,170.29,170.29,170.29,170.35,170.33,170.33,170.33,170.33,170.31,170.31,170.31,170.31,169.98,169.99,169.99,169.91,169.48,169.48,169.48,169.48,169.48,169.48,169.48,169.48,169.30,169.30,169.30,169.30,159.018,159.018,159.018
2003-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.18,164.46,167.39,166.85,167.17,167.15,168.04,168.85,168.85,168.85,168.85,168.18,168.18,168.18,168.18,168.95,168.95,168.95,168.85,168.91,168.91,168.91,168.91,168.98,168.98,168.98,168.98,168.97,168.96,168.96,169.02,168.34,168.34,168.34,168.34,168.36,168.36,168.36,168.36,168.41,168.41,168.41,168.41,158.646,158.646,158.646
2003-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.58,168.76,169.48,169.54,169.36,171.81,172.12,172.12,172.12,172.12,172.86,172.86,172.86,172.86,172.60,172.60,172.60,172.76,172.42,172.42,172.42,172.42,172.41,172.41,172.41,172.41,172.62,172.61,172.61,172.65,171.93,171.93,171.93,171.93,172.05,172.05,172.05,172.05,172.16,172.16,172.16,172.16,163.380,163.380,163.380
2004-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.79,172.69,172.40,171.58,173.35,175.18,175.18,175.18,175.18,175.16,175.16,175.16,175.16,174.98,174.98,174.98,174.79,175.03,175.03,175.03,175.03,174.97,174.97,174.97,174.97,175.14,175.16,175.16,175.12,175.01,175.01,175.01,175.01,174.91,174.91,174.91,174.91,174.85,174.85,174.85,174.85,165.050,165.050,165.050
2004-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.68,177.69,177.05,178.97,179.95,179.95,179.95,179.95,179.96,179.96,179.96,179.96,181.60,181.60,181.60,181.73,181.77,181.77,181.77,181.77,181.88,181.88,181.88,181.88,181.41,181.46,181.46,181.33,181.11,181.11,181.11,181.11,181.12,181.12,181.12,181.12,180.87,180.87,180.87,180.87,170.213,170.213,170.213
2004-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.08,183.71,185.80,186.05,186.05,186.05,186.05,185.64,185.64,185.64,185.64,187.17,187.17,187.17,186.94,187.06,187.06,187.06,187.06,187.05,187.05,187.05,187.05,186.96,186.92,186.92,186.97,186.30,186.30,186.30,186.30,186.34,186.34,186.34,186.34,186.39,186.39,186.39,186.39,174.848,174.848,174.848
2004-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.61,187.24,187.81,187.81,187.81,187.81,189.15,189.15,189.15,189.15,189.71,189.71,189.71,189.99,189.75,189.75,189.75,189.75,189.79,189.79,189.79,189.79,190.08,190.04,190.04,190.16,189.97,189.97,189.97,189.97,190.15,190.15,190.15,190.15,190.13,190.13,190.13,190.13,176.793,176.793,176.793
2005-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.53,186.30,185.38,185.52,185.52,186.85,186.85,186.85,186.85,187.50,187.50,187.50,187.20,186.75,186.75,186.75,186.75,186.87,186.87,186.87,186.87,187.03,187.07,187.07,187.01,186.83,186.83,186.83,186.83,186.75,186.75,186.75,186.75,186.75,186.75,186.75,186.75,174.785,174.785,174.785
2005-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.85,190.75,190.88,190.88,194.59,194.59,194.59,194.59,197.23,197.23,197.23,197.37,196.76,196.76,196.76,196.76,197.37,197.37,197.37,197.37,196.69,196.78,196.78,196.58,196.48,196.48,196.48,196.48,196.44,196.44,196.44,196.44,196.04,196.04,196.04,196.04,184.131,184.131,184.131
2005-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.12,203.39,203.39,203.98,203.98,203.98,203.98,205.61,205.61,205.61,205.38,204.66,204.66,204.66,204.66,204.79,204.79,204.79,204.79,204.59,204.49,204.49,204.52,204.31,204.31,204.31,204.31,204.34,204.34,204.34,204.34,204.38,204.38,204.38,204.38,190.765,190.765,190.765
2005-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.76,206.76,208.74,208.74,208.74,208.74,212.21,212.21,212.21,212.60,211.54,211.54,211.54,211.54,211.87,211.87,211.87,211.87,212.51,212.48,212.48,212.71,213.51,213.51,213.51,213.51,213.70,213.70,213.70,213.70,213.83,213.83,213.83,213.83,200.256,200.256,200.256
2006-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.06,221.48,221.49,221.26,223.38,223.34,223.34,223.34,222.94,222.32,222.32,222.32,222.32,222.67,222.67,222.67,222.67,222.49,222.52,222.52,222.42,222.74,222.74,222.74,222.74,222.65,222.65,222.65,222.65,222.31,222.31,222.31,222.31,207.829,207.829,207.829
2006-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.97,225.27,224.09,224.57,226.61,226.61,226.61,226.80,227.40,227.40,227.40,227.40,228.17,228.17,228.17,228.17,227.40,227.58,227.58,227.24,227.73,227.73,227.73,227.73,227.68,227.68,227.68,227.68,227.57,227.57,227.57,227.57,211.851,211.851,211.851
2006-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.47,233.17,233.25,234.57,234.57,234.57,234.28,233.87,233.87,233.87,233.87,233.61,233.61,233.61,233.61,233.40,233.20,233.20,233.24,233.08,233.08,233.08,233.08,233.01,233.01,233.01,233.01,233.16,233.16,233.16,233.16,216.375,216.375,216.375
2006-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.73,234.28,235.87,235.87,235.87,236.38,237.81,237.81,237.81,237.81,238.22,238.22,238.22,238.22,239.58,239.56,239.56,239.96,240.01,240.01,240.01,240.01,240.31,240.31,240.31,240.31,240.57,240.57,240.57,240.57,223.333,223.333,223.333
2007-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.90,240.74,241.27,240.54,240.02,239.28,239.28,239.28,239.28,240.23,240.23,240.23,240.23,239.87,239.89,239.89,239.77,241.65,241.65,241.65,241.65,241.55,241.55,241.55,241.55,241.08,241.08,241.08,241.08,225.611,225.611,225.611
2007-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.80,237.85,237.28,237.51,239.20,239.20,239.20,239.20,240.33,240.33,240.33,240.33,239.72,240.02,240.02,239.54,241.41,241.41,241.41,241.41,241.41,241.41,241.41,241.41,241.35,241.35,241.35,241.35,226.887,226.887,226.887
2007-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246.06,243.35,243.02,244.69,244.69,244.69,244.69,244.17,244.17,244.17,244.17,244.07,243.78,243.78,243.81,245.70,245.70,245.70,245.70,245.49,245.49,245.49,245.49,245.62,245.62,245.62,245.62,230.709,230.709,230.709
2007-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243.29,243.91,245.05,245.05,245.05,245.05,245.08,245.08,245.08,245.08,247.04,247.02,247.02,247.59,249.03,249.03,249.03,249.03,249.43,249.43,249.43,249.43,249.92,249.92,249.92,249.92,233.231,233.231,233.231
2008-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256.04,255.79,255.61,254.09,255.90,256.97,256.97,256.97,256.97,255.54,255.56,255.56,255.34,259.00,259.00,259.00,259.00,258.89,258.89,258.89,258.89,258.55,258.55,258.55,258.55,239.757,239.757,239.757
2008-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.48,255.07,253.56,254.45,255.75,255.75,255.75,255.75,253.83,254.21,254.21,253.58,257.77,257.77,257.77,257.77,257.94,257.94,257.94,257.94,257.60,257.60,257.60,257.60,239.432,239.432,239.432
2008-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267.21,266.02,266.61,265.79,265.79,265.79,265.79,263.38,263.00,263.00,263.16,267.12,267.12,267.12,267.12,266.84,266.84,266.84,266.84,266.82,266.82,266.82,266.82,247.066,247.066,247.066
2008-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244.96,244.20,243.72,243.72,243.72,243.72,244.19,244.17,244.17,244.84,249.73,249.73,249.73,249.73,250.40,250.40,250.40,250.40,250.92,250.92,250.92,250.92,232.803,232.803,232.803
2009-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.77,225.34,224.57,224.61,222.96,221.14,221.15,221.15,220.92,226.48,226.48,226.48,226.48,229.31,229.31,229.31,229.31,229.33,229.33,229.33,229.33,208.198,208.198,208.198
2009-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.73,211.30,211.36,210.49,207.85,208.22,208.22,207.56,211.33,211.33,211.33,211.33,214.50,214.50,214.50,214.50,214.89,214.89,214.89,214.89,194.648,194.648,194.648
2009-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.99,220.21,218.12,216.09,215.71,215.71,215.91,219.52,219.52,219.52,219.52,222.02,222.02,222.02,222.02,222.36,222.36,222.36,222.36,201.403,201.403,201.403
2009-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.08,213.55,214.08,214.08,214.08,214.79,219.07,219.07,219.07,219.07,222.82,222.82,222.82,222.82,223.72,223.72,223.72,223.72,202.995,202.995,202.995
2010-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.09,232.58,232.25,230.23,232.96,235.13,235.13,235.13,235.13,238.62,238.62,238.62,238.62,241.60,241.60,241.60,241.60,218.661,218.661,218.661
2010-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.51,257.49,255.31,256.33,256.40,256.40,256.40,256.40,259.14,259.14,259.14,259.14,262.36,262.36,262.36,262.36,240.307,240.307,240.307
2010-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265.24,261.68,262.00,262.26,262.26,262.26,262.26,263.84,263.84,263.84,263.84,267.11,267.11,267.11,267.11,243.480,243.480,243.480
2010-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265.61,265.91,267.35,267.35,267.35,267.35,269.69,269.69,269.69,269.69,273.81,273.81,273.81,273.81,250.118,250.118,250.118
2011-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.85,280.08,278.24,278.21,278.87,283.53,283.53,283.53,283.53,288.56,288.56,288.56,288.56,263.628,263.628,263.628
2011-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.40,287.47,287.44,289.35,291.32,291.32,291.32,291.32,294.84,294.84,294.84,294.84,270.971,270.971,270.971
2011-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.34,294.69,295.94,295.98,295.98,295.98,295.98,299.13,299.13,299.13,299.13,270.397,270.397,270.397
2011-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.72,294.64,295.95,295.95,295.95,295.95,300.56,300.56,300.56,300.56,271.271,271.271,271.271
2012-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.59,299.34,297.66,297.64,299.28,305.16,305.16,305.16,305.16,276.083,276.083,276.083
2012-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.75,304.83,304.80,306.35,307.81,307.81,307.81,307.81,275.923,275.923,275.923
2012-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306.59,306.22,307.80,307.31,307.31,307.31,307.31,275.203,275.203,275.203
2012-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.31,303.93,304.65,304.65,304.65,304.65,275.587,275.587,275.587
2013-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.65,301.07,300.60,300.67,303.04,276.904,276.904,276.904
2013-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.70,303.83,303.90,304.96,278.338,278.338,278.338
2013-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.01,304.52,305.57,281.591,281.591,281.591
2013-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.79,308.87,282.959,282.959,282.959
2014-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313.80,282.913,281.502,280.910
2014-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.662,283.009,282.691
2014-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287.475,286.267
2014-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.277
