"",1995-09-06,1995-12-07,1996-03-07,1996-06-05,1996-09-05,1996-12-04,1997-03-04,1997-06-05,1997-09-10,1997-12-04,1998-02-27,1998-06-04,1998-09-09,1998-12-03,1999-03-04,1999-05-28,1999-06-08,1999-09-09,1999-12-07,2000-03-28,2000-05-30,2000-08-29,2000-11-28,2001-03-01,2001-05-23,2001-08-23,2001-11-22,2002-02-27,2002-05-23,2002-08-22,2002-11-21,2003-02-26,2003-05-22,2003-08-21,2003-11-20,2004-02-19,2004-05-25,2004-08-24,2004-11-23,2005-02-22,2005-05-24,2005-08-23,2005-11-22,2006-02-22,2006-05-23,2006-08-24,2006-11-23,2007-02-22,2007-05-24,2007-08-23,2007-11-22,2008-02-26,2008-05-27,2008-08-26,2008-11-25,2009-02-25,2009-05-26,2009-08-25,2009-11-24,2010-02-24,2010-05-21,2010-08-24,2010-11-23,2011-02-24,2011-05-24,2011-09-01,2011-11-24,2012-02-24,2012-05-24,2012-08-23,2012-11-23,2013-02-22,2013-05-24,2013-08-23,2013-11-22,2014-02-25,2014-05-23,2014-09-01,2014-11-25,2015-02-24
1992-07,178.7,178.7,178.7,178.3,178.8,179.2,179.4,179.4,179.4,179.4,179.3,179.3,179.2,179.3,179.3,198.5,97.8,97.7,97.9,97.9,98.29,98.51,,,,,,98.45,98.45,97.99,97.99,97.97,97.99,97.98,97.98,97.98,97.98,97.92,97.92,97.92,98.87,98.98,98.98,98.98,98.98,98.99,98.99,98.99,98.99,98.98,98.98,98.98,98.98,98.98,98.98,98.98,98.98,99.00,99.00,99.00,99.00,99.01,99.01,99.01,99.02,98.82,98.82,98.82,98.82,98.82,98.82,98.82,98.82,98.80,98.80,98.80,98.80,95.179,95.179,95.179
1992-10,180.2,180.2,180.2,180.7,181.1,181.2,182.0,182.0,182.1,182.1,182.7,182.7,182.7,182.8,182.9,199.5,98.6,98.6,98.1,98.0,98.35,98.65,,,,,,98.61,98.61,98.17,98.17,98.18,98.20,98.18,98.18,98.18,98.18,98.18,98.18,98.16,99.54,99.53,99.53,99.53,99.53,99.46,99.46,99.46,99.46,99.40,99.40,99.40,99.40,99.40,99.40,99.40,99.40,99.43,99.43,99.43,99.43,99.45,99.45,99.45,99.42,99.48,99.48,99.48,99.48,99.49,99.49,99.49,99.49,99.49,99.49,99.49,99.49,95.931,95.931,95.931
1993-01,167.7,167.7,167.7,167.6,166.6,166.7,167.0,167.0,166.6,166.6,166.0,165.9,166.0,166.0,166.0,200.5,91.9,92.1,92.2,92.2,91.79,92.02,,,,,,92.17,92.17,92.65,92.65,92.64,92.64,92.58,92.58,92.58,92.58,92.49,92.49,92.49,93.35,93.23,93.23,93.23,93.23,93.32,93.32,93.32,93.32,93.41,93.41,93.41,93.41,93.40,93.40,93.40,93.40,93.32,93.32,93.32,93.32,93.30,93.30,93.30,93.30,90.95,90.95,90.95,90.95,90.98,90.98,90.98,90.98,90.96,90.96,90.96,90.96,87.556,87.556,87.556
1993-04,169.5,169.5,169.5,169.3,169.3,168.8,168.5,168.5,168.5,168.6,168.9,168.9,169.0,168.8,168.6,201.5,92.4,92.2,92.4,92.4,92.15,92.35,92.33,,,,,92.28,92.28,92.34,92.34,92.36,92.33,92.47,92.47,92.47,92.47,92.49,92.49,92.49,93.85,93.86,93.86,93.86,93.86,93.86,93.86,93.86,93.86,93.80,93.80,93.80,93.80,93.80,93.80,93.80,93.80,93.86,93.86,93.86,93.86,93.82,93.82,93.82,93.84,91.74,91.74,91.74,91.74,91.74,91.74,91.74,91.74,91.74,91.74,91.74,91.74,87.940,87.940,87.940
1993-07,172.3,172.3,172.3,172.0,171.5,171.9,172.0,172.0,171.5,171.5,171.3,171.3,171.1,171.3,171.3,202.5,93.7,93.6,93.8,93.8,94.32,94.43,94.25,,,,,94.44,94.44,93.93,93.93,93.92,93.92,93.91,93.91,93.91,93.91,93.86,93.86,93.87,94.91,95.04,95.04,95.04,95.04,95.05,95.05,95.05,95.05,95.08,95.08,95.08,95.08,95.07,95.07,95.07,95.07,95.11,95.11,95.11,95.11,95.09,95.09,95.09,95.11,93.39,93.39,93.39,93.39,93.39,93.39,93.39,93.39,93.36,93.36,93.36,93.36,89.431,89.431,89.431
1993-10,170.3,170.3,170.3,171.0,170.4,170.5,171.2,171.2,170.6,170.6,171.1,171.1,171.2,171.2,171.4,203.5,94.0,94.0,93.6,93.6,93.78,94.02,94.07,,,,,93.89,93.89,93.64,93.64,93.65,93.67,93.68,93.68,93.68,93.68,93.68,93.69,93.68,94.88,94.86,94.86,94.86,94.86,94.86,94.86,94.86,94.86,94.79,94.79,94.79,94.79,94.77,94.77,94.77,94.77,94.83,94.83,94.83,94.83,94.83,94.83,94.83,94.81,93.26,93.26,93.26,93.26,93.25,93.25,93.25,93.25,93.25,93.25,93.25,93.25,89.150,89.150,89.150
1994-01,176.5,176.5,176.5,176.4,175.4,175.5,176.4,176.4,174.6,174.6,174.0,174.0,174.1,174.0,174.0,204.5,96.3,96.5,96.6,96.6,96.12,96.47,96.57,,,,,96.52,96.52,96.88,96.88,96.87,96.87,96.87,96.87,96.87,96.87,96.83,96.83,96.83,97.46,97.34,97.34,97.34,97.34,97.44,97.44,97.44,97.44,97.52,97.52,97.52,97.52,97.50,97.50,97.50,97.50,97.43,97.43,97.43,97.43,97.41,97.41,97.41,97.41,95.10,95.10,95.10,95.10,95.10,95.10,95.10,95.10,95.09,95.09,95.09,95.09,90.954,90.954,90.954
1994-04,182.2,182.2,182.2,181.7,182.4,181.9,181.1,181.1,181.6,181.6,182.0,182.0,182.1,181.9,181.6,205.5,99.3,99.1,99.3,99.3,99.10,99.44,99.42,99.43,,,,99.37,99.37,99.49,99.49,99.51,99.48,99.62,99.62,99.62,99.62,99.60,99.60,99.60,101.02,101.03,101.03,101.03,101.03,101.05,101.05,101.05,101.05,100.99,100.99,100.99,100.99,100.98,100.98,100.98,100.98,101.01,101.01,101.01,101.01,100.99,100.99,100.99,101.00,99.10,99.10,99.10,99.10,99.11,99.11,99.11,99.11,99.10,99.10,99.10,99.10,94.937,94.937,94.937
1994-07,185.6,185.6,185.6,185.3,185.7,186.2,186.2,186.2,186.7,186.6,186.5,186.5,186.2,186.4,186.4,206.5,101.8,101.7,101.9,101.9,102.40,102.68,102.55,102.55,,,,102.63,102.63,102.12,102.12,102.11,102.11,102.10,102.10,102.10,102.10,102.07,102.06,102.07,103.55,103.68,103.68,103.68,103.68,103.70,103.70,103.70,103.70,103.75,103.75,103.75,103.75,103.73,103.73,103.73,103.73,103.73,103.73,103.73,103.73,103.76,103.76,103.76,103.76,101.87,101.87,101.87,101.87,101.88,101.88,101.88,101.88,101.85,101.85,101.85,101.85,97.290,97.290,97.290
1994-10,189.3,189.3,189.3,190.2,191.8,191.8,190.6,190.6,190.7,190.7,191.0,191.1,191.1,191.2,191.5,207.5,104.0,104.2,103.8,103.7,103.92,104.22,104.27,104.26,104.26,,,104.18,104.18,104.10,104.10,104.11,104.13,104.07,104.07,104.07,104.07,104.01,104.02,104.01,105.68,105.66,105.66,105.66,105.66,105.66,105.66,105.66,105.66,105.57,105.57,105.57,105.57,105.57,105.57,105.57,105.57,105.62,105.62,105.62,105.62,105.66,105.66,105.66,105.65,104.14,104.14,104.14,104.14,104.16,104.16,104.16,104.16,104.16,104.16,104.16,104.16,99.450,99.450,99.450
1995-01,186.3,186.3,187.4,187.3,192.0,192.0,192.3,192.3,194.2,194.1,194.3,194.3,194.5,194.5,194.5,208.5,106.1,106.2,106.4,106.3,105.76,106.15,106.15,106.14,106.14,,,106.09,106.09,106.41,106.41,106.38,106.39,106.44,106.44,106.44,106.43,106.47,106.47,106.47,107.20,107.11,107.11,107.11,107.11,107.21,107.21,107.21,107.21,107.26,107.26,107.26,107.26,107.21,107.21,107.21,107.21,107.17,107.17,107.17,107.17,107.14,107.14,107.14,107.13,105.01,105.01,105.01,105.01,105.00,105.00,105.00,105.00,104.97,104.97,104.97,104.97,100.552,100.552,100.552
1995-04,187.6,187.6,190.8,190.3,198.2,197.7,197.2,197.2,199.0,199.0,200.3,200.3,200.5,200.2,199.8,209.5,107.4,107.1,107.2,107.2,107.11,107.47,107.48,107.50,107.50,,,107.51,107.51,107.63,107.63,107.64,107.62,107.50,107.50,107.50,107.51,107.62,107.61,107.62,108.55,108.55,108.55,108.55,108.55,108.57,108.57,108.57,108.57,108.49,108.49,108.49,108.49,108.49,108.49,108.49,108.49,108.54,108.54,108.54,108.54,108.53,108.53,108.53,108.52,107.01,107.01,107.01,107.01,107.03,107.03,107.03,107.03,107.00,107.00,107.00,107.00,102.033,102.033,102.033
1995-07,,188.8,190.3,190.0,197.7,198.2,198.4,198.4,198.4,198.4,199.2,199.2,198.7,199.0,198.9,210.5,107.0,106.8,106.9,106.9,107.46,107.79,107.78,107.79,107.79,,,107.86,107.86,107.44,107.44,107.42,107.42,107.37,107.37,107.37,107.38,107.29,107.29,107.30,108.87,109.01,109.01,109.01,109.01,109.00,109.00,109.00,109.00,109.09,109.09,109.09,109.09,109.09,109.09,109.09,109.09,109.05,109.05,109.05,109.05,109.10,109.10,109.10,109.11,107.65,107.65,107.65,107.65,107.63,107.63,107.63,107.63,107.64,107.64,107.64,107.64,102.916,102.916,102.916
1995-10,,,191.5,192.5,200.5,200.5,199.6,199.6,198.5,198.6,199.6,199.7,199.7,199.7,200.2,211.5,107.9,108.0,107.6,107.7,107.92,108.15,108.14,108.12,108.12,,,108.08,108.08,107.95,107.95,107.96,107.98,107.90,107.90,107.90,107.89,107.83,107.83,107.82,109.48,109.43,109.43,109.43,109.43,109.45,109.45,109.45,109.45,109.38,109.38,109.38,109.38,109.37,109.37,109.37,109.37,109.44,109.44,109.44,109.44,109.47,109.47,109.47,109.47,108.35,108.35,108.35,108.35,108.39,108.39,108.39,108.39,108.40,108.40,108.40,108.40,103.580,103.580,103.580
1996-01,,,,192.7,201.1,200.9,201.1,201.1,200.1,200.1,201.4,201.3,201.5,201.5,201.5,212.5,109.6,109.8,110.0,109.9,109.36,109.34,109.28,109.28,109.28,109.34,,109.29,109.29,109.60,109.60,109.59,109.59,109.60,109.60,109.60,109.58,109.58,109.58,109.59,110.82,110.75,110.75,110.75,110.75,110.76,110.76,110.76,110.76,110.75,110.75,110.75,110.75,110.76,110.76,110.76,110.76,110.72,110.72,110.72,110.72,110.70,110.70,110.70,110.69,109.37,109.37,109.37,109.37,109.34,109.34,109.34,109.34,109.34,109.34,109.34,109.34,104.145,104.145,104.145
1996-04,,,,,197.7,200.6,200.3,200.3,200.9,200.9,203.7,203.7,204.0,203.6,203.1,213.5,110.1,109.7,109.8,109.8,109.78,109.77,109.82,109.86,109.86,109.85,,109.90,109.90,110.00,110.00,110.01,109.99,109.95,109.95,109.95,109.96,110.03,110.03,110.03,111.53,111.51,111.51,111.51,111.51,111.52,111.52,111.52,111.52,111.48,111.48,111.48,111.48,111.50,111.50,111.50,111.50,111.54,111.54,111.54,111.54,111.51,111.51,111.51,111.52,110.63,110.63,110.63,110.63,110.62,110.62,110.62,110.62,110.61,110.61,110.61,110.61,105.424,105.424,105.424
1996-07,,,,,,201.6,199.8,199.8,201.9,201.9,205.4,205.4,205.0,205.4,205.3,214.5,110.7,110.1,110.0,110.1,110.36,110.45,110.54,110.58,110.58,110.52,110.52,110.46,110.46,110.38,110.38,110.37,110.37,110.38,110.38,110.38,110.41,110.40,110.40,110.40,111.65,111.77,111.77,111.77,111.77,111.75,111.75,111.75,111.75,111.80,111.80,111.80,111.80,111.78,111.78,111.78,111.78,111.74,111.74,111.74,111.74,111.76,111.76,111.76,111.77,111.24,111.24,111.24,111.24,111.21,111.21,111.21,111.21,111.20,111.20,111.20,111.20,105.770,105.770,105.770
1996-10,,,,,,,213.6,213.6,211.4,211.5,212.5,212.6,213.2,213.2,213.9,215.5,115.8,115.7,115.3,115.4,115.92,116.20,116.15,116.06,116.06,116.10,116.10,116.16,116.16,115.70,115.70,115.71,115.73,115.55,115.55,115.55,115.53,115.41,115.42,115.41,116.92,116.88,116.88,116.88,116.88,116.94,116.94,116.94,116.94,116.95,116.95,116.95,116.95,116.92,116.92,116.92,116.92,116.96,116.96,116.96,116.96,117.03,117.03,117.03,117.02,116.67,116.67,116.67,116.67,116.71,116.71,116.71,116.71,116.76,116.76,116.76,116.76,110.892,110.892,110.892
1997-01,,,,,,,,220.3,216.8,217.8,218.9,218.8,222.0,221.9,221.9,216.5,119.5,119.3,119.5,119.4,119.33,119.90,119.77,119.79,119.79,120.26,120.26,120.20,120.20,120.68,120.68,120.67,120.66,120.57,120.57,120.57,120.53,120.28,120.28,120.28,121.68,121.64,121.64,121.64,121.64,121.79,121.79,121.79,121.79,121.69,121.69,121.69,121.69,121.79,121.79,121.79,121.79,121.71,121.71,121.71,121.71,121.79,121.79,121.79,121.77,120.91,120.91,120.91,120.91,120.86,120.86,120.86,120.86,120.94,120.94,120.94,120.94,115.326,115.326,115.326
1997-04,,,,,,,,,219.2,220.7,223.0,222.9,224.8,224.3,223.7,217.5,122.0,121.3,121.4,121.4,120.89,121.83,121.90,121.96,121.96,122.01,122.01,122.00,122.00,122.12,122.12,122.12,122.09,122.04,122.04,122.04,122.06,122.28,122.28,122.28,123.76,123.79,123.79,123.79,123.79,123.78,123.78,123.78,123.78,123.73,123.73,123.73,123.73,123.70,123.70,123.70,123.70,123.77,123.77,123.77,123.77,123.68,123.68,123.68,123.68,122.78,122.78,122.78,122.78,122.80,122.80,122.80,122.80,122.72,122.72,122.72,122.72,116.995,116.995,116.995
1997-07,,,,,,,,,,226.5,229.2,229.2,233.6,234.1,233.9,218.5,126.5,126.0,125.9,125.9,126.01,126.59,126.75,126.91,126.91,126.78,126.78,126.69,126.69,126.93,126.93,126.93,126.93,126.95,126.95,126.95,127.00,127.04,127.04,127.04,128.22,128.27,128.27,128.27,128.27,128.21,128.21,128.21,128.21,128.22,128.22,128.22,128.22,128.17,128.17,128.17,128.17,128.12,128.12,128.12,128.12,128.14,128.14,128.14,128.16,127.74,127.74,127.74,127.74,127.71,127.71,127.71,127.71,127.72,127.72,127.72,127.72,121.838,121.838,121.838
1997-10,,,,,,,,,,,236.9,237.1,238.0,238.0,238.9,219.5,128.9,128.9,128.8,128.8,129.56,129.36,129.25,129.01,129.01,129.17,129.17,129.31,129.31,128.46,128.46,128.46,128.48,128.32,128.32,128.32,128.30,128.19,128.19,128.18,129.80,129.78,129.78,129.78,129.78,129.77,129.77,129.77,129.77,129.89,129.89,129.89,129.89,129.85,129.85,129.85,129.85,129.90,129.90,129.90,129.90,129.95,129.95,129.95,129.94,129.16,129.16,129.16,129.16,129.28,129.28,129.28,129.28,129.28,129.28,129.28,129.28,123.272,123.272,123.272
1998-01,,,,,,,,,,,,242.3,237.5,237.4,240.1,220.5,131.2,131.6,131.8,131.6,131.20,132.12,131.98,132.02,132.02,132.98,132.98,132.89,132.89,133.48,133.48,133.49,133.44,133.27,133.27,133.27,133.19,132.95,132.93,132.95,134.25,134.21,134.21,134.21,134.21,134.40,134.40,134.40,134.40,134.20,134.20,134.20,134.21,134.29,134.29,134.29,134.29,134.28,134.28,134.28,134.28,134.34,134.34,134.34,134.32,133.48,133.48,133.48,133.48,133.43,133.43,133.43,133.43,133.41,133.41,133.41,133.41,126.998,126.998,126.998
1998-04,,,,,,,,,,,,,241.3,239.0,241.3,221.5,132.0,132.5,132.5,132.5,132.54,133.09,133.16,133.25,133.25,134.26,134.26,134.18,134.18,134.46,134.46,134.42,134.41,134.42,134.42,134.42,134.45,134.61,134.61,134.62,135.67,135.76,135.76,135.76,135.76,135.71,135.71,135.71,135.71,135.72,135.72,135.72,135.72,135.72,135.72,135.72,135.72,135.75,135.75,135.75,135.75,135.67,135.67,135.67,135.67,134.94,134.94,134.94,134.94,134.95,134.95,134.95,134.95,134.88,134.88,134.88,134.88,128.284,128.284,128.284
1998-07,,,,,,,,,,,,,,237.8,240.8,222.5,130.7,131.6,131.4,131.5,131.29,132.08,132.27,132.54,132.54,132.66,132.66,132.62,132.62,132.46,132.46,132.47,132.50,132.49,132.49,132.49,132.59,132.75,132.75,132.75,134.41,134.31,134.31,134.31,134.31,134.26,134.26,134.26,134.26,134.18,134.18,134.18,134.18,134.12,134.12,134.12,134.12,134.08,134.08,134.08,134.08,134.10,134.10,134.10,134.13,133.38,133.38,133.38,133.38,133.33,133.33,133.33,133.33,133.35,133.35,133.35,133.35,126.972,126.972,126.972
1998-10,,,,,,,,,,,,,,,237.4,223.5,129.1,129.4,129.3,129.4,130.12,130.95,130.81,130.42,130.42,130.65,130.65,130.84,130.84,129.79,129.79,129.80,129.83,129.82,129.82,129.82,129.79,129.74,129.75,129.74,131.08,131.09,131.09,131.09,131.09,131.09,131.09,131.09,131.09,131.35,131.35,131.35,131.34,131.25,131.25,131.25,131.25,131.33,131.33,131.33,131.33,131.34,131.34,131.34,131.33,130.52,130.52,130.52,130.52,130.61,130.61,130.61,130.61,130.61,130.61,130.61,130.61,123.983,123.983,123.983
1999-01,,,,,,,,,,,,,,,,,127.8,129.7,129.9,131.4,130.74,132.64,132.50,132.57,132.57,133.90,133.90,133.80,133.80,134.70,134.70,134.76,134.66,134.45,134.45,134.45,134.32,133.98,133.97,133.98,134.56,134.54,134.54,134.54,134.54,134.76,134.76,134.76,134.76,134.45,134.45,134.45,134.45,134.56,134.56,134.56,134.56,134.55,134.55,134.55,134.55,134.67,134.67,134.67,134.66,133.67,133.67,133.67,133.67,133.61,133.61,133.61,133.61,133.62,133.62,133.62,133.62,128.569,128.569,128.569
1999-04,,,,,,,,,,,,,,,,,,135.1,135.2,136.9,136.79,138.24,138.28,138.41,138.41,139.53,139.53,139.36,139.36,139.84,139.84,139.76,139.74,140.26,140.26,140.26,140.29,140.33,140.31,140.33,141.26,141.45,141.45,141.45,141.45,141.34,141.34,141.34,141.34,141.43,141.43,141.43,141.43,141.45,141.45,141.45,141.45,141.42,141.42,141.42,141.42,141.30,141.30,141.30,141.29,140.58,140.58,140.58,140.58,140.60,140.60,140.60,140.60,140.50,140.50,140.50,140.50,133.448,133.448,133.448
1999-07,,,,,,,,,,,,,,,,,,,138.5,141.7,141.41,142.42,142.66,143.15,143.15,144.07,144.07,144.09,144.09,144.87,144.87,144.82,144.86,144.41,144.41,144.41,144.57,144.86,144.86,144.86,146.30,146.16,146.16,146.16,146.16,146.08,146.08,146.08,146.08,145.92,145.92,145.92,145.92,145.88,145.88,145.88,145.88,145.88,145.88,145.88,145.88,145.84,145.84,145.84,145.87,145.10,145.10,145.10,145.10,145.05,145.05,145.05,145.05,145.08,145.08,145.08,145.08,138.301,138.301,138.301
1999-10,,,,,,,,,,,,,,,,,,,,144.3,145.06,148.39,148.21,147.57,147.57,149.18,149.18,149.49,149.49,147.97,147.97,148.05,148.13,148.14,148.14,148.14,148.08,147.98,148.00,147.98,149.09,149.08,149.08,149.08,149.08,149.20,149.20,149.20,149.20,149.54,149.54,149.54,149.54,149.39,149.39,149.39,149.39,149.50,149.50,149.50,149.50,149.51,149.51,149.51,149.50,148.53,148.53,148.53,148.53,148.64,148.64,148.64,148.64,148.63,148.63,148.63,148.63,141.005,141.005,141.005
2000-01,,,,,,,,,,,,,,,,,,,,,153.34,155.70,155.51,154.70,154.70,155.88,155.88,155.67,155.67,157.33,157.33,157.43,157.24,156.54,156.54,156.54,156.31,157.30,157.31,157.29,158.32,158.44,158.44,158.44,158.44,158.68,158.68,158.68,158.68,158.26,158.26,158.26,158.28,158.38,158.38,158.38,158.38,158.40,158.40,158.40,158.40,158.52,158.52,158.52,158.50,157.36,157.36,157.36,157.36,157.29,157.29,157.29,157.29,157.24,157.24,157.24,157.24,149.615,149.615,149.615
2000-04,,,,,,,,,,,,,,,,,,,,,,163.63,163.78,162.99,162.99,164.11,164.11,163.81,163.81,164.71,164.71,164.54,164.53,164.67,164.67,164.67,164.76,163.79,163.74,163.78,164.44,164.72,164.72,164.72,164.72,164.58,164.58,164.58,164.58,164.77,164.77,164.77,164.74,164.78,164.78,164.78,164.78,164.71,164.71,164.71,164.71,164.55,164.55,164.55,164.53,163.62,163.62,163.62,163.62,163.64,163.64,163.64,163.64,163.54,163.54,163.54,163.54,156.199,156.199,156.199
2000-07,,,,,,,,,,,,,,,,,,,,,,,170.52,170.10,170.10,171.77,171.77,171.88,171.88,172.17,172.17,171.95,172.04,172.83,172.83,172.83,173.10,172.13,172.15,172.13,173.37,173.11,173.11,173.11,173.11,173.01,173.01,173.01,173.01,172.84,172.84,172.84,172.85,172.82,172.82,172.82,172.82,172.85,172.85,172.85,172.85,172.82,172.82,172.82,172.86,172.21,172.21,172.21,172.21,172.18,172.18,172.18,172.18,172.26,172.26,172.26,172.26,164.498,164.498,164.498
