"",2011-09-01,2011-11-24,2012-02-24,2012-05-24,2012-08-23,2012-11-23,2013-02-22,2013-05-24,2013-08-23,2013-11-22,2014-02-25,2014-05-23,2014-09-01,2014-11-25,2015-02-24
unit,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,Euro,Euro,Euro
unit multiplier,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion
Baseyear,,,,,,,,,,,,,,,
Record meth,Manual,Manual,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,30.80,30.80,30.80,30.80,30.79,30.79,30.79,30.79,30.80,30.80,30.80,30.80,31.517,31.517,31.517
1991-04,31.66,31.66,31.66,31.66,31.71,31.71,31.71,31.71,31.66,31.66,31.71,31.71,32.403,32.417,32.417
1991-07,31.98,31.98,31.98,31.98,31.97,31.97,31.97,31.97,32.00,32.00,32.00,32.00,33.181,33.195,33.195
1991-10,32.58,32.58,32.58,32.58,32.56,32.56,32.56,32.56,32.57,32.57,32.50,32.50,32.731,32.703,32.703
1992-01,34.34,34.34,34.34,34.34,34.31,34.31,34.31,34.31,34.32,34.32,34.34,34.34,35.188,35.192,35.192
1992-04,34.99,34.99,34.99,34.99,35.04,35.04,35.04,35.04,35.00,35.00,35.05,35.05,35.746,35.759,35.759
1992-07,35.64,35.64,35.64,35.64,35.63,35.63,35.63,35.63,35.64,35.64,35.65,35.65,36.293,36.307,36.307
1992-10,36.22,36.22,36.22,36.22,36.21,36.21,36.21,36.21,36.20,36.20,36.13,36.13,36.457,36.426,36.426
1993-01,37.51,37.51,37.51,37.51,37.48,37.48,37.48,37.48,37.50,37.50,37.50,37.50,37.991,38.000,38.000
1993-04,38.53,38.53,38.53,38.53,38.59,38.59,38.59,38.59,38.54,38.54,38.60,38.60,38.764,38.773,38.773
1993-07,39.17,39.17,39.17,39.17,39.17,39.17,39.17,39.17,39.19,39.19,39.19,39.19,39.037,39.042,39.042
1993-10,37.22,37.22,37.22,37.22,37.20,37.20,37.20,37.20,37.20,37.20,37.14,37.14,39.311,39.288,39.288
1994-01,38.19,38.19,38.19,38.19,38.17,38.17,38.17,38.17,38.18,38.18,38.18,38.18,38.627,38.641,38.641
1994-04,38.58,38.58,38.58,38.58,38.63,38.63,38.63,38.63,38.61,38.61,38.64,38.64,38.865,38.874,38.874
1994-07,39.25,39.25,39.25,39.25,39.24,39.24,39.24,39.24,39.26,39.26,39.27,39.27,39.595,39.595,39.595
1994-10,39.88,39.88,39.88,39.88,39.86,39.86,39.86,39.86,39.86,39.86,39.82,39.82,40.200,40.176,40.176
1995-01,39.96,39.96,39.96,39.96,39.94,39.94,39.94,39.94,39.95,39.95,39.95,39.95,40.695,40.720,40.720
1995-04,40.51,40.51,40.51,40.51,40.55,40.55,40.55,40.55,40.53,40.53,40.55,40.55,41.089,41.090,41.090
1995-07,41.22,41.22,41.22,41.22,41.22,41.22,41.22,41.22,41.23,41.23,41.24,41.24,41.743,41.738,41.738
1995-10,41.79,41.79,41.79,41.79,41.78,41.78,41.78,41.78,41.76,41.76,41.73,41.73,42.227,42.207,42.207
1996-01,41.55,41.55,41.55,41.55,41.53,41.53,41.53,41.53,41.52,41.52,41.53,41.53,42.057,42.091,42.091
1996-04,42.34,42.34,42.34,42.34,42.38,42.38,42.38,42.38,42.36,42.36,42.38,42.38,42.805,42.800,42.800
1996-07,42.94,42.94,42.94,42.94,42.94,42.94,42.94,42.94,42.95,42.95,42.94,42.94,43.281,43.267,43.267
1996-10,43.34,43.34,43.34,43.34,43.33,43.33,43.33,43.33,43.32,43.32,43.30,43.30,43.694,43.680,43.680
1997-01,42.19,42.19,42.19,42.19,42.17,42.17,42.17,42.17,42.17,42.17,42.18,42.18,42.577,42.620,42.620
1997-04,43.63,43.63,43.63,43.63,43.66,43.66,43.66,43.66,43.65,43.65,43.66,43.66,44.197,44.187,44.187
1997-07,44.06,44.06,44.06,44.06,44.08,44.08,44.08,44.08,44.08,44.08,44.07,44.07,44.293,44.273,44.273
1997-10,44.92,44.92,44.92,44.92,44.92,44.92,44.92,44.92,44.91,44.91,44.90,44.90,45.252,45.241,45.241
1998-01,44.15,44.15,44.15,44.15,44.13,44.13,44.13,44.13,44.14,44.14,44.14,44.14,44.583,44.627,44.627
1998-04,44.82,44.82,44.82,44.82,44.83,44.83,44.83,44.83,44.83,44.83,44.83,44.83,45.590,45.573,45.573
1998-07,45.40,45.40,45.40,45.40,45.41,45.41,45.41,45.41,45.41,45.41,45.41,45.41,46.189,46.167,46.167
1998-10,46.41,46.41,46.41,46.41,46.41,46.41,46.41,46.41,46.41,46.41,46.40,46.40,46.882,46.876,46.876
1999-01,46.76,46.76,46.76,46.76,46.73,46.73,46.73,46.73,46.73,46.73,46.73,46.73,47.585,47.633,47.633
1999-04,47.24,47.24,47.24,47.24,47.26,47.26,47.26,47.26,47.26,47.26,47.26,47.26,48.026,48.005,48.005
1999-07,47.55,47.55,47.55,47.55,47.56,47.56,47.56,47.56,47.57,47.57,47.56,47.56,48.249,48.216,48.216
1999-10,48.71,48.71,48.71,48.71,48.71,48.71,48.71,48.71,48.70,48.70,48.70,48.70,49.452,49.458,49.458
