"",2011-09-01,2011-11-24,2012-02-24,2012-05-24,2012-08-23,2012-11-23,2013-02-22,2013-05-24,2013-08-23,2013-11-22,2014-02-25,2014-05-23,2014-09-01,2014-11-25,2015-02-24
2000-01,23.37,23.37,23.37,23.37,23.37,23.37,23.37,23.37,23.37,23.37,23.37,23.37,24.303,24.303,24.303
2000-04,20.78,20.78,20.78,20.78,20.78,20.78,20.78,20.78,20.78,20.78,20.78,20.78,21.775,21.775,21.775
2000-07,18.58,18.58,18.58,18.58,18.58,18.58,18.58,18.58,18.58,18.58,18.58,18.58,19.648,19.648,19.648
2000-10,17.63,17.63,17.63,17.63,17.63,17.63,17.63,17.63,17.63,17.63,17.63,17.63,18.697,18.697,18.697
2001-01,19.52,19.52,19.52,19.52,19.52,19.52,19.52,19.52,19.52,19.52,19.52,19.52,20.536,20.536,20.536
2001-04,19.72,19.72,19.72,19.72,19.72,19.72,19.72,19.72,19.72,19.72,19.72,19.72,20.712,20.712,20.712
2001-07,17.41,17.41,17.41,17.41,17.41,17.41,17.41,17.41,17.41,17.41,17.41,17.41,21.548,21.548,21.548
2001-10,23.53,23.53,23.53,23.53,23.53,23.53,23.53,23.53,23.53,23.53,23.53,23.53,25.040,25.040,25.040
2002-01,21.45,21.45,21.45,21.45,21.45,21.45,21.45,21.45,21.45,21.45,21.45,21.45,23.404,23.404,23.404
2002-04,20.58,20.58,20.58,20.58,20.58,20.58,20.58,20.58,20.58,20.58,20.58,20.58,23.102,23.102,23.102
2002-07,21.35,21.35,21.35,21.35,21.35,21.35,21.35,21.35,21.35,21.35,21.35,21.35,23.754,23.754,23.754
2002-10,23.07,23.07,23.07,23.07,23.07,23.07,23.07,23.07,23.07,23.07,23.07,23.07,24.643,24.643,24.643
2003-01,22.60,22.60,22.60,22.60,22.60,22.60,22.60,22.60,22.60,22.60,22.60,22.60,24.425,24.425,24.425
2003-04,23.21,23.21,23.21,23.21,23.21,23.21,23.21,23.21,23.21,23.21,23.21,23.21,24.176,24.176,24.176
2003-07,23.87,23.87,23.87,23.87,23.87,23.87,23.87,23.87,23.87,23.87,23.87,23.87,24.644,24.644,24.644
2003-10,24.69,24.69,24.69,24.69,24.69,24.69,24.69,24.69,24.69,24.69,24.69,24.69,25.827,25.827,25.827
2004-01,25.34,25.34,25.34,25.34,25.34,25.34,25.34,25.34,25.34,25.34,25.34,25.34,26.895,26.895,26.895
2004-04,26.28,26.28,26.28,26.28,26.28,26.28,26.28,26.28,26.28,26.28,26.28,26.28,28.107,28.107,28.107
2004-07,26.44,26.44,26.44,26.44,26.44,26.44,26.44,26.44,26.44,26.44,26.44,26.44,28.277,28.277,28.277
2004-10,25.84,25.84,25.84,25.84,25.84,25.84,25.84,25.84,25.84,25.84,25.84,25.84,27.859,27.859,27.859
2005-01,25.14,25.14,25.14,25.14,25.14,25.14,25.14,25.14,25.14,25.14,25.14,25.14,27.482,27.482,27.482
2005-04,24.72,24.72,24.72,24.72,24.72,24.72,24.72,24.72,24.72,24.72,24.72,24.72,27.169,27.169,27.169
2005-07,23.55,23.55,23.55,23.55,23.55,23.55,23.55,23.55,23.55,23.55,23.55,23.55,27.086,27.086,27.086
2005-10,25.01,25.01,25.01,25.01,25.01,25.01,25.01,25.01,25.01,25.01,25.01,25.01,27.451,27.451,27.451
2006-01,24.77,24.77,24.77,24.77,24.77,24.77,24.77,24.77,24.77,24.77,24.77,24.77,27.443,27.443,27.443
2006-04,24.72,24.72,24.72,24.72,24.72,24.72,24.72,24.72,24.72,24.72,24.72,24.72,27.581,27.581,27.581
2006-07,24.26,24.26,24.26,24.26,24.26,24.26,24.26,24.26,24.26,24.26,24.26,24.26,27.248,27.248,27.248
2006-10,23.61,23.61,23.61,23.61,23.61,23.61,23.61,23.61,23.61,23.61,23.61,23.61,26.553,26.553,26.553
2007-01,23.09,23.09,23.09,23.09,23.09,23.09,23.09,23.09,23.09,23.09,23.09,23.09,26.231,26.231,26.231
2007-04,23.04,23.04,23.04,23.04,23.04,23.04,23.04,23.04,23.04,23.04,23.04,23.04,26.214,26.214,26.214
2007-07,22.39,22.39,22.39,22.39,22.39,22.39,22.39,22.39,22.39,22.39,22.39,22.39,25.584,25.584,25.584
2007-10,21.97,21.97,21.97,21.97,21.97,21.97,21.97,21.97,21.97,21.97,21.97,21.97,25.056,25.056,25.056
2008-01,21.08,21.08,21.08,21.08,21.31,21.31,21.31,21.31,21.31,21.31,21.31,21.31,24.321,24.321,24.321
2008-04,20.14,20.14,20.14,20.14,20.74,20.74,20.74,20.74,20.74,20.74,20.74,20.74,23.587,23.587,23.587
2008-07,20.17,20.17,20.17,20.17,20.35,20.35,20.35,20.35,20.35,20.35,20.35,20.35,22.842,22.842,22.842
2008-10,22.21,22.21,22.21,22.21,21.24,21.24,21.24,21.24,21.24,21.24,21.24,21.24,23.814,23.814,23.814
2009-01,24.24,24.24,24.24,24.24,22.16,22.16,22.16,22.16,22.16,22.16,22.16,22.16,25.152,25.152,25.152
2009-04,25.86,25.86,25.86,25.86,22.83,22.83,22.83,22.83,22.77,22.77,22.77,22.77,25.815,25.815,25.815
2009-07,27.29,27.29,27.29,27.29,23.68,23.68,23.68,23.68,23.67,23.67,23.67,23.67,26.435,26.435,26.435
2009-10,28.09,28.09,28.09,28.09,24.47,24.47,24.47,24.47,24.51,24.51,24.51,24.51,26.689,26.689,26.689
2010-01,28.91,28.91,28.91,28.91,25.12,25.12,25.12,25.12,25.16,25.16,25.16,25.16,26.652,26.652,26.652
2010-04,29.38,29.38,29.38,29.38,25.16,25.16,25.16,25.16,25.31,25.31,25.31,25.31,26.635,26.635,26.635
2010-07,29.75,29.75,29.75,29.75,25.43,25.43,25.43,25.43,25.54,25.54,25.54,25.54,26.378,26.378,26.378
2010-10,29.87,29.87,29.87,29.87,25.70,25.70,25.70,25.70,25.77,25.77,25.77,25.77,25.963,25.963,25.963
2011-01,29.59,29.57,29.62,29.65,25.47,25.47,25.47,25.47,25.50,25.50,25.50,25.50,25.549,25.549,25.549
2011-04,29.66,29.43,29.54,29.56,25.37,25.37,25.37,25.37,25.52,25.52,25.52,25.52,24.814,24.814,24.814
2011-07,,29.44,29.59,29.59,25.44,25.44,25.44,25.44,25.49,25.49,25.49,25.49,24.838,24.838,24.838
2011-10,,,29.58,29.58,25.27,25.27,25.27,25.27,24.96,24.96,24.96,24.96,25.317,25.317,25.317
2012-01,,,,28.98,24.56,24.58,24.68,24.67,24.02,24.02,24.02,24.02,25.406,25.406,25.406
2012-04,,,,,24.30,23.42,23.57,23.54,23.27,23.27,23.27,23.27,25.615,25.615,25.615
2012-07,,,,,,23.12,23.29,23.27,23.33,23.33,23.33,23.33,25.696,25.696,25.696
2012-10,,,,,,,22.84,22.66,23.80,23.80,23.80,23.80,25.709,25.709,25.709
2013-01,,,,,,,,24.55,24.61,24.61,24.62,24.28,25.521,25.521,25.521
2013-04,,,,,,,,,24.51,24.53,24.53,24.99,25.718,25.718,25.718
2013-07,,,,,,,,,,24.50,24.50,25.18,25.820,25.820,25.820
2013-10,,,,,,,,,,,24.90,25.23,26.108,26.108,26.108
2014-01,,,,,,,,,,,,25.31,26.551,26.551,26.257
2014-04,,,,,,,,,,,,,26.397,26.330,26.050
2014-07,,,,,,,,,,,,,,26.476,26.011
2014-10,,,,,,,,,,,,,,,25.960
