"",2005-05-24,2005-08-23,2005-11-22,2006-02-22,2006-05-23,2006-08-24,2006-11-23,2007-02-22,2007-05-24,2007-08-23,2007-11-22,2008-02-26,2008-05-27,2008-08-26,2008-11-25,2009-02-25,2009-05-26,2009-08-25,2009-11-24,2010-02-24,2010-05-21,2010-08-24,2010-11-23,2011-02-24,2011-05-24
2007-04,,,,,,,,,,5.823,5.818,5.816,5.816,5.814,5.814,5.814,5.814,5.812,5.812,5.812,5.812,5.814,5.814,5.814,5.809
2007-07,,,,,,,,,,,5.868,5.863,5.852,5.861,5.861,5.861,5.861,5.847,5.847,5.847,5.847,5.849,5.849,5.849,5.848
2007-10,,,,,,,,,,,,5.931,5.929,5.927,5.927,5.927,5.927,5.908,5.908,5.908,5.908,5.910,5.910,5.910,5.912
2008-01,,,,,,,,,,,,,6.000,5.991,5.987,5.977,5.977,5.982,5.982,5.982,5.982,5.976,5.976,5.976,5.980
2008-04,,,,,,,,,,,,,,6.041,6.037,6.032,6.032,6.022,6.022,6.022,6.022,6.023,6.023,6.023,6.018
2008-07,,,,,,,,,,,,,,,6.078,6.072,6.072,6.050,6.050,6.050,6.050,6.053,6.053,6.053,6.051
2008-10,,,,,,,,,,,,,,,,6.053,6.053,6.036,6.036,6.036,6.036,6.038,6.038,6.038,6.042
2009-01,,,,,,,,,,,,,,,,,5.973,5.989,5.985,5.985,5.985,5.978,5.978,5.978,5.983
2009-04,,,,,,,,,,,,,,,,,,5.960,5.935,5.930,5.930,5.930,5.930,5.930,5.923
2009-07,,,,,,,,,,,,,,,,,,,5.920,5.915,5.924,5.928,5.928,5.928,5.925
2009-10,,,,,,,,,,,,,,,,,,,,5.918,5.954,5.951,5.951,5.951,5.957
2010-01,,,,,,,,,,,,,,,,,,,,,5.995,5.994,6.006,6.006,6.010
2010-04,,,,,,,,,,,,,,,,,,,,,,6.049,6.101,6.107,6.098
2010-07,,,,,,,,,,,,,,,,,,,,,,,6.141,6.156,6.157
2010-10,,,,,,,,,,,,,,,,,,,,,,,,6.202,6.211
2011-01,,,,,,,,,,,,,,,,,,,,,,,,,6.283
