"",2005-05-24,2005-08-23,2005-11-22,2006-02-22,2006-05-23,2006-08-24,2006-11-23,2007-02-22,2007-05-24,2007-08-23,2007-11-22,2008-02-26,2008-05-27,2008-08-26,2008-11-25,2009-02-25,2009-05-26,2009-08-25,2009-11-24,2010-02-24,2010-05-21,2010-08-24,2010-11-23,2011-02-24,2011-05-24
unit,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL
unit multiplier,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million
Baseyear,,,,,,,,,,,,,,,,,,,,,,,,,
Record meth,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,3.200,3.200,3.200,3.200,3.200,3.200,3.200,3.200,3.200,3.200,3.200,3.200,3.200,3.200,3.200,3.200,3.200,3.200,3.200,3.200,3.200,3.200,3.200,3.200,3.200
1991-04,3.250,3.250,3.250,3.250,3.250,3.250,3.250,3.250,3.250,3.250,3.250,3.250,3.250,3.251,3.251,3.251,3.251,3.251,3.251,3.251,3.251,3.251,3.251,3.251,3.250
1991-07,3.276,3.276,3.276,3.276,3.276,3.276,3.276,3.276,3.276,3.276,3.276,3.276,3.276,3.276,3.276,3.276,3.276,3.276,3.276,3.276,3.276,3.276,3.276,3.276,3.276
1991-10,3.327,3.327,3.327,3.327,3.327,3.328,3.328,3.328,3.328,3.328,3.328,3.328,3.328,3.327,3.327,3.327,3.327,3.328,3.328,3.328,3.328,3.328,3.328,3.328,3.328
1992-01,3.381,3.381,3.381,3.381,3.381,3.381,3.381,3.381,3.381,3.381,3.381,3.381,3.381,3.380,3.380,3.380,3.380,3.380,3.380,3.380,3.380,3.380,3.380,3.380,3.381
1992-04,3.422,3.422,3.422,3.422,3.422,3.422,3.422,3.422,3.422,3.422,3.422,3.422,3.422,3.422,3.422,3.422,3.422,3.422,3.422,3.422,3.422,3.422,3.422,3.422,3.422
1992-07,3.453,3.453,3.453,3.453,3.453,3.453,3.453,3.453,3.453,3.453,3.453,3.453,3.453,3.453,3.453,3.453,3.453,3.453,3.453,3.453,3.453,3.453,3.453,3.453,3.453
1992-10,3.479,3.478,3.478,3.478,3.478,3.479,3.479,3.479,3.479,3.479,3.479,3.479,3.479,3.479,3.479,3.479,3.479,3.479,3.479,3.479,3.479,3.479,3.479,3.479,3.479
1993-01,3.512,3.512,3.512,3.512,3.512,3.512,3.512,3.512,3.512,3.512,3.512,3.512,3.512,3.512,3.512,3.512,3.512,3.512,3.512,3.512,3.512,3.512,3.512,3.512,3.512
1993-04,3.534,3.534,3.534,3.534,3.534,3.534,3.534,3.534,3.534,3.534,3.534,3.534,3.534,3.534,3.534,3.534,3.534,3.534,3.534,3.534,3.534,3.534,3.534,3.534,3.534
1993-07,3.569,3.569,3.569,3.569,3.569,3.569,3.569,3.569,3.569,3.569,3.569,3.569,3.569,3.569,3.569,3.569,3.569,3.569,3.569,3.569,3.569,3.569,3.569,3.569,3.569
1993-10,3.605,3.605,3.605,3.605,3.605,3.605,3.605,3.605,3.605,3.605,3.605,3.605,3.605,3.605,3.605,3.605,3.605,3.605,3.605,3.605,3.605,3.605,3.605,3.605,3.606
1994-01,3.650,3.650,3.650,3.650,3.650,3.650,3.650,3.650,3.650,3.650,3.650,3.650,3.650,3.650,3.650,3.650,3.650,3.650,3.650,3.650,3.650,3.650,3.650,3.650,3.650
1994-04,3.684,3.684,3.684,3.684,3.684,3.684,3.684,3.684,3.684,3.684,3.684,3.684,3.684,3.684,3.684,3.684,3.684,3.684,3.684,3.684,3.684,3.684,3.684,3.684,3.684
1994-07,3.724,3.724,3.724,3.724,3.724,3.724,3.724,3.724,3.724,3.724,3.724,3.724,3.724,3.724,3.724,3.724,3.724,3.724,3.724,3.724,3.724,3.724,3.724,3.724,3.724
1994-10,3.767,3.767,3.767,3.767,3.767,3.767,3.767,3.767,3.767,3.767,3.767,3.767,3.767,3.767,3.767,3.767,3.767,3.767,3.767,3.767,3.767,3.767,3.767,3.767,3.767
1995-01,3.800,3.800,3.800,3.800,3.800,3.800,3.800,3.800,3.800,3.800,3.800,3.800,3.800,3.800,3.800,3.800,3.800,3.800,3.800,3.800,3.800,3.801,3.801,3.801,3.801
1995-04,3.843,3.843,3.843,3.843,3.843,3.843,3.843,3.843,3.843,3.843,3.843,3.843,3.843,3.843,3.843,3.843,3.843,3.843,3.843,3.843,3.843,3.843,3.843,3.843,3.843
1995-07,3.865,3.865,3.865,3.865,3.865,3.865,3.865,3.865,3.865,3.865,3.865,3.865,3.865,3.865,3.865,3.865,3.865,3.865,3.865,3.865,3.865,3.865,3.865,3.865,3.865
1995-10,3.896,3.896,3.896,3.896,3.896,3.896,3.896,3.896,3.896,3.896,3.896,3.896,3.896,3.896,3.896,3.896,3.896,3.896,3.896,3.896,3.896,3.896,3.896,3.896,3.896
1996-01,3.944,3.944,3.944,3.944,3.944,3.944,3.944,3.944,3.944,3.944,3.944,3.944,3.944,3.944,3.944,3.944,3.944,3.944,3.944,3.944,3.944,3.944,3.944,3.944,3.944
1996-04,3.973,3.973,3.973,3.973,3.973,3.973,3.973,3.973,3.973,3.973,3.973,3.973,3.973,3.973,3.973,3.973,3.973,3.973,3.973,3.973,3.973,3.973,3.973,3.973,3.973
1996-07,3.991,3.991,3.991,3.991,3.991,3.991,3.991,3.991,3.991,3.991,3.991,3.991,3.991,3.991,3.991,3.991,3.991,3.991,3.991,3.991,3.991,3.991,3.991,3.991,3.991
1996-10,4.024,4.024,4.024,4.024,4.024,4.024,4.024,4.024,4.024,4.024,4.024,4.024,4.024,4.024,4.024,4.024,4.024,4.024,4.024,4.024,4.024,4.024,4.024,4.024,4.024
1997-01,4.054,4.054,4.054,4.054,4.054,4.054,4.054,4.054,4.054,4.054,4.054,4.054,4.054,4.054,4.054,4.054,4.054,4.054,4.054,4.054,4.054,4.054,4.054,4.054,4.054
1997-04,4.081,4.082,4.082,4.082,4.082,4.082,4.082,4.082,4.082,4.082,4.082,4.082,4.082,4.082,4.082,4.082,4.082,4.082,4.082,4.082,4.082,4.082,4.082,4.082,4.082
1997-07,4.134,4.134,4.134,4.134,4.134,4.134,4.134,4.134,4.134,4.134,4.134,4.134,4.134,4.134,4.134,4.134,4.134,4.134,4.134,4.134,4.134,4.134,4.134,4.134,4.134
1997-10,4.182,4.182,4.182,4.182,4.182,4.182,4.182,4.182,4.182,4.182,4.182,4.182,4.182,4.182,4.182,4.182,4.182,4.182,4.182,4.182,4.182,4.182,4.182,4.182,4.182
1998-01,4.242,4.242,4.242,4.242,4.242,4.242,4.242,4.242,4.242,4.242,4.242,4.242,4.242,4.242,4.242,4.242,4.242,4.242,4.242,4.242,4.242,4.242,4.242,4.242,4.242
1998-04,4.326,4.326,4.326,4.326,4.326,4.326,4.326,4.326,4.326,4.326,4.326,4.326,4.326,4.326,4.326,4.326,4.326,4.326,4.326,4.326,4.326,4.326,4.326,4.326,4.326
1998-07,4.412,4.411,4.411,4.411,4.411,4.411,4.411,4.411,4.411,4.411,4.411,4.411,4.411,4.411,4.411,4.411,4.411,4.411,4.411,4.411,4.411,4.411,4.411,4.411,4.411
1998-10,4.497,4.497,4.497,4.497,4.497,4.497,4.497,4.497,4.497,4.497,4.497,4.497,4.497,4.497,4.497,4.497,4.497,4.497,4.497,4.497,4.497,4.497,4.497,4.497,4.497
1999-01,4.564,4.564,4.564,4.564,4.564,4.564,4.564,4.564,4.564,4.564,4.564,4.564,4.564,4.564,4.564,4.564,4.564,4.564,4.564,4.564,4.564,4.564,4.564,4.564,4.564
1999-04,4.659,4.660,4.660,4.660,4.660,4.660,4.660,4.660,4.660,4.660,4.660,4.660,4.660,4.660,4.660,4.660,4.660,4.660,4.660,4.660,4.660,4.660,4.660,4.660,4.660
1999-07,4.781,4.781,4.781,4.781,4.781,4.781,4.781,4.781,4.781,4.781,4.781,4.781,4.781,4.781,4.781,4.781,4.781,4.781,4.781,4.781,4.781,4.781,4.781,4.781,4.781
1999-10,4.845,4.844,4.844,4.844,4.844,4.844,4.844,4.844,4.844,4.844,4.844,4.844,4.844,4.844,4.844,4.844,4.844,4.844,4.844,4.844,4.844,4.844,4.844,4.844,4.844
2000-01,4.942,4.942,4.942,4.942,4.942,4.942,4.942,4.942,4.942,4.942,4.942,4.942,4.942,4.942,4.942,4.942,4.942,4.942,4.942,4.942,4.942,4.942,4.942,4.942,4.942
2000-04,5.038,5.039,5.039,5.039,5.039,5.040,5.040,5.040,5.040,5.040,5.040,5.040,5.040,5.040,5.040,5.040,5.040,5.040,5.040,5.040,5.040,5.040,5.040,5.040,5.040
2000-07,5.115,5.115,5.115,5.115,5.115,5.115,5.115,5.115,5.115,5.115,5.115,5.115,5.115,5.115,5.115,5.115,5.115,5.115,5.115,5.115,5.115,5.115,5.115,5.115,5.115
2000-10,5.169,5.168,5.168,5.168,5.168,5.168,5.168,5.168,5.168,5.168,5.168,5.168,5.168,5.168,5.168,5.168,5.168,5.168,5.168,5.168,5.168,5.168,5.168,5.168,5.168
2001-01,5.195,5.195,5.195,5.195,5.195,5.195,5.195,5.195,5.195,5.195,5.195,5.195,5.195,5.195,5.195,5.195,5.195,5.195,5.195,5.195,5.195,5.195,5.195,5.195,5.195
2001-04,5.236,5.238,5.238,5.238,5.238,5.239,5.239,5.239,5.239,5.238,5.238,5.238,5.238,5.238,5.238,5.238,5.238,5.238,5.238,5.238,5.238,5.239,5.239,5.239,5.239
2001-07,5.253,5.252,5.252,5.252,5.252,5.252,5.252,5.252,5.252,5.252,5.252,5.252,5.252,5.252,5.252,5.252,5.252,5.252,5.252,5.252,5.252,5.252,5.252,5.252,5.252
2001-10,5.267,5.264,5.264,5.264,5.264,5.263,5.263,5.263,5.263,5.263,5.263,5.263,5.263,5.264,5.264,5.264,5.264,5.263,5.263,5.263,5.263,5.263,5.263,5.263,5.263
2002-01,5.275,5.276,5.276,5.276,5.276,5.276,5.276,5.276,5.276,5.276,5.276,5.276,5.276,5.276,5.276,5.276,5.276,5.276,5.276,5.276,5.276,5.276,5.276,5.276,5.276
2002-04,5.270,5.274,5.274,5.274,5.274,5.276,5.276,5.276,5.276,5.276,5.276,5.276,5.276,5.276,5.276,5.276,5.276,5.276,5.276,5.276,5.276,5.276,5.276,5.276,5.276
2002-07,5.266,5.265,5.265,5.265,5.265,5.265,5.265,5.265,5.265,5.265,5.265,5.265,5.265,5.265,5.265,5.265,5.265,5.265,5.265,5.265,5.265,5.265,5.265,5.265,5.265
2002-10,5.264,5.259,5.259,5.259,5.259,5.257,5.257,5.257,5.257,5.258,5.258,5.258,5.258,5.258,5.258,5.258,5.258,5.258,5.258,5.258,5.258,5.258,5.258,5.258,5.258
2003-01,5.273,5.275,5.275,5.275,5.275,5.275,5.275,5.275,5.275,5.276,5.276,5.276,5.276,5.275,5.275,5.275,5.275,5.276,5.276,5.276,5.276,5.275,5.275,5.275,5.276
2003-04,5.268,5.272,5.272,5.272,5.272,5.275,5.275,5.275,5.275,5.274,5.274,5.274,5.274,5.273,5.273,5.273,5.273,5.274,5.274,5.274,5.274,5.274,5.274,5.274,5.274
2003-07,5.295,5.293,5.293,5.293,5.293,5.294,5.294,5.294,5.294,5.293,5.293,5.293,5.293,5.294,5.294,5.294,5.294,5.293,5.293,5.293,5.293,5.293,5.293,5.293,5.293
2003-10,5.314,5.307,5.307,5.307,5.307,5.305,5.305,5.305,5.305,5.306,5.306,5.306,5.306,5.306,5.306,5.306,5.306,5.305,5.305,5.305,5.305,5.305,5.305,5.305,5.305
2004-01,5.343,5.347,5.347,5.347,5.347,5.347,5.347,5.347,5.347,5.348,5.348,5.348,5.348,5.347,5.347,5.347,5.347,5.349,5.349,5.349,5.349,5.348,5.348,5.348,5.349
2004-04,5.374,5.378,5.378,5.378,5.378,5.382,5.382,5.382,5.382,5.380,5.380,5.380,5.380,5.380,5.380,5.380,5.380,5.381,5.381,5.381,5.381,5.382,5.382,5.382,5.381
2004-07,5.394,5.400,5.400,5.400,5.400,5.400,5.400,5.400,5.400,5.398,5.398,5.398,5.398,5.400,5.400,5.400,5.400,5.398,5.398,5.398,5.398,5.399,5.399,5.399,5.398
2004-10,5.415,5.413,5.413,5.413,5.413,5.407,5.407,5.407,5.407,5.410,5.410,5.410,5.410,5.410,5.410,5.410,5.410,5.408,5.408,5.408,5.408,5.409,5.409,5.409,5.408
2005-01,5.430,5.406,5.403,5.402,5.402,5.401,5.401,5.401,5.401,5.404,5.404,5.404,5.404,5.402,5.402,5.402,5.402,5.400,5.400,5.400,5.400,5.398,5.398,5.398,5.400
2005-04,,5.414,5.400,5.400,5.400,5.404,5.404,5.404,5.404,5.403,5.403,5.403,5.403,5.402,5.402,5.402,5.402,5.400,5.400,5.400,5.400,5.400,5.400,5.400,5.399
2005-07,,,5.420,5.417,5.417,5.435,5.435,5.435,5.435,5.432,5.432,5.432,5.432,5.437,5.437,5.437,5.437,5.429,5.429,5.429,5.429,5.430,5.430,5.430,5.429
2005-10,,,,5.425,5.425,5.476,5.476,5.476,5.476,5.483,5.483,5.483,5.483,5.482,5.482,5.482,5.482,5.475,5.475,5.475,5.475,5.475,5.475,5.475,5.476
2006-01,,,,,5.463,5.506,5.504,5.504,5.504,5.509,5.509,5.509,5.509,5.505,5.505,5.505,5.505,5.504,5.504,5.504,5.504,5.501,5.501,5.501,5.503
2006-04,,,,,,5.555,5.577,5.587,5.587,5.586,5.586,5.586,5.586,5.584,5.584,5.584,5.584,5.582,5.582,5.582,5.582,5.583,5.583,5.583,5.581
2006-07,,,,,,,5.627,5.662,5.657,5.655,5.655,5.655,5.655,5.662,5.662,5.662,5.662,5.649,5.649,5.649,5.649,5.651,5.651,5.651,5.650
2006-10,,,,,,,,5.702,5.685,5.708,5.708,5.708,5.708,5.707,5.707,5.707,5.707,5.695,5.695,5.695,5.695,5.695,5.695,5.695,5.697
2007-01,,,,,,,,,5.739,5.772,5.764,5.764,5.764,5.757,5.757,5.757,5.757,5.762,5.762,5.762,5.762,5.758,5.758,5.758,5.761
