"",2011-09-01,2011-11-24,2012-02-24,2012-05-24,2012-08-23,2012-11-23,2013-02-22,2013-05-24,2013-08-23,2013-11-22,2014-02-25,2014-05-23,2014-09-01,2014-11-25,2015-02-24
unit,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2010=100,2010=100,2010=100
unit multiplier,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one
Baseyear,2005,2005,,,,,,2005,2005,2005,2005,2005,2010,2010,2010
Record meth,Manual,Manual,,,,,,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,87.95,87.95,87.95,87.95,87.95,87.95,87.95,87.95,87.95,87.95,87.95,87.95,85.35,85.35,85.35
1991-04,86.72,86.72,86.72,86.72,86.72,86.72,86.72,86.72,86.72,86.72,86.72,86.72,83.23,83.23,83.23
1991-07,92.78,92.78,92.78,92.78,92.78,92.78,92.78,92.78,92.78,92.78,92.78,92.78,88.78,88.78,88.78
1991-10,90.03,90.03,90.03,90.03,90.03,90.03,90.03,90.03,90.03,90.03,90.03,90.03,85.15,85.15,85.15
1992-01,93.40,93.40,93.40,93.40,93.40,93.40,93.40,93.40,93.40,93.40,93.40,93.40,91.66,91.66,91.66
1992-04,89.78,89.78,89.78,89.78,89.78,89.78,89.78,89.78,89.78,89.78,89.78,89.78,87.33,87.33,87.33
1992-07,96.89,96.89,96.89,96.89,96.89,96.89,96.89,96.89,96.89,96.89,96.89,96.89,93.62,93.62,93.62
1992-10,94.38,94.38,94.38,94.38,94.38,94.38,94.38,94.38,94.38,94.38,94.38,94.38,90.42,90.42,90.42
1993-01,91.14,91.14,91.14,91.14,91.14,91.14,91.14,91.14,91.14,91.14,91.14,91.14,88.65,88.65,88.65
1993-04,88.82,88.82,88.82,88.82,88.82,88.82,88.82,88.82,88.82,88.82,88.82,88.82,85.67,85.67,85.67
1993-07,94.55,94.55,94.55,94.55,94.55,94.55,94.55,94.55,94.55,94.55,94.55,94.55,91.43,91.43,91.43
1993-10,91.66,91.66,91.66,91.66,91.66,91.66,91.66,91.66,91.66,91.66,91.66,91.66,88.94,88.94,88.94
1994-01,92.45,92.45,92.45,92.45,92.45,92.45,92.45,92.45,92.45,92.45,92.45,92.45,91.38,91.38,91.38
1994-04,90.38,90.38,90.38,90.38,90.38,90.38,90.38,90.38,90.38,90.38,90.38,90.38,88.18,88.18,88.18
1994-07,97.03,97.03,97.03,97.03,97.03,97.03,97.03,97.03,97.03,97.03,97.03,97.03,94.73,94.73,94.73
1994-10,95.30,95.30,95.30,95.30,95.30,95.30,95.30,95.30,95.30,95.30,95.30,95.30,92.24,92.24,92.24
1995-01,92.68,92.68,92.68,92.68,92.68,92.68,92.68,92.68,92.68,92.68,92.68,92.68,92.66,92.66,92.66
1995-04,90.24,90.24,90.24,90.24,90.24,90.24,90.24,90.24,90.24,90.24,90.24,90.24,88.92,88.92,88.92
1995-07,96.36,96.36,96.36,96.36,96.36,96.36,96.36,96.36,96.36,96.36,96.36,96.36,94.89,94.89,94.89
1995-10,94.85,94.85,94.85,94.85,94.85,94.85,94.85,94.85,94.85,94.85,94.85,94.85,92.50,92.50,92.50
