"",1995-09-06,1995-12-07,1996-03-07,1996-06-05,1996-09-05,1996-12-04,1997-03-05,1997-06-05,1997-09-10,1997-12-04,1998-02-27,1998-06-04,1998-09-09,1998-12-03,1999-03-04,1999-04-28,1999-06-08,1999-09-09,1999-12-07,2000-03-02,2000-05-30,2000-08-29,2000-11-28,2001-03-01,2001-05-23,2001-08-23,2001-11-27,2002-02-27,2002-05-23,2002-08-22,2002-11-21,2003-02-26,2003-05-22,2003-08-21,2003-11-20,2004-02-19,2004-05-25,2004-08-24,2004-11-23,2005-02-22
unit,DEM,DEM,DEM,DEM,DEM,DEM,DEM,DEM,DEM,DEM,DEM,DEM,DEM,DEM,DEM,DEM,EUR,EUR,EUR,EUR,EUR,EUR,EUR,EUR,EUR,EUR,EUR,EUR,EUR,EUR,EUR,EUR,EUR,EUR,EUR,EUR,EUR,EUR,EUR,EUR
unit multiplier,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion
Baseyear,1991,1991,1991,1991,1991,1991,1991,1991,1991,1991,1991,1991,1991,1991,1991,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995
Record meth,Manual,Manual,Manual,Manual,Manual,Manual,Manual,Manual,Manual,Manual,Manual,Manual,Manual,Manual,Manual,Manual,Manual,Manual,Manual,Manual,Manual,Manual,Manual,Manual,Manual,Manual,Manual,Manual,Manual,Manual,Manual,Manual,Manual,Manual,Manual,Manual,Manual,Manual,Manual,Manual
1991-01,183.3,183.3,183.3,183.4,183.2,183.3,183.2,183.2,182.7,182.7,182.8,182.7,182.4,182.4,182.4,191.3,97.9,,,,,,,,,,,98.09,98.09,98.83,98.83,98.82,98.83,98.79,98.79,98.79,98.79,98.64,98.64,98.64
1991-04,181.0,181.0,181.0,180.9,181.2,181.2,181.3,181.3,181.2,181.2,181.2,181.2,181.4,181.4,181.3,191.8,98.1,,,,,,,,,,,98.41,98.41,98.32,98.32,98.34,98.30,98.25,98.25,98.25,98.25,98.44,98.44,98.44
1991-07,182.3,182.3,182.3,182.2,182.9,182.9,183.1,183.1,182.8,182.8,182.6,182.6,182.7,182.7,182.7,194.9,99.7,,,,,,,,,,,100.65,100.65,100.24,100.24,100.23,100.24,100.21,100.21,100.21,100.21,100.13,100.13,100.14
1991-10,184.1,184.1,184.1,184.2,185.7,185.8,186.0,186.0,186.7,186.7,186.9,186.9,186.9,187.0,187.0,196.2,100.2,,,,,,,,,,,100.85,100.85,100.34,100.34,100.34,100.37,100.27,100.27,100.27,100.27,100.14,100.14,100.13
1992-01,188.1,188.1,188.1,188.3,188.1,188.1,188.3,188.3,187.7,187.6,187.7,187.6,187.3,187.3,187.3,198.9,101.8,101.7,101.7,101.7,101.21,101.46,,,,,,101.64,101.64,102.27,102.27,102.26,102.26,102.25,102.25,102.25,102.25,102.18,102.18,102.18
1992-04,184.2,184.2,184.2,184.0,184.4,184.3,184.3,184.3,184.3,184.3,184.3,184.3,184.5,184.5,184.5,194.5,99.4,99.5,99.6,99.6,99.60,100.16,,,,,,100.09,100.09,100.01,100.01,100.04,100.00,99.92,99.92,99.92,99.92,100.10,100.10,100.11
1992-07,181.3,181.3,181.3,181.2,181.6,181.6,182.0,182.0,181.6,181.6,181.3,181.4,181.4,181.4,181.4,190.5,97.5,97.5,97.6,97.6,97.89,98.47,,,,,,98.41,98.41,97.96,97.96,97.94,97.95,97.94,97.94,97.94,97.94,97.87,97.87,97.88
1992-10,185.4,185.4,185.4,185.5,186.2,186.2,186.7,186.7,187.4,187.4,187.6,187.6,187.7,187.7,187.7,194.7,99.4,99.4,99.3,99.3,99.29,99.54,,,,,,99.48,99.48,99.04,99.04,99.05,99.07,99.07,99.07,99.07,99.07,99.06,99.06,99.05
1993-01,172.3,172.3,172.3,172.6,171.1,171.2,171.0,171.0,170.7,170.7,170.7,170.6,170.4,170.3,170.4,182.1,93.2,93.1,93.1,93.1,92.78,93.06,,,,,,93.22,93.22,93.72,93.72,93.70,93.71,93.65,93.65,93.65,93.65,93.56,93.55,93.55
1993-04,174.7,174.7,174.7,174.5,174.3,174.2,174.3,174.3,174.2,174.2,174.2,174.2,174.5,174.4,174.3,183.1,93.6,93.7,93.7,93.7,93.63,93.85,,,,,,93.80,93.80,93.88,93.88,93.89,93.87,94.01,94.01,94.01,94.01,94.03,94.02,94.02
1993-07,177.2,177.2,177.2,177.1,176.5,176.5,177.0,177.0,176.0,176.0,175.7,175.8,175.7,175.7,175.7,185.5,94.9,94.9,94.9,94.9,95.36,95.46,95.28,,,,,95.39,95.39,94.89,94.89,94.87,94.88,94.87,94.87,94.87,94.87,94.82,94.81,94.82
1993-10,176.5,176.5,176.5,176.5,176.1,176.2,176.6,176.6,176.4,176.4,176.5,176.6,176.7,176.8,176.9,186.8,95.4,95.4,95.3,95.3,95.30,95.50,95.54,,,,,95.39,95.39,95.15,95.15,95.15,95.18,95.20,95.20,95.20,95.20,95.20,95.20,95.19
1994-01,181.1,181.1,181.1,181.4,180.1,180.2,180.6,180.6,179.0,178.9,178.9,178.8,178.6,178.5,178.5,190.0,97.2,97.2,97.2,97.2,96.87,97.16,97.26,,,,,97.23,97.23,97.60,97.60,97.58,97.59,97.58,97.58,97.58,97.58,97.54,97.54,97.54
1994-04,187.2,187.2,187.2,187.0,187.4,187.3,186.9,186.9,187.2,187.2,187.3,187.2,187.6,187.4,187.4,195.9,100.2,100.2,100.2,100.2,100.14,100.48,100.47,,,,,100.44,100.44,100.57,100.57,100.58,100.56,100.69,100.69,100.69,100.69,100.67,100.67,100.67
1994-07,190.5,190.5,190.5,190.3,190.6,190.6,191.1,191.1,191.0,191.0,190.8,190.8,190.6,190.8,190.6,201.0,102.9,102.8,102.8,102.8,103.19,103.57,103.44,103.44,,,,103.54,103.54,103.04,103.04,103.02,103.03,103.01,103.01,103.01,103.01,102.97,102.96,102.97
1994-10,193.9,193.9,193.9,193.9,195.6,195.7,193.9,193.9,194.3,194.4,194.4,194.6,194.7,194.8,195.0,204.3,104.3,104.4,104.3,104.4,104.33,104.69,104.73,104.72,,,,104.64,104.64,104.54,104.54,104.54,104.57,104.52,104.52,104.52,104.52,104.45,104.46,104.45
1995-01,189.8,189.8,189.0,189.5,193.9,193.9,193.8,193.8,195.9,195.8,196.4,196.2,196.3,196.2,196.2,206.5,105.7,105.7,105.8,105.7,105.33,105.76,105.77,105.76,105.76,,,105.71,105.71,106.01,106.01,105.99,106.00,106.03,106.03,106.03,106.02,106.06,106.06,106.06
1995-04,193.2,193.2,194.6,194.4,202.6,202.5,202.3,202.3,204.1,204.1,205.2,205.1,205.4,205.1,205.1,211.0,107.9,107.7,107.7,107.7,107.74,107.96,107.98,108.00,108.00,,,108.05,108.05,108.17,108.17,108.19,108.17,108.03,108.03,108.03,108.04,108.16,108.15,108.16
1995-07,,194.3,194.8,194.4,202.5,202.5,203.2,203.2,202.7,202.7,203.6,203.6,203.1,203.4,203.0,210.6,107.8,107.7,107.6,107.5,107.99,108.33,108.33,108.34,108.34,,,108.43,108.43,108.01,108.01,108.00,108.00,107.93,107.93,107.93,107.94,107.85,107.85,107.86
1995-10,,,196.2,196.3,204.6,204.7,203.4,203.4,202.2,202.3,203.2,203.4,203.3,203.4,203.8,209.9,107.1,107.1,107.0,107.2,107.21,107.51,107.49,107.47,107.47,,,107.39,107.39,107.24,107.24,107.25,107.27,107.20,107.20,107.20,107.19,107.13,107.13,107.12
1996-01,,,,196.2,204.6,205.0,204.7,204.7,203.9,203.8,205.4,205.2,205.3,205.1,205.2,213.9,109.6,109.5,109.6,109.5,109.09,109.23,109.17,109.17,109.17,109.23,,109.19,109.19,109.50,109.50,109.49,109.49,109.49,109.49,109.49,109.47,109.46,109.46,109.47
1996-04,,,,,200.9,202.8,202.7,202.7,203.4,203.4,206.0,205.9,206.2,205.8,205.7,213.3,109.1,108.8,108.8,108.8,108.81,108.91,108.96,109.00,109.00,109.03,,109.08,109.08,109.20,109.20,109.21,109.19,109.14,109.14,109.14,109.15,109.21,109.21,109.21
1996-07,,,,,,204.3,202.9,202.9,204.6,204.6,208.0,208.1,207.6,208.0,207.6,216.3,110.7,110.0,109.9,109.8,110.02,110.41,110.49,110.53,110.53,110.51,110.51,110.45,110.45,110.37,110.37,110.36,110.36,110.37,110.37,110.37,110.40,110.38,110.38,110.38
