"",2011-08-18,2011-11-17,2012-02-16,2012-05-16,2012-08-16,2012-11-15,2013-02-19,2013-05-16,2013-08-20,2013-11-19,2014-02-18,2014-05-20,2014-08-21,2014-11-18
unit,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,Anzahl,Anzahl,Anzahl,Anzahl,Anzahl,Anzahl,Anzahl
unit multiplier,million,million,million,million,million,million,million,million,million,million,million,million,million,million
Baseyear,,,,,,,,,,,,,,
Record meth,Manual,Manual,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,7.691,7.691,7.691,7.691,7.691,7.691,7.691,7.691,7.691,7.691,7.691,7.691,8.033,8.033
1991-04,7.690,7.690,7.690,7.690,7.690,7.690,7.690,7.690,7.690,7.690,7.690,7.690,8.053,8.053
1991-07,7.697,7.697,7.697,7.697,7.697,7.697,7.697,7.697,7.697,7.697,7.697,7.697,8.079,8.079
1991-10,7.811,7.811,7.811,7.811,7.811,7.811,7.811,7.811,7.811,7.811,7.811,7.811,8.191,8.191
1992-01,7.815,7.815,7.815,7.815,7.815,7.815,7.815,7.815,7.815,7.815,7.815,7.815,8.183,8.183
1992-04,7.843,7.843,7.843,7.843,7.843,7.843,7.843,7.843,7.843,7.843,7.843,7.843,8.217,8.217
1992-07,7.858,7.858,7.858,7.858,7.858,7.858,7.858,7.858,7.858,7.858,7.858,7.858,8.238,8.238
1992-10,7.920,7.920,7.920,7.920,7.920,7.920,7.920,7.920,7.920,7.920,7.920,7.920,8.281,8.281
1993-01,7.894,7.894,7.894,7.894,7.894,7.894,7.894,7.894,7.894,7.894,7.894,7.894,8.252,8.252
1993-04,7.869,7.869,7.869,7.869,7.869,7.869,7.869,7.869,7.869,7.869,7.869,7.869,8.229,8.229
1993-07,7.898,7.898,7.898,7.898,7.898,7.898,7.898,7.898,7.898,7.898,7.898,7.898,8.265,8.265
1993-10,7.984,7.984,7.984,7.984,7.984,7.984,7.984,7.984,7.984,7.984,7.984,7.984,8.335,8.335
