"",2005-11-22,2005-12-22,2006-01-24,2006-02-20,2006-03-20,2006-04-24,2006-05-24,2006-06-21,2006-07-21,2006-08-22,2006-09-20,2006-10-20,2006-11-22,2006-12-20,2007-01-22,2007-02-23,2007-03-23,2007-04-23,2007-05-23,2007-06-21,2007-07-20,2007-08-21,2007-09-21,2007-10-23,2007-11-21,2007-12-19,2008-01-21,2008-02-20,2008-03-25,2008-04-21,2008-05-21,2008-06-25,2008-07-21,2008-08-22,2008-09-24,2008-10-21,2008-11-25,2008-12-19,2009-01-23,2009-02-25,2009-03-31,2009-04-24,2009-05-25,2009-06-25,2009-07-24,2009-08-25,2009-09-25,2009-10-23,2009-11-25,2009-12-21,2010-01-25,2010-02-25,2010-03-24,2010-04-23,2010-05-25,2010-06-25,2010-07-23,2010-08-25,2010-09-23,2010-10-22,2010-11-25,2010-12-21,2011-01-25,2011-02-24,2011-03-24,2011-04-21,2011-05-24,2011-06-21,2011-07-21,2011-08-25,2011-09-21,2011-10-25,2011-11-23,2011-12-20,2012-01-24,2012-02-22,2012-03-23,2012-04-23,2012-05-25,2012-06-25,2012-07-25,2012-08-24,2012-09-25,2012-10-25,2012-11-23,2012-12-21,2013-01-25,2013-02-25,2013-03-25,2013-04-25,2013-05-23,2013-06-25,2013-07-25,2013-08-23,2013-09-26,2013-10-25,2013-11-25,2013-12-20,2014-01-23,2014-02-24,2014-03-24,2014-04-25,2014-05-22,2014-06-25,2014-07-25,2014-08-25,2014-09-25,2014-10-23,2014-11-24,2014-12-19,2015-01-23
unit,DM/EURO,DM/EURO,DM/EURO,DM/EURO,DM/EURO,DM/EURO,DM/EURO,DM/EURO,DM/EURO,DM/EURO,DM/EURO,DM/EURO,DM/EURO,DM/EURO,DM/EURO,DM/EURO,DM/EURO,DM/EURO,DM/EURO,DM/EURO,DM/EURO,DM/EURO,DM/EURO,DM/EURO,DM/EURO,DM/EURO,DM/EURO,DM/EURO,DM/EURO,DM/EURO,DM/EURO,DM/EURO,DM/EURO,DM/EURO,DM/EURO,DM/EURO,DM/EURO,DM/EURO,DM/EURO,DM/EURO,DM/EURO,DM/EURO,DM/EURO,DM/EURO,DM/EURO,DM/EURO,DM/EURO,DM/EURO,DM/EURO,DM/EURO,DM/EURO,DM/EURO,DM/EURO,DM/EURO,DM/EURO,DM/EURO,DM/EURO,DM/EURO,DM/EURO,DM/EURO,DM/EURO,DM/EURO,DM/EURO,DM/EURO,DM/EURO,DM/EURO,DM/EURO,DM/EURO,DM/EURO,DM/EURO,DM/EURO,DM/EURO,DM/EURO,DM/EURO,DM/EURO,DM/EURO,DM/EURO,DM/EURO,DM/EURO,DM/EURO,DM/EURO,DM/EURO,DM/EURO,DM/EURO,DM/EURO,DM/EURO,DM/EURO,DM/EURO,DM/Euro,DM/Euro,DM/Euro,DM/Euro,DM/Euro,DM/Euro,DM/Euro,DM/Euro,DM/Euro,DM/Euro,DM/Euro,DM/Euro,DM/Euro,DM/Euro,DM/Euro,DM/Euro,DM/Euro,DM/Euro,DM/Euro,DM/Euro,DM/Euro,DM/Euro,DM/Euro
unit multiplier,thousand,thousand,thousand,thousand,thousand,thousand,thousand,thousand,thousand,thousand,thousand,thousand,thousand,thousand,thousand,thousand,thousand,thousand,thousand,thousand,thousand,thousand,thousand,thousand,thousand,thousand,thousand,thousand,thousand,thousand,thousand,thousand,thousand,thousand,thousand,thousand,thousand,thousand,thousand,thousand,thousand,thousand,thousand,thousand,thousand,thousand,thousand,thousand,thousand,thousand,thousand,thousand,thousand,thousand,thousand,thousand,thousand,thousand,thousand,thousand,thousand,thousand,thousand,thousand,thousand,thousand,thousand,thousand,thousand,thousand,thousand,thousand,thousand,thousand,thousand,thousand,thousand,thousand,thousand,thousand,thousand,thousand,thousand,thousand,thousand,thousand,thousand,thousand,thousand,thousand,thousand,thousand,thousand,thousand,thousand,thousand,thousand,thousand,thousand,thousand,thousand,thousand,thousand,thousand,thousand,thousand,thousand,thousand,thousand,thousand,thousand
Baseyear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Record meth,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,4115010,4115010,4115010,4115010,4115010,4115010,4115010,4115010,4115010,4115010,4115010,4115010,4115010,4115010,4115010,4115010,4115010,4115010,4115010,4115010,4115010,4115010,4115010,4115010,4115010,4115010,4115010,4115010,4115010,4115010,4115010,4115010,4115010,4115010,4115010,4115010,4115010,4115010,4115010,4115010,2068356,4045351,4045351,4045351,4045351,4045351,4045351,4045351,4045351,4085261,4085261,4085261,4085261,4085261,4085261,4085261,4085261,4085261,4085261,4085261,4085261,4044021,4044021,4044021,4044021,4044021,4044021,4044021,4044021,4044021,4044021,4044021,4050875,4050875,4050875,4050875,4050875,4050875,4050875,4050875,4050875,4050875,4032905,4032905,4032905,4032905,4032905,4032905,4032905,4032905,4032905,4032905,4028327,4028649,4028649,4028649,4028649,4027894,4027894,4027894,4027894,4027894,4027894,4027894,4027894,4027894,4030983,4030983,4031041,4031400,4031400
1991-02,3708014,3708014,3708014,3708014,3708014,3708014,3708014,3708014,3708014,3708014,3708014,3708014,3708014,3708014,3708014,3708014,3708014,3708014,3708014,3708014,3708014,3708014,3708014,3708014,3708014,3708014,3708014,3708014,3708014,3708014,3708014,3708014,3708014,3708014,3708014,3708014,3708014,3708014,3708014,3708014,1922224,3759545,3759545,3759545,3759545,3759545,3759545,3759545,3759545,3758576,3758576,3758576,3758576,3758576,3758576,3758576,3758576,3758576,3758576,3758576,3758576,3764679,3764679,3764679,3764679,3764679,3764679,3764679,3764679,3764679,3764679,3764679,3775346,3775346,3775346,3775346,3775346,3775346,3775346,3775346,3775346,3775346,3775179,3775179,3775179,3775179,3775179,3775179,3775179,3775179,3775179,3775179,3776459,3776957,3776957,3776957,3776957,3775945,3775945,3775945,3775945,3775945,3775945,3775945,3775945,3775945,3782402,3782402,3782506,3782577,3782577
1991-03,3998869,3998869,3998869,3998869,3998869,3998869,3998869,3998869,3998869,3998869,3998869,3998869,3998869,3998869,3998869,3998869,3998869,3998869,3998869,3998869,3998869,3998869,3998869,3998869,3998869,3998869,3998869,3998869,3998869,3998869,3998869,3998869,3998869,3998869,3998869,3998869,3998869,3998869,3998869,3998869,1998346,3908424,3908424,3908424,3908424,3908424,3908424,3908424,3908424,3906643,3906643,3906643,3906643,3906643,3906643,3906643,3906643,3906643,3906643,3906643,3906643,3927870,3927870,3927870,3927870,3927870,3927870,3927870,3927870,3927870,3927870,3927870,3937873,3937873,3937873,3937873,3937873,3937873,3937873,3937873,3937873,3937873,3970292,3970292,3970292,3970292,3970292,3970292,3970292,3970292,3970292,3970292,3976734,3977619,3977619,3977619,3977619,3977144,3977144,3977144,3977144,3977144,3977144,3977144,3977144,3977144,3978474,3978474,3978903,3978943,3978943
1991-04,4294992,4294992,4294992,4294992,4294992,4294992,4294992,4294992,4294992,4294992,4294992,4294992,4294992,4294992,4294992,4294992,4294992,4294992,4294992,4294992,4294992,4294992,4294992,4294992,4294992,4294992,4294992,4294992,4294992,4294992,4294992,4294992,4294992,4294992,4294992,4294992,4294992,4294992,4294992,4294992,2126941,4159936,4159936,4159936,4159936,4159936,4159936,4159936,4159936,4159549,4159549,4159549,4159549,4159549,4159549,4159549,4159549,4159549,4159549,4159549,4159549,4155103,4155103,4155103,4155103,4155103,4155103,4155103,4155103,4155103,4155103,4155103,4155695,4155695,4155695,4155695,4155695,4155695,4155695,4155695,4155695,4155695,4145119,4145119,4145119,4145119,4145119,4145119,4145119,4145119,4145119,4145119,4141968,4141659,4141659,4141659,4141659,4141562,4141562,4141562,4141562,4141562,4141562,4141562,4141562,4141562,4144285,4144285,4144459,4144640,4144640
1991-05,4250973,4250973,4250973,4250973,4250973,4250973,4250973,4250973,4250973,4250973,4250973,4250973,4250973,4250973,4250973,4250973,4250973,4250973,4250973,4250973,4250973,4250973,4250973,4250973,4250973,4250973,4250973,4250973,4250973,4250973,4250973,4250973,4250973,4250973,4250973,4250973,4250973,4250973,4250973,4250973,2162490,4229462,4229462,4229462,4229462,4229462,4229462,4229462,4229462,4227952,4227952,4227952,4227952,4227952,4227952,4227952,4227952,4227952,4227952,4227952,4227952,4235552,4235552,4235552,4235552,4235552,4235552,4235552,4235552,4235552,4235552,4235552,4236755,4236755,4236755,4236755,4236755,4236755,4236755,4236755,4236755,4236755,4240549,4240549,4240549,4240549,4240549,4240549,4240549,4240549,4240549,4240549,4242258,4241872,4241872,4241872,4241872,4242196,4242196,4242196,4242196,4242196,4242196,4242196,4242196,4242196,4242702,4242702,4243964,4244095,4244095
1991-06,4261010,4261010,4261010,4261010,4261010,4261010,4261010,4261010,4261010,4261010,4261010,4261010,4261010,4261010,4261010,4261010,4261010,4261010,4261010,4261010,4261010,4261010,4261010,4261010,4261010,4261010,4261010,4261010,4261010,4261010,4261010,4261010,4261010,4261010,4261010,4261010,4261010,4261010,4261010,4261010,2178915,4261588,4261588,4261588,4261588,4261588,4261588,4261588,4261588,4259561,4259561,4259561,4259561,4259561,4259561,4259561,4259561,4259561,4259561,4259561,4259561,4269857,4269857,4269857,4269857,4269857,4269857,4269857,4269857,4269857,4269857,4269857,4270929,4270929,4270929,4270929,4270929,4270929,4270929,4270929,4270929,4270929,4279091,4279091,4279091,4279091,4279091,4279091,4279091,4279091,4279091,4279091,4282436,4281567,4281567,4281567,4281567,4282441,4282441,4282441,4282441,4282441,4282441,4282441,4282441,4282441,4280011,4280011,4282304,4282503,4282503
