"",2007-11-22,2008-02-26,2008-05-27,2008-08-26,2008-11-25,2009-02-25,2009-05-26,2009-08-25,2009-11-24,2010-02-24,2010-05-21,2010-08-24,2010-11-23,2011-02-24,2011-05-24,2011-09-01,2011-11-24,2012-02-24,2012-05-24,2012-08-23,2012-11-23,2013-02-22,2013-05-24,2013-08-23,2013-11-22,2014-02-25,2014-05-23,2014-09-01,2014-11-25,2015-02-24
unit,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2010=100,2010=100,2010=100
unit multiplier,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one
Baseyear,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2010,2010,2010
Record meth,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,89.00,89.00,89.00,89.00,89.00,89.00,89.00,89.00,89.00,89.00,89.00,89.00,89.00,89.00,89.00,83.89,83.89,83.89,83.89,83.89,83.89,83.89,83.89,83.89,83.89,83.89,83.89,76.52,76.52,76.52
1991-04,112.13,112.13,112.13,112.13,112.13,112.13,112.13,112.13,112.13,112.13,112.13,112.13,112.13,112.13,112.13,100.64,100.64,100.64,100.64,100.64,100.64,100.64,100.64,100.64,100.64,100.64,100.64,91.67,91.67,91.67
1991-07,85.92,85.92,85.92,85.92,85.92,85.92,85.92,85.92,85.92,85.92,85.92,85.92,85.92,85.92,85.92,81.37,81.37,81.37,81.37,81.37,81.37,81.37,81.37,81.37,81.37,81.37,81.37,74.51,74.51,74.51
1991-10,91.98,91.98,91.98,91.98,91.98,91.98,91.98,91.98,91.98,91.98,91.98,91.98,91.98,91.98,91.98,85.94,85.94,85.94,85.94,85.94,85.94,85.94,85.94,85.94,85.94,85.94,85.94,79.11,79.11,79.11
1992-01,95.27,95.27,95.27,95.27,95.27,95.27,95.27,95.27,95.27,95.27,95.27,95.27,95.27,95.27,95.27,85.45,85.45,85.45,85.45,85.45,85.45,85.45,85.45,85.45,85.45,85.45,85.45,78.09,78.09,78.09
1992-04,94.86,94.86,94.86,94.86,94.86,94.86,94.86,94.86,94.86,94.86,94.86,94.86,94.86,94.86,94.86,88.96,88.96,88.96,88.96,88.96,88.96,88.96,88.96,88.96,88.96,88.96,88.96,81.15,81.15,81.15
1992-07,71.02,71.02,71.02,71.02,71.02,71.02,71.02,71.02,71.02,71.02,71.02,71.02,71.02,71.02,71.02,67.06,67.06,67.06,67.06,67.06,67.06,67.06,67.06,67.06,67.06,67.06,67.06,61.21,61.21,61.21
1992-10,77.80,77.80,77.80,77.80,77.80,77.80,77.80,77.80,77.80,77.80,77.80,77.80,77.80,77.80,77.80,72.90,72.90,72.90,72.90,72.90,72.90,72.90,72.90,72.90,72.90,72.90,72.90,66.45,66.45,66.45
1993-01,67.69,67.69,67.69,67.69,67.69,67.69,67.69,67.69,67.69,67.69,67.69,67.69,67.69,67.69,67.69,59.50,59.50,59.50,59.50,59.50,59.50,59.50,59.50,59.50,59.50,59.50,59.50,54.18,54.18,54.18
1993-04,65.91,65.91,65.91,65.91,65.91,65.91,65.91,65.91,65.91,65.91,65.91,65.91,65.91,65.91,65.91,61.67,61.67,61.67,61.67,61.67,61.67,61.67,61.67,61.67,61.67,61.67,61.67,56.11,56.11,56.11
1993-07,55.80,55.80,55.80,55.80,55.80,55.80,55.80,55.80,55.80,55.80,55.80,55.80,55.80,55.80,55.80,52.16,52.16,52.16,52.16,52.16,52.16,52.16,52.16,52.16,52.16,52.16,52.16,47.48,47.48,47.48
1993-10,71.16,71.16,71.16,71.16,71.16,71.16,71.16,71.16,71.16,71.16,71.16,71.16,71.16,71.16,71.16,65.53,65.53,65.53,65.53,65.53,65.53,65.53,65.53,65.53,65.53,65.53,65.53,59.73,59.73,59.73
1994-01,61.31,61.31,61.31,61.31,61.31,61.31,61.31,61.31,61.31,61.31,61.31,61.31,61.31,61.31,61.31,55.12,55.12,55.12,55.12,55.12,55.12,55.12,55.12,55.12,55.12,55.12,55.12,50.39,50.39,50.39
1994-04,71.61,71.61,71.61,71.61,71.61,71.61,71.61,71.61,71.61,71.61,71.61,71.61,71.61,71.61,71.61,66.81,66.81,66.81,66.81,66.81,66.81,66.81,66.81,66.81,66.81,66.81,66.81,60.85,60.85,60.85
1994-07,58.43,58.43,58.43,58.43,58.43,58.43,58.43,58.43,58.43,58.43,58.43,58.43,58.43,58.43,58.43,54.85,54.85,54.85,54.85,54.85,54.85,54.85,54.85,54.85,54.85,54.85,54.85,49.92,49.92,49.92
1994-10,71.90,71.90,71.90,71.90,71.90,71.90,71.90,71.90,71.90,71.90,71.90,71.90,71.90,71.90,71.90,67.44,67.44,67.44,67.44,67.44,67.44,67.44,67.44,67.44,67.44,67.44,67.44,61.46,61.46,61.46
1995-01,66.84,66.84,66.84,66.84,66.84,66.84,66.84,66.84,66.84,66.84,66.84,66.84,66.84,66.84,66.84,60.99,60.99,60.99,60.99,60.99,60.99,60.99,60.99,60.99,60.99,60.99,60.99,55.84,55.84,55.84
1995-04,71.71,71.71,71.71,71.71,71.71,71.71,71.71,71.71,71.71,71.71,71.71,71.71,71.71,71.71,71.71,67.71,67.71,67.71,67.71,67.71,67.71,67.71,67.71,67.71,67.71,67.71,67.71,61.75,61.75,61.75
1995-07,59.38,59.38,59.38,59.38,59.38,59.38,59.38,59.38,59.38,59.38,59.38,59.38,59.38,59.38,59.38,55.36,55.36,55.36,55.36,55.36,55.36,55.36,55.36,55.36,55.36,55.36,55.36,50.22,50.22,50.22
1995-10,72.77,72.77,72.77,72.77,72.77,72.77,72.77,72.77,72.77,72.77,72.77,72.77,72.77,72.77,72.77,68.98,68.98,68.98,68.98,68.98,68.98,68.98,68.98,68.98,68.98,68.98,68.98,62.84,62.84,62.84
1996-01,70.95,70.95,70.95,70.95,70.95,70.95,70.95,70.95,70.95,70.95,70.95,70.95,70.95,70.95,70.95,64.56,64.56,64.56,64.56,64.56,64.56,64.56,64.56,64.56,64.56,64.56,64.56,58.93,58.93,58.93
1996-04,72.75,72.75,72.75,72.75,72.75,72.75,72.75,72.75,72.75,72.75,72.75,72.75,72.75,72.75,72.75,67.44,67.44,67.44,67.44,67.44,67.44,67.44,67.44,67.44,67.44,67.44,67.44,61.52,61.52,61.52
1996-07,63.30,63.30,63.30,63.30,63.30,63.30,63.30,63.30,63.30,63.30,63.30,63.30,63.30,63.30,63.30,59.53,59.53,59.53,59.53,59.53,59.53,59.53,59.53,59.53,59.53,59.53,59.53,54.02,54.02,54.02
1996-10,76.34,76.34,76.34,76.34,76.34,76.34,76.34,76.34,76.34,76.34,76.34,76.34,76.34,76.34,76.34,72.48,72.48,72.48,72.48,72.48,72.48,72.48,72.48,72.48,72.48,72.48,72.48,66.01,66.01,66.01
1997-01,68.84,68.84,68.84,68.84,68.84,68.84,68.84,68.84,68.84,68.84,68.84,68.84,68.84,68.84,68.84,64.57,64.57,64.57,64.57,64.57,64.57,64.57,64.57,64.57,64.57,64.57,64.57,59.20,59.20,59.20
1997-04,87.88,87.88,87.88,87.88,87.88,87.88,87.88,87.88,87.88,87.88,87.88,87.88,87.88,87.88,87.88,80.60,80.60,80.60,80.60,80.60,80.60,80.60,80.60,80.60,80.60,80.60,80.60,73.69,73.69,73.69
1997-07,73.15,73.15,73.15,73.15,73.15,73.15,73.15,73.15,73.15,73.15,73.15,73.15,73.15,73.15,73.15,69.22,69.22,69.22,69.22,69.22,69.22,69.22,69.22,69.22,69.22,69.22,69.22,63.06,63.06,63.06
1997-10,87.50,87.50,87.50,87.50,87.50,87.50,87.50,87.50,87.50,87.50,87.50,87.50,87.50,87.50,87.50,83.19,83.19,83.19,83.19,83.19,83.19,83.19,83.19,83.19,83.19,83.19,83.19,76.06,76.06,76.06
1998-01,75.38,75.38,75.38,75.38,75.38,75.38,75.38,75.38,75.38,75.38,75.38,75.38,75.38,75.38,75.38,70.44,70.44,70.44,70.44,70.44,70.44,70.44,70.44,70.44,70.44,70.44,70.44,64.70,64.70,64.70
1998-04,84.51,84.51,84.51,84.51,84.51,84.51,84.51,84.51,84.51,84.51,84.51,84.51,84.51,84.51,84.51,80.52,80.52,80.52,80.52,80.52,80.52,80.52,80.52,80.52,80.52,80.52,80.52,73.70,73.70,73.70
1998-07,80.41,80.41,80.41,80.41,80.41,80.41,80.41,80.41,80.41,80.41,80.41,80.41,80.41,80.41,80.41,76.78,76.78,76.78,76.78,76.78,76.78,76.78,76.78,76.78,76.78,76.78,76.78,70.15,70.15,70.15
1998-10,101.38,101.38,101.38,101.38,101.38,101.38,101.38,101.38,101.38,101.38,101.38,101.38,101.38,101.38,101.38,92.83,92.83,92.83,92.83,92.83,92.83,92.83,92.83,92.83,92.83,92.83,92.83,84.70,84.70,84.70
1999-01,83.16,83.16,83.16,83.16,83.16,83.16,83.16,83.16,83.16,83.16,83.16,83.16,83.16,83.16,83.16,79.39,79.39,79.39,79.39,79.39,79.39,79.39,79.39,79.39,79.39,79.39,79.39,72.62,72.62,72.62
