"",2011-08-18,2011-11-17,2012-02-16,2012-05-16,2012-08-16,2012-11-15,2013-02-19,2013-05-16,2013-08-20,2013-11-19,2014-02-18,2014-05-20,2014-08-21,2014-11-18
unit,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,Stunden,Stunden,Stunden,Stunden,Stunden,Stunden,Stunden
unit multiplier,million,million,million,million,million,million,million,million,million,million,million,million,million,million
Baseyear,,,,,,,,,,,,,,
Record meth,Manual,Manual,,,,,,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,474.8808,474.8808,474.8808,474.8808,474.8808,474.8808,474.8808,474.8808,474.8808,474.8808,474.8808,474.8808,477.3809,477.3809
1991-04,436.2434,436.2434,436.2434,436.2434,436.2434,436.2434,436.2434,436.2434,436.2434,436.2434,436.2434,436.2434,436.8671,436.8671
1991-07,444.5206,444.5206,444.5206,444.5206,444.5206,444.5206,444.5206,444.5206,444.5206,444.5206,444.5206,444.5206,446.5108,446.5108
1991-10,450.1023,450.1023,450.1023,450.1023,450.1023,450.1023,450.1023,450.1023,450.1023,450.1023,450.1023,450.1023,451.9312,451.9312
1992-01,468.2893,468.2893,468.2893,468.2893,468.2893,468.2893,468.2893,468.2893,468.2893,468.2893,468.2893,468.2893,470.8884,470.8884
1992-04,408.4102,408.4102,408.4102,408.4102,408.4102,408.4102,408.4102,408.4102,408.4102,408.4102,408.4102,408.4102,411.6637,411.6637
1992-07,441.2157,441.2157,441.2157,441.2157,441.2157,441.2157,441.2157,441.2157,441.2157,441.2157,441.2157,441.2157,446.0615,446.0615
1992-10,445.6538,445.6538,445.6538,445.6538,445.6538,445.6538,445.6538,445.6538,445.6538,445.6538,445.6538,445.6538,448.4474,448.4474
1993-01,459.7157,459.7157,459.7157,459.7157,459.7157,459.7157,459.7157,459.7157,459.7157,459.7157,459.7157,459.7157,462.2702,462.2702
1993-04,415.2600,415.2600,415.2600,415.2600,415.2600,415.2600,415.2600,415.2600,415.2600,415.2600,415.2600,415.2600,418.6497,418.6497
1993-07,446.0932,446.0932,446.0932,446.0932,446.0932,446.0932,446.0932,446.0932,446.0932,446.0932,446.0932,446.0932,451.0733,451.0733
1993-10,451.6791,451.6791,451.6791,451.6791,451.6791,451.6791,451.6791,451.6791,451.6791,451.6791,451.6791,451.6791,455.6175,455.6175
1994-01,464.7301,464.7301,464.7301,464.7301,464.7301,464.7301,464.7301,464.7301,464.7301,464.7301,464.7301,464.7301,467.9694,467.9694
1994-04,417.2234,417.2234,417.2234,417.2234,417.2234,417.2234,417.2234,417.2234,417.2234,417.2234,417.2234,417.2234,420.9432,420.9432
1994-07,448.8704,448.8704,448.8704,448.8704,448.8704,448.8704,448.8704,448.8704,448.8704,448.8704,448.8704,448.8704,454.3309,454.3309
1994-10,447.9346,447.9346,447.9346,447.9346,447.9346,447.9346,447.9346,447.9346,447.9346,447.9346,447.9346,447.9346,453.1567,453.1567
1995-01,456.4550,456.4550,456.4550,456.4550,456.4550,456.4550,456.4550,456.4550,456.4550,456.4550,456.4550,456.4550,461.0499,461.0499
1995-04,407.5286,407.5286,407.5286,407.5286,407.5286,407.5286,407.5286,407.5286,407.5286,407.5286,407.5286,407.5286,412.9566,412.9566
1995-07,439.3277,439.3277,439.3277,439.3277,439.3277,439.3277,439.3277,439.3277,439.3277,439.3277,439.3277,439.3277,446.5066,446.5066
1995-10,443.7367,443.7367,443.7367,443.7367,443.7367,443.7367,443.7367,443.7367,443.7367,443.7367,443.7367,443.7367,451.1294,451.1294
1996-01,453.1347,453.1347,453.1347,453.1347,453.1347,453.1347,453.1347,453.1347,453.1347,453.1347,453.1347,453.1347,455.3435,455.3435
1996-04,406.0242,406.0242,406.0242,406.0242,406.0242,406.0242,406.0242,406.0242,406.0242,406.0242,406.0242,406.0242,408.2131,408.2131
1996-07,436.3910,436.3910,436.3910,436.3910,436.3910,436.3910,436.3910,436.3910,436.3910,436.3910,436.3910,436.3910,439.8556,439.8556
1996-10,438.8011,438.8011,438.8011,438.8011,438.8011,438.8011,438.8011,438.8011,438.8011,438.8011,438.8011,438.8011,442.1696,442.1696
1997-01,442.5711,442.5711,442.5711,442.5711,442.5711,442.5711,442.5711,442.5711,442.5711,442.5711,442.5711,442.5711,442.3386,442.3386
