"",1995-09-06,1995-12-07,1996-03-07,1996-06-05,1996-09-05,1996-12-04,1997-03-04,1997-06-05,1997-09-10,1997-12-04,1998-02-27,1998-06-04,1998-09-09,1998-12-03,1999-03-04,1999-05-28,1999-06-08,1999-09-09,1999-12-07,2000-03-28,2000-05-30,2000-08-29,2000-11-28,2001-03-01,2001-05-23,2001-08-23,2001-11-22,2002-02-27,2002-05-23,2002-08-22,2002-11-21,2003-02-26,2003-05-22,2003-08-21,2003-11-20,2004-02-19,2004-05-25,2004-08-24,2004-11-23,2005-02-22,2005-05-24,2005-08-23,2005-11-22,2006-02-22,2006-05-23,2006-08-24,2006-11-23,2007-02-22,2007-05-24,2007-08-23,2007-11-22,2008-02-26,2008-05-27,2008-08-26,2008-11-25,2009-02-25,2009-05-26,2009-08-25,2009-11-24,2010-02-24,2010-05-21,2010-08-24,2010-11-23,2011-02-24,2011-05-24,2011-09-01,2011-11-24,2012-02-24,2012-05-24,2012-08-23,2012-11-23,2013-02-22,2013-05-24,2013-08-23,2013-11-22,2014-02-25,2014-05-23,2014-09-01,2014-11-25,2015-02-24
2000-10,,,,,,,,,,,,,,,,,,,,,,,,102.58,102.58,101.77,101.77,101.88,101.88,100.90,100.93,100.89,100.89,99.12,99.12,99.11,99.11,99.02,99.02,98.95,114.33,111.46,111.46,111.47,111.47,111.29,111.29,111.29,111.29,104.44,104.44,104.45,104.45,103.89,103.89,103.89,103.89,103.91,103.90,103.90,103.88,103.92,103.92,103.92,103.95,105.27,105.27,105.27,105.27,105.28,105.28,105.28,105.28,105.31,105.31,105.31,105.31,106.224,106.224,106.224
2001-01,,,,,,,,,,,,,,,,,,,,,,,,,110.95,109.08,108.77,108.74,108.74,106.89,106.84,106.82,106.82,111.16,111.16,111.15,111.15,110.93,110.93,111.03,105.56,107.96,107.96,108.02,108.02,107.92,107.92,107.92,107.92,111.07,111.07,111.08,111.08,111.08,111.08,111.08,111.08,111.05,111.12,111.12,111.12,111.12,111.12,111.12,111.04,112.01,112.01,112.01,112.01,111.99,111.99,111.99,111.99,111.98,111.98,111.98,111.98,114.934,114.934,114.934
2001-04,,,,,,,,,,,,,,,,,,,,,,,,,,104.40,104.60,104.66,104.66,101.29,101.24,101.23,101.23,102.60,102.60,102.62,102.62,101.64,101.64,101.82,106.52,108.56,108.56,108.54,108.54,108.26,108.26,108.26,108.26,108.43,108.43,108.45,108.45,108.89,108.89,108.89,108.89,109.02,109.00,109.00,109.00,109.08,109.08,109.08,108.97,110.05,110.05,110.05,110.05,110.06,110.06,110.06,110.06,110.00,110.01,110.01,110.01,113.446,113.446,113.446
2001-07,,,,,,,,,,,,,,,,,,,,,,,,,,,101.57,101.98,101.98,99.39,99.41,99.51,99.51,102.79,102.79,102.82,102.82,101.48,101.48,101.30,111.86,112.27,112.27,112.19,112.19,112.76,112.76,112.76,112.76,108.53,108.53,108.50,108.50,108.81,108.81,108.81,108.81,108.69,108.65,108.65,108.67,108.52,108.52,108.52,108.65,109.94,109.94,109.94,109.94,109.93,109.93,109.93,109.93,109.98,109.97,109.97,109.97,114.236,114.236,114.236
2001-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.99,105.99,103.32,103.39,103.32,103.32,104.38,104.38,104.36,104.36,103.50,103.50,103.39,108.47,108.49,108.49,108.51,108.51,107.93,107.93,107.93,107.93,112.20,112.20,112.20,112.20,111.44,111.44,111.44,111.44,111.46,111.44,111.44,111.42,111.48,111.48,111.48,111.56,113.11,113.11,113.11,113.11,113.14,113.14,113.14,113.14,113.15,113.16,113.16,113.16,115.686,115.686,115.686
2002-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.30,102.42,102.28,102.08,102.08,106.61,106.61,106.59,106.59,102.50,102.50,102.58,113.83,112.14,112.14,112.24,112.24,111.72,111.72,111.72,111.72,107.55,107.55,107.55,107.55,107.57,107.57,107.57,107.57,107.57,107.60,107.60,107.60,107.62,107.62,107.62,107.50,109.05,109.05,109.05,109.05,109.00,109.00,109.00,109.00,108.98,108.99,108.99,108.99,111.593,111.593,111.593
2002-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.50,109.06,109.25,109.25,111.89,111.89,111.92,111.92,107.64,107.64,107.94,115.83,116.29,116.29,116.29,116.29,114.77,114.77,114.77,114.77,112.52,112.52,112.53,112.53,113.13,113.13,113.13,113.13,113.30,113.28,113.28,113.27,113.40,113.40,113.40,113.26,113.51,113.51,113.51,113.51,113.59,113.59,113.59,113.59,113.50,113.50,113.50,113.50,116.599,116.599,116.599
2002-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.86,110.53,110.53,111.75,111.75,111.79,111.79,106.81,106.81,106.62,113.89,115.58,115.58,115.47,115.47,113.38,113.38,113.38,113.38,115.01,115.01,115.01,115.01,115.36,115.36,115.36,115.36,115.15,115.14,115.14,115.17,114.91,114.91,114.91,115.08,116.23,116.23,116.23,116.23,116.20,116.20,116.20,116.20,116.26,116.25,116.25,116.25,118.594,118.594,118.594
2002-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.14,110.14,110.81,110.81,110.76,110.76,105.48,105.48,105.32,115.65,114.12,114.12,114.14,114.14,112.80,112.80,112.80,112.80,112.70,112.70,112.69,112.69,111.71,111.71,111.71,111.71,111.73,111.73,111.73,111.71,111.84,111.84,111.84,111.95,113.72,113.72,113.72,113.72,113.72,113.72,113.72,113.72,113.76,113.75,113.75,113.75,114.806,114.806,114.806
2003-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.02,106.31,105.93,105.57,105.57,106.48,106.48,106.56,112.03,111.64,111.64,111.82,111.82,111.35,111.35,111.35,111.35,112.85,112.85,112.83,112.83,112.88,112.88,112.88,112.88,112.96,112.94,112.94,112.93,112.99,112.99,112.99,112.81,113.21,113.21,113.21,113.21,113.15,113.15,113.15,113.15,113.10,113.13,113.13,113.13,113.034,113.035,113.035
2003-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.91,105.67,105.23,105.33,103.81,103.81,104.23,121.92,122.30,122.30,122.30,122.30,121.10,121.10,121.10,121.10,112.70,112.70,112.69,112.69,113.50,113.50,113.50,113.50,113.77,113.77,113.77,113.76,113.90,113.90,113.90,113.71,113.51,113.51,113.51,113.51,113.61,113.61,113.61,113.61,113.49,113.49,113.49,113.49,113.971,113.970,113.970
2003-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.59,112.92,112.92,111.51,111.51,111.26,119.43,120.81,120.81,120.63,120.63,120.05,120.05,120.05,120.05,122.08,122.08,122.13,122.13,122.46,122.46,122.46,122.46,122.18,122.20,122.20,122.25,121.87,121.87,121.87,122.10,121.53,121.53,121.53,121.53,121.47,121.47,121.47,121.47,121.56,121.55,121.55,121.55,121.802,121.802,121.802
2003-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.18,116.08,115.28,115.28,115.05,123.25,128.91,128.91,128.90,128.90,124.74,124.74,124.74,124.74,119.86,119.86,119.84,119.84,118.67,118.67,118.67,118.67,118.59,118.61,118.61,118.57,118.78,118.78,118.78,118.91,118.58,118.58,118.58,118.58,118.56,118.57,118.57,118.57,118.67,118.65,118.65,118.65,118.208,118.207,118.207
2004-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.13,116.90,116.60,115.89,128.27,131.52,131.52,131.77,131.77,128.90,128.90,128.90,128.90,128.59,128.59,128.53,128.53,129.76,129.76,129.76,129.76,130.03,129.97,129.97,129.93,129.95,129.95,129.95,129.72,130.58,130.58,130.58,130.58,130.56,130.56,130.56,130.56,130.41,130.48,130.48,130.48,130.154,130.155,130.155
2004-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.52,123.97,122.99,124.93,132.38,132.38,132.40,132.40,130.21,130.21,130.21,130.21,133.95,133.95,133.97,133.97,136.30,136.30,136.30,136.30,136.70,136.71,136.71,136.69,136.89,136.89,136.89,136.64,138.47,138.47,138.47,138.47,138.62,138.62,138.62,138.62,138.46,138.44,138.44,138.44,139.615,139.616,139.616
2004-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.63,119.77,125.29,130.99,130.99,130.75,130.75,129.91,129.91,129.91,129.91,134.47,134.47,134.52,134.52,135.89,135.89,135.89,135.89,135.41,135.45,135.45,135.56,134.97,134.97,134.97,135.27,136.67,136.67,136.67,136.67,136.56,136.56,136.56,136.56,136.68,136.66,136.66,136.66,137.337,137.336,137.336
2004-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.72,129.69,135.04,134.16,134.08,134.11,129.76,129.76,129.76,129.76,133.01,133.01,132.99,132.99,133.23,133.23,133.23,133.23,133.04,133.05,133.05,133.01,133.36,133.36,133.36,133.57,135.68,135.68,135.68,135.68,135.69,135.69,135.69,135.69,135.86,135.83,135.83,135.83,136.721,136.721,136.721
2005-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.13,142.57,141.67,142.26,139.12,139.12,139.12,139.12,131.64,131.64,131.51,131.51,132.56,132.56,132.56,132.56,133.04,133.00,133.00,132.93,132.87,132.87,132.87,132.51,135.62,135.62,135.62,135.62,135.61,135.61,135.61,135.61,135.35,135.44,135.44,135.44,133.205,133.205,133.205
2005-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.12,139.03,139.76,138.89,138.89,138.89,138.89,143.85,143.85,143.90,143.90,146.56,146.56,146.56,146.56,146.21,146.22,146.22,146.19,146.49,146.49,146.49,146.16,149.20,149.20,149.20,149.20,149.31,149.31,149.31,149.31,149.07,149.05,149.05,149.05,148.785,148.786,148.786
2005-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.33,140.90,138.12,138.12,138.12,138.12,142.72,142.72,142.77,142.77,143.43,143.43,143.43,143.43,142.70,142.74,142.74,142.89,142.20,142.20,142.20,142.49,145.07,145.07,145.07,145.07,144.96,144.96,144.96,144.96,145.06,145.04,145.04,145.04,144.298,144.297,144.297
2005-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.37,144.14,144.86,144.90,149.55,143.04,143.04,143.05,143.05,144.11,144.11,144.11,144.11,142.85,142.86,142.86,142.79,143.28,143.28,143.28,143.68,146.11,146.11,146.11,146.11,146.14,146.14,146.14,146.14,146.52,146.48,146.48,146.48,145.203,145.202,145.202
2006-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.34,141.68,142.18,145.86,147.25,147.25,147.06,147.06,149.72,149.72,149.72,149.72,153.78,153.74,153.74,153.66,154.17,154.17,154.17,153.53,159.29,159.29,159.29,159.29,159.34,159.33,159.33,159.33,158.88,158.98,158.98,158.98,157.019,157.018,157.018
2006-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.83,146.99,150.57,147.20,147.20,147.29,147.29,152.14,152.14,152.14,152.14,154.56,154.56,154.56,154.51,155.84,155.84,155.84,155.53,162.34,162.34,162.34,162.34,162.42,162.42,162.42,162.42,162.10,162.07,162.07,162.07,161.033,161.037,161.037
2006-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.42,155.18,151.49,151.49,151.54,151.54,153.74,153.74,153.74,153.74,156.07,156.09,156.09,156.30,155.41,155.41,155.41,155.67,162.32,162.32,162.32,162.32,162.09,162.09,162.09,162.09,162.16,162.11,162.11,162.11,160.767,160.766,160.766
2006-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.87,155.95,155.95,156.00,156.00,160.55,160.55,160.55,160.55,164.78,164.78,164.78,164.70,164.19,164.19,164.19,164.82,168.66,168.66,168.66,168.66,168.81,168.82,168.82,168.82,169.50,169.46,169.46,169.46,167.877,167.876,167.876
2007-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.22,158.57,158.89,158.69,161.24,161.24,161.24,161.24,166.15,166.13,166.13,166.03,166.22,166.22,166.22,165.19,175.31,175.31,175.31,175.31,175.28,175.28,175.28,175.28,174.57,174.68,174.68,174.68,172.664,172.661,172.661
2007-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.31,152.30,152.74,152.88,153.26,153.26,153.26,153.26,156.03,156.03,156.03,155.95,156.67,156.67,156.67,156.50,167.73,167.73,167.73,167.73,167.88,167.87,167.87,167.87,167.50,167.47,167.47,167.47,167.075,167.082,167.082
2007-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.06,166.35,165.82,164.26,164.26,164.26,164.26,166.79,166.81,166.81,167.08,165.48,165.48,165.48,165.71,172.98,172.98,172.98,172.98,172.56,172.56,172.56,172.56,172.55,172.51,172.51,172.51,171.916,171.914,171.914
2007-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.15,164.08,164.76,164.76,164.76,164.76,170.42,170.42,170.42,170.34,168.49,168.49,168.49,169.42,174.22,174.22,174.22,174.22,174.50,174.51,174.51,174.51,175.61,175.57,175.57,175.57,174.775,174.773,174.773
2008-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.39,166.78,167.24,167.90,170.32,171.82,171.81,171.81,171.66,170.65,170.65,170.65,169.35,174.07,174.07,174.07,174.07,173.69,173.68,173.68,173.68,172.75,172.88,172.88,172.89,171.491,171.486,171.486
2008-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.12,167.17,168.05,168.53,168.67,168.66,168.66,168.55,167.87,167.87,167.87,167.74,174.37,174.37,174.37,174.37,173.28,173.28,173.28,173.28,172.68,172.64,172.64,172.64,172.576,172.587,172.587
2008-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.93,166.05,166.13,165.56,165.58,165.58,165.89,160.56,160.56,160.56,160.92,165.98,165.98,165.98,165.98,164.30,164.30,164.30,164.30,164.32,164.27,164.27,164.27,164.170,164.167,164.167
2008-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.35,154.97,154.94,154.93,154.93,154.86,148.66,148.66,148.66,149.73,150.02,150.02,150.02,150.02,149.70,149.70,149.70,149.70,151.21,151.18,151.18,151.17,149.905,149.900,149.900
2009-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.64,138.33,138.14,138.72,137.08,133.36,133.36,133.36,132.07,135.51,135.51,135.51,135.51,136.14,136.14,136.14,136.14,136.26,136.40,136.40,136.41,136.148,136.142,136.142
2009-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.26,137.56,137.99,135.70,133.00,133.00,133.00,132.96,135.68,135.68,135.68,135.68,139.23,139.21,139.21,139.21,137.48,137.44,137.44,137.44,137.225,137.243,137.243
2009-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.13,155.32,153.43,148.24,148.24,148.24,148.52,148.95,148.95,148.95,148.95,149.94,149.95,149.95,149.95,149.53,149.49,149.49,149.49,147.858,147.854,147.854
2009-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.09,157.04,151.32,151.32,151.32,152.43,154.49,154.49,154.49,154.49,153.53,153.55,153.55,153.55,156.57,156.52,156.52,156.51,153.743,153.735,153.735
2010-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.37,158.07,158.33,158.16,159.46,155.85,155.85,155.85,155.85,155.87,155.87,155.87,155.87,157.15,157.26,157.26,157.26,153.407,153.399,153.399
2010-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.25,160.47,159.68,161.22,157.03,157.03,157.03,157.03,161.43,161.41,161.41,161.41,161.68,161.64,161.64,161.67,157.226,157.252,157.252
2010-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.23,161.12,162.26,159.38,159.38,159.38,159.38,162.66,162.68,162.68,162.68,163.58,163.53,163.53,163.53,160.676,160.672,160.672
2010-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.62,162.77,162.72,162.72,162.72,162.72,168.34,168.35,168.35,168.35,169.43,169.40,169.40,169.37,167.855,167.841,167.841
2011-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.77,164.75,164.79,164.08,163.94,166.21,166.20,166.20,166.20,174.53,174.65,174.65,174.67,173.249,173.236,173.236
2011-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.72,160.49,157.86,157.69,161.47,161.43,161.43,161.43,168.75,168.69,168.69,168.74,168.784,168.832,168.832
2011-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.60,163.22,166.18,165.79,165.81,165.81,165.81,172.46,172.42,172.42,172.42,174.111,174.100,174.100
2011-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.22,164.14,163.18,163.20,163.20,163.20,170.37,170.36,170.36,170.31,172.522,172.498,172.498
2012-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.43,169.29,169.85,169.63,173.00,176.63,176.72,176.72,176.76,174.052,174.033,174.033
2012-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.86,163.03,162.79,164.95,166.93,166.85,166.85,166.94,163.775,163.848,163.848
2012-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.74,159.22,162.73,168.13,168.10,168.10,168.08,165.234,165.214,165.214
2012-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.37,156.76,164.93,164.94,164.94,164.83,162.607,162.571,162.571
2013-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.54,168.28,168.39,168.58,171.81,162.830,162.805,162.805
2013-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.19,178.58,178.80,183.05,171.829,171.938,171.938
2013-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.70,176.71,177.44,167.402,167.369,167.369
2013-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.62,178.96,169.559,169.509,169.509
2014-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.76,174.199,174.504,174.683
2014-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.382,172.038,172.071
2014-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.987,173.622
2014-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.480
