"",2007-11-22,2008-02-26,2008-05-27,2008-08-26,2008-11-25,2009-02-25,2009-05-26,2009-08-25,2009-11-24,2010-02-24,2010-05-21,2010-08-24,2010-11-23,2011-02-24,2011-05-24,2011-09-01,2011-11-24,2012-02-24,2012-05-24,2012-08-23,2012-11-23,2013-02-22,2013-05-24,2013-08-23,2013-11-22,2014-02-25,2014-05-23,2014-09-01,2014-11-25,2015-02-24
unit,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,Euro,Euro,Euro,Euro,Euro,Euro,Euro,Euro
unit multiplier,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion
Baseyear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Record meth,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,92.92,92.92,92.92,92.92,92.92,92.92,92.92,92.92,92.92,92.92,92.92,92.92,92.92,92.92,92.92,89.37,89.37,89.37,89.37,89.37,89.37,89.37,89.37,89.37,89.37,89.37,89.37,95.487,95.487,95.487
1991-04,96.70,96.70,96.70,96.70,96.70,96.70,96.70,96.70,96.70,96.70,96.70,96.70,96.70,96.70,96.70,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,94.52,100.634,100.634,100.634
1991-07,95.07,95.07,95.07,95.07,95.07,95.07,95.07,95.07,95.07,95.07,95.07,95.07,95.07,95.07,95.07,92.27,92.27,92.27,92.27,92.27,92.27,92.27,92.27,92.27,92.27,92.27,92.27,97.719,97.719,97.719
1991-10,98.76,98.76,98.76,98.76,98.76,98.76,98.76,98.76,98.76,98.76,98.76,98.76,98.76,98.76,98.76,94.39,94.39,94.39,94.39,94.39,94.39,94.39,94.39,94.39,94.39,94.39,94.39,97.879,97.879,97.879
1992-01,96.16,96.16,96.16,96.16,96.16,96.16,96.16,96.16,96.16,96.16,96.16,96.16,96.16,96.16,96.16,92.31,92.31,92.31,92.31,92.31,92.31,92.31,92.31,92.31,92.31,92.31,92.31,98.770,98.770,98.770
1992-04,96.75,96.75,96.75,96.75,96.75,96.75,96.75,96.75,96.75,96.75,96.75,96.75,96.75,96.75,96.75,94.62,94.62,94.62,94.62,94.62,94.62,94.62,94.62,94.62,94.62,94.62,94.62,100.424,100.424,100.424
1992-07,96.02,96.02,96.02,96.02,96.02,96.02,96.02,96.02,96.02,96.02,96.02,96.02,96.02,96.02,96.02,93.43,93.43,93.43,93.43,93.43,93.43,93.43,93.43,93.43,93.43,93.43,93.43,98.405,98.405,98.405
1992-10,98.11,98.11,98.11,98.11,98.11,98.11,98.11,98.11,98.11,98.11,98.11,98.11,98.11,98.11,98.11,94.60,94.60,94.60,94.60,94.60,94.60,94.60,94.60,94.60,94.60,94.60,94.60,98.673,98.673,98.673
1993-01,86.89,86.89,86.89,86.89,86.89,86.89,86.89,86.89,86.89,86.89,86.89,86.89,86.89,86.89,86.89,82.72,82.72,82.72,82.72,82.72,82.72,82.72,82.72,82.72,82.72,82.72,82.72,89.999,89.999,89.999
1993-04,89.92,89.92,89.92,89.92,89.92,89.92,89.92,89.92,89.92,89.92,89.92,89.92,89.92,89.92,89.92,87.78,87.78,87.78,87.78,87.78,87.78,87.78,87.78,87.78,87.78,87.78,87.78,94.270,94.270,94.270
1993-07,89.92,89.92,89.92,89.92,89.92,89.92,89.92,89.92,89.92,89.92,89.92,89.92,89.92,89.92,89.92,87.41,87.41,87.41,87.41,87.41,87.41,87.41,87.41,87.41,87.41,87.41,87.41,92.603,92.603,92.603
1993-10,94.87,94.87,94.87,94.87,94.87,94.87,94.87,94.87,94.87,94.87,94.87,94.87,94.87,94.87,94.87,92.31,92.31,92.31,92.31,92.31,92.31,92.31,92.31,92.31,92.31,92.31,92.31,95.272,95.272,95.272
1994-01,87.04,87.04,87.04,87.04,87.04,87.04,87.04,87.04,87.04,87.04,87.04,87.04,87.04,87.04,87.04,83.34,83.34,83.34,83.34,83.34,83.34,83.34,83.34,83.34,83.34,83.34,83.34,90.342,90.342,90.342
1994-04,91.98,91.98,91.98,91.98,91.98,91.98,91.98,91.98,91.98,91.98,91.98,91.98,91.98,91.98,91.98,89.90,89.90,89.90,89.90,89.90,89.90,89.90,89.90,89.90,89.90,89.90,89.90,95.755,95.755,95.755
1994-07,92.52,92.52,92.52,92.52,92.52,92.52,92.52,92.52,92.52,92.52,92.52,92.52,92.52,92.52,92.52,89.75,89.75,89.75,89.75,89.75,89.75,89.75,89.75,89.75,89.75,89.75,89.75,94.385,94.385,94.385
1994-10,99.39,99.39,99.39,99.39,99.39,99.39,99.39,99.39,99.39,99.39,99.39,99.39,99.39,99.39,99.39,96.16,96.16,96.16,96.16,96.16,96.16,96.16,96.16,96.16,96.16,96.16,96.16,99.752,99.752,99.752
1995-01,91.58,91.58,91.58,91.58,91.58,91.58,91.58,91.58,91.58,91.58,91.58,91.58,91.58,91.58,91.58,87.69,87.69,87.69,87.69,87.69,87.69,87.69,87.69,87.69,87.69,87.69,87.69,94.439,94.439,94.439
1995-04,94.61,94.61,94.61,94.61,94.61,94.61,94.61,94.61,94.61,94.61,94.61,94.61,94.61,94.61,94.61,93.02,93.02,93.02,93.02,93.02,93.02,93.02,93.02,93.02,93.02,93.02,93.02,98.757,98.757,98.757
1995-07,93.73,93.73,93.73,93.73,93.73,93.73,93.73,93.73,93.73,93.73,93.73,93.73,93.73,93.73,93.73,91.98,91.98,91.98,91.98,91.98,91.98,91.98,91.98,91.98,91.98,91.98,91.98,96.514,96.514,96.514
1995-10,98.55,98.55,98.55,98.55,98.55,98.55,98.55,98.55,98.55,98.55,98.55,98.55,98.55,98.55,98.55,94.99,94.99,94.99,94.99,94.99,94.99,94.99,94.99,94.99,94.99,94.99,94.99,98.418,98.418,98.418
1996-01,90.20,90.20,90.20,90.20,90.20,90.20,90.20,90.20,90.20,90.20,90.20,90.20,90.20,90.20,90.20,85.65,85.65,85.65,85.65,85.65,85.65,85.65,85.65,85.65,85.65,85.65,85.65,92.342,92.342,92.342
1996-04,93.40,93.40,93.40,93.40,93.40,93.40,93.40,93.40,93.40,93.40,93.40,93.40,93.40,93.40,93.40,91.11,91.11,91.11,91.11,91.11,91.11,91.11,91.11,91.11,91.11,91.11,91.11,96.945,96.945,96.945
1996-07,94.31,94.31,94.31,94.31,94.31,94.31,94.31,94.31,94.31,94.31,94.31,94.31,94.31,94.31,94.31,92.17,92.17,92.17,92.17,92.17,92.17,92.17,92.17,92.17,92.17,92.17,92.17,96.559,96.559,96.559
