"",2005-05-19,2005-08-18,2005-11-17,2006-02-16,2006-05-18,2006-08-17,2006-11-16,2007-02-20,2007-05-22,2007-08-21,2007-11-20,2008-02-21,2008-05-21,2008-08-21,2008-11-18,2009-02-19,2009-05-20,2009-08-20,2009-11-19,2010-02-18,2010-05-19,2010-08-18,2010-11-18,2011-02-17,2011-05-19
2007-04,,,,,,,,,,12.000,12.002,11.996,11.996,11.989,11.989,11.989,11.989,11.967,11.967,11.967,11.967,11.971,11.971,11.971,11.970
2007-07,,,,,,,,,,,12.006,12.006,12.018,12.020,12.020,12.020,12.020,11.994,11.994,11.994,11.994,11.989,11.989,11.989,11.989
2007-10,,,,,,,,,,,,12.028,12.068,12.053,12.053,12.053,12.053,12.029,12.029,12.029,12.029,12.026,12.026,12.026,12.026
2008-01,,,,,,,,,,,,,12.089,12.076,12.092,12.095,12.095,12.065,12.065,12.065,12.065,12.068,12.068,12.068,12.071
2008-04,,,,,,,,,,,,,,12.095,12.124,12.140,12.140,12.108,12.108,12.108,12.108,12.112,12.112,12.112,12.111
2008-07,,,,,,,,,,,,,,,12.182,12.201,12.201,12.164,12.164,12.164,12.164,12.158,12.158,12.158,12.157
2008-10,,,,,,,,,,,,,,,,12.231,12.231,12.220,12.220,12.220,12.220,12.220,12.220,12.220,12.219
2009-01,,,,,,,,,,,,,,,,,12.249,12.269,12.272,12.272,12.272,12.283,12.283,12.283,12.288
2009-04,,,,,,,,,,,,,,,,,,12.304,12.341,12.345,12.345,12.355,12.355,12.355,12.352
2009-07,,,,,,,,,,,,,,,,,,,12.423,12.430,12.433,12.438,12.438,12.438,12.437
2009-10,,,,,,,,,,,,,,,,,,,,12.477,12.470,12.490,12.490,12.490,12.487
2010-01,,,,,,,,,,,,,,,,,,,,,12.504,12.531,12.531,12.517,12.534
2010-04,,,,,,,,,,,,,,,,,,,,,,12.569,12.570,12.559,12.555
2010-07,,,,,,,,,,,,,,,,,,,,,,,12.603,12.597,12.565
2010-10,,,,,,,,,,,,,,,,,,,,,,,,12.620,12.570
2011-01,,,,,,,,,,,,,,,,,,,,,,,,,12.564
