"",2007-11-22,2008-02-26,2008-05-27,2008-08-26,2008-11-25,2009-02-25,2009-05-26,2009-08-25,2009-11-24,2010-02-24,2010-05-21,2010-08-24,2010-11-23,2011-02-24,2011-05-24,2011-09-01,2011-11-24,2012-02-24,2012-05-24,2012-08-23,2012-11-23,2013-02-22,2013-05-24,2013-08-23,2013-11-22,2014-02-25,2014-05-23,2014-09-01,2014-11-25,2015-02-24
unit,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2010=100,2010=100,2010=100
unit multiplier,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one
Baseyear,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2010,2010,2010
Record meth,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,45.03,45.03,45.03,45.08,45.08,45.08,45.08,45.11,45.11,45.11,45.05,45.05,45.05,45.05,45.07,39.74,39.74,39.74,39.74,39.75,39.75,39.75,39.75,39.74,39.75,39.75,39.75,59.63,59.63,59.63
1991-04,45.85,45.85,45.85,45.89,45.89,45.89,45.89,46.02,46.02,46.02,45.97,45.97,45.97,45.97,45.95,40.83,40.83,40.83,40.83,40.83,40.83,40.83,40.83,40.83,40.84,40.84,40.83,60.50,60.50,60.49
1991-07,47.45,47.45,47.45,47.29,47.29,47.29,47.29,47.24,47.24,47.24,47.40,47.43,47.43,47.43,47.41,41.53,41.53,41.53,41.53,41.53,41.53,41.53,41.53,41.52,41.52,41.52,41.53,61.12,61.13,61.16
1991-10,47.07,47.07,47.07,47.13,47.13,47.13,47.13,47.02,47.02,47.02,46.96,46.93,46.93,46.93,46.95,41.62,41.62,41.62,41.62,41.62,41.62,41.62,41.62,41.62,41.62,41.62,41.62,62.54,62.53,62.52
1992-01,50.26,50.26,50.26,50.30,50.30,50.30,50.30,50.33,50.33,50.33,50.29,50.28,50.28,50.28,50.30,43.83,43.83,43.83,43.83,43.83,43.83,43.83,43.83,43.83,43.83,43.83,43.84,61.19,61.19,61.18
1992-04,51.50,51.50,51.50,51.54,51.54,51.54,51.54,51.73,51.73,51.73,51.67,51.68,51.68,51.68,51.65,45.09,45.09,45.09,45.09,45.08,45.08,45.08,45.08,45.09,45.09,45.09,45.08,61.39,61.39,61.38
1992-07,51.93,51.93,51.93,51.79,51.79,51.79,51.79,51.71,51.71,51.71,51.85,51.87,51.87,51.87,51.87,45.84,45.84,45.84,45.84,45.84,45.84,45.84,45.84,45.83,45.83,45.83,45.84,62.20,62.20,62.23
1992-10,53.98,53.98,53.98,54.05,54.05,54.05,54.05,53.90,53.90,53.90,53.85,53.83,53.83,53.83,53.85,46.76,46.76,46.76,46.76,46.77,46.77,46.77,46.77,46.77,46.77,46.77,46.76,62.40,62.40,62.39
1993-01,53.53,53.53,53.53,53.55,53.55,53.55,53.55,53.58,53.58,53.58,53.55,53.54,53.54,53.54,53.56,47.40,47.40,47.40,47.40,47.40,47.40,47.40,47.40,47.41,47.41,47.41,47.41,62.24,62.24,62.23
1993-04,54.13,54.13,54.13,54.14,54.14,54.14,54.14,54.40,54.40,54.40,54.38,54.38,54.38,54.38,54.35,48.03,48.03,48.03,48.03,48.02,48.02,48.02,48.02,48.02,48.02,48.02,48.01,62.56,62.56,62.56
1993-07,55.82,55.82,55.82,55.74,55.74,55.74,55.74,55.62,55.62,55.62,55.71,55.73,55.73,55.73,55.73,49.20,49.20,49.20,49.20,49.21,49.21,49.21,49.21,49.20,49.20,49.20,49.21,62.78,62.79,62.82
1993-10,56.09,56.09,56.09,56.14,56.14,56.14,56.14,55.97,55.97,55.97,55.94,55.93,55.93,55.93,55.94,49.73,49.73,49.72,49.72,49.73,49.73,49.73,49.73,49.73,49.72,49.72,49.72,62.44,62.44,62.43
1994-01,56.95,56.95,56.95,56.95,56.95,56.95,56.95,56.98,56.98,56.98,56.96,56.96,56.96,56.96,56.98,50.77,50.77,50.77,50.77,50.77,50.77,50.77,50.77,50.78,50.79,50.79,50.79,62.47,62.47,62.46
1994-04,58.88,58.88,58.88,58.88,58.88,58.88,58.88,59.13,59.13,59.13,59.12,59.12,59.12,59.12,59.09,51.42,51.42,51.42,51.42,51.40,51.40,51.40,51.40,51.40,51.40,51.40,51.39,62.35,62.35,62.35
1994-07,60.22,60.22,60.22,60.20,60.20,60.20,60.20,60.07,60.07,60.07,60.11,60.13,60.13,60.13,60.12,52.54,52.54,52.54,52.54,52.55,52.55,52.55,52.55,52.54,52.55,52.55,52.55,62.76,62.76,62.79
1994-10,59.45,59.45,59.45,59.48,59.48,59.48,59.48,59.32,59.32,59.32,59.31,59.31,59.31,59.31,59.33,52.25,52.25,52.25,52.25,52.27,52.27,52.27,52.27,52.27,52.26,52.26,52.26,63.06,63.07,63.05
1995-01,60.96,60.96,60.96,60.96,60.96,60.96,60.96,60.97,60.97,60.97,60.96,60.96,60.96,60.96,60.98,53.71,53.71,53.71,53.71,53.72,53.72,53.72,53.72,53.74,53.74,53.74,53.74,63.86,63.86,63.86
1995-04,62.09,62.09,62.09,62.07,62.07,62.07,62.07,62.26,62.26,62.26,62.27,62.26,62.26,62.26,62.24,54.38,54.38,54.38,54.38,54.36,54.36,54.36,54.36,54.36,54.36,54.36,54.36,64.18,64.19,64.18
1995-07,61.83,61.83,61.83,61.85,61.85,61.85,61.85,61.75,61.75,61.75,61.75,61.75,61.75,61.75,61.75,54.56,54.56,54.56,54.56,54.57,54.57,54.57,54.57,54.55,54.56,54.56,54.56,64.51,64.49,64.52
1995-10,63.14,63.14,63.14,63.16,63.16,63.16,63.16,63.05,63.05,63.05,63.05,63.04,63.04,63.04,63.05,56.05,56.04,56.04,56.04,56.05,56.05,56.05,56.05,56.05,56.03,56.03,56.04,65.11,65.11,65.09
1996-01,65.60,65.60,65.60,65.58,65.58,65.58,65.58,65.55,65.55,65.55,65.55,65.55,65.55,65.55,65.57,57.26,57.26,57.26,57.26,57.27,57.27,57.27,57.27,57.29,57.29,57.29,57.28,66.17,66.18,66.18
1996-04,67.71,67.71,67.71,67.70,67.70,67.70,67.70,67.82,67.82,67.82,67.83,67.84,67.84,67.84,67.80,59.28,59.28,59.28,59.28,59.26,59.26,59.26,59.26,59.26,59.26,59.26,59.26,67.03,67.04,67.04
1996-07,68.13,68.13,68.13,68.14,68.14,68.14,68.14,68.10,68.10,68.10,68.11,68.10,68.10,68.10,68.11,60.30,60.30,60.30,60.30,60.30,60.30,60.30,60.30,60.28,60.29,60.29,60.29,67.36,67.33,67.37
1996-10,68.87,68.87,68.87,68.87,68.87,68.87,68.87,68.82,68.82,68.82,68.82,68.82,68.82,68.82,68.83,60.58,60.58,60.58,60.58,60.59,60.59,60.59,60.59,60.58,60.57,60.57,60.58,67.65,67.66,67.62
1997-01,70.28,70.28,70.28,70.25,70.25,70.25,70.25,70.10,70.10,70.10,70.10,70.11,70.11,70.11,70.12,60.99,60.99,60.99,60.99,60.99,60.99,60.99,60.99,61.01,61.02,61.02,61.00,67.60,67.61,67.62
1997-04,69.43,69.43,69.43,69.44,69.44,69.44,69.44,69.49,69.49,69.49,69.49,69.50,69.50,69.50,69.47,61.09,61.09,61.10,61.10,61.06,61.06,61.06,61.06,61.06,61.06,61.06,61.06,67.68,67.69,67.70
1997-07,72.20,72.20,72.20,72.21,72.21,72.21,72.21,72.27,72.27,72.27,72.28,72.26,72.26,72.26,72.28,61.81,61.81,61.81,61.81,61.82,61.82,61.82,61.82,61.80,61.81,61.81,61.82,68.32,68.29,68.33
1997-10,74.70,74.70,74.70,74.70,74.70,74.70,74.70,74.73,74.73,74.73,74.73,74.71,74.71,74.71,74.72,64.19,64.19,64.19,64.19,64.20,64.20,64.20,64.20,64.19,64.18,64.18,64.19,69.88,69.89,69.83
1998-01,76.65,76.65,76.65,76.64,76.64,76.64,76.64,76.34,76.34,76.34,76.34,76.35,76.35,76.35,76.36,65.87,65.87,65.87,65.87,65.88,65.88,65.88,65.88,65.90,65.91,65.91,65.88,71.66,71.68,71.69
1998-04,80.34,80.34,80.34,80.37,80.37,80.37,80.37,80.40,80.40,80.40,80.40,80.41,80.41,80.41,80.37,69.74,69.74,69.74,69.74,69.72,69.72,69.72,69.72,69.71,69.72,69.72,69.71,73.04,73.05,73.08
1998-07,83.28,83.28,83.28,83.28,83.28,83.28,83.28,83.45,83.45,83.45,83.45,83.44,83.44,83.44,83.45,71.67,71.67,71.67,71.67,71.67,71.67,71.67,71.67,71.65,71.65,71.65,71.67,74.35,74.32,74.37
1998-10,83.57,83.57,83.57,83.55,83.55,83.55,83.55,83.65,83.65,83.65,83.65,83.64,83.64,83.64,83.65,71.93,71.93,71.93,71.93,71.93,71.93,71.93,71.93,71.92,71.91,71.91,71.93,76.12,76.14,76.05
1999-01,88.66,88.66,88.66,88.69,88.69,88.69,88.69,88.26,88.26,88.26,88.27,88.27,88.27,88.27,88.26,76.23,76.23,76.23,76.23,76.24,76.24,76.24,76.24,76.25,76.26,76.26,76.24,79.97,79.97,80.00
