"",2011-08-18,2011-11-17,2012-02-16,2012-05-16,2012-08-16,2012-11-15,2013-02-19,2013-05-16,2013-08-20,2013-11-19,2014-02-18,2014-05-20,2014-08-21,2014-11-18
unit,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,Stunden,Stunden
unit multiplier,million,million,million,million,million,million,million,million,million,million,million,million,million,million
Baseyear,,,,,,,,,,,,,,
Record meth,Manual,Manual,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,720.5377,720.5377,720.5400,720.5400,720.5700,720.5700,720.5661,720.5661,720.7695,720.7695,720.7695,720.7695,654.3746,654.3746
1991-04,721.4049,721.4049,721.4000,721.4000,721.3900,721.3900,721.3912,721.3912,721.6394,721.6394,721.6394,721.6394,650.8989,650.8989
1991-07,721.0528,721.0528,721.0500,721.0500,721.1100,721.1100,721.1078,721.1078,721.2984,721.2984,721.2984,721.2984,650.7166,650.7166
1991-10,727.5133,727.5133,727.5100,727.5100,727.5500,727.5500,727.5474,727.5474,726.7931,726.7931,726.7931,726.7931,656.2398,656.2398
1992-01,742.1410,742.1410,742.1400,742.1400,742.1600,742.1600,742.1580,742.1580,742.3667,742.3667,742.3667,742.3667,670.7268,670.7268
1992-04,748.0090,748.0090,748.0100,748.0100,747.9600,747.9600,747.9645,747.9645,748.2181,748.2181,748.2181,748.2181,675.4926,675.4926
1992-07,745.8016,745.8016,745.8000,745.8000,745.9300,745.9300,745.9272,745.9272,746.0156,746.0156,746.0156,746.0156,669.8203,669.8203
1992-10,741.5410,741.5410,741.5400,741.5400,741.5500,741.5500,741.5496,741.5496,740.8837,740.8837,740.8837,740.8837,661.3805,661.3805
1993-01,747.1104,747.1104,747.1100,747.1100,747.1100,747.1100,747.1065,747.1065,747.3097,747.3097,747.3097,747.3097,666.0238,666.0238
1993-04,749.1373,749.1373,749.1400,749.1400,749.0600,749.0600,749.0645,749.0645,749.3114,749.3114,749.3114,749.3114,667.0399,667.0399
1993-07,751.5964,751.5964,751.6000,751.6000,751.7900,751.7900,751.7941,751.7941,751.7854,751.7854,751.7854,751.7854,667.3257,667.3257
1993-10,750.4609,750.4609,750.4600,750.4600,750.4500,750.4500,750.4476,750.4476,749.8904,749.8904,749.8904,749.8904,668.3761,668.3761
1994-01,769.1528,769.1528,769.1500,769.1500,769.1300,769.1300,769.1282,769.1282,769.3272,769.3272,769.3272,769.3272,683.2484,683.2484
1994-04,770.3896,770.3896,770.3900,770.3900,770.3000,770.3000,770.2957,770.2957,770.5356,770.5356,770.5356,770.5356,687.9201,687.9201
1994-07,787.2587,787.2587,787.2600,787.2600,787.5200,787.5200,787.5182,787.5182,787.4321,787.4321,787.4321,787.4321,707.8941,707.8941
1994-10,790.2258,790.2258,790.2300,790.2300,790.2000,790.2000,790.1955,790.1955,789.7177,789.7177,789.7177,789.7177,715.9560,715.9560
1995-01,797.9980,797.9980,798.0000,798.0000,797.9600,797.9600,797.9613,797.9613,798.1494,798.1494,798.1494,798.1494,728.1928,728.1928
1995-04,806.8827,806.8827,806.8800,806.8800,806.7900,806.7900,806.7865,806.7865,807.0134,807.0134,807.0134,807.0134,738.3468,738.3468
1995-07,814.3401,814.3401,814.3400,814.3400,814.6200,814.6200,814.6204,814.6204,814.5041,814.5041,814.5041,814.5041,748.3533,748.3533
1995-10,826.6246,826.6246,826.6200,826.6200,826.5900,826.5900,826.5920,826.5920,826.1605,826.1605,826.1605,826.1605,759.6271,759.6271
1996-01,829.4464,829.4464,829.4500,829.4500,829.4100,829.4100,829.4058,829.4058,829.5701,829.5701,829.5701,829.5701,763.6812,763.6812
1996-04,835.3236,835.3236,835.3200,835.3200,835.2400,835.2400,835.2388,835.2388,835.4189,835.4189,835.4189,835.4189,769.9930,769.9930
1996-07,841.4935,841.4935,841.4900,841.4900,841.7600,841.7600,841.7637,841.7637,841.6132,841.6132,841.6132,841.6132,780.4913,780.4913
1996-10,847.1188,847.1188,847.1200,847.1200,847.0900,847.0900,847.0936,847.0936,846.7648,846.7648,846.7648,846.7648,787.9831,787.9831
