"",2007-05-22,2007-08-21,2007-11-20,2008-02-21,2008-05-21,2008-08-21,2008-11-18,2009-02-19,2009-05-20,2009-08-20,2009-11-19,2010-02-18,2010-05-19,2010-08-18,2010-11-18,2011-02-17,2011-05-19,2011-08-18,2011-11-17,2012-02-16,2012-05-16,2012-08-16,2012-11-15,2013-02-19,2013-05-16,2013-08-20,2013-11-19,2014-02-18,2014-05-20,2014-08-21,2014-11-18
unit,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,Stunden,Stunden,Stunden,Stunden,Stunden,Stunden,Stunden
unit multiplier,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million
Baseyear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Record meth,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,4295.9638,4295.9638,4295.9638,4295.9638,4295.9638,4295.9638,4295.9638,4295.9638,4295.9638,4295.9638,4295.9638,4295.9638,4295.9638,4295.9638,4295.9638,4295.9638,4295.9638,4205.5897,4205.5897,4205.5897,4205.5897,4205.5897,4205.5897,4205.5897,4205.5897,4205.5897,4205.5897,4205.5897,4205.5897,4208.5207,4208.5207
1991-04,3851.3425,3851.3425,3851.3425,3851.3425,3851.3425,3851.3425,3851.3425,3851.3425,3851.3425,3851.3425,3851.3425,3851.3425,3851.3425,3851.3425,3851.3425,3851.3425,3851.3425,3772.7698,3772.7698,3772.7698,3772.7698,3772.7698,3772.7698,3772.7698,3772.7698,3772.7698,3772.7698,3772.7698,3772.7698,3753.8331,3753.8331
1991-07,4072.2552,4072.2552,4072.2552,4072.2552,4072.2552,4072.2552,4072.2552,4072.2552,4072.2552,4072.2552,4072.2552,4072.2552,4072.2552,4072.2552,4072.2552,4072.2552,4072.2552,3989.4421,3989.4421,3989.4421,3989.4421,3989.4421,3989.4421,3989.4421,3989.4421,3989.4421,3989.4421,3989.4421,3989.4421,4005.2162,4005.2162
1991-10,3943.6870,3943.6870,3943.6870,3943.6870,3943.6870,3943.6870,3943.6870,3943.6870,3943.6870,3943.6870,3943.6870,3943.6870,3943.6870,3943.6870,3943.6870,3943.6870,3943.6870,3877.8674,3877.8674,3877.8674,3877.8674,3877.8674,3877.8674,3877.8674,3877.8674,3877.8674,3877.8674,3877.8674,3877.8674,3890.6550,3890.6550
1992-01,4122.4610,4122.4610,4122.4610,4122.4610,4122.4610,4122.4610,4122.4610,4122.4610,4122.4610,4122.4610,4122.4610,4122.4610,4122.4610,4122.4610,4122.4610,4122.4610,4122.4610,4034.1859,4034.1859,4034.1859,4034.1859,4034.1859,4034.1859,4034.1859,4034.1859,4034.1859,4034.1859,4034.1859,4034.1859,4030.7115,4030.7115
1992-04,3649.9530,3649.9530,3649.9530,3649.9530,3649.9530,3649.9530,3649.9530,3649.9530,3649.9530,3649.9530,3649.9530,3649.9530,3649.9530,3649.9530,3649.9530,3649.9530,3649.9530,3564.1492,3564.1492,3564.1492,3564.1492,3564.1492,3564.1492,3564.1492,3564.1492,3564.1492,3564.1492,3564.1492,3564.1492,3569.2239,3569.2239
1992-07,3895.4510,3895.4510,3895.4510,3895.4510,3895.4510,3895.4510,3895.4510,3895.4510,3895.4510,3895.4510,3895.4510,3895.4510,3895.4510,3895.4510,3895.4510,3895.4510,3895.4510,3810.9100,3810.9100,3810.9100,3810.9100,3810.9100,3810.9100,3810.9100,3810.9100,3810.9100,3810.9100,3810.9100,3810.9100,3826.8074,3826.8074
1992-10,3802.2432,3802.2432,3802.2432,3802.2432,3802.2432,3802.2432,3802.2432,3802.2432,3802.2432,3802.2432,3802.2432,3802.2432,3802.2432,3802.2432,3802.2432,3802.2432,3802.2432,3730.4027,3730.4027,3730.4027,3730.4027,3730.4027,3730.4027,3730.4027,3730.4027,3730.4027,3730.4027,3730.4027,3730.4027,3731.8017,3731.8017
1993-01,3709.4400,3709.4400,3709.4400,3709.4400,3709.4400,3709.4400,3709.4400,3709.4400,3709.4400,3709.4400,3709.4400,3709.4400,3709.4400,3709.4400,3709.4400,3709.4400,3709.4400,3637.6657,3637.6657,3637.6657,3637.6657,3637.6657,3637.6657,3637.6657,3637.6657,3637.6657,3637.6657,3637.6657,3637.6657,3641.3498,3641.3498
1993-04,3293.0603,3293.0603,3293.0603,3293.0603,3293.0603,3293.0603,3293.0603,3293.0603,3293.0603,3293.0603,3293.0603,3293.0603,3293.0603,3293.0603,3293.0603,3293.0603,3293.0603,3222.9619,3222.9619,3222.9619,3222.9619,3222.9619,3222.9619,3222.9619,3222.9619,3222.9619,3222.9619,3222.9619,3222.9619,3228.0553,3228.0553
1993-07,3532.3491,3532.3491,3532.3491,3532.3491,3532.3491,3532.3491,3532.3491,3532.3491,3532.3491,3532.3491,3532.3491,3532.3491,3532.3491,3532.3491,3532.3491,3532.3491,3532.3491,3465.3128,3465.3128,3465.3128,3465.3128,3465.3128,3465.3128,3465.3128,3465.3128,3465.3128,3465.3128,3465.3128,3465.3128,3470.8388,3470.8388
1993-10,3493.4004,3493.4004,3493.4004,3493.4004,3493.4004,3493.4004,3493.4004,3493.4004,3493.4004,3493.4004,3493.4004,3493.4004,3493.4004,3493.4004,3493.4004,3493.4004,3493.4004,3433.8924,3433.8924,3433.8924,3433.8924,3433.8924,3433.8924,3433.8924,3433.8924,3433.8924,3433.8924,3433.8924,3433.8924,3422.8517,3422.8517
1994-01,3494.6100,3494.6100,3494.6100,3494.6100,3494.6100,3494.6100,3494.6100,3494.6100,3494.6100,3494.6100,3494.6100,3494.6100,3494.6100,3494.6100,3494.6100,3494.6100,3494.6100,3434.4449,3434.4449,3434.4449,3434.4449,3434.4449,3434.4449,3434.4449,3434.4449,3434.4449,3434.4449,3434.4449,3434.4449,3427.8643,3427.8643
1994-04,3157.8948,3157.8948,3157.8948,3157.8948,3157.8948,3157.8948,3157.8948,3157.8948,3157.8948,3157.8948,3157.8948,3157.8948,3157.8948,3157.8948,3157.8948,3157.8948,3157.8948,3094.6071,3094.6071,3094.6071,3094.6071,3094.6071,3094.6071,3094.6071,3094.6071,3094.6071,3094.6071,3094.6071,3094.6071,3070.4194,3070.4194
1994-07,3402.7864,3402.7864,3402.7864,3402.7864,3402.7864,3402.7864,3402.7864,3402.7864,3402.7864,3402.7864,3402.7864,3402.7864,3402.7864,3402.7864,3402.7864,3402.7864,3402.7864,3339.1926,3339.1926,3339.1926,3339.1926,3339.1926,3339.1926,3339.1926,3339.1926,3339.1926,3339.1926,3339.1926,3339.1926,3325.8146,3325.8146
1994-10,3354.1371,3354.1371,3354.1371,3354.1371,3354.1371,3354.1371,3354.1371,3354.1371,3354.1371,3354.1371,3354.1371,3354.1371,3354.1371,3354.1371,3354.1371,3354.1371,3354.1371,3295.7690,3295.7690,3295.7690,3295.7690,3295.7690,3295.7690,3295.7690,3295.7690,3295.7690,3295.7690,3295.7690,3295.7690,3275.6515,3275.6515
1995-01,3450.4083,3450.4083,3450.4083,3450.4083,3450.4083,3450.4083,3450.4083,3450.4083,3450.4083,3450.4083,3450.4083,3450.4083,3450.4083,3450.4083,3450.4083,3450.4083,3450.4083,3392.3978,3392.3978,3392.3978,3392.3978,3392.3978,3392.3978,3392.3978,3392.3978,3392.3978,3392.3978,3392.3978,3392.3978,3377.5918,3377.5918
1995-04,3075.0265,3075.0265,3075.0265,3075.0265,3075.0265,3075.0265,3075.0265,3075.0265,3075.0265,3075.0265,3075.0265,3075.0265,3075.0265,3075.0265,3075.0265,3075.0265,3075.0265,3011.1073,3011.1073,3011.1073,3011.1073,3011.1073,3011.1073,3011.1073,3011.1073,3011.1073,3011.1073,3011.1073,3011.1073,2987.7074,2987.7074
