"",2011-08-18,2011-11-17,2012-02-16,2012-05-16,2012-08-16,2012-11-15,2013-02-19,2013-05-16,2013-08-20,2013-11-19,2014-02-18,2014-05-20,2014-08-21,2014-11-18
unit,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,Anzahl,Anzahl
unit multiplier,million,million,million,million,million,million,million,million,million,million,million,million,million,million
Baseyear,,,,,,,,,,,,,,
Record meth,Manual,Manual,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,7.688,7.688,7.690,7.690,7.690,7.690,7.688,7.688,7.688,7.688,7.688,7.688,8.037,8.037
1991-04,7.709,7.709,7.710,7.710,7.710,7.710,7.709,7.709,7.709,7.709,7.709,7.709,8.073,8.073
1991-07,7.720,7.720,7.720,7.720,7.720,7.720,7.720,7.720,7.720,7.720,7.720,7.720,8.089,8.089
1991-10,7.771,7.771,7.770,7.770,7.770,7.770,7.771,7.771,7.771,7.771,7.771,7.771,8.157,8.157
1992-01,7.813,7.813,7.810,7.810,7.810,7.810,7.813,7.813,7.813,7.813,7.813,7.813,8.186,8.186
1992-04,7.862,7.862,7.860,7.860,7.860,7.860,7.862,7.862,7.862,7.862,7.862,7.862,8.237,8.237
1992-07,7.881,7.881,7.880,7.880,7.880,7.880,7.881,7.881,7.881,7.881,7.881,7.881,8.249,8.249
1992-10,7.879,7.879,7.880,7.880,7.880,7.880,7.879,7.879,7.879,7.879,7.879,7.879,8.247,8.247
1993-01,7.892,7.892,7.890,7.890,7.890,7.890,7.892,7.892,7.892,7.892,7.892,7.892,8.255,8.255
1993-04,7.888,7.888,7.890,7.890,7.890,7.890,7.888,7.888,7.888,7.888,7.888,7.888,8.249,8.249
1993-07,7.921,7.921,7.920,7.920,7.920,7.920,7.921,7.921,7.921,7.921,7.921,7.921,8.276,8.276
1993-10,7.942,7.942,7.940,7.940,7.940,7.940,7.942,7.942,7.942,7.942,7.942,7.942,8.300,8.300
