"",2007-05-22,2007-08-21,2007-11-20,2008-02-21,2008-05-21,2008-08-21,2008-11-18,2009-02-19,2009-05-20,2009-08-20,2009-11-19,2010-02-18,2010-05-19,2010-08-18,2010-11-18,2011-02-17,2011-05-19,2011-08-18,2011-11-17,2012-02-16,2012-05-16,2012-08-16,2012-11-15,2013-02-19,2013-05-16,2013-08-20,2013-11-19,2014-02-18,2014-05-20,2014-08-21,2014-11-18
unit,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,Stunden,Stunden
unit multiplier,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million
Baseyear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Record meth,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,725.2543,725.2702,725.2702,725.2702,725.2702,725.2591,725.2591,725.2591,725.2591,725.2644,725.2644,725.2644,725.2644,725.2326,725.2326,725.2326,725.2281,589.2700,589.2709,589.2700,589.2700,589.4400,589.4400,589.4358,589.4358,589.4468,589.4459,589.4459,589.4459,590.7615,590.7771
1991-04,686.1741,686.1529,686.1529,686.1529,686.1529,686.1297,686.1297,686.1297,686.1297,686.1472,686.1472,686.1472,686.1472,686.2003,686.2003,686.2003,686.1967,574.8700,574.8705,574.8700,574.8700,574.9300,574.9300,574.9332,574.9332,574.9162,574.9162,574.9162,574.9162,575.5966,575.5559
1991-07,675.1251,675.1041,675.1041,675.1041,675.1041,675.0764,675.0764,675.0764,675.0764,675.0747,675.0747,675.0747,675.0747,675.1480,675.1480,675.1480,675.1467,566.6800,566.6803,566.6800,566.6800,566.5500,566.5500,566.5515,566.5515,566.5296,566.5303,566.5303,566.5303,567.2165,567.3051
1991-10,662.5402,662.5268,662.5268,662.5268,662.5268,662.4996,662.4996,662.4996,662.4996,662.5039,662.5039,662.5039,662.5039,662.5115,662.5115,662.5115,662.5210,550.0300,550.0315,550.0300,550.0300,549.9600,549.9600,549.9582,549.9582,549.9613,549.9615,549.9615,549.9615,552.1868,552.1233
1992-01,652.2031,652.1929,652.1929,652.1929,652.1929,652.1855,652.1855,652.1855,652.1855,652.1802,652.1802,652.1802,652.1802,652.2337,652.2337,652.2337,652.2551,544.1600,544.1613,544.1600,544.1600,544.4600,544.4600,544.4644,544.4644,544.4750,544.4737,544.4737,544.4737,550.7455,550.7474
1992-04,635.1921,635.1737,635.1737,635.1737,635.1737,635.1560,635.1560,635.1560,635.1560,635.2422,635.2422,635.2422,635.2422,635.2200,635.2200,635.2200,635.1348,536.9400,536.9359,536.9400,536.9400,536.9900,536.9900,536.9894,536.9894,536.9702,536.9707,536.9707,536.9707,536.3721,536.3508
1992-07,620.9190,620.9096,620.9096,620.9096,620.9096,620.8785,620.8785,620.8785,620.8785,620.8432,620.8432,620.8432,620.8432,620.8339,620.8339,620.8339,620.8624,529.9500,529.9526,529.9500,529.9500,529.7900,529.7900,529.7896,529.7896,529.7702,529.7708,529.7708,529.7708,529.7951,529.8576
1992-10,606.5150,606.5114,606.5114,606.5114,606.5114,606.4887,606.4887,606.4887,606.4887,606.4722,606.4722,606.4722,606.4722,606.5322,606.5322,606.5322,606.5675,525.0300,525.0257,525.0300,525.0300,524.8500,524.8500,524.8536,524.8536,524.8576,524.8578,524.8578,524.8578,522.5193,522.4762
1993-01,595.9870,595.9631,595.9631,595.9631,595.9631,595.9629,595.9629,595.9629,595.9629,595.9350,595.9350,595.9350,595.9350,595.9345,595.9345,595.9345,595.9830,509.5400,509.5364,509.5400,509.5400,510.0300,510.0300,510.0289,510.0289,510.0461,510.0443,510.0443,510.0443,504.6110,504.6014
1993-04,588.2238,588.2049,588.2049,588.2049,588.2049,588.1946,588.1946,588.1946,588.1946,588.3668,588.3668,588.3668,588.3668,588.4004,588.4004,588.4004,588.2395,501.8800,501.8761,501.8800,501.8800,501.8600,501.8600,501.8606,501.8606,501.8358,501.8365,501.8365,501.8365,500.7992,500.7958
1993-07,580.1982,580.1917,580.1917,580.1917,580.1917,580.1642,580.1642,580.1642,580.1642,580.0599,580.0599,580.0599,580.0599,580.0587,580.0587,580.0587,580.1047,495.9500,495.9456,495.9500,495.9500,495.7400,495.7400,495.7402,495.7402,495.7217,495.7226,495.7226,495.7226,496.1755,496.2092
1993-10,571.2697,571.2765,571.2765,571.2765,571.2765,571.2403,571.2403,571.2403,571.2403,571.2273,571.2273,571.2273,571.2273,571.2117,571.2117,571.2117,571.2781,495.1700,495.1672,495.1700,495.1700,494.9100,494.9100,494.9146,494.9146,494.9169,494.9171,494.9171,494.9171,496.2402,496.2195
1994-01,561.5390,561.5119,561.5119,561.5119,561.5119,561.5236,561.5236,561.5236,561.5236,561.4594,561.4594,561.4594,561.4594,561.4770,561.4770,561.4770,561.5531,492.2500,492.2533,492.2500,492.2500,492.8500,492.8500,492.8481,492.8481,492.8722,492.8700,492.8700,492.8700,488.7869,488.7738
1994-04,554.8544,554.8305,554.8305,554.8305,554.8305,554.8157,554.8157,554.8157,554.8157,555.0580,555.0580,555.0580,555.0580,555.0679,555.0679,555.0679,554.8519,486.7800,486.7839,486.7800,486.7800,486.6900,486.6900,486.6938,486.6938,486.6517,486.6527,486.6527,486.6527,484.2409,484.2481
1994-07,552.8844,552.8841,552.8841,552.8841,552.8841,552.8560,552.8560,552.8560,552.8560,552.7039,552.7039,552.7039,552.7039,552.7129,552.7129,552.7129,552.7644,480.7300,480.7309,480.7300,480.7300,480.5000,480.5000,480.5030,480.5030,480.4968,480.4981,480.4981,480.4981,478.8968,478.9054
1994-10,548.7893,548.7956,548.7956,548.7956,548.7956,548.7523,548.7523,548.7523,548.7523,548.7523,548.7523,548.7523,548.7523,548.7353,548.7353,548.7353,548.8237,476.1100,476.1125,476.1100,476.1100,475.8500,475.8500,475.8544,475.8544,475.8538,475.8539,475.8539,475.8539,474.9782,474.9755
1995-01,537.2137,537.1982,537.1982,537.1982,537.1982,537.2242,537.2242,537.2242,537.2242,537.1322,537.1322,537.1322,537.1322,537.1750,537.1750,537.1750,537.2496,473.7800,473.7754,473.7800,473.7800,474.3400,474.3400,474.3378,474.3378,474.3589,474.3568,474.3568,474.3568,470.2458,470.2314
1995-04,531.9304,531.8929,531.8929,531.8929,531.8929,531.8359,531.8359,531.8359,531.8359,532.0609,532.0609,532.0609,532.0609,532.0581,532.0581,532.0581,531.8654,463.8900,463.8887,463.8900,463.8900,463.7800,463.7800,463.7827,463.7827,463.7371,463.7368,463.7368,463.7368,460.6423,460.6304
1995-07,515.3261,515.3253,515.3253,515.3253,515.3253,515.3075,515.3075,515.3075,515.3075,515.1624,515.1624,515.1624,515.1624,515.1738,515.1738,515.1738,515.1980,453.3300,453.3287,453.3300,453.3300,453.1200,453.1200,453.1187,453.1187,453.1205,453.1226,453.1226,453.1226,450.9912,451.0316
1995-10,501.8614,501.8709,501.8709,501.8709,501.8709,501.8463,501.8463,501.8463,501.8463,501.8854,501.8854,501.8854,501.8854,501.8522,501.8522,501.8522,501.9463,438.5800,438.5837,438.5800,438.5800,438.3600,438.3600,438.3552,438.3552,438.3535,438.3538,438.3538,438.3538,440.4160,440.4020
1996-01,474.4727,474.4665,474.4665,474.4665,474.4665,474.5214,474.5214,474.5214,474.5214,474.3585,474.3585,474.3585,474.3585,474.4722,474.4722,474.4722,474.5357,423.9100,423.9060,423.9100,423.9100,424.4100,424.4100,424.4079,424.4079,424.4230,424.4212,424.4212,424.4212,423.5648,423.5390
