"",2005-05-24,2005-08-23,2005-11-22,2006-02-22,2006-05-23,2006-08-24,2006-11-23,2007-02-22,2007-05-24,2007-08-23,2007-11-22,2008-02-26,2008-05-27,2008-08-26,2008-11-25,2009-02-25,2009-05-26,2009-08-25,2009-11-24,2010-02-24,2010-05-21,2010-08-24,2010-11-23,2011-02-24,2011-05-24
2007-04,,,,,,,,,,10.956,10.958,10.952,10.952,10.957,10.957,10.957,10.957,10.939,10.939,10.939,10.939,10.939,10.939,10.939,10.939
2007-07,,,,,,,,,,,10.913,10.913,10.925,10.932,10.932,10.932,10.932,10.913,10.913,10.913,10.913,10.913,10.913,10.913,10.913
2007-10,,,,,,,,,,,,11.076,11.117,11.113,11.113,11.113,11.113,11.094,11.094,11.094,11.094,11.094,11.094,11.094,11.094
2008-01,,,,,,,,,,,,,10.997,10.992,11.007,11.011,11.011,10.989,10.989,10.989,10.989,10.989,10.989,10.989,10.989
2008-04,,,,,,,,,,,,,,11.049,11.080,11.088,11.088,11.066,11.066,11.066,11.066,11.065,11.065,11.065,11.065
2008-07,,,,,,,,,,,,,,,11.084,11.093,11.093,11.070,11.070,11.070,11.070,11.071,11.071,11.071,11.071
2008-10,,,,,,,,,,,,,,,,11.275,11.275,11.279,11.279,11.279,11.279,11.284,11.284,11.284,11.284
2009-01,,,,,,,,,,,,,,,,,11.143,11.177,11.181,11.181,11.181,11.193,11.193,11.193,11.193
2009-04,,,,,,,,,,,,,,,,,,11.236,11.272,11.276,11.276,11.288,11.288,11.288,11.288
2009-07,,,,,,,,,,,,,,,,,,,11.295,11.300,11.303,11.315,11.315,11.315,11.315
2009-10,,,,,,,,,,,,,,,,,,,,11.501,11.494,11.500,11.500,11.500,11.500
2010-01,,,,,,,,,,,,,,,,,,,,,11.377,11.377,11.378,11.378,11.378
2010-04,,,,,,,,,,,,,,,,,,,,,,11.449,11.450,11.451,11.450
2010-07,,,,,,,,,,,,,,,,,,,,,,,11.439,11.443,11.420
2010-10,,,,,,,,,,,,,,,,,,,,,,,,11.612,11.571
2011-01,,,,,,,,,,,,,,,,,,,,,,,,,11.388
