"",2011-09-01,2011-11-24,2012-02-24,2012-05-24,2012-08-23,2012-11-23,2013-02-22,2013-05-24,2013-08-23,2013-11-22,2014-02-25,2014-05-23,2014-09-01,2014-11-25,2015-02-24
unit,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,Euro,Euro,Euro
unit multiplier,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion
Baseyear,,,,,,,,,,,,,,,
Record meth,Manual,Manual,,,,,,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,15.06,15.06,15.06,15.06,14.88,14.88,14.88,14.88,14.88,14.88,14.88,14.88,17.403,17.403,17.403
1991-04,15.45,15.45,15.45,15.45,15.44,15.44,15.44,15.45,15.45,15.45,15.45,15.45,17.718,17.718,17.718
1991-07,16.03,16.03,16.03,16.03,16.05,16.05,16.05,16.03,16.04,16.04,16.04,16.04,17.960,17.960,17.960
1991-10,16.70,16.70,16.70,16.70,16.88,16.88,16.88,16.88,16.88,16.88,16.88,16.88,18.824,18.824,18.824
1992-01,15.58,15.58,15.58,15.58,15.42,15.42,15.42,15.42,15.42,15.42,15.42,15.42,17.188,17.188,17.188
1992-04,15.61,15.61,15.61,15.61,15.60,15.60,15.60,15.61,15.60,15.60,15.60,15.60,17.330,17.330,17.330
1992-07,16.31,16.31,16.31,16.31,16.32,16.32,16.32,16.31,16.32,16.32,16.32,16.32,18.037,18.037,18.037
1992-10,18.20,18.20,18.20,18.20,18.36,18.36,18.36,18.36,18.36,18.36,18.36,18.36,19.756,19.756,19.756
1993-01,17.18,17.18,17.18,17.18,17.02,17.02,17.02,17.03,17.02,17.02,17.02,17.02,19.731,19.731,19.731
1993-04,18.45,18.45,18.45,18.45,18.44,18.44,18.44,18.45,18.44,18.44,18.44,18.44,20.099,20.099,20.099
1993-07,19.15,19.15,19.15,19.15,19.17,19.17,19.17,19.15,19.17,19.17,19.17,19.17,20.537,20.537,20.537
1993-10,20.13,20.13,20.13,20.13,20.28,20.28,20.28,20.29,20.28,20.28,20.28,20.28,21.364,21.364,21.364
1994-01,20.14,20.14,20.14,20.14,20.00,20.00,20.00,20.01,20.00,20.00,20.00,20.00,21.030,21.030,21.030
1994-04,19.85,19.85,19.85,19.85,19.85,19.85,19.85,19.85,19.83,19.83,19.83,19.83,20.612,20.612,20.612
1994-07,19.49,19.49,19.49,19.49,19.52,19.52,19.52,19.50,19.52,19.52,19.52,19.52,20.269,20.269,20.269
1994-10,18.71,18.71,18.71,18.71,18.83,18.83,18.83,18.83,18.83,18.83,18.83,18.83,19.574,19.574,19.574
1995-01,18.54,18.54,18.54,18.54,18.45,18.45,18.45,18.46,18.45,18.45,18.45,18.45,18.857,18.857,18.857
1995-04,19.46,19.46,19.46,19.46,19.43,19.43,19.43,19.43,19.42,19.42,19.42,19.42,20.026,20.026,20.026
1995-07,19.92,19.92,19.92,19.92,19.95,19.95,19.95,19.92,19.93,19.93,19.93,19.93,20.538,20.538,20.538
1995-10,20.90,20.90,20.90,20.90,20.99,20.99,20.99,21.00,20.99,20.99,20.99,20.99,21.584,21.584,21.584
1996-01,21.32,21.32,21.32,21.32,21.26,21.26,21.26,21.27,21.26,21.26,21.26,21.26,21.564,21.564,21.564
1996-04,20.90,20.90,20.90,20.90,20.85,20.85,20.85,20.86,20.84,20.84,20.84,20.84,21.276,21.276,21.276
1996-07,20.79,20.79,20.79,20.79,20.84,20.84,20.84,20.81,20.83,20.83,20.83,20.83,21.243,21.243,21.243
1996-10,21.58,21.58,21.58,21.58,21.64,21.64,21.64,21.65,21.65,21.65,21.65,21.65,21.995,21.995,21.995
1997-01,22.38,22.38,22.38,22.38,22.31,22.31,22.31,22.32,22.31,22.31,22.31,22.31,22.751,22.751,22.751
1997-04,22.40,22.40,22.40,22.40,22.33,22.33,22.33,22.33,22.32,22.32,22.32,22.32,22.706,22.706,22.706
1997-07,22.10,22.10,22.10,22.10,22.17,22.17,22.17,22.14,22.15,22.15,22.15,22.15,22.508,22.508,22.508
1997-10,20.85,20.85,20.85,20.85,20.90,20.90,20.90,20.92,20.92,20.92,20.92,20.92,21.290,21.290,21.290
1998-01,20.38,20.38,20.38,20.38,20.28,20.28,20.28,20.29,20.28,20.28,20.28,20.28,21.025,21.025,21.025
1998-04,20.36,20.36,20.36,20.36,20.28,20.28,20.28,20.28,20.28,20.28,20.28,20.28,21.003,21.003,21.003
1998-07,20.72,20.72,20.72,20.72,20.82,20.82,20.82,20.80,20.81,20.81,20.81,20.81,21.534,21.534,21.534
1998-10,22.09,22.09,22.09,22.09,22.17,22.17,22.17,22.18,22.18,22.18,22.18,22.18,22.926,22.926,22.926
1999-01,24.51,24.51,24.51,24.51,24.33,24.33,24.33,24.34,24.33,24.33,24.33,24.33,25.321,25.321,25.321
1999-04,26.13,26.13,26.13,26.13,26.05,26.05,26.05,26.05,26.04,26.04,26.04,26.04,26.828,26.828,26.828
1999-07,25.11,25.11,25.11,25.11,25.26,25.26,25.26,25.25,25.25,25.25,25.25,25.25,25.913,25.913,25.913
1999-10,22.28,22.28,22.28,22.28,22.40,22.40,22.40,22.40,22.42,22.42,22.42,22.42,23.152,23.152,23.152
