"",2007-11-22,2008-02-26,2008-05-27,2008-08-26,2008-11-25,2009-02-25,2009-05-26,2009-08-25,2009-11-24,2010-02-24,2010-05-21,2010-08-24,2010-11-23,2011-02-24,2011-05-24,2011-09-01,2011-11-24,2012-02-24,2012-05-24,2012-08-23,2012-11-23,2013-02-22,2013-05-24,2013-08-23,2013-11-22,2014-02-25,2014-05-23,2014-09-01,2014-11-25,2015-02-24
unit,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2010=100,2010=100,2010=100
unit multiplier,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one
Baseyear,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2010,2010,2010
Record meth,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,84.12,84.10,84.10,84.24,84.24,84.24,84.24,84.12,84.12,84.12,84.12,84.17,84.17,84.17,84.10,88.31,87.89,87.89,87.89,87.88,87.88,87.88,87.88,87.91,87.91,87.91,87.91,83.91,83.91,83.91
1991-04,84.35,84.35,84.35,84.44,84.44,84.44,84.44,84.45,84.45,84.45,84.45,84.53,84.53,84.53,84.48,88.75,88.31,88.31,88.31,88.35,88.35,88.35,88.35,88.31,88.32,88.32,88.32,84.60,84.60,84.61
1991-07,84.60,84.60,84.60,84.60,84.60,84.60,84.60,84.71,84.71,84.71,84.72,84.72,84.72,84.72,84.71,88.94,88.51,88.51,88.51,88.51,88.51,88.51,88.51,88.47,88.45,88.45,88.45,85.42,85.42,85.43
1991-10,85.74,85.76,85.76,86.32,86.32,86.32,86.32,86.21,86.21,86.21,86.21,86.11,86.11,86.11,86.23,90.44,89.99,89.99,89.99,90.04,90.04,90.04,90.04,90.08,90.09,90.09,90.09,86.91,86.90,86.90
1992-01,87.30,87.30,87.30,87.34,87.34,87.34,87.34,87.23,87.23,87.23,87.21,87.27,87.27,87.27,87.22,91.56,91.11,91.11,91.11,91.12,91.12,91.12,91.12,91.09,91.10,91.10,91.10,87.18,87.17,87.17
1992-04,87.27,87.27,87.27,87.18,87.18,87.18,87.18,87.20,87.20,87.20,87.20,87.30,87.30,87.30,87.26,91.71,91.25,91.25,91.25,91.28,91.28,91.28,91.28,91.30,91.30,91.30,91.30,86.62,86.62,86.62
1992-07,84.22,84.24,84.24,84.33,84.33,84.33,84.33,84.45,84.44,84.44,84.44,84.40,84.40,84.40,84.41,88.95,88.51,88.51,88.51,88.52,88.52,88.52,88.52,88.49,88.47,88.47,88.47,84.94,84.95,84.95
1992-10,81.41,81.42,81.42,81.74,81.74,81.74,81.74,81.78,81.78,81.78,81.78,81.68,81.68,81.68,81.79,85.85,85.43,85.43,85.43,85.35,85.35,85.35,85.35,85.34,85.35,85.35,85.35,82.17,82.17,82.15
1993-01,79.47,79.47,79.47,79.62,79.62,79.62,79.62,79.45,79.45,79.45,79.45,79.48,79.48,79.48,79.44,83.58,83.18,83.18,83.18,83.21,83.21,83.21,83.21,83.19,83.20,83.20,83.20,80.19,80.19,80.17
1993-04,77.80,77.78,77.78,77.86,77.85,77.85,77.85,77.94,77.94,77.94,77.93,78.03,78.03,78.03,78.00,82.27,81.87,81.87,81.87,81.92,81.92,81.92,81.92,81.90,81.90,81.90,81.90,78.57,78.57,78.57
1993-07,77.77,77.78,77.78,77.86,77.87,77.87,77.87,77.97,77.97,77.97,77.97,77.94,77.94,77.94,77.93,82.16,81.74,81.74,81.74,81.78,81.78,81.78,81.78,81.73,81.72,81.72,81.72,78.89,78.89,78.89
1993-10,75.76,75.77,75.77,75.78,75.78,75.78,75.78,75.79,75.79,75.79,75.79,75.73,75.73,75.73,75.81,79.57,79.19,79.19,79.19,79.10,79.10,79.10,79.10,79.09,79.10,79.10,79.10,76.42,76.42,76.42
1994-01,76.90,76.88,76.88,76.95,76.95,76.95,76.95,76.76,76.76,76.76,76.76,76.79,76.79,76.79,76.75,80.79,80.39,80.39,80.39,80.44,80.44,80.44,80.44,80.38,80.38,80.38,80.38,77.81,77.81,77.81
1994-04,78.19,78.17,78.17,78.26,78.24,78.24,78.24,78.29,78.29,78.29,78.29,78.40,78.40,78.40,78.38,82.46,82.06,82.06,82.06,82.14,82.14,82.14,82.14,82.12,82.12,82.12,82.12,78.43,78.43,78.43
1994-07,79.33,79.36,79.36,79.39,79.41,79.41,79.41,79.54,79.54,79.54,79.54,79.51,79.51,79.51,79.50,83.75,83.31,83.31,83.31,83.33,83.33,83.33,83.33,83.32,83.31,83.31,83.31,79.70,79.71,79.71
1994-10,81.25,81.27,81.27,81.05,81.05,81.05,81.05,81.07,81.07,81.07,81.07,81.00,81.00,81.00,81.08,84.93,84.50,84.50,84.50,84.39,84.39,84.39,84.39,84.44,84.44,84.44,84.44,80.61,80.59,80.59
1995-01,79.51,79.51,79.51,79.46,79.46,79.46,79.46,79.31,79.31,79.31,79.31,79.31,79.31,79.31,79.29,83.33,82.92,82.92,82.92,82.97,82.97,82.97,82.97,82.86,82.86,82.86,82.86,79.59,79.60,79.60
1995-04,81.02,80.99,80.99,80.94,80.93,80.93,80.93,80.90,80.91,80.91,80.91,81.05,81.05,81.05,81.02,84.93,84.53,84.53,84.53,84.60,84.60,84.60,84.60,84.60,84.61,84.61,84.61,80.46,80.46,80.46
1995-07,81.12,81.14,81.12,80.96,80.97,80.97,80.97,81.11,81.11,81.11,81.11,81.04,81.04,81.04,81.03,84.85,84.42,84.42,84.42,84.42,84.42,84.42,84.42,84.48,84.47,84.46,84.46,80.53,80.53,80.54
1995-10,80.58,80.60,80.60,80.67,80.67,80.67,80.67,80.73,80.73,80.73,80.73,80.67,80.67,80.67,80.75,84.92,84.50,84.50,84.50,84.45,84.45,84.45,84.45,84.46,84.47,84.47,84.47,80.92,80.91,80.91
1996-01,77.59,77.59,77.59,77.57,77.57,77.57,77.57,77.43,77.43,77.43,77.43,77.45,77.45,77.45,77.43,80.66,80.28,80.28,80.28,80.34,80.34,80.34,80.34,80.22,80.22,80.22,80.22,76.75,76.74,76.74
1996-04,81.46,81.43,81.40,81.33,81.32,81.32,81.32,81.26,81.28,81.28,81.28,81.41,81.41,81.41,81.39,85.82,85.39,85.39,85.39,85.47,85.47,85.47,85.47,85.47,85.47,85.47,85.47,81.37,81.38,81.38
1996-07,80.82,80.86,80.86,80.89,80.91,80.91,80.91,81.05,81.04,81.04,81.04,80.98,80.98,80.98,80.98,84.66,84.24,84.24,84.24,84.22,84.22,84.22,84.22,84.24,84.23,84.23,84.23,80.45,80.43,80.43
1996-10,81.34,81.36,81.36,81.79,81.79,81.79,81.79,81.83,81.83,81.83,81.83,81.74,81.74,81.74,81.80,85.74,85.32,85.32,85.32,85.30,85.30,85.30,85.30,85.32,85.32,85.32,85.32,81.47,81.47,81.47
1997-01,80.41,80.40,80.40,80.56,80.57,80.57,80.57,80.51,80.51,80.51,80.51,80.50,80.50,80.50,80.51,84.96,84.53,84.53,84.53,84.59,84.59,84.59,84.59,84.60,84.59,84.59,84.59,79.99,80.00,80.00
1997-04,81.34,81.31,81.31,81.60,81.60,81.60,81.60,81.53,81.53,81.53,81.53,81.64,81.64,81.64,81.61,85.12,84.71,84.71,84.71,84.77,84.77,84.77,84.77,84.72,84.72,84.72,84.72,80.94,80.94,80.94
1997-07,82.13,82.14,82.14,82.27,82.27,82.27,82.27,82.32,82.32,82.32,82.32,82.35,82.35,82.35,82.35,86.12,85.69,85.69,85.69,85.65,85.65,85.65,85.65,85.69,85.69,85.69,85.69,81.70,81.69,81.70
1997-10,85.83,85.84,85.84,86.19,86.19,86.19,86.19,86.20,86.20,86.20,86.20,86.10,86.10,86.10,86.12,89.50,89.08,89.08,89.08,89.02,89.02,89.02,89.02,89.04,89.04,89.04,89.04,84.46,84.46,84.44
1998-01,87.27,87.26,87.26,87.39,87.39,87.39,87.39,87.50,87.51,87.51,87.51,87.51,87.51,87.51,87.51,91.33,90.87,90.87,90.87,90.96,90.96,90.96,90.96,90.88,90.88,90.88,90.88,85.94,85.94,85.94
1998-04,86.89,86.87,86.87,86.79,86.78,86.78,86.78,86.66,86.66,86.66,86.66,86.68,86.68,86.68,86.69,90.26,89.81,89.81,89.81,89.89,89.89,89.89,89.89,89.90,89.90,89.90,89.90,85.35,85.35,85.35
1998-07,87.56,87.57,87.56,87.71,87.73,87.73,87.73,87.73,87.72,87.72,87.72,87.89,87.89,87.89,87.88,91.73,91.28,91.28,91.28,91.24,91.24,91.24,91.24,91.28,91.28,91.28,91.28,86.65,86.64,86.65
1998-10,88.33,88.34,88.34,88.53,88.53,88.53,88.53,88.53,88.53,88.53,88.53,88.36,88.36,88.36,88.38,92.45,91.98,91.98,91.98,91.88,91.88,91.88,91.88,91.82,91.82,91.82,91.82,87.63,87.63,87.62
1999-01,90.12,90.11,90.11,90.28,90.26,90.26,90.26,90.46,90.48,90.48,90.48,90.51,90.51,90.51,90.48,94.15,93.69,93.69,93.69,93.81,93.81,93.81,93.81,93.73,93.73,93.73,93.73,89.70,89.69,89.69
