"",2007-05-22,2007-08-21,2007-11-20,2008-02-21,2008-05-21,2008-08-21,2008-11-18,2009-02-19,2009-05-20,2009-08-20,2009-11-19,2010-02-18,2010-05-19,2010-08-18,2010-11-18,2011-02-17,2011-05-19
1999-01,1995.6780,1995.6780,1995.6780,1995.6780,1995.6780,1995.6780,1995.6780,1995.6780,1995.6780,1995.6780,1995.6780,1995.6780,1995.6780,1995.6780,1995.6780,1995.6780,1995.6780
1999-04,1872.1692,1872.1692,1872.1692,1872.1692,1872.1692,1872.1692,1872.1692,1872.1692,1872.1692,1872.1692,1872.1692,1872.1692,1872.1692,1872.1692,1872.1692,1872.1692,1872.1692
1999-07,2056.3320,2056.3320,2056.3320,2056.3320,2056.3320,2056.3320,2056.3320,2056.3320,2056.3320,2056.3320,2056.3320,2056.3320,2056.3320,2056.3320,2056.3320,2056.3320,2056.3320
1999-10,2105.0646,2105.0646,2105.0646,2105.0646,2105.0646,2105.0646,2105.0646,2105.0646,2105.0646,2105.0646,2105.0646,2105.0646,2105.0646,2105.0646,2105.0646,2105.0646,2105.0646
2000-01,2133.0228,2133.0228,2133.0228,2133.0228,2133.0228,2133.0228,2133.0228,2133.0228,2133.0228,2133.0228,2133.0228,2133.0228,2133.0228,2133.0228,2133.0228,2133.0228,2133.0228
2000-04,1982.6000,1982.6000,1982.6000,1982.6000,1982.6000,1982.6000,1982.6000,1982.6000,1982.6000,1982.6000,1982.6000,1982.6000,1982.6000,1982.6000,1982.6000,1982.6000,1982.6000
2000-07,2166.2479,2166.2479,2166.2479,2166.2479,2166.2479,2166.2479,2166.2479,2166.2479,2166.2479,2166.2479,2166.2479,2166.2479,2166.2479,2166.2479,2166.2479,2166.2479,2166.2479
2000-10,2190.3889,2190.3889,2190.3889,2190.3889,2190.3889,2190.3889,2190.3889,2190.3889,2190.3889,2190.3889,2190.3889,2190.3889,2190.3889,2190.3889,2190.3889,2190.3889,2190.3889
2001-01,2213.5120,2213.5120,2213.5120,2213.5120,2213.5120,2213.5120,2213.5120,2213.5120,2213.5120,2213.5120,2213.5120,2213.5120,2213.5120,2213.5120,2213.5120,2213.5120,2213.5120
2001-04,2048.0832,2048.0832,2048.0832,2048.0832,2048.0832,2048.0832,2048.0832,2048.0832,2048.0832,2048.0832,2048.0832,2048.0832,2048.0832,2048.0832,2048.0832,2048.0832,2048.0832
2001-07,2223.8275,2223.8275,2223.8275,2223.8275,2223.8275,2223.8275,2223.8275,2223.8275,2223.8275,2223.8275,2223.8275,2223.8275,2223.8275,2223.8275,2223.8275,2223.8275,2223.8275
2001-10,2232.2088,2232.2088,2232.2088,2232.2088,2232.2088,2232.2088,2232.2088,2232.2088,2232.2088,2232.2088,2232.2088,2232.2088,2232.2088,2232.2088,2232.2088,2232.2088,2232.2088
2002-01,2231.0281,2231.0281,2231.0281,2231.0281,2231.0281,2231.0281,2231.0281,2231.0281,2231.0281,2231.0281,2231.0281,2231.0281,2231.0281,2231.0281,2231.0281,2231.0281,2231.0281
2002-04,2069.5792,2069.5792,2069.5792,2069.5792,2069.5792,2069.5792,2069.5792,2069.5792,2069.5792,2069.5792,2069.5792,2069.5792,2069.5792,2069.5792,2069.5792,2069.5792,2069.5792
2002-07,2244.3876,2244.3876,2244.3876,2244.3876,2244.3876,2244.3876,2244.3876,2244.3876,2244.3876,2244.3876,2244.3876,2244.3876,2244.3876,2244.3876,2244.3876,2244.3876,2244.3876
2002-10,2241.5140,2241.5140,2241.5140,2241.5140,2241.5140,2241.5140,2241.5140,2241.5140,2241.5140,2241.5140,2241.5140,2241.5140,2241.5140,2241.5140,2241.5140,2241.5140,2241.5140
2003-01,2243.3946,2243.3946,2243.3946,2243.3946,2243.3946,2243.3946,2243.3946,2243.3946,2243.3946,2243.3946,2243.3946,2243.3946,2243.3946,2243.3946,2243.3946,2243.3946,2243.3946
2003-04,2062.3908,2062.3908,2062.3908,2062.3908,2062.3908,2062.3908,2062.3908,2062.3908,2062.3908,2062.3908,2062.3908,2062.3908,2062.3908,2062.3908,2062.3908,2062.3908,2062.3908
2003-07,2258.9721,2258.9721,2258.9721,2258.9721,2258.9721,2258.9721,2258.9721,2258.9721,2258.9721,2258.9721,2258.9721,2258.9721,2258.9721,2258.9721,2258.9721,2258.9721,2258.9721
2003-10,2271.1376,2271.1376,2271.1376,2271.1376,2271.1376,2271.1376,2271.1376,2271.1376,2271.1376,2271.1376,2271.1376,2271.1376,2271.1376,2271.1376,2271.1376,2271.1376,2271.1376
2004-01,2276.9488,2277.5672,2277.5672,2277.5672,2277.5672,2273.8568,2273.8568,2273.8568,2273.8568,2273.8568,2273.8568,2273.8568,2273.8568,2273.8568,2273.8568,2273.8568,2273.8568
2004-04,2099.4678,2100.0932,2100.0932,2100.0932,2100.0932,2096.9662,2096.9662,2096.9662,2096.9662,2096.9662,2096.9662,2096.9662,2096.9662,2096.9662,2096.9662,2096.9662,2096.9662
2004-07,2293.8937,2294.5286,2294.5286,2294.5286,2294.5286,2291.3541,2291.3541,2291.3541,2291.3541,2291.3541,2291.3541,2291.3541,2291.3541,2291.3541,2291.3541,2291.3541,2291.3541
2004-10,2320.8096,2322.0904,2322.0904,2322.0904,2322.0904,2318.8884,2318.8884,2318.8884,2318.8884,2318.8884,2318.8884,2318.8884,2318.8884,2318.8884,2318.8884,2318.8884,2318.8884
2005-01,2311.1490,2310.6204,2310.6204,2310.6204,2310.6204,2294.3900,2294.3900,2294.3900,2294.3900,2292.2000,2292.2000,2292.2000,2292.2000,2292.2000,2292.2000,2292.2000,2292.2000
2005-04,2162.8181,2155.8474,2155.8474,2155.8474,2155.8474,2135.1176,2135.1176,2135.1176,2135.1176,2133.4236,2133.4236,2133.4236,2133.4236,2133.4236,2133.4236,2133.4236,2133.4236
2005-07,2338.9254,2331.5619,2331.5619,2331.5619,2331.5619,2306.1996,2306.1996,2306.1996,2306.1996,2305.0370,2305.0370,2305.0370,2305.0370,2305.0370,2305.0370,2305.0370,2305.0370
2005-10,2372.1880,2364.8040,2364.8040,2364.8040,2364.8040,2343.0305,2343.0305,2343.0305,2343.0305,2341.5106,2341.5106,2341.5106,2341.5106,2341.5106,2341.5106,2341.5106,2341.5106
2006-01,2382.8805,2376.2658,2376.2658,2376.2658,2376.2658,2356.0478,2356.0478,2356.0478,2356.0478,2341.1200,2341.1200,2341.1200,2341.1200,2341.7600,2341.7600,2341.7600,2341.7600
2006-04,2227.2635,2217.7848,2217.7848,2217.7848,2217.7848,2201.9372,2201.9372,2201.9372,2201.9372,2189.7321,2189.7321,2189.7321,2189.7321,2190.3840,2190.3840,2190.3840,2190.3840
2006-07,2438.2599,2429.9784,2429.9784,2429.9784,2429.9784,2411.1190,2411.1190,2411.1190,2411.1190,2401.2000,2401.2000,2401.2000,2401.2000,2401.8670,2401.8670,2401.8670,2401.8670
2006-10,2482.0785,2476.7864,2476.7864,2476.7864,2476.7864,2455.1814,2455.1814,2455.1814,2455.1814,2448.0120,2448.0120,2448.0120,2448.0120,2448.6875,2448.6875,2448.6875,2448.6875
2007-01,2506.0174,2501.4704,2500.5120,2499.8400,2501.8560,2473.8912,2473.8912,2473.8912,2473.8912,2464.6209,2464.6209,2464.6209,2464.6209,2473.3062,2473.3062,2473.3062,2473.3062
2007-04,,2322.5520,2326.2960,2324.2512,2328.3360,2299.0920,2299.0920,2299.0920,2299.0920,2290.9656,2290.9656,2290.9656,2290.9656,2299.0800,2299.0800,2299.0800,2299.0800
2007-07,,,2531.0532,2529.2302,2527.2974,2491.2480,2491.2480,2491.2480,2491.2480,2483.2149,2483.2149,2483.2149,2483.2149,2492.1498,2492.1498,2492.1498,2492.1498
2007-10,,,,2573.7406,2575.8216,2535.4707,2535.4707,2535.4707,2535.4707,2523.7536,2523.7536,2523.7536,2523.7536,2532.1104,2532.1104,2532.1104,2532.1104
2008-01,,,,,2606.6565,2552.1414,2555.6024,2554.6752,2554.6752,2543.3400,2543.3400,2543.3400,2543.3400,2557.1910,2557.1910,2557.1910,2557.1910
2008-04,,,,,,2410.0884,2404.1160,2403.4695,2403.4695,2388.9498,2388.9498,2388.9498,2388.9498,2401.5012,2401.5012,2401.5012,2401.5012
2008-07,,,,,,,2578.8250,2576.9370,2576.9370,2567.9160,2567.9160,2567.9160,2567.9160,2578.8797,2578.8797,2578.8797,2578.8797
2008-10,,,,,,,,2575.2284,2573.8068,2559.8379,2559.8379,2559.8379,2559.8379,2570.1088,2570.1088,2570.1088,2570.1088
2009-01,,,,,,,,,2508.1128,2491.4240,2477.8800,2477.8800,2477.1917,2505.8930,2505.8930,2505.8930,2505.8930
2009-04,,,,,,,,,,2302.1736,2280.7692,2274.9881,2274.3010,2306.4750,2306.4750,2306.4750,2306.4750
2009-07,,,,,,,,,,,2463.1068,2455.4110,2457.8970,2499.1980,2499.1980,2499.1980,2499.1980
2009-10,,,,,,,,,,,,2499.1980,2518.4013,2564.1504,2564.1504,2564.1504,2564.1504
2010-01,,,,,,,,,,,,,2511.2360,2560.7484,2559.5202,2554.4925,2554.6976
2010-04,,,,,,,,,,,,,,2396.8679,2416.0878,2404.2705,2402.2992
2010-07,,,,,,,,,,,,,,,2637.0413,2626.5294,2625.3603
2010-10,,,,,,,,,,,,,,,,2675.4068,2674.6240
2011-01,,,,,,,,,,,,,,,,,2667.7164
