"",2011-08-18,2011-11-17,2012-02-16,2012-05-16,2012-08-16,2012-11-15,2013-02-19,2013-05-16,2013-08-20,2013-11-19,2014-02-18,2014-05-20,2014-08-21,2014-11-18
1994-01,1.285,1.285,1.285,1.285,1.285,1.285,1.285,1.285,1.285,1.285,1.285,1.285,1.283,1.283
1994-04,1.272,1.272,1.272,1.272,1.272,1.272,1.272,1.272,1.272,1.272,1.272,1.272,1.269,1.269
1994-07,1.275,1.275,1.275,1.275,1.275,1.275,1.275,1.275,1.275,1.275,1.275,1.275,1.273,1.273
1994-10,1.284,1.284,1.284,1.284,1.284,1.284,1.284,1.284,1.284,1.284,1.284,1.284,1.279,1.279
1995-01,1.270,1.270,1.270,1.270,1.270,1.270,1.270,1.270,1.270,1.270,1.270,1.270,1.267,1.267
1995-04,1.256,1.256,1.256,1.256,1.256,1.256,1.256,1.256,1.256,1.256,1.256,1.256,1.253,1.253
1995-07,1.259,1.259,1.259,1.259,1.259,1.259,1.259,1.259,1.259,1.259,1.259,1.259,1.257,1.257
1995-10,1.265,1.265,1.265,1.265,1.265,1.265,1.265,1.265,1.265,1.265,1.265,1.265,1.262,1.262
1996-01,1.258,1.258,1.258,1.258,1.258,1.258,1.258,1.258,1.258,1.258,1.258,1.258,1.256,1.256
1996-04,1.247,1.247,1.247,1.247,1.247,1.247,1.247,1.247,1.247,1.247,1.247,1.247,1.244,1.244
1996-07,1.245,1.245,1.245,1.245,1.245,1.245,1.245,1.245,1.245,1.245,1.245,1.245,1.244,1.244
1996-10,1.254,1.254,1.254,1.254,1.254,1.254,1.254,1.254,1.254,1.254,1.254,1.254,1.250,1.250
1997-01,1.245,1.245,1.245,1.245,1.245,1.245,1.245,1.245,1.245,1.245,1.245,1.245,1.245,1.245
1997-04,1.238,1.238,1.238,1.238,1.238,1.238,1.238,1.238,1.238,1.238,1.238,1.238,1.236,1.236
1997-07,1.247,1.247,1.247,1.247,1.247,1.247,1.247,1.247,1.247,1.247,1.247,1.247,1.246,1.246
1997-10,1.257,1.257,1.257,1.257,1.257,1.257,1.257,1.257,1.257,1.257,1.257,1.257,1.254,1.254
1998-01,1.245,1.245,1.245,1.245,1.245,1.245,1.245,1.245,1.245,1.245,1.245,1.245,1.245,1.245
1998-04,1.248,1.248,1.248,1.248,1.248,1.248,1.248,1.248,1.248,1.248,1.248,1.248,1.248,1.248
1998-07,1.254,1.254,1.254,1.254,1.254,1.254,1.254,1.254,1.254,1.254,1.254,1.254,1.255,1.255
1998-10,1.269,1.269,1.269,1.269,1.269,1.269,1.269,1.269,1.269,1.269,1.269,1.269,1.266,1.266
1999-01,1.258,1.258,1.258,1.258,1.258,1.258,1.258,1.258,1.258,1.258,1.258,1.258,1.256,1.256
1999-04,1.256,1.256,1.256,1.256,1.256,1.256,1.256,1.256,1.256,1.256,1.256,1.256,1.252,1.252
1999-07,1.266,1.266,1.266,1.266,1.266,1.266,1.266,1.266,1.266,1.266,1.266,1.266,1.264,1.264
1999-10,1.282,1.282,1.282,1.282,1.282,1.282,1.282,1.282,1.282,1.282,1.282,1.282,1.282,1.282
2000-01,1.277,1.277,1.277,1.277,1.277,1.277,1.277,1.277,1.277,1.277,1.277,1.277,1.284,1.284
2000-04,1.279,1.279,1.279,1.279,1.279,1.279,1.279,1.279,1.279,1.279,1.279,1.279,1.284,1.284
2000-07,1.285,1.285,1.285,1.285,1.285,1.285,1.285,1.285,1.285,1.285,1.285,1.285,1.290,1.290
2000-10,1.296,1.296,1.296,1.296,1.296,1.296,1.296,1.296,1.296,1.296,1.296,1.296,1.298,1.298
2001-01,1.285,1.285,1.285,1.285,1.285,1.285,1.285,1.285,1.285,1.285,1.285,1.285,1.289,1.289
2001-04,1.285,1.285,1.285,1.285,1.285,1.285,1.285,1.285,1.285,1.285,1.285,1.285,1.286,1.286
2001-07,1.288,1.288,1.288,1.288,1.288,1.288,1.288,1.288,1.288,1.288,1.288,1.288,1.291,1.291
2001-10,1.303,1.303,1.303,1.303,1.303,1.303,1.303,1.303,1.303,1.303,1.303,1.303,1.303,1.303
2002-01,1.294,1.294,1.294,1.294,1.294,1.294,1.294,1.294,1.294,1.294,1.294,1.294,1.298,1.298
2002-04,1.290,1.290,1.290,1.290,1.290,1.290,1.290,1.290,1.290,1.290,1.290,1.290,1.293,1.293
2002-07,1.288,1.288,1.288,1.288,1.288,1.288,1.288,1.288,1.288,1.288,1.288,1.288,1.294,1.294
2002-10,1.293,1.293,1.293,1.293,1.293,1.293,1.293,1.293,1.293,1.293,1.293,1.293,1.297,1.297
2003-01,1.278,1.278,1.278,1.278,1.278,1.278,1.278,1.278,1.278,1.278,1.278,1.278,1.283,1.283
2003-04,1.268,1.268,1.268,1.268,1.268,1.268,1.268,1.268,1.268,1.268,1.268,1.268,1.272,1.272
2003-07,1.264,1.264,1.264,1.264,1.264,1.264,1.264,1.264,1.264,1.264,1.264,1.264,1.270,1.270
2003-10,1.269,1.269,1.269,1.269,1.269,1.269,1.269,1.269,1.269,1.269,1.269,1.269,1.273,1.273
2004-01,1.262,1.262,1.262,1.262,1.262,1.262,1.262,1.262,1.262,1.262,1.262,1.262,1.263,1.263
2004-04,1.257,1.257,1.257,1.257,1.257,1.257,1.257,1.257,1.257,1.257,1.257,1.257,1.259,1.259
2004-07,1.259,1.259,1.259,1.259,1.259,1.259,1.259,1.259,1.259,1.259,1.259,1.259,1.262,1.262
2004-10,1.269,1.269,1.269,1.269,1.269,1.269,1.269,1.269,1.269,1.269,1.269,1.269,1.271,1.271
2005-01,1.260,1.260,1.260,1.260,1.260,1.260,1.260,1.260,1.260,1.260,1.260,1.260,1.262,1.262
2005-04,1.253,1.253,1.253,1.253,1.253,1.253,1.253,1.253,1.253,1.253,1.253,1.253,1.256,1.256
2005-07,1.253,1.253,1.253,1.253,1.253,1.253,1.253,1.253,1.253,1.253,1.253,1.253,1.258,1.258
2005-10,1.261,1.261,1.261,1.261,1.261,1.261,1.261,1.261,1.261,1.261,1.261,1.261,1.263,1.263
2006-01,1.258,1.258,1.258,1.258,1.258,1.258,1.258,1.258,1.258,1.258,1.258,1.258,1.258,1.258
2006-04,1.253,1.253,1.253,1.253,1.253,1.253,1.253,1.253,1.253,1.253,1.253,1.253,1.254,1.254
2006-07,1.251,1.251,1.251,1.251,1.251,1.251,1.251,1.251,1.251,1.251,1.251,1.251,1.255,1.255
2006-10,1.251,1.251,1.251,1.251,1.251,1.251,1.251,1.251,1.251,1.251,1.251,1.251,1.255,1.255
2007-01,1.234,1.234,1.234,1.234,1.234,1.234,1.234,1.234,1.234,1.234,1.234,1.234,1.241,1.241
2007-04,1.224,1.224,1.224,1.224,1.224,1.224,1.224,1.224,1.224,1.224,1.224,1.224,1.230,1.230
2007-07,1.216,1.216,1.216,1.216,1.216,1.216,1.216,1.216,1.216,1.216,1.216,1.216,1.223,1.223
2007-10,1.222,1.222,1.222,1.222,1.222,1.222,1.222,1.222,1.222,1.222,1.222,1.222,1.229,1.229
2008-01,1.213,1.213,1.213,1.213,1.204,1.204,1.204,1.204,1.204,1.204,1.204,1.204,1.217,1.217
2008-04,1.207,1.207,1.207,1.207,1.196,1.196,1.196,1.196,1.196,1.196,1.196,1.196,1.212,1.212
2008-07,1.216,1.216,1.216,1.216,1.199,1.199,1.199,1.199,1.199,1.199,1.199,1.199,1.216,1.216
2008-10,1.233,1.233,1.233,1.233,1.211,1.211,1.211,1.211,1.211,1.211,1.211,1.211,1.231,1.231
2009-01,1.226,1.226,1.226,1.226,1.205,1.205,1.205,1.205,1.205,1.205,1.205,1.205,1.226,1.226
2009-04,1.224,1.224,1.224,1.224,1.207,1.207,1.207,1.207,1.207,1.207,1.207,1.207,1.222,1.222
2009-07,1.227,1.227,1.227,1.227,1.214,1.214,1.214,1.214,1.213,1.213,1.213,1.213,1.225,1.225
2009-10,1.234,1.234,1.234,1.234,1.223,1.223,1.223,1.223,1.222,1.222,1.222,1.222,1.229,1.229
2010-01,1.225,1.225,1.225,1.225,1.212,1.212,1.212,1.212,1.210,1.210,1.210,1.210,1.218,1.218
2010-04,1.223,1.223,1.223,1.223,1.208,1.208,1.208,1.208,1.204,1.204,1.204,1.204,1.212,1.212
2010-07,1.226,1.226,1.226,1.226,1.211,1.211,1.211,1.211,1.208,1.208,1.208,1.208,1.211,1.211
2010-10,1.235,1.235,1.235,1.235,1.219,1.219,1.219,1.219,1.216,1.216,1.216,1.216,1.215,1.215
2011-01,1.228,1.228,1.227,1.226,1.209,1.209,1.209,1.209,1.204,1.204,1.204,1.204,1.205,1.205
2011-04,1.225,1.226,1.224,1.222,1.204,1.204,1.204,1.204,1.200,1.200,1.200,1.200,1.198,1.198
2011-07,,1.227,1.224,1.223,1.205,1.205,1.205,1.205,1.199,1.199,1.199,1.199,1.199,1.199
2011-10,,,1.233,1.232,1.213,1.213,1.213,1.213,1.205,1.205,1.205,1.205,1.205,1.205
2012-01,,,,1.226,1.207,1.205,1.205,1.206,1.197,1.197,1.197,1.197,1.197,1.197
2012-04,,,,,1.201,1.199,1.200,1.200,1.194,1.194,1.194,1.194,1.193,1.193
2012-07,,,,,,1.199,1.201,1.201,1.196,1.196,1.196,1.196,1.197,1.197
2012-10,,,,,,,1.208,1.210,1.201,1.201,1.201,1.201,1.203,1.203
2013-01,,,,,,,,1.201,1.191,1.193,1.190,1.190,1.197,1.197
2013-04,,,,,,,,,1.188,1.191,1.184,1.184,1.195,1.195
2013-07,,,,,,,,,,1.195,1.187,1.188,1.199,1.199
2013-10,,,,,,,,,,,1.198,1.196,1.206,1.206
2014-01,,,,,,,,,,,,1.185,1.198,1.198
2014-04,,,,,,,,,,,,,1.194,1.194
2014-07,,,,,,,,,,,,,,1.192
