"",2011-08-18,2011-11-17,2012-02-16,2012-05-16,2012-08-16,2012-11-15,2013-02-19,2013-05-16,2013-08-20,2013-11-19,2014-02-18,2014-05-20,2014-08-21,2014-11-18
unit,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,Stunden,Stunden
unit multiplier,million,million,million,million,million,million,million,million,million,million,million,million,million,million
Baseyear,,,,,,,,,,,,,,
Record meth,Manual,Manual,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,2890.8175,2890.8175,2890.8200,2890.8200,2890.6900,2890.6900,2890.6900,2890.6900,2890.4925,2890.4925,2890.4925,2890.4925,3031.9934,3031.9934
1991-04,2868.1725,2868.1725,2868.1700,2868.1700,2868.2500,2868.2500,2868.2465,2868.2465,2868.0544,2868.0544,2868.0544,2868.0544,3006.0516,3006.0516
1991-07,2858.7007,2858.7007,2858.7000,2858.7000,2858.8900,2858.8900,2858.8948,2858.8948,2858.8375,2858.8375,2858.8375,2858.8375,2989.5252,2989.5252
1991-10,2895.1010,2895.1010,2895.1000,2895.1000,2895.3700,2895.3700,2895.3734,2895.3734,2895.4351,2895.4351,2895.4351,2895.4351,3026.1270,3026.1270
1992-01,2891.8677,2891.8677,2891.8700,2891.8700,2891.7100,2891.7100,2891.7058,2891.7058,2891.5145,2891.5145,2891.5145,2891.5145,3023.8547,3023.8547
1992-04,2905.3906,2905.3906,2905.3900,2905.3900,2905.4100,2905.4100,2905.4069,2905.4069,2905.2144,2905.2144,2905.2144,2905.2144,3058.1587,3058.1587
1992-07,2891.0734,2891.0734,2891.0700,2891.0700,2891.2800,2891.2800,2891.2790,2891.2790,2891.2204,2891.2204,2891.2204,2891.2204,3027.4487,3027.4487
1992-10,2882.0972,2882.0972,2882.1000,2882.1000,2882.4500,2882.4500,2882.4509,2882.4509,2882.5032,2882.5032,2882.5032,2882.5032,3005.9268,3005.9268
1993-01,2903.4827,2903.4827,2903.4800,2903.4800,2902.8800,2902.8800,2902.8833,2902.8833,2902.6979,2902.6979,2902.6979,2902.6979,3004.1748,3004.1748
1993-04,2909.0420,2909.0420,2909.0400,2909.0400,2909.2400,2909.2400,2909.2356,2909.2356,2909.0571,2909.0571,2909.0571,2909.0571,3018.4803,3018.4803
1993-07,2906.4209,2906.4209,2906.4200,2906.4200,2906.7700,2906.7700,2906.7739,2906.7739,2906.7143,2906.7143,2906.7143,2906.7143,3015.6522,3015.6522
1993-10,2901.2089,2901.2089,2901.2100,2901.2100,2901.6800,2901.6800,2901.6761,2901.6761,2901.7131,2901.7131,2901.7131,2901.7131,3005.6372,3005.6372
1994-01,2924.9313,2924.9313,2924.9300,2924.9300,2923.9200,2923.9200,2923.9222,2923.9222,2923.7392,2923.7392,2923.7392,2923.7392,3041.0968,3041.0968
1994-04,2931.2706,2931.2706,2931.2700,2931.2700,2931.6200,2931.6200,2931.6233,2931.6233,2931.4561,2931.4561,2931.4561,2931.4561,3046.0379,3046.0379
1994-07,2945.4745,2945.4745,2945.4700,2945.4700,2945.9700,2945.9700,2945.9685,2945.9685,2945.9025,2945.9025,2945.9025,2945.9025,3057.0113,3057.0113
1994-10,2941.1404,2941.1404,2941.1400,2941.1400,2941.7200,2941.7200,2941.7186,2941.7186,2941.7334,2941.7334,2941.7334,2941.7334,3046.1613,3046.1613
1995-01,2923.3144,2923.3144,2923.3100,2923.3100,2921.9500,2921.9500,2921.9513,2921.9513,2921.7619,2921.7619,2921.7619,2921.7619,3045.5963,3045.5963
1995-04,2933.6577,2933.6577,2933.6600,2933.6600,2934.2400,2934.2400,2934.2382,2934.2382,2934.0893,2934.0893,2934.0893,2934.0893,3054.4683,3054.4683
1995-07,2957.4925,2957.4925,2957.4900,2957.4900,2958.1200,2958.1200,2958.1152,2958.1152,2958.0361,2958.0361,2958.0361,2958.0361,3076.1628,3076.1628
1995-10,2987.5724,2987.5724,2987.5700,2987.5700,2988.1500,2988.1500,2988.1478,2988.1478,2988.1490,2988.1490,2988.1490,2988.1490,3104.1050,3104.1050
