"",2011-09-01,2011-11-24,2012-02-24,2012-05-24,2012-08-23,2012-11-23,2013-02-22,2013-05-24,2013-08-23,2013-11-22,2014-02-25,2014-05-23,2014-09-01,2014-11-25,2015-02-24
unit,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,Anzahl,Anzahl,Anzahl
unit multiplier,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million
Baseyear,,,,,,,,,,,,,,,
Record meth,Manual,Manual,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,2.029,2.029,2.029,2.029,2.029,2.029,2.029,2.029,2.030,2.030,2.030,2.030,1.880,1.880,1.880
1991-04,2.033,2.033,2.033,2.033,2.033,2.033,2.033,2.033,2.033,2.033,2.033,2.033,1.880,1.880,1.880
1991-07,2.032,2.032,2.032,2.032,2.032,2.032,2.032,2.032,2.032,2.032,2.032,2.032,1.880,1.880,1.880
1991-10,2.052,2.052,2.052,2.052,2.052,2.052,2.052,2.052,2.052,2.052,2.052,2.052,1.895,1.895,1.895
1992-01,2.062,2.062,2.062,2.062,2.062,2.062,2.062,2.062,2.062,2.062,2.062,2.062,1.909,1.909,1.909
1992-04,2.080,2.080,2.080,2.080,2.080,2.080,2.080,2.080,2.080,2.080,2.080,2.080,1.920,1.920,1.920
1992-07,2.089,2.089,2.089,2.089,2.088,2.088,2.088,2.088,2.088,2.088,2.088,2.088,1.923,1.923,1.923
1992-10,2.095,2.095,2.095,2.095,2.095,2.095,2.095,2.095,2.095,2.095,2.095,2.095,1.920,1.920,1.920
1993-01,2.104,2.104,2.104,2.104,2.104,2.104,2.104,2.104,2.105,2.105,2.105,2.105,1.927,1.927,1.927
1993-04,2.117,2.117,2.117,2.117,2.117,2.117,2.117,2.117,2.117,2.117,2.117,2.117,1.935,1.935,1.935
1993-07,2.140,2.140,2.140,2.140,2.140,2.140,2.140,2.140,2.140,2.140,2.140,2.140,1.955,1.955,1.955
1993-10,2.162,2.162,2.162,2.162,2.162,2.162,2.162,2.162,2.162,2.162,2.162,2.162,1.979,1.979,1.979
1994-01,2.198,2.198,2.198,2.198,2.198,2.198,2.198,2.198,2.198,2.198,2.198,2.198,2.020,2.020,2.020
1994-04,2.220,2.220,2.220,2.220,2.220,2.220,2.220,2.220,2.220,2.220,2.220,2.220,2.050,2.050,2.050
1994-07,2.256,2.256,2.256,2.256,2.256,2.256,2.256,2.256,2.255,2.255,2.255,2.255,2.089,2.089,2.089
1994-10,2.289,2.289,2.289,2.289,2.289,2.289,2.289,2.289,2.289,2.289,2.289,2.289,2.131,2.131,2.131
1995-01,2.319,2.319,2.319,2.319,2.319,2.319,2.319,2.319,2.320,2.320,2.320,2.320,2.166,2.166,2.166
1995-04,2.352,2.352,2.352,2.352,2.352,2.352,2.352,2.352,2.352,2.352,2.352,2.352,2.200,2.200,2.200
1995-07,2.370,2.370,2.370,2.370,2.370,2.370,2.370,2.370,2.369,2.369,2.369,2.369,2.221,2.221,2.221
1995-10,2.402,2.402,2.402,2.402,2.402,2.402,2.402,2.402,2.402,2.402,2.402,2.402,2.252,2.252,2.252
1996-01,2.436,2.436,2.436,2.436,2.436,2.436,2.436,2.436,2.437,2.437,2.437,2.437,2.285,2.285,2.285
1996-04,2.463,2.463,2.463,2.463,2.463,2.463,2.463,2.463,2.463,2.463,2.463,2.463,2.313,2.313,2.313
1996-07,2.481,2.481,2.481,2.481,2.481,2.481,2.481,2.481,2.481,2.481,2.481,2.481,2.342,2.342,2.342
1996-10,2.506,2.506,2.506,2.506,2.506,2.506,2.506,2.506,2.506,2.506,2.506,2.506,2.374,2.374,2.374
1997-01,2.529,2.529,2.529,2.529,2.529,2.529,2.529,2.529,2.529,2.529,2.529,2.529,2.405,2.405,2.405
1997-04,2.556,2.556,2.556,2.556,2.556,2.556,2.556,2.556,2.555,2.555,2.555,2.555,2.440,2.440,2.440
