"",2011-09-01,2011-11-24,2012-02-24,2012-05-24,2012-08-23,2012-11-23,2013-02-22,2013-05-24,2013-08-23,2013-11-22,2014-02-25,2014-05-23,2014-09-01,2014-11-25,2015-02-24
unit,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2010=100,2010=100,2010=100
unit multiplier,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one
Baseyear,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2010,2010,2010
Record meth,Manual,Manual,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,69.62,69.62,69.62,69.62,69.57,69.57,69.57,69.57,69.60,69.60,69.62,69.62,68.73,68.73,68.73
1991-04,70.81,70.81,70.81,70.81,70.90,70.90,70.90,70.90,70.80,70.80,70.92,70.92,69.47,69.47,69.47
1991-07,70.39,70.39,70.39,70.39,70.36,70.36,70.36,70.36,70.41,70.41,70.42,70.42,69.50,69.50,69.50
1991-10,70.47,70.47,70.47,70.47,70.45,70.45,70.45,70.45,70.46,70.46,70.31,70.31,69.08,69.08,69.08
1992-01,73.08,73.08,73.08,73.08,73.01,73.01,73.01,73.01,73.05,73.05,73.06,73.06,72.36,72.36,72.36
1992-04,73.84,73.84,73.84,73.84,73.93,73.93,73.93,73.93,73.86,73.86,73.96,73.96,72.86,72.86,72.86
1992-07,74.63,74.63,74.63,74.63,74.62,74.62,74.62,74.62,74.66,74.66,74.67,74.67,73.13,73.13,73.13
1992-10,75.35,75.35,75.35,75.35,75.34,75.34,75.34,75.34,75.34,75.34,75.21,75.21,72.69,72.69,72.69
1993-01,77.20,77.20,77.20,77.20,77.13,77.13,77.13,77.13,77.16,77.16,77.17,77.17,75.27,75.27,75.27
1993-04,78.23,78.23,78.23,78.23,78.33,78.33,78.33,78.33,78.25,78.25,78.36,78.36,75.94,75.94,75.94
1993-07,78.83,78.83,78.83,78.83,78.83,78.83,78.83,78.83,78.86,78.86,78.87,78.87,75.97,75.97,75.97
1993-10,74.63,74.63,74.63,74.63,74.61,74.61,74.61,74.61,74.62,74.62,74.50,74.50,75.86,75.86,75.86
1994-01,76.94,76.94,76.94,76.94,76.88,76.88,76.88,76.88,76.90,76.90,76.92,76.92,74.88,74.88,74.88
1994-04,77.44,77.44,77.44,77.44,77.54,77.54,77.54,77.54,77.47,77.47,77.55,77.55,75.17,75.17,75.17
1994-07,78.59,78.59,78.59,78.59,78.59,78.59,78.59,78.59,78.61,78.61,78.62,78.62,76.25,76.25,76.25
1994-10,78.75,78.75,78.75,78.75,78.74,78.74,78.74,78.74,78.75,78.75,78.66,78.66,76.62,76.62,76.62
1995-01,79.72,79.72,79.72,79.72,79.66,79.66,79.66,79.66,79.68,79.68,79.69,79.69,78.23,78.23,78.23
1995-04,80.56,80.56,80.56,80.56,80.62,80.62,80.62,80.62,80.58,80.58,80.63,80.63,78.54,78.54,78.54
1995-07,81.91,81.91,81.91,81.91,81.92,81.92,81.92,81.92,81.94,81.94,81.93,81.93,79.42,79.42,79.42
