"",2011-08-18,2011-11-17,2012-02-16,2012-05-16,2012-08-16,2012-11-15,2013-02-19,2013-05-16,2013-08-20,2013-11-19,2014-02-18,2014-05-20,2014-08-21,2014-11-18
unit,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,Stunden,Stunden
unit multiplier,million,million,million,million,million,million,million,million,million,million,million,million,million,million
Baseyear,,,,,,,,,,,,,,
Record meth,Manual,Manual,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,2723.7276,2723.7276,2723.7300,2723.7300,2723.6500,2723.6500,2723.6524,2723.6524,2723.4100,2723.4100,2723.4100,2723.4100,2866.6531,2866.6531
1991-04,2698.4162,2698.4162,2698.4200,2698.4200,2698.4500,2698.4500,2698.4491,2698.4491,2698.2939,2698.2939,2698.2939,2698.2939,2838.4147,2838.4147
1991-07,2689.5484,2689.5484,2689.5500,2689.5500,2689.7200,2689.7200,2689.7211,2689.7211,2689.6815,2689.6815,2689.6815,2689.6815,2823.1045,2823.1045
1991-10,2732.2449,2732.2449,2732.2400,2732.2400,2732.5300,2732.5300,2732.5274,2732.5274,2732.5794,2732.5794,2732.5794,2732.5794,2865.9341,2865.9341
1992-01,2717.4998,2717.4998,2717.5000,2717.5000,2717.3800,2717.3800,2717.3840,2717.3840,2717.1539,2717.1539,2717.1539,2717.1539,2851.7714,2851.7714
1992-04,2733.5428,2733.5428,2733.5400,2733.5400,2733.5200,2733.5200,2733.5195,2733.5195,2733.3633,2733.3633,2733.3633,2733.3633,2888.1430,2888.1430
1992-07,2716.5608,2716.5608,2716.5600,2716.5600,2716.7500,2716.7500,2716.7495,2716.7495,2716.7039,2716.7039,2716.7039,2716.7039,2854.0949,2854.0949
1992-10,2705.0035,2705.0035,2705.0000,2705.0000,2705.3700,2705.3700,2705.3676,2705.3676,2705.4094,2705.4094,2705.4094,2705.4094,2830.6049,2830.6049
1993-01,2724.7238,2724.7238,2724.7200,2724.7200,2724.1600,2724.1600,2724.1563,2724.1563,2723.9466,2723.9466,2723.9466,2723.9466,2827.7301,2827.7301
1993-04,2726.6655,2726.6655,2726.6700,2726.6700,2726.8200,2726.8200,2726.8176,2726.8176,2726.6789,2726.6789,2726.6789,2726.6789,2838.2470,2838.2470
1993-07,2721.8208,2721.8208,2721.8200,2721.8200,2722.1600,2722.1600,2722.1620,2722.1620,2722.1105,2722.1105,2722.1105,2722.1105,2833.6504,2833.6504
1993-10,2712.9072,2712.9072,2712.9100,2712.9100,2713.4000,2713.4000,2713.3959,2713.3959,2713.4092,2713.4092,2713.4092,2713.4092,2820.2984,2820.2984
1994-01,2736.9009,2736.9009,2736.9000,2736.9000,2735.9000,2735.9000,2735.8959,2735.8959,2735.7172,2735.7172,2735.7172,2735.7172,2856.1765,2856.1765
1994-04,2741.5012,2741.5012,2741.5000,2741.5000,2741.8200,2741.8200,2741.8210,2741.8210,2741.6898,2741.6898,2741.6898,2741.6898,2859.9327,2859.9327
1994-07,2756.3134,2756.3134,2756.3100,2756.3100,2756.8000,2756.8000,2756.8011,2756.8011,2756.7343,2756.7343,2756.7343,2756.7343,2871.2040,2871.2040
1994-10,2751.9987,2751.9987,2752.0000,2752.0000,2752.6100,2752.6100,2752.6120,2752.6120,2752.5874,2752.5874,2752.5874,2752.5874,2860.1619,2860.1619
1995-01,2735.2049,2735.2049,2735.2000,2735.2000,2733.8200,2733.8200,2733.8167,2733.8167,2733.6629,2733.6629,2733.6629,2733.6629,2860.1072,2860.1072
1995-04,2747.4801,2747.4801,2747.4800,2747.4800,2748.0400,2748.0400,2748.0360,2748.0360,2747.9182,2747.9182,2747.9182,2747.9182,2870.9035,2870.9035
1995-07,2769.8659,2769.8659,2769.8700,2769.8700,2770.4800,2770.4800,2770.4769,2770.4769,2770.3954,2770.3954,2770.3954,2770.3954,2891.6960,2891.6960
1995-10,2799.3732,2799.3732,2799.3700,2799.3700,2800.0100,2800.0100,2800.0100,2800.0100,2799.9470,2799.9470,2799.9470,2799.9470,2919.5357,2919.5357
