"",2005-05-24,2005-08-23,2005-11-22,2006-02-22,2006-05-23,2006-08-24,2006-11-23,2007-02-22,2007-05-24,2007-08-23,2007-11-22,2008-02-26,2008-05-27,2008-08-26,2008-11-25,2009-02-25,2009-05-26,2009-08-25,2009-11-24,2010-02-24,2010-05-21,2010-08-24,2010-11-23,2011-02-24,2011-05-24
1997-07,71.76,71.74,71.74,71.75,71.75,71.75,71.75,71.75,71.75,71.75,71.75,71.75,71.75,71.75,71.75,71.75,71.75,71.82,71.82,71.82,71.81,71.81,71.81,71.81,71.81
1997-10,72.35,72.35,72.35,72.36,72.36,72.36,72.36,72.36,72.36,72.36,72.36,72.36,72.36,72.36,72.36,72.36,72.36,72.34,72.34,72.34,72.34,72.34,72.34,72.34,72.35
1998-01,72.33,72.34,72.34,72.33,72.33,72.32,72.32,72.32,72.32,72.32,72.32,72.32,72.32,72.32,72.32,72.32,72.32,72.28,72.28,72.28,72.29,72.29,72.29,72.29,72.29
1998-04,73.21,73.21,73.21,73.20,73.20,73.20,73.20,73.20,73.20,73.20,73.20,73.20,73.20,73.20,73.20,73.20,73.20,73.19,73.19,73.19,73.19,73.19,73.19,73.19,73.19
1998-07,74.27,74.25,74.25,74.27,74.27,74.27,74.27,74.27,74.27,74.27,74.27,74.27,74.27,74.27,74.27,74.27,74.27,74.31,74.31,74.31,74.31,74.30,74.30,74.30,74.30
1998-10,74.56,74.57,74.57,74.58,74.58,74.58,74.58,74.58,74.58,74.58,74.58,74.58,74.58,74.59,74.59,74.59,74.59,74.59,74.59,74.59,74.59,74.60,74.60,74.60,74.60
1999-01,74.60,74.61,74.61,74.59,74.59,74.58,74.58,74.58,74.58,74.58,74.58,74.58,74.58,74.58,74.58,74.58,74.58,74.55,74.55,74.55,74.55,74.54,74.54,74.54,74.54
1999-04,76.03,76.03,76.03,76.01,76.01,76.01,76.01,76.01,76.01,76.00,76.00,76.00,76.00,76.00,76.00,76.00,76.00,76.00,76.00,76.00,76.00,75.99,75.99,75.99,75.99
1999-07,76.52,76.49,76.49,76.51,76.51,76.52,76.52,76.52,76.52,76.52,76.52,76.52,76.52,76.51,76.51,76.51,76.51,76.53,76.53,76.53,76.52,76.51,76.51,76.51,76.51
1999-10,76.56,76.60,76.60,76.62,76.62,76.62,76.62,76.62,76.62,76.63,76.63,76.63,76.63,76.64,76.64,76.64,76.64,76.65,76.65,76.65,76.66,76.67,76.67,76.67,76.67
2000-01,76.69,76.69,76.69,76.67,76.67,76.65,76.65,76.65,76.65,76.65,76.65,76.65,76.65,76.65,76.65,76.65,76.65,76.62,76.62,76.62,76.62,76.62,76.62,76.62,76.61
2000-04,76.98,76.96,76.96,76.93,76.93,76.92,76.92,76.92,76.92,76.91,76.91,76.91,76.91,76.90,76.90,76.90,76.90,76.91,76.91,76.91,76.91,76.90,76.90,76.90,76.90
2000-07,78.61,78.56,78.56,78.57,78.57,78.59,78.59,78.59,78.59,78.59,78.59,78.59,78.59,78.58,78.58,78.58,78.58,78.58,78.58,78.58,78.56,78.56,78.56,78.56,78.56
2000-10,78.35,78.43,78.43,78.45,78.45,78.47,78.47,78.47,78.47,78.48,78.48,78.48,78.48,78.49,78.49,78.49,78.49,78.51,78.51,78.51,78.53,78.55,78.55,78.55,78.55
2001-01,78.27,78.31,78.31,78.30,78.30,78.27,78.27,78.27,78.27,78.25,78.25,78.25,78.25,78.26,78.26,78.26,78.26,78.24,78.24,78.24,78.24,78.23,78.23,78.23,78.23
2001-04,78.34,78.41,78.41,78.37,78.37,78.36,78.36,78.36,78.36,78.33,78.33,78.33,78.33,78.32,78.32,78.32,78.32,78.32,78.32,78.32,78.32,78.31,78.31,78.31,78.32
2001-07,78.82,78.81,78.81,78.83,78.83,78.85,78.85,78.85,78.85,78.86,78.86,78.86,78.86,78.85,78.85,78.85,78.85,78.83,78.83,78.83,78.81,78.80,78.80,78.80,78.81
2001-10,80.29,80.49,80.49,80.53,80.53,80.55,80.55,80.55,80.55,80.58,80.58,80.58,80.58,80.60,80.60,80.60,80.60,80.63,80.63,80.63,80.65,80.67,80.67,80.67,80.66
2002-01,80.54,80.60,80.60,80.56,80.56,80.66,80.66,80.66,80.66,80.64,80.64,80.64,80.64,80.65,80.65,80.65,80.65,80.64,80.64,80.64,80.64,80.63,80.63,80.63,80.62
2002-04,80.66,80.68,80.68,80.60,80.60,80.70,80.70,80.70,80.70,80.66,80.66,80.66,80.66,80.62,80.62,80.62,80.62,80.64,80.64,80.64,80.65,80.64,80.64,80.64,80.63
2002-07,80.91,80.89,80.89,80.92,80.92,81.09,81.09,81.09,81.09,81.13,81.13,81.13,81.13,81.11,81.11,81.11,81.11,81.09,81.09,81.09,81.06,81.05,81.05,81.05,81.06
2002-10,81.92,82.25,82.25,82.32,82.32,82.52,82.52,82.52,82.52,82.55,82.55,82.55,82.55,82.58,82.58,82.58,82.58,82.61,82.61,82.61,82.63,82.66,82.66,82.66,82.65
2003-01,81.86,81.81,81.81,81.76,81.76,82.02,82.02,82.02,82.02,82.00,82.00,82.00,82.00,82.02,82.02,82.02,82.02,82.01,82.01,82.01,82.02,82.01,82.01,82.01,82.01
2003-04,81.51,81.44,81.44,81.31,81.31,81.53,81.53,81.53,81.53,81.52,81.52,81.52,81.52,81.47,81.47,81.47,81.47,81.48,81.48,81.48,81.49,81.48,81.48,81.48,81.48
2003-07,82.87,82.76,82.76,82.82,82.82,83.07,83.07,83.07,83.07,83.20,83.20,83.20,83.20,83.19,83.19,83.19,83.19,83.17,83.17,83.17,83.12,83.11,83.11,83.11,83.13
2003-10,81.73,81.98,81.98,82.08,82.08,82.40,82.40,82.40,82.40,82.51,82.51,82.51,82.51,82.56,82.56,82.56,82.56,82.57,82.57,82.57,82.61,82.63,82.63,82.63,82.62
2004-01,82.02,82.29,82.29,82.24,82.24,82.90,82.90,82.90,82.90,82.80,82.80,82.80,82.80,82.82,82.82,82.82,82.82,82.79,82.79,82.79,82.83,82.83,82.83,82.83,82.81
2004-04,82.34,82.64,82.64,82.46,82.46,83.10,83.10,83.10,83.10,83.09,83.09,83.09,83.09,83.02,83.02,83.02,83.02,83.02,83.02,83.02,83.04,83.03,83.03,83.03,83.02
2004-07,82.02,82.26,82.26,82.36,82.36,83.13,83.13,83.13,83.13,83.19,83.19,83.19,83.19,83.17,83.17,83.17,83.17,83.21,83.21,83.21,83.10,83.09,83.09,83.09,83.12
2004-10,81.93,81.95,81.95,82.07,82.07,82.95,82.95,82.95,82.95,83.01,83.01,83.01,83.01,83.11,83.11,83.11,83.11,83.10,83.10,83.10,83.14,83.17,83.17,83.17,83.16
2005-01,82.01,82.06,82.08,82.09,82.09,82.53,82.53,82.53,82.53,82.52,82.52,82.52,82.52,82.55,82.55,82.55,82.55,82.49,82.49,82.49,82.56,82.54,82.54,82.54,82.52
2005-04,,82.14,82.05,82.06,82.06,82.57,82.57,82.57,82.57,82.68,82.68,82.68,82.68,82.60,82.60,82.60,82.60,82.53,82.53,82.53,82.56,82.53,82.53,82.53,82.53
2005-07,,,81.24,81.56,81.56,82.09,82.09,82.09,82.09,82.39,82.39,82.39,82.39,82.36,82.36,82.36,82.36,82.41,82.41,82.41,82.26,82.26,82.26,82.26,82.30
2005-10,,,,81.34,81.34,81.78,81.78,81.78,81.78,82.19,82.19,82.19,82.19,82.31,82.31,82.31,82.31,82.22,82.22,82.22,82.29,82.33,82.33,82.33,82.31
2006-01,,,,,81.99,82.28,82.38,82.65,82.72,82.63,82.63,82.63,82.63,82.61,82.61,82.61,82.61,82.53,82.53,82.53,82.61,82.72,82.72,82.72,82.68
2006-04,,,,,,82.36,82.53,82.79,82.87,82.98,82.98,82.98,82.98,82.89,82.89,82.89,82.89,82.74,82.74,82.74,82.79,82.85,82.85,82.85,82.84
2006-07,,,,,,,82.32,82.54,82.54,82.84,82.84,82.84,82.84,82.87,82.87,82.87,82.87,82.96,82.96,82.96,82.75,82.82,82.82,82.82,82.90
2006-10,,,,,,,,82.93,82.80,83.10,83.10,83.10,83.10,83.33,83.33,83.33,83.33,83.17,83.17,83.17,83.25,83.42,83.42,83.42,83.41
2007-01,,,,,,,,,84.26,83.78,84.12,83.71,83.59,83.78,83.78,83.78,83.78,83.73,83.73,83.73,83.83,83.76,83.76,83.76,83.69
2007-04,,,,,,,,,,83.47,83.94,83.62,83.57,83.58,83.58,83.58,83.58,83.41,83.41,83.41,83.49,83.46,83.46,83.46,83.44
2007-07,,,,,,,,,,,84.20,84.09,84.07,84.15,84.15,84.15,84.15,84.32,84.32,84.32,84.05,84.05,84.05,84.05,84.16
2007-10,,,,,,,,,,,,83.22,83.30,83.88,83.88,83.88,83.88,83.56,83.56,83.56,83.64,83.77,83.77,83.77,83.76
2008-01,,,,,,,,,,,,,85.26,85.44,85.44,85.41,85.45,85.55,85.55,85.55,85.70,85.31,85.31,85.31,85.22
2008-04,,,,,,,,,,,,,,86.03,86.17,86.31,86.46,86.46,86.46,86.46,86.57,86.25,86.25,86.25,86.24
2008-07,,,,,,,,,,,,,,,85.89,86.10,86.13,86.55,86.55,86.55,86.24,85.98,85.98,85.98,86.13
2008-10,,,,,,,,,,,,,,,,87.83,87.69,87.86,87.86,87.86,87.93,87.69,87.69,87.69,87.66
2009-01,,,,,,,,,,,,,,,,,88.11,88.71,88.91,88.92,89.27,89.20,89.20,89.20,89.08
2009-04,,,,,,,,,,,,,,,,,,89.46,89.97,90.06,90.37,90.38,90.38,90.38,90.37
2009-07,,,,,,,,,,,,,,,,,,,91.65,91.80,91.64,91.69,91.69,91.69,91.88
2009-10,,,,,,,,,,,,,,,,,,,,91.77,92.08,92.22,92.22,92.22,92.16
2010-01,,,,,,,,,,,,,,,,,,,,,92.60,92.98,93.18,93.14,92.99
2010-04,,,,,,,,,,,,,,,,,,,,,,93.82,93.40,93.28,93.26
2010-07,,,,,,,,,,,,,,,,,,,,,,,93.54,93.34,93.38
2010-10,,,,,,,,,,,,,,,,,,,,,,,,95.01,94.37
2011-01,,,,,,,,,,,,,,,,,,,,,,,,,94.89
