"",2005-05-24,2005-08-23,2005-11-22,2006-02-22,2006-05-23,2006-08-24,2006-11-23,2007-02-22,2007-05-24,2007-08-23,2007-11-22,2008-02-26,2008-05-27,2008-08-26,2008-11-25,2009-02-25,2009-05-26,2009-08-25,2009-11-24,2010-02-24,2010-05-21,2010-08-24,2010-11-23,2011-02-24,2011-05-24
unit,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO
unit multiplier,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion
Baseyear,,,,,,,,,,,,,,,,,,,,,,,,,
Record meth,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,51.57,51.74,51.74,51.71,51.71,51.74,51.74,51.74,51.74,51.74,51.74,51.74,51.74,51.74,51.74,51.74,51.74,51.75,51.75,51.75,51.75,51.79,51.79,51.79,51.80
1991-04,55.66,55.63,55.63,55.56,55.56,55.63,55.63,55.63,55.63,55.63,55.63,55.63,55.63,55.62,55.62,55.62,55.62,55.61,55.61,55.61,55.61,55.64,55.64,55.64,55.63
1991-07,54.71,54.63,54.63,54.62,54.62,54.63,54.63,54.63,54.63,54.63,54.63,54.63,54.63,54.63,54.63,54.63,54.63,54.51,54.51,54.51,54.51,54.55,54.55,54.55,54.55
1991-10,55.02,54.97,54.97,55.08,55.08,54.97,54.97,54.97,54.97,54.97,54.97,54.97,54.97,54.98,54.98,54.98,54.98,55.09,55.09,55.09,55.09,54.99,54.99,54.99,54.99
1992-01,57.36,57.51,57.51,57.48,57.48,57.51,57.51,57.51,57.51,57.51,57.51,57.51,57.51,57.51,57.51,57.51,57.51,57.52,57.52,57.52,57.52,57.56,57.56,57.56,57.56
1992-04,58.89,58.84,58.84,58.79,58.79,58.84,58.84,58.84,58.84,58.84,58.84,58.84,58.84,58.84,58.84,58.84,58.84,58.84,58.84,58.84,58.83,58.85,58.85,58.85,58.85
1992-07,61.67,61.60,61.60,61.59,61.59,61.60,61.60,61.60,61.60,61.60,61.60,61.60,61.60,61.59,61.59,61.59,61.59,61.49,61.49,61.49,61.49,61.52,61.52,61.52,61.52
1992-10,60.51,60.47,60.47,60.57,60.57,60.47,60.47,60.47,60.47,60.47,60.47,60.47,60.47,60.47,60.47,60.47,60.47,60.58,60.58,60.58,60.58,60.49,60.49,60.49,60.49
1993-01,61.58,61.71,61.71,61.68,61.68,61.71,61.71,61.71,61.71,61.71,61.71,61.71,61.71,61.71,61.71,61.71,61.71,61.72,61.72,61.72,61.72,61.75,61.75,61.75,61.75
1993-04,63.73,63.69,63.69,63.65,63.65,63.68,63.68,63.68,63.68,63.69,63.69,63.69,63.69,63.68,63.68,63.68,63.68,63.68,63.68,63.68,63.67,63.69,63.69,63.69,63.69
1993-07,63.02,62.96,62.96,62.96,62.96,62.96,62.96,62.96,62.96,62.96,62.96,62.96,62.96,62.95,62.95,62.95,62.95,62.89,62.89,62.89,62.89,62.90,62.90,62.90,62.90
1993-10,63.42,63.38,63.38,63.46,63.46,63.38,63.38,63.38,63.38,63.38,63.38,63.38,63.38,63.39,63.39,63.39,63.39,63.46,63.46,63.46,63.45,63.39,63.39,63.39,63.39
1994-01,64.83,64.92,64.92,64.90,64.90,64.92,64.92,64.92,64.92,64.92,64.92,64.92,64.92,64.92,64.92,64.92,64.92,64.92,64.92,64.92,64.92,64.94,64.94,64.94,64.95
1994-04,64.76,64.73,64.73,64.71,64.71,64.73,64.73,64.73,64.73,64.73,64.73,64.73,64.73,64.73,64.73,64.73,64.73,64.72,64.72,64.72,64.72,64.72,64.72,64.72,64.72
1994-07,65.38,65.33,65.33,65.35,65.35,65.33,65.33,65.33,65.33,65.33,65.33,65.33,65.33,65.33,65.33,65.33,65.33,65.32,65.32,65.32,65.32,65.32,65.32,65.32,65.31
1994-10,66.09,66.06,66.06,66.10,66.10,66.06,66.06,66.06,66.06,66.06,66.06,66.06,66.06,66.06,66.06,66.06,66.06,66.09,66.09,66.09,66.09,66.07,66.07,66.07,66.06
1995-01,67.29,67.35,67.35,67.34,67.34,67.35,67.35,67.35,67.35,67.35,67.35,67.35,67.35,67.35,67.35,67.35,67.35,67.34,67.34,67.34,67.34,67.35,67.35,67.35,67.35
1995-04,68.38,68.36,68.36,68.35,68.35,68.35,68.35,68.35,68.35,68.36,68.36,68.36,68.36,68.35,68.35,68.35,68.35,68.34,68.34,68.34,68.34,68.34,68.34,68.34,68.34
1995-07,69.61,69.58,69.58,69.60,69.60,69.59,69.59,69.59,69.59,69.59,69.59,69.59,69.59,69.59,69.59,69.59,69.59,69.61,69.61,69.61,69.61,69.61,69.61,69.61,69.61
1995-10,70.03,70.01,70.01,70.03,70.03,70.02,70.02,70.02,70.02,70.02,70.02,70.02,70.02,70.02,70.02,70.02,70.02,70.01,70.01,70.01,70.01,70.01,70.01,70.01,70.01
1996-01,70.41,70.45,70.45,70.43,70.43,70.44,70.44,70.44,70.44,70.44,70.44,70.44,70.44,70.44,70.44,70.44,70.44,70.42,70.42,70.42,70.41,70.42,70.42,70.42,70.42
1996-04,70.68,70.67,70.67,70.67,70.67,70.67,70.67,70.67,70.67,70.67,70.67,70.67,70.67,70.67,70.67,70.67,70.67,70.66,70.66,70.66,70.65,70.66,70.66,70.66,70.66
1996-07,71.39,71.38,71.38,71.39,71.39,71.38,71.38,71.38,71.38,71.39,71.39,71.39,71.39,71.38,71.38,71.38,71.38,71.44,71.44,71.44,71.44,71.43,71.43,71.43,71.43
1996-10,71.43,71.42,71.42,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.43,71.41,71.41,71.41,71.42,71.42,71.42,71.42,71.42
1997-01,71.88,71.89,71.89,71.88,71.88,71.88,71.88,71.88,71.88,71.88,71.88,71.88,71.88,71.88,71.88,71.88,71.88,71.84,71.84,71.84,71.85,71.85,71.85,71.85,71.85
1997-04,72.19,72.19,72.19,72.18,72.18,72.18,72.18,72.18,72.18,72.18,72.18,72.18,72.18,72.18,72.18,72.18,72.18,72.16,72.16,72.16,72.16,72.16,72.16,72.16,72.16
