"",2005-05-24,2005-08-23,2005-11-22,2006-02-22,2006-05-23,2006-08-24,2006-11-23,2007-02-22,2007-05-24,2007-08-23,2007-11-22,2008-02-26,2008-05-27,2008-08-26,2008-11-25,2009-02-25,2009-05-26,2009-08-25,2009-11-24,2010-02-24,2010-05-21,2010-08-24,2010-11-23,2011-02-24,2011-05-24,2011-09-01,2011-11-24,2012-02-24,2012-05-24,2012-08-23,2012-11-23,2013-02-22,2013-05-24,2013-08-23,2013-11-22,2014-02-25,2014-05-23,2014-09-01,2014-11-25,2015-02-24
unit,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2010=100,2010=100,2010=100
unit multiplier,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one
Baseyear,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2010,2010,2010
Record meth,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,85.74,85.74,85.74,85.74,85.74,85.63,85.63,85.63,85.63,85.65,85.65,85.65,85.64,85.69,85.69,85.70,85.70,85.74,85.74,85.74,85.74,85.67,85.67,85.67,85.64,83.46,83.32,83.32,83.33,83.32,83.32,83.32,83.32,83.33,83.33,83.47,83.47,78.17,78.17,78.17
1991-04,84.81,84.80,84.80,84.80,84.80,84.79,84.79,84.79,84.79,84.79,84.79,84.79,84.79,84.80,84.80,84.81,84.81,84.67,84.67,84.67,84.67,84.62,84.62,84.62,84.69,82.49,82.35,82.35,82.37,82.36,82.36,82.36,82.36,82.35,82.35,82.27,82.27,77.22,77.22,77.22
1991-07,84.46,84.45,84.45,84.45,84.45,84.37,84.37,84.37,84.37,84.35,84.35,84.35,84.36,84.36,84.36,84.37,84.37,84.40,84.40,84.40,84.40,84.45,84.45,84.45,84.43,82.20,82.07,82.07,82.05,82.05,82.04,82.04,82.04,82.04,82.04,82.05,82.05,77.17,77.17,77.17
1991-10,85.50,85.52,85.52,85.52,85.52,85.44,85.44,85.44,85.44,85.46,85.46,85.46,85.46,85.47,85.47,85.45,85.45,85.45,85.45,85.45,85.45,85.52,85.52,85.52,85.50,83.48,83.34,83.34,83.33,83.37,83.37,83.37,83.37,83.37,83.37,83.30,83.30,78.23,78.23,78.23
1992-01,87.17,87.18,87.18,87.18,87.18,87.20,87.20,87.20,87.20,87.21,87.21,87.21,87.21,87.23,87.23,87.24,87.24,87.33,87.33,87.33,87.33,87.26,87.26,87.26,87.24,84.97,84.83,84.83,84.84,84.82,84.82,84.82,84.82,84.83,84.83,84.97,84.97,79.57,79.57,79.57
1992-04,86.66,86.65,86.65,86.65,86.65,86.63,86.63,86.63,86.63,86.63,86.63,86.63,86.64,86.62,86.62,86.63,86.63,86.50,86.50,86.50,86.50,86.46,86.46,86.46,86.52,84.08,83.94,83.94,83.96,83.95,83.95,83.95,83.95,83.94,83.94,83.87,83.87,78.75,78.75,78.76
1992-07,86.50,86.49,86.49,86.49,86.49,86.43,86.43,86.43,86.43,86.40,86.40,86.40,86.41,86.43,86.43,86.44,86.44,86.46,86.46,86.46,86.46,86.50,86.50,86.50,86.48,83.77,83.63,83.63,83.61,83.61,83.61,83.61,83.61,83.60,83.60,83.61,83.61,78.63,78.63,78.63
1992-10,86.17,86.19,86.19,86.19,86.19,86.14,86.14,86.14,86.14,86.09,86.09,86.09,86.09,86.10,86.10,86.08,86.08,86.13,86.13,86.13,86.13,86.19,86.19,86.19,86.18,83.63,83.49,83.49,83.48,83.52,83.52,83.52,83.52,83.52,83.52,83.45,83.45,78.41,78.41,78.41
