"",2007-05-22,2007-08-21,2007-11-20,2008-02-21,2008-05-21,2008-08-21,2008-11-18,2009-02-19,2009-05-20,2009-08-20,2009-11-19,2010-02-18,2010-05-19,2010-08-18,2010-11-18,2011-02-17,2011-05-19,2011-08-18,2011-11-17,2012-02-16,2012-05-16,2012-08-16,2012-11-15,2013-02-19,2013-05-16,2013-08-20,2013-11-19,2014-02-18,2014-05-20,2014-08-21,2014-11-18
unit,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,Stunden,Stunden
unit multiplier,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million
Baseyear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Record meth,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,1008.4008,1011.5130,1011.5130,1012.8395,1012.8395,1011.8535,1011.8535,1011.8535,1009.1345,1010.2464,1011.8617,1011.8617,1011.8617,1011.3867,1011.3867,1011.3867,1012.9992,1070.6900,1070.6905,1070.6900,1070.7100,1070.7300,1070.7300,1070.7262,1070.7262,1070.6510,1070.6510,1070.6510,1070.6510,1039.5090,1039.5090
1991-04,1037.7378,1035.5660,1035.5660,1036.2516,1036.2516,1036.0244,1036.0244,1036.0244,1038.1690,1035.0260,1031.9510,1031.9510,1031.9510,1032.3075,1032.3075,1032.3075,1034.0800,1093.2500,1093.2454,1093.2500,1093.2600,1093.2700,1093.2700,1093.2687,1093.2687,1093.2042,1093.2042,1093.2042,1093.2042,1061.3846,1061.3846
1991-07,1039.4983,1040.6987,1040.6987,1040.7738,1040.7738,1040.1230,1040.1230,1040.1230,1039.7677,1036.4123,1036.8872,1036.8872,1036.8872,1037.0068,1037.0068,1037.0068,1038.6993,1092.8000,1092.7988,1092.8000,1092.7900,1092.8200,1092.8200,1092.8184,1092.8184,1092.7631,1092.7631,1092.7631,1092.7631,1065.3811,1065.3811
1991-10,1038.6278,1035.8831,1035.8831,1033.7960,1033.7960,1034.6857,1034.6857,1034.6857,1035.6154,1041.3576,1042.3424,1042.3424,1042.3424,1042.0723,1042.0723,1042.0723,1036.9949,1100.9500,1100.9545,1100.9500,1100.9300,1101.0100,1101.0100,1101.0220,1101.0220,1101.0047,1101.0047,1101.0047,1101.0047,1081.7323,1081.7323
1992-01,1073.5916,1076.2294,1076.2294,1077.5496,1077.5496,1076.6754,1076.6754,1076.6754,1074.6677,1075.3159,1077.0456,1077.0456,1077.0456,1077.3642,1077.3642,1077.3642,1078.9126,1144.7800,1144.7790,1144.7800,1144.7900,1144.8600,1144.8600,1144.8764,1144.8764,1144.8512,1144.8512,1144.8512,1144.8512,1110.2475,1110.2475
1992-04,1094.4585,1092.6623,1092.6623,1093.2533,1093.2533,1092.9793,1092.9793,1092.9793,1095.0114,1092.3731,1089.2628,1089.2628,1089.2628,1089.5978,1089.5978,1089.5978,1091.1954,1145.1300,1145.1320,1145.1300,1145.1700,1145.1400,1145.1400,1145.1286,1145.1286,1145.0345,1145.0345,1145.0345,1145.0345,1121.3168,1121.3168
1992-07,1101.2878,1102.4251,1102.4251,1102.4492,1102.4492,1101.8772,1101.8772,1101.8772,1101.3505,1098.4699,1098.8102,1098.8102,1098.8102,1098.9285,1098.9285,1098.9285,1100.3455,1156.1300,1156.1286,1156.1300,1156.1100,1156.1300,1156.1300,1156.0943,1156.0943,1156.0169,1156.0169,1156.0169,1156.0169,1127.2900,1127.2900
1992-10,1089.3609,1086.7590,1086.7590,1084.8237,1084.8237,1085.5282,1085.5282,1085.5282,1086.0304,1091.2907,1092.3309,1092.3309,1092.3309,1092.9526,1092.9526,1092.9526,1088.3896,1166.0100,1166.0144,1166.0100,1165.9800,1166.0700,1166.0700,1166.1099,1166.1099,1166.0877,1166.0877,1166.0877,1166.0877,1140.1361,1140.1361
1993-01,1078.6919,1080.8015,1080.8015,1082.0888,1082.0888,1081.3230,1081.3230,1081.3230,1080.1506,1080.1868,1081.6629,1081.6629,1081.6629,1081.9912,1081.9912,1081.9912,1083.2526,1141.7300,1141.7261,1141.7300,1141.7200,1141.8300,1141.8300,1141.8213,1141.8213,1141.8332,1141.8332,1141.8332,1141.8332,1103.2165,1103.2165
1993-04,1112.8671,1111.6461,1111.6461,1111.9101,1111.9101,1111.5945,1111.5945,1111.5945,1113.4602,1111.9953,1110.1229,1110.1229,1110.1229,1110.4701,1110.4701,1110.4701,1111.5967,1164.9000,1164.9009,1164.9000,1164.9800,1164.9200,1164.9200,1164.8963,1164.8963,1164.7778,1164.7778,1164.7778,1164.7778,1125.1656,1125.1656
1993-07,1128.5195,1129.5252,1129.5252,1129.4376,1129.4376,1128.9501,1128.9501,1128.9501,1128.1682,1126.4176,1125.9566,1125.9566,1125.9566,1126.0994,1126.0994,1126.0994,1126.8934,1177.5100,1177.5075,1177.5100,1177.4800,1177.4800,1177.4800,1177.4233,1177.4233,1177.3296,1177.3296,1177.3296,1177.3296,1137.8604,1137.8604
1993-10,1099.0323,1096.5095,1096.5095,1095.0457,1095.0457,1095.5873,1095.5873,1095.5873,1095.6758,1099.2462,1100.1035,1100.1035,1100.1035,1099.7844,1099.7844,1099.7844,1096.6024,1175.7400,1175.7384,1175.7400,1175.6900,1175.8000,1175.8000,1175.8884,1175.8884,1175.8646,1175.8646,1175.8646,1175.8646,1153.7990,1153.7990
1994-01,1134.2521,1135.8945,1135.8945,1136.9040,1136.9040,1136.2454,1136.2454,1136.2454,1135.7852,1135.8091,1136.5933,1136.5933,1136.5933,1136.9855,1136.9855,1136.9855,1137.8052,1205.0100,1205.0137,1205.0100,1204.9700,1205.1000,1205.1000,1205.0458,1205.0458,1205.0905,1205.0905,1205.0905,1205.0905,1166.3140,1166.3140
1994-04,1146.4243,1145.6520,1145.6520,1145.2813,1145.2813,1144.9329,1144.9329,1144.9329,1146.6093,1146.3030,1146.2576,1146.2576,1146.2576,1145.6906,1145.6906,1145.6906,1146.4092,1197.4400,1197.4406,1197.4400,1197.5600,1197.5200,1197.5200,1197.4726,1197.4726,1197.3636,1197.3636,1197.3636,1197.3636,1162.1917,1162.1917
1994-07,1162.9727,1163.7251,1163.7251,1163.1805,1163.1805,1162.7580,1162.7580,1162.7580,1161.7743,1161.2855,1160.2206,1160.2206,1160.2206,1160.4002,1160.4002,1160.4002,1160.8369,1208.5700,1208.5733,1208.5700,1208.5400,1208.5200,1208.5200,1208.4690,1208.4690,1208.3469,1208.3469,1208.3469,1208.3469,1177.6829,1177.6829
1994-10,1174.7039,1172.4175,1172.4175,1172.3233,1172.3233,1172.6716,1172.6716,1172.6716,1172.4392,1173.5900,1173.9160,1173.9160,1173.9160,1173.5823,1173.5823,1173.5823,1171.6073,1244.8900,1244.8932,1244.8900,1244.8400,1244.9500,1244.9500,1245.0965,1245.0965,1245.0528,1245.0528,1245.0528,1245.0528,1236.2514,1236.2514
1995-01,1155.3352,1156.2621,1156.2621,1156.8390,1156.8390,1156.2621,1156.2621,1156.2621,1156.2182,1156.3895,1156.1521,1156.1521,1156.1521,1155.7373,1155.7373,1155.7373,1156.1880,1236.4900,1236.4941,1236.4900,1236.4100,1236.5200,1236.5200,1236.4127,1236.4127,1236.4600,1236.4600,1236.4600,1236.4600,1209.6599,1209.6599
