"",2007-11-20,2008-02-21,2008-05-21,2008-08-21,2008-11-18,2009-02-19,2009-05-20,2009-08-20,2009-11-19,2010-02-18,2010-05-19,2010-08-18,2010-11-18,2011-02-17,2011-05-19,2011-08-18,2011-11-17,2012-02-16,2012-05-16,2012-08-16,2012-11-15,2013-02-19,2013-05-16,2013-08-20,2013-11-19,2014-02-18,2014-05-20,2014-08-21,2014-11-18
2009-07,,,,,,,,,2291.9960,2350.4656,2349.3217,2354.9652,2354.9652,2354.9652,2354.9652,2274.9095,2274.9095,2274.9095,2274.9095,2288.7896,2288.7896,2288.7896,2288.7896,2286.7107,2286.7107,2286.7107,2286.7107,2363.2405,2363.2405
2009-10,,,,,,,,,,2411.9600,2426.0432,2424.9365,2424.9365,2424.9365,2424.9365,2346.5394,2346.5394,2346.5394,2346.5394,2368.3361,2368.3361,2368.3361,2368.3361,2361.6169,2361.6169,2361.6169,2361.6169,2405.0523,2405.0523
2010-01,,,,,,,,,,,2385.5238,2405.2990,2406.6770,2407.3756,2407.3756,2328.9236,2328.9236,2328.9236,2328.9236,2343.2203,2343.2203,2343.2203,2343.2203,2334.3913,2334.3913,2334.3913,2334.3913,2375.1239,2375.1239
2010-04,,,,,,,,,,,,2263.0144,2276.5952,2277.8976,2278.2232,2193.1028,2193.1028,2193.1028,2193.1028,2209.2712,2209.2712,2209.2712,2209.2712,2204.8225,2204.8225,2204.8225,2204.8225,2235.2566,2235.2566
2010-07,,,,,,,,,,,,,2499.2058,2497.7920,2498.8662,2407.7089,2407.7089,2407.7089,2407.7089,2426.6620,2426.6620,2426.6620,2426.6620,2420.0404,2420.0404,2420.0404,2420.0404,2456.9328,2456.9328
2010-10,,,,,,,,,,,,,,2583.2895,2587.2946,2506.9743,2506.9743,2506.9743,2506.9743,2526.5608,2526.5608,2526.5608,2526.5608,2520.6508,2520.6508,2520.6508,2520.6508,2561.0210,2561.0210
2011-01,,,,,,,,,,,,,,,2570.0032,2477.8833,2484.7647,2483.3058,2489.4549,2500.9961,2500.9961,2500.9961,2500.9961,2495.7196,2495.7196,2495.7196,2495.7196,2539.7267,2539.7267
2011-04,,,,,,,,,,,,,,,,2275.7808,2293.1577,2291.6038,2288.1485,2296.6447,2296.6447,2296.6447,2296.6447,2292.6608,2292.6608,2292.6608,2292.6608,2334.2986,2334.2986
2011-07,,,,,,,,,,,,,,,,,2488.6975,2491.4522,2492.6143,2502.4801,2502.4801,2502.4801,2502.4801,2499.7746,2499.7746,2499.7746,2499.7746,2555.0449,2555.0449
2011-10,,,,,,,,,,,,,,,,,,2544.9583,2520.3530,2534.7414,2534.7414,2534.7414,2534.7414,2532.0689,2532.0689,2532.0689,2532.0689,2585.3745,2585.3745
2012-01,,,,,,,,,,,,,,,,,,,2573.1010,2582.8683,2586.8586,2570.8759,2570.5909,2563.7435,2563.7435,2563.7435,2563.7435,2628.3355,2628.3355
2012-04,,,,,,,,,,,,,,,,,,,,2335.8597,2337.5494,2278.4376,2276.9747,2272.0389,2272.0389,2272.0389,2272.0389,2322.6544,2322.6544
2012-07,,,,,,,,,,,,,,,,,,,,,2398.8344,2465.3134,2465.0817,2463.6044,2463.6044,2463.6044,2463.6044,2526.3039,2526.3039
2012-10,,,,,,,,,,,,,,,,,,,,,,2482.5071,2516.1649,2510.0174,2510.0174,2510.0174,2510.0174,2564.7056,2564.7056
2013-01,,,,,,,,,,,,,,,,,,,,,,,2506.2326,2494.3133,2485.5468,2481.9817,2482.5917,2545.8175,2545.8175
2013-04,,,,,,,,,,,,,,,,,,,,,,,,2335.5826,2335.6231,2339.0303,2339.4345,2384.4063,2384.4063
2013-07,,,,,,,,,,,,,,,,,,,,,,,,,2542.5065,2545.4421,2545.3654,2601.3395,2601.3395
2013-10,,,,,,,,,,,,,,,,,,,,,,,,,,2540.3443,2547.6740,2590.4194,2590.4194
2014-01,,,,,,,,,,,,,,,,,,,,,,,,,,,2591.2173,2637.0389,2639.0486
2014-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,2396.4257,2398.3621
2014-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2628.2468
