"",2007-11-20,2008-02-21,2008-05-21,2008-08-21,2008-11-18,2009-02-19,2009-05-20,2009-08-20,2009-11-19,2010-02-18,2010-05-19,2010-08-18,2010-11-18,2011-02-17,2011-05-19,2011-08-18,2011-11-17,2012-02-16,2012-05-16,2012-08-16,2012-11-15,2013-02-19,2013-05-16,2013-08-20,2013-11-19,2014-02-18,2014-05-20,2014-08-21,2014-11-18
unit,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,Stunden,Stunden,Stunden,Stunden,Stunden,Stunden,Stunden
unit multiplier,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million
Baseyear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Record meth,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,4006.4784,4006.4784,4006.4784,4006.4784,4006.4784,4006.4784,4006.4784,4006.4784,4006.4784,4006.4784,4006.4784,4006.4784,4006.4784,4006.4784,4006.4784,3844.7483,3844.7483,3844.7483,3844.7483,3844.7483,3844.7483,3844.7483,3844.7483,3844.7483,3844.7483,3844.7483,3844.7483,3855.8259,3855.8259
1991-04,3583.1445,3583.1445,3583.1445,3583.1445,3583.1445,3583.1445,3583.1445,3583.1445,3583.1445,3583.1445,3583.1445,3583.1445,3583.1445,3583.1445,3583.1445,3439.4292,3439.4292,3439.4292,3439.4292,3439.4292,3439.4292,3439.4292,3439.4292,3439.4292,3439.4292,3439.4292,3439.4292,3429.8064,3429.8064
1991-07,3787.5806,3787.5806,3787.5806,3787.5806,3787.5806,3787.5806,3787.5806,3787.5806,3787.5806,3787.5806,3787.5806,3787.5806,3787.5806,3787.5806,3787.5806,3633.0820,3633.0820,3633.0820,3633.0820,3633.0820,3633.0820,3633.0820,3633.0820,3633.0820,3633.0820,3633.0820,3633.0820,3657.7937,3657.7937
1991-10,3669.9586,3669.9586,3669.9586,3669.9586,3669.9586,3669.9586,3669.9586,3669.9586,3669.9586,3669.9586,3669.9586,3669.9586,3669.9586,3669.9586,3669.9586,3533.7781,3533.7781,3533.7781,3533.7781,3533.7781,3533.7781,3533.7781,3533.7781,3533.7781,3533.7781,3533.7781,3533.7781,3555.2943,3555.2943
1992-01,3844.9008,3844.9008,3844.9008,3844.9008,3844.9008,3844.9008,3844.9008,3844.9008,3844.9008,3844.9008,3844.9008,3844.9008,3844.9008,3844.9008,3844.9008,3680.2263,3680.2263,3680.2263,3680.2263,3680.2263,3680.2263,3680.2263,3680.2263,3680.2263,3680.2263,3680.2263,3680.2263,3686.1510,3686.1510
1992-04,3400.6420,3400.6420,3400.6420,3400.6420,3400.6420,3400.6420,3400.6420,3400.6420,3400.6420,3400.6420,3400.6420,3400.6420,3400.6420,3400.6420,3400.6420,3247.3279,3247.3279,3247.3279,3247.3279,3247.3279,3247.3279,3247.3279,3247.3279,3247.3279,3247.3279,3247.3279,3247.3279,3260.0710,3260.0710
1992-07,3629.4008,3629.4008,3629.4008,3629.4008,3629.4008,3629.4008,3629.4008,3629.4008,3629.4008,3629.4008,3629.4008,3629.4008,3629.4008,3629.4008,3629.4008,3471.0912,3471.0912,3471.0912,3471.0912,3471.0912,3471.0912,3471.0912,3471.0912,3471.0912,3471.0912,3471.0912,3471.0912,3493.8756,3493.8756
1992-10,3544.0832,3544.0832,3544.0832,3544.0832,3544.0832,3544.0832,3544.0832,3544.0832,3544.0832,3544.0832,3544.0832,3544.0832,3544.0832,3544.0832,3544.0832,3397.7099,3397.7099,3397.7099,3397.7099,3397.7099,3397.7099,3397.7099,3397.7099,3397.7099,3397.7099,3397.7099,3397.7099,3407.6527,3407.6527
1993-01,3454.6016,3454.6016,3454.6016,3454.6016,3454.6016,3454.6016,3454.6016,3454.6016,3454.6016,3454.6016,3454.6016,3454.6016,3454.6016,3454.6016,3454.6016,3307.4334,3307.4334,3307.4334,3307.4334,3307.4334,3307.4334,3307.4334,3307.4334,3307.4334,3307.4334,3307.4334,3307.4334,3318.9986,3318.9986
1993-04,3062.5175,3062.5175,3062.5175,3062.5175,3062.5175,3062.5175,3062.5175,3062.5175,3062.5175,3062.5175,3062.5175,3062.5175,3062.5175,3062.5175,3062.5175,2921.6738,2921.6738,2921.6738,2921.6738,2921.6738,2921.6738,2921.6738,2921.6738,2921.6738,2921.6738,2921.6738,2921.6738,2933.0729,2933.0729
1993-07,3287.3144,3287.3144,3287.3144,3287.3144,3287.3144,3287.3144,3287.3144,3287.3144,3287.3144,3287.3144,3287.3144,3287.3144,3287.3144,3287.3144,3287.3144,3141.5559,3141.5559,3141.5559,3141.5559,3141.5559,3141.5559,3141.5559,3141.5559,3141.5559,3141.5559,3141.5559,3141.5559,3154.2667,3154.2667
1993-10,3246.6420,3246.6420,3246.6420,3246.6420,3246.6420,3246.6420,3246.6420,3246.6420,3246.6420,3246.6420,3246.6420,3246.6420,3246.6420,3246.6420,3246.6420,3107.1155,3107.1155,3107.1155,3107.1155,3107.1155,3107.1155,3107.1155,3107.1155,3107.1155,3107.1155,3107.1155,3107.1155,3105.1624,3105.1624
1994-01,3255.2352,3255.2352,3255.2352,3255.2352,3255.2352,3255.2352,3255.2352,3255.2352,3255.2352,3255.2352,3255.2352,3255.2352,3255.2352,3255.2352,3255.2352,3114.1078,3114.1078,3114.1078,3114.1078,3114.1078,3114.1078,3114.1078,3114.1078,3114.1078,3114.1078,3114.1078,3114.1078,3113.8579,3113.8579
1994-04,2940.8200,2940.8200,2940.8200,2940.8200,2940.8200,2940.8200,2940.8200,2940.8200,2940.8200,2940.8200,2940.8200,2940.8200,2940.8200,2940.8200,2940.8200,2803.6382,2803.6382,2803.6382,2803.6382,2803.6382,2803.6382,2803.6382,2803.6382,2803.6382,2803.6382,2803.6382,2803.6382,2786.2963,2786.2963
1994-07,3167.8272,3167.8272,3167.8272,3167.8272,3167.8272,3167.8272,3167.8272,3167.8272,3167.8272,3167.8272,3167.8272,3167.8272,3167.8272,3167.8272,3167.8272,3023.7780,3023.7780,3023.7780,3023.7780,3023.7780,3023.7780,3023.7780,3023.7780,3023.7780,3023.7780,3023.7780,3023.7780,3016.1442,3016.1442
1994-10,3126.3710,3126.3710,3126.3710,3126.3710,3126.3710,3126.3710,3126.3710,3126.3710,3126.3710,3126.3710,3126.3710,3126.3710,3126.3710,3126.3710,3126.3710,2987.5357,2987.5357,2987.5357,2987.5357,2987.5357,2987.5357,2987.5357,2987.5357,2987.5357,2987.5357,2987.5357,2987.5357,2973.6872,2973.6872
1995-01,3217.3752,3217.3752,3217.3752,3217.3752,3217.3752,3217.3752,3217.3752,3217.3752,3217.3752,3217.3752,3217.3752,3217.3752,3217.3752,3217.3752,3217.3752,3073.5511,3073.5511,3073.5511,3073.5511,3073.5511,3073.5511,3073.5511,3073.5511,3073.5511,3073.5511,3073.5511,3073.5511,3064.8774,3064.8774
1995-04,2866.2318,2866.2318,2866.2318,2866.2318,2866.2318,2866.2318,2866.2318,2866.2318,2866.2318,2866.2318,2866.2318,2866.2318,2866.2318,2866.2318,2866.2318,2726.3724,2726.3724,2726.3724,2726.3724,2726.3724,2726.3724,2726.3724,2726.3724,2726.3724,2726.3724,2726.3724,2726.3724,2708.5531,2708.5531
1995-07,3085.0516,3085.0516,3085.0516,3085.0516,3085.0516,3085.0516,3085.0516,3085.0516,3085.0516,3085.0516,3085.0516,3085.0516,3085.0516,3085.0516,3085.0516,2938.8750,2938.8750,2938.8750,2938.8750,2938.8750,2938.8750,2938.8750,2938.8750,2938.8750,2938.8750,2938.8750,2938.8750,2945.2233,2945.2233
1995-10,3013.2162,3013.2162,3013.2162,3013.2162,3013.2162,3013.2162,3013.2162,3013.2162,3013.2162,3013.2162,3013.2162,3013.2162,3013.2162,3013.2162,3013.2162,2871.5630,2871.5630,2871.5630,2871.5630,2871.5630,2871.5630,2871.5630,2871.5630,2871.5630,2871.5630,2871.5630,2871.5630,2887.1436,2887.1436
1996-01,3047.6956,3047.6956,3047.6956,3047.6956,3047.6956,3047.6956,3047.6956,3047.6956,3047.6956,3047.6956,3047.6956,3047.6956,3047.6956,3047.6956,3047.6956,2906.7812,2906.7812,2906.7812,2906.7812,2906.7812,2906.7812,2906.7812,2906.7812,2906.7812,2906.7812,2906.7812,2906.7812,2938.0067,2938.0067
1996-04,2713.7726,2713.7726,2713.7726,2713.7726,2713.7726,2713.7726,2713.7726,2713.7726,2713.7726,2713.7726,2713.7726,2713.7726,2713.7726,2713.7726,2713.7726,2579.0887,2579.0887,2579.0887,2579.0887,2579.0887,2579.0887,2579.0887,2579.0887,2579.0887,2579.0887,2579.0887,2579.0887,2608.6889,2608.6889
1996-07,2931.0340,2931.0340,2931.0340,2931.0340,2931.0340,2931.0340,2931.0340,2931.0340,2931.0340,2931.0340,2931.0340,2931.0340,2931.0340,2931.0340,2931.0340,2791.5680,2791.5680,2791.5680,2791.5680,2791.5680,2791.5680,2791.5680,2791.5680,2791.5680,2791.5680,2791.5680,2791.5680,2830.2466,2830.2466
1996-10,2884.1896,2884.1896,2884.1896,2884.1896,2884.1896,2884.1896,2884.1896,2884.1896,2884.1896,2884.1896,2884.1896,2884.1896,2884.1896,2884.1896,2884.1896,2748.4501,2748.4501,2748.4501,2748.4501,2748.4501,2748.4501,2748.4501,2748.4501,2748.4501,2748.4501,2748.4501,2748.4501,2789.2839,2789.2839
