"",2011-09-01,2011-11-24,2012-02-24,2012-05-24,2012-08-23,2012-11-23,2013-02-22,2013-05-24,2013-08-23,2013-11-22,2014-02-25,2014-05-23,2014-09-01,2014-11-25,2015-02-24
unit,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2010=100,2010=100,2010=100
unit multiplier,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one
Baseyear,2005,2005,,,,,,2005,2005,2005,2005,2005,2010,2010,2010
Record meth,Manual,Manual,,,,,,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,89.00,89.00,89.00,89.00,89.02,89.02,89.02,89.02,89.15,89.15,89.15,89.15,85.34,85.34,85.34
1991-04,89.53,89.53,89.53,89.53,89.54,89.54,89.54,89.54,89.48,89.48,89.48,89.48,85.73,85.73,85.73
1991-07,89.77,89.77,89.77,89.77,89.77,89.77,89.77,89.77,89.70,89.70,89.70,89.70,86.00,86.00,86.00
1991-10,89.47,89.47,89.47,89.47,89.45,89.45,89.45,89.45,89.44,89.44,89.44,89.44,85.70,85.70,85.70
1992-01,94.32,94.32,94.32,94.32,94.32,94.32,94.32,94.32,94.47,94.47,94.47,94.47,91.41,91.41,91.41
1992-04,92.80,92.80,92.80,92.80,92.83,92.83,92.83,92.83,92.76,92.76,92.76,92.76,90.11,90.11,90.11
1992-07,93.78,93.78,93.78,93.78,93.78,93.78,93.78,93.78,93.70,93.70,93.70,93.70,90.70,90.70,90.70
1992-10,93.43,93.43,93.43,93.43,93.40,93.40,93.40,93.40,93.40,93.40,93.40,93.40,90.66,90.66,90.66
1993-01,92.15,92.15,92.15,92.15,92.14,92.14,92.14,92.14,92.30,92.30,92.30,92.30,88.47,88.47,88.47
1993-04,91.69,91.69,91.69,91.69,91.74,91.74,91.74,91.74,91.66,91.66,91.66,91.66,88.36,88.36,88.36
1993-07,91.59,91.59,91.59,91.59,91.59,91.59,91.59,91.59,91.50,91.50,91.50,91.50,88.64,88.64,88.64
1993-10,90.59,90.59,90.59,90.59,90.56,90.56,90.56,90.56,90.55,90.55,90.55,90.55,89.04,89.04,89.04
1994-01,93.41,93.41,93.41,93.41,93.40,93.40,93.40,93.40,93.54,93.54,93.54,93.54,91.10,91.10,91.10
1994-04,93.30,93.30,93.30,93.30,93.33,93.33,93.33,93.33,93.26,93.26,93.26,93.26,90.98,90.98,90.98
1994-07,94.11,94.11,94.11,94.11,94.10,94.10,94.10,94.10,94.03,94.03,94.03,94.03,91.93,91.93,91.93
1994-10,94.35,94.35,94.35,94.35,94.33,94.33,94.33,94.33,94.32,94.32,94.32,94.32,92.50,92.50,92.50
1995-01,93.53,93.53,93.53,93.53,93.52,93.52,93.52,93.52,93.65,93.65,93.65,93.65,92.25,92.25,92.25
1995-04,93.29,93.29,93.29,93.29,93.30,93.30,93.30,93.30,93.23,93.23,93.23,93.23,91.91,91.91,91.91
1995-07,93.66,93.66,93.66,93.66,93.66,93.66,93.66,93.66,93.60,93.60,93.60,93.60,92.29,92.29,92.29
1995-10,93.79,93.79,93.79,93.79,93.78,93.78,93.78,93.78,93.77,93.77,93.77,93.77,92.64,92.64,92.64
