"",2005-05-19,2005-08-18,2005-11-17,2006-02-16,2006-05-18,2006-08-17,2006-11-16,2007-02-20,2007-05-22,2007-08-21,2007-11-20,2008-02-21,2008-05-21,2008-08-21,2008-11-18,2009-02-19,2009-05-20,2009-08-20,2009-11-19,2010-02-18,2010-05-19,2010-08-18,2010-11-18,2011-02-17,2011-05-19
unit,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL
unit multiplier,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million
Baseyear,,,,,,,,,,,,,,,,,,,,,,,,,
Record meth,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,9.890,9.890,9.890,9.890,9.890,9.890,9.890,9.890,9.890,9.890,9.890,9.890,9.890,9.890,9.890,9.890,9.890,9.890,9.890,9.890,9.890,9.890,9.890,9.890,9.890
1991-04,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888,9.888
1991-07,9.887,9.887,9.887,9.887,9.887,9.887,9.887,9.887,9.887,9.887,9.887,9.887,9.887,9.887,9.887,9.887,9.887,9.887,9.887,9.887,9.887,9.887,9.887,9.887,9.887
1991-10,9.994,9.994,9.994,9.994,9.994,9.994,9.994,9.994,9.994,9.994,9.994,9.994,9.994,9.994,9.994,9.994,9.994,9.994,9.994,9.994,9.994,9.994,9.994,9.994,9.994
1992-01,10.050,10.050,10.050,10.050,10.050,10.050,10.050,10.050,10.050,10.050,10.050,10.050,10.050,10.050,10.050,10.050,10.050,10.050,10.050,10.050,10.050,10.050,10.050,10.050,10.050
1992-04,10.074,10.074,10.074,10.074,10.074,10.074,10.074,10.074,10.074,10.074,10.074,10.074,10.074,10.074,10.074,10.074,10.074,10.074,10.074,10.074,10.074,10.074,10.074,10.074,10.074
1992-07,10.084,10.084,10.084,10.084,10.084,10.084,10.084,10.084,10.084,10.084,10.084,10.084,10.084,10.084,10.084,10.084,10.084,10.084,10.084,10.084,10.084,10.084,10.084,10.084,10.084
1992-10,10.153,10.153,10.153,10.153,10.153,10.153,10.153,10.153,10.153,10.153,10.153,10.153,10.153,10.153,10.153,10.153,10.153,10.153,10.153,10.153,10.153,10.153,10.153,10.153,10.153
1993-01,10.155,10.155,10.155,10.155,10.155,10.155,10.155,10.155,10.155,10.155,10.155,10.155,10.155,10.155,10.155,10.155,10.155,10.155,10.155,10.155,10.155,10.155,10.155,10.155,10.155
1993-04,10.157,10.157,10.157,10.157,10.157,10.157,10.157,10.157,10.157,10.157,10.157,10.157,10.157,10.157,10.157,10.157,10.157,10.157,10.157,10.157,10.157,10.157,10.157,10.157,10.157
1993-07,10.161,10.161,10.161,10.161,10.161,10.161,10.161,10.161,10.161,10.161,10.161,10.161,10.161,10.161,10.161,10.161,10.161,10.161,10.161,10.161,10.161,10.161,10.161,10.161,10.161
1993-10,10.231,10.231,10.231,10.231,10.231,10.231,10.231,10.231,10.231,10.231,10.231,10.231,10.231,10.231,10.231,10.231,10.231,10.231,10.231,10.231,10.231,10.231,10.231,10.231,10.231
1994-01,10.300,10.300,10.300,10.300,10.300,10.300,10.300,10.300,10.300,10.300,10.300,10.300,10.300,10.300,10.300,10.300,10.300,10.300,10.300,10.300,10.300,10.300,10.300,10.300,10.300
1994-04,10.330,10.330,10.330,10.330,10.330,10.330,10.330,10.330,10.330,10.330,10.330,10.330,10.330,10.330,10.330,10.330,10.330,10.330,10.330,10.330,10.330,10.330,10.330,10.330,10.330
1994-07,10.383,10.383,10.383,10.383,10.383,10.383,10.383,10.383,10.383,10.383,10.383,10.383,10.383,10.383,10.383,10.383,10.383,10.383,10.383,10.383,10.383,10.383,10.383,10.383,10.383
1994-10,10.481,10.481,10.481,10.481,10.481,10.481,10.481,10.481,10.481,10.481,10.481,10.481,10.481,10.481,10.481,10.481,10.481,10.481,10.481,10.481,10.481,10.481,10.481,10.481,10.481
1995-01,10.472,10.472,10.472,10.472,10.472,10.472,10.472,10.472,10.472,10.472,10.472,10.472,10.472,10.472,10.472,10.472,10.472,10.472,10.472,10.472,10.472,10.472,10.472,10.472,10.472
1995-04,10.501,10.501,10.501,10.501,10.501,10.501,10.501,10.501,10.501,10.501,10.501,10.501,10.501,10.501,10.501,10.501,10.501,10.501,10.501,10.501,10.501,10.501,10.501,10.501,10.501
1995-07,10.537,10.537,10.537,10.537,10.537,10.537,10.537,10.537,10.537,10.537,10.537,10.537,10.537,10.537,10.537,10.537,10.537,10.537,10.537,10.537,10.537,10.537,10.537,10.537,10.537
1995-10,10.642,10.642,10.642,10.642,10.642,10.642,10.642,10.642,10.642,10.642,10.642,10.642,10.642,10.642,10.642,10.642,10.642,10.642,10.642,10.642,10.642,10.642,10.642,10.642,10.642
1996-01,10.655,10.655,10.655,10.655,10.655,10.655,10.655,10.655,10.655,10.655,10.655,10.655,10.655,10.655,10.655,10.655,10.655,10.655,10.655,10.655,10.655,10.655,10.655,10.655,10.655
1996-04,10.749,10.749,10.749,10.749,10.749,10.749,10.749,10.749,10.749,10.749,10.749,10.749,10.749,10.749,10.749,10.749,10.749,10.749,10.749,10.749,10.749,10.749,10.749,10.749,10.749
1996-07,10.750,10.750,10.750,10.750,10.750,10.750,10.750,10.750,10.750,10.750,10.750,10.750,10.750,10.750,10.750,10.750,10.750,10.750,10.750,10.750,10.750,10.750,10.751,10.751,10.751
1996-10,10.765,10.765,10.765,10.765,10.765,10.765,10.765,10.765,10.765,10.765,10.765,10.765,10.765,10.765,10.765,10.765,10.765,10.765,10.765,10.765,10.765,10.765,10.765,10.765,10.765
1997-01,10.776,10.776,10.776,10.776,10.776,10.776,10.776,10.776,10.776,10.776,10.776,10.776,10.776,10.776,10.776,10.776,10.776,10.776,10.776,10.776,10.776,10.776,10.776,10.776,10.776
1997-04,10.807,10.807,10.807,10.807,10.807,10.807,10.807,10.807,10.807,10.807,10.807,10.807,10.807,10.807,10.807,10.807,10.807,10.807,10.807,10.807,10.807,10.807,10.807,10.807,10.807
1997-07,10.805,10.805,10.805,10.805,10.805,10.805,10.805,10.805,10.805,10.805,10.805,10.805,10.805,10.805,10.805,10.805,10.805,10.805,10.805,10.805,10.805,10.805,10.805,10.805,10.805
1997-10,10.832,10.832,10.832,10.832,10.832,10.832,10.832,10.832,10.832,10.832,10.832,10.832,10.832,10.832,10.832,10.832,10.832,10.832,10.832,10.832,10.832,10.832,10.832,10.832,10.832
1998-01,10.790,10.790,10.790,10.790,10.790,10.790,10.790,10.790,10.790,10.790,10.790,10.790,10.790,10.790,10.790,10.790,10.790,10.790,10.790,10.790,10.790,10.790,10.790,10.790,10.790
1998-04,10.865,10.865,10.865,10.865,10.865,10.865,10.865,10.865,10.865,10.865,10.865,10.865,10.865,10.865,10.865,10.865,10.865,10.865,10.865,10.865,10.865,10.865,10.865,10.865,10.865
1998-07,10.961,10.961,10.961,10.961,10.961,10.961,10.961,10.961,10.961,10.961,10.961,10.961,10.961,10.961,10.961,10.961,10.961,10.961,10.961,10.961,10.961,10.961,10.961,10.961,10.961
1998-10,11.109,11.109,11.109,11.109,11.109,11.109,11.109,11.109,11.109,11.109,11.109,11.109,11.109,11.109,11.109,11.109,11.109,11.109,11.109,11.109,11.109,11.109,11.109,11.109,11.109
1999-01,11.033,11.033,11.033,11.033,11.033,11.033,11.033,11.033,11.033,11.033,11.033,11.033,11.033,11.033,11.033,11.033,11.033,11.033,11.033,11.033,11.033,11.033,11.033,11.033,11.033
1999-04,11.065,11.065,11.065,11.065,11.065,11.065,11.065,11.065,11.065,11.065,11.065,11.065,11.065,11.065,11.065,11.065,11.065,11.065,11.065,11.065,11.065,11.065,11.065,11.065,11.065
1999-07,11.100,11.100,11.100,11.100,11.100,11.100,11.100,11.100,11.100,11.100,11.100,11.100,11.100,11.100,11.100,11.100,11.100,11.100,11.100,11.100,11.100,11.100,11.100,11.100,11.100
1999-10,11.243,11.243,11.243,11.243,11.243,11.243,11.243,11.243,11.243,11.243,11.243,11.243,11.243,11.243,11.243,11.243,11.243,11.243,11.243,11.243,11.243,11.243,11.243,11.243,11.243
2000-01,11.189,11.189,11.189,11.189,11.189,11.189,11.189,11.189,11.189,11.189,11.189,11.189,11.189,11.189,11.189,11.189,11.189,11.189,11.189,11.189,11.189,11.189,11.189,11.189,11.189
2000-04,11.271,11.271,11.271,11.271,11.271,11.271,11.271,11.271,11.271,11.271,11.271,11.271,11.271,11.271,11.271,11.271,11.271,11.271,11.271,11.271,11.271,11.271,11.271,11.271,11.271
2000-07,11.245,11.245,11.245,11.245,11.245,11.245,11.245,11.245,11.245,11.245,11.245,11.245,11.245,11.245,11.245,11.245,11.245,11.245,11.245,11.245,11.245,11.245,11.245,11.245,11.245
2000-10,11.411,11.411,11.411,11.411,11.411,11.411,11.411,11.411,11.411,11.411,11.411,11.411,11.411,11.411,11.411,11.411,11.411,11.411,11.411,11.411,11.411,11.411,11.411,11.411,11.411
2001-01,11.293,11.293,11.293,11.293,11.293,11.293,11.293,11.293,11.293,11.293,11.293,11.293,11.293,11.293,11.293,11.293,11.293,11.293,11.293,11.293,11.293,11.293,11.293,11.293,11.293
2001-04,11.375,11.375,11.375,11.375,11.375,11.375,11.375,11.375,11.375,11.375,11.375,11.375,11.375,11.375,11.375,11.375,11.375,11.375,11.375,11.375,11.375,11.375,11.375,11.375,11.375
2001-07,11.331,11.331,11.331,11.331,11.331,11.331,11.331,11.331,11.331,11.331,11.331,11.331,11.331,11.331,11.331,11.331,11.331,11.331,11.331,11.331,11.331,11.331,11.331,11.331,11.331
2001-10,11.515,11.515,11.515,11.515,11.515,11.515,11.515,11.515,11.515,11.515,11.515,11.515,11.515,11.515,11.515,11.515,11.515,11.515,11.515,11.515,11.515,11.515,11.515,11.515,11.515
2002-01,11.434,11.434,11.434,11.434,11.434,11.435,11.435,11.435,11.435,11.435,11.435,11.435,11.435,11.435,11.435,11.435,11.435,11.435,11.435,11.435,11.435,11.435,11.435,11.435,11.435
2002-04,11.489,11.489,11.489,11.489,11.489,11.489,11.489,11.489,11.489,11.489,11.489,11.489,11.489,11.489,11.489,11.489,11.489,11.489,11.489,11.489,11.489,11.489,11.489,11.489,11.489
2002-07,11.456,11.456,11.456,11.456,11.456,11.457,11.457,11.457,11.457,11.457,11.457,11.457,11.457,11.457,11.457,11.457,11.457,11.457,11.457,11.457,11.457,11.457,11.457,11.457,11.457
2002-10,11.619,11.619,11.619,11.619,11.619,11.619,11.619,11.619,11.619,11.619,11.619,11.619,11.619,11.619,11.619,11.619,11.619,11.619,11.619,11.619,11.619,11.619,11.619,11.619,11.619
2003-01,11.494,11.494,11.494,11.494,11.494,11.496,11.496,11.496,11.496,11.496,11.496,11.496,11.496,11.496,11.496,11.496,11.496,11.496,11.496,11.496,11.496,11.496,11.496,11.496,11.496
2003-04,11.528,11.528,11.528,11.528,11.528,11.532,11.532,11.532,11.532,11.532,11.532,11.532,11.532,11.532,11.532,11.532,11.532,11.532,11.532,11.532,11.532,11.532,11.532,11.532,11.532
2003-07,11.472,11.472,11.472,11.472,11.472,11.476,11.476,11.476,11.476,11.476,11.476,11.476,11.476,11.476,11.476,11.476,11.476,11.476,11.476,11.476,11.476,11.476,11.476,11.476,11.476
2003-10,11.645,11.645,11.645,11.645,11.645,11.650,11.650,11.650,11.650,11.650,11.650,11.650,11.650,11.650,11.650,11.650,11.650,11.650,11.650,11.650,11.650,11.650,11.650,11.650,11.650
2004-01,11.563,11.563,11.563,11.563,11.563,11.568,11.568,11.568,11.568,11.568,11.568,11.568,11.568,11.568,11.568,11.568,11.568,11.568,11.568,11.568,11.568,11.568,11.568,11.568,11.568
2004-04,11.611,11.611,11.611,11.611,11.611,11.615,11.615,11.615,11.615,11.615,11.615,11.615,11.615,11.615,11.615,11.615,11.615,11.615,11.615,11.615,11.615,11.615,11.615,11.615,11.615
2004-07,11.564,11.572,11.572,11.572,11.572,11.580,11.580,11.580,11.580,11.580,11.580,11.580,11.580,11.580,11.580,11.580,11.580,11.580,11.580,11.580,11.580,11.580,11.580,11.580,11.580
2004-10,11.790,11.766,11.766,11.766,11.766,11.772,11.772,11.772,11.772,11.771,11.771,11.771,11.771,11.771,11.771,11.771,11.771,11.771,11.771,11.771,11.771,11.771,11.771,11.771,11.771
2005-01,11.736,11.654,11.653,11.652,11.652,11.665,11.665,11.665,11.665,11.669,11.669,11.669,11.669,11.665,11.665,11.665,11.665,11.659,11.659,11.659,11.659,11.659,11.659,11.659,11.659
2005-04,,11.772,11.728,11.721,11.721,11.732,11.732,11.732,11.732,11.749,11.749,11.749,11.749,11.744,11.744,11.744,11.744,11.739,11.739,11.739,11.739,11.739,11.739,11.739,11.739
2005-07,,,11.764,11.720,11.720,11.730,11.730,11.730,11.730,11.755,11.755,11.755,11.755,11.748,11.748,11.748,11.748,11.753,11.753,11.753,11.753,11.753,11.753,11.753,11.753
2005-10,,,,11.918,11.918,11.915,11.915,11.915,11.915,11.943,11.943,11.943,11.943,11.936,11.936,11.936,11.936,11.938,11.938,11.938,11.938,11.938,11.938,11.938,11.938
2006-01,,,,,11.781,11.789,11.783,11.809,11.809,11.800,11.800,11.800,11.800,11.784,11.784,11.784,11.784,11.778,11.778,11.778,11.778,11.778,11.778,11.778,11.778
2006-04,,,,,,11.843,11.849,11.879,11.879,11.876,11.876,11.876,11.876,11.864,11.864,11.864,11.864,11.849,11.849,11.849,11.849,11.849,11.849,11.849,11.849
2006-07,,,,,,,11.850,11.861,11.851,11.846,11.846,11.846,11.846,11.833,11.833,11.833,11.833,11.810,11.810,11.810,11.810,11.810,11.810,11.810,11.810
2006-10,,,,,,,,12.062,12.017,12.013,12.013,12.013,12.013,12.000,12.000,12.000,12.000,11.975,11.975,11.975,11.975,11.975,11.975,11.975,11.975
2007-01,,,,,,,,,11.904,11.928,11.926,11.926,11.926,11.917,11.917,11.917,11.917,11.891,11.891,11.891,11.891,11.891,11.891,11.891,11.891
