"",2005-05-19,2005-08-18,2005-11-17,2006-02-16,2006-05-18,2006-08-17,2006-11-16,2007-02-20,2007-05-22,2007-08-21,2007-11-20,2008-02-21,2008-05-21,2008-08-21,2008-11-18,2009-02-19,2009-05-20,2009-08-20,2009-11-19,2010-02-18,2010-05-19,2010-08-18,2010-11-18,2011-02-17,2011-05-19
2007-04,,,,,,,,,,11.998,12.000,11.994,11.994,11.988,11.988,11.988,11.988,11.965,11.965,11.965,11.965,11.965,11.965,11.965,11.965
2007-07,,,,,,,,,,,11.955,11.955,11.967,11.963,11.963,11.963,11.963,11.938,11.938,11.938,11.938,11.938,11.938,11.938,11.938
2007-10,,,,,,,,,,,,12.122,12.163,12.152,12.152,12.152,12.152,12.129,12.129,12.129,12.129,12.129,12.129,12.129,12.129
2008-01,,,,,,,,,,,,,12.046,12.035,12.051,12.054,12.054,12.023,12.023,12.023,12.023,12.023,12.023,12.023,12.023
2008-04,,,,,,,,,,,,,,12.094,12.123,12.139,12.139,12.106,12.106,12.106,12.106,12.105,12.105,12.105,12.105
2008-07,,,,,,,,,,,,,,,12.124,12.143,12.143,12.107,12.107,12.107,12.107,12.107,12.107,12.107,12.107
2008-10,,,,,,,,,,,,,,,,12.332,12.332,12.321,12.321,12.321,12.321,12.325,12.325,12.325,12.325
2009-01,,,,,,,,,,,,,,,,,12.209,12.227,12.230,12.230,12.230,12.236,12.236,12.236,12.236
2009-04,,,,,,,,,,,,,,,,,,12.302,12.339,12.343,12.343,12.346,12.346,12.346,12.346
2009-07,,,,,,,,,,,,,,,,,,,12.364,12.371,12.374,12.388,12.388,12.388,12.388
2009-10,,,,,,,,,,,,,,,,,,,,12.580,12.573,12.597,12.597,12.597,12.597
2010-01,,,,,,,,,,,,,,,,,,,,,12.463,12.483,12.483,12.469,12.479
2010-04,,,,,,,,,,,,,,,,,,,,,,12.559,12.560,12.549,12.549
2010-07,,,,,,,,,,,,,,,,,,,,,,,12.553,12.547,12.517
2010-10,,,,,,,,,,,,,,,,,,,,,,,,12.729,12.681
2011-01,,,,,,,,,,,,,,,,,,,,,,,,,12.506
