"",2007-11-22,2008-02-26,2008-05-27,2008-08-26,2008-11-25,2009-02-25,2009-05-26,2009-08-25,2009-11-24,2010-02-24,2010-05-21,2010-08-24,2010-11-23,2011-02-24,2011-05-24,2011-09-01,2011-11-24,2012-02-24,2012-05-24,2012-08-23,2012-11-23,2013-02-22,2013-05-24,2013-08-23,2013-11-22,2014-02-25,2014-05-23,2014-09-01,2014-11-25,2015-02-24
unit,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,Euro,Euro,Euro
unit multiplier,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion
Baseyear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Record meth,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,98.43,98.43,98.43,98.47,98.47,98.47,98.47,98.68,98.68,98.68,98.68,98.51,98.50,98.50,98.38,95.76,95.76,95.76,95.76,95.78,95.78,95.78,95.78,95.77,95.77,96.32,96.32,100.692,100.692,100.692
1991-04,96.75,96.75,96.75,96.60,96.60,96.60,96.60,96.04,96.04,96.04,96.04,95.94,95.94,95.94,96.27,93.57,93.57,93.57,93.57,93.58,93.58,93.58,93.58,93.59,93.59,93.21,93.21,98.584,98.584,98.584
1991-07,94.60,94.60,94.60,94.58,94.58,94.58,94.58,94.68,94.68,94.68,94.68,94.89,94.89,94.89,94.84,91.30,91.30,91.30,91.30,91.33,91.33,91.33,91.33,91.29,91.29,91.33,91.33,97.659,97.659,97.659
1991-10,96.42,96.42,96.42,96.50,96.50,96.50,96.50,96.73,96.73,96.73,96.73,96.86,96.86,96.86,96.71,92.68,92.68,92.68,92.68,92.68,92.69,92.69,92.69,92.62,92.62,92.41,92.41,97.542,97.542,97.542
1992-01,99.80,99.80,99.80,99.77,99.77,99.77,99.77,100.17,100.17,100.17,100.17,99.97,99.96,99.96,99.87,97.03,97.03,97.03,97.03,97.03,97.03,97.03,97.03,97.02,97.02,97.63,97.63,102.230,102.230,102.230
1992-04,97.74,97.74,97.74,97.62,97.62,97.62,97.62,97.12,97.12,97.12,97.12,97.04,97.05,97.05,97.32,94.67,94.67,94.67,94.67,94.68,94.68,94.68,94.68,94.70,94.70,94.33,94.33,99.453,99.453,99.453
1992-07,95.17,95.17,95.17,95.15,95.15,95.15,95.15,95.25,95.25,95.25,95.25,95.44,95.44,95.44,95.39,92.02,92.02,92.02,92.02,92.06,92.06,92.06,92.06,92.03,92.03,92.05,92.05,97.883,97.883,97.883
1992-10,93.32,93.32,93.32,93.38,93.38,93.38,93.38,93.65,93.65,93.65,93.65,93.76,93.76,93.76,93.63,90.56,90.56,90.56,90.56,90.58,90.58,90.58,90.58,90.58,90.58,90.31,90.31,95.963,95.963,95.963
1993-01,91.14,91.14,91.14,91.16,91.16,91.16,91.16,91.17,91.17,91.17,91.17,91.03,91.03,91.03,90.94,87.68,87.68,87.68,87.68,87.70,87.70,87.70,87.70,87.69,87.69,88.28,88.28,93.941,93.941,93.941
1993-04,89.84,89.84,89.84,89.74,89.74,89.74,89.74,89.33,89.33,89.33,89.33,89.27,89.27,89.27,89.49,86.88,86.88,86.88,86.88,86.89,86.88,86.88,86.88,86.89,86.89,86.59,86.59,92.290,92.290,92.290
1993-07,89.31,89.31,89.31,89.28,89.28,89.28,89.28,89.33,89.33,89.33,89.33,89.48,89.48,89.48,89.45,86.20,86.20,86.20,86.20,86.23,86.22,86.22,86.22,86.20,86.20,86.23,86.23,92.138,92.138,92.138
1993-10,90.26,90.26,90.26,90.28,90.28,90.28,90.28,90.61,90.61,90.61,90.61,90.72,90.73,90.73,90.63,88.52,88.52,88.52,88.52,88.55,88.56,88.56,88.56,88.57,88.57,88.25,88.25,92.801,92.801,92.801
1994-01,90.38,90.38,90.38,90.40,90.40,90.40,90.40,90.35,90.35,90.35,90.35,90.21,90.21,90.21,90.14,87.43,87.43,87.43,87.43,87.44,87.45,87.45,87.45,87.43,87.43,87.99,87.99,93.304,93.304,93.304
1994-04,91.94,91.94,91.94,91.87,91.87,91.87,91.87,91.50,91.50,91.50,91.50,91.44,91.45,91.45,91.63,89.00,89.00,89.00,89.00,89.02,89.03,89.03,89.03,89.02,89.02,88.81,88.81,93.809,93.809,93.809
1994-07,92.18,92.18,92.18,92.17,92.17,92.17,92.17,92.19,92.19,92.19,92.19,92.33,92.33,92.33,92.28,88.71,88.71,88.71,88.71,88.74,88.74,88.74,88.74,88.70,88.70,88.73,88.73,94.085,94.085,94.085
1994-10,95.84,95.84,95.84,95.84,95.84,95.84,95.84,96.22,96.22,96.22,96.22,96.36,96.35,96.35,96.27,93.56,93.56,93.56,93.56,93.59,93.59,93.59,93.59,93.63,93.63,93.25,93.25,98.571,98.571,98.571
1995-01,94.05,94.05,94.05,94.06,94.06,94.06,94.06,93.96,93.96,93.96,93.96,93.81,93.81,93.81,93.76,90.97,90.97,90.97,90.97,90.98,90.98,90.98,90.98,90.96,90.96,91.52,91.52,96.460,96.460,96.460
1995-04,95.49,95.49,95.49,95.44,95.44,95.44,95.44,95.16,95.16,95.16,95.16,95.13,95.13,95.13,95.28,93.06,93.06,93.06,93.06,93.09,93.09,93.09,93.09,93.09,93.09,92.88,92.88,97.779,97.779,97.779
1995-07,94.48,94.48,94.48,94.48,94.48,94.48,94.48,94.48,94.48,94.48,94.48,94.58,94.58,94.58,94.56,91.93,91.93,91.93,91.93,91.96,91.96,91.96,91.96,91.95,91.95,91.97,91.97,97.313,97.313,97.313
1995-10,94.49,94.49,94.49,94.45,94.45,94.45,94.45,94.84,94.84,94.84,94.84,94.98,94.98,94.98,94.89,91.88,91.88,91.88,91.88,91.89,91.89,91.89,91.89,91.86,91.86,91.48,91.48,96.645,96.645,96.645
1996-01,93.18,93.18,93.18,93.17,93.17,93.17,93.17,93.34,93.34,93.34,93.34,93.18,93.18,93.18,93.15,89.68,89.68,89.68,89.68,89.69,89.69,89.69,89.69,89.67,89.67,90.12,90.12,95.109,95.109,95.109
1996-04,94.38,94.38,94.38,94.34,94.34,94.34,94.34,94.11,94.11,94.11,94.11,94.10,94.10,94.10,94.21,91.25,91.25,91.25,91.25,91.27,91.27,91.27,91.27,91.28,91.28,91.16,91.16,96.120,96.120,96.120
1996-07,93.97,93.97,93.97,93.98,93.98,93.98,93.98,93.93,93.93,93.93,93.93,94.03,94.03,94.03,94.00,90.92,90.92,90.92,90.92,90.95,90.95,90.95,90.95,90.93,90.93,90.95,90.95,96.062,96.062,96.062
