"",2007-11-22,2008-02-26,2008-05-27,2008-08-26,2008-11-25,2009-02-25,2009-05-26,2009-08-25,2009-11-24,2010-02-24,2010-05-21,2010-08-24,2010-11-23,2011-02-24,2011-05-24,2011-09-01,2011-11-24,2012-02-24,2012-05-24,2012-08-23,2012-11-23,2013-02-22,2013-05-24,2013-08-23,2013-11-22,2014-02-25,2014-05-23,2014-09-01,2014-11-25,2015-02-24
unit,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2010=100,2010=100,2010=100
unit multiplier,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one
Baseyear,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2010,2010,2010
Record meth,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,108.77,108.82,108.82,108.78,108.80,108.80,108.80,110.03,110.03,110.03,110.03,110.06,110.06,110.06,110.07,129.38,129.38,129.38,129.38,129.36,129.36,129.36,129.36,129.36,129.36,129.36,129.36,98.53,97.18,97.18
1991-04,113.79,113.86,113.86,113.78,113.81,113.81,113.81,113.40,113.38,113.38,113.38,113.45,113.45,113.45,113.45,131.85,131.85,131.85,131.85,131.76,131.76,131.76,131.76,131.71,131.71,131.71,131.71,99.25,97.89,97.89
1991-07,118.26,118.22,118.22,118.25,118.24,118.24,118.24,117.56,117.58,117.58,117.58,117.53,117.53,117.53,117.54,135.99,135.99,135.99,135.99,135.98,135.98,135.98,135.98,136.09,136.09,136.09,136.09,102.64,101.23,101.19
1991-10,121.15,121.06,121.06,121.14,121.11,121.11,121.11,120.96,120.97,120.97,120.97,120.91,120.91,120.91,120.91,141.74,141.74,141.74,141.74,141.87,141.87,141.87,141.87,141.80,141.80,141.80,141.80,105.15,103.71,103.74
1992-01,130.70,130.76,130.76,130.72,130.74,130.74,130.74,132.36,132.34,132.34,132.34,132.39,132.39,132.39,132.39,153.81,153.81,153.81,153.81,153.79,153.79,153.79,153.79,153.80,153.80,153.80,153.80,109.83,108.32,108.32
1992-04,124.82,124.92,124.92,124.82,124.86,124.86,124.86,124.17,124.15,124.15,124.15,124.20,124.20,124.20,124.20,142.82,142.82,142.82,142.82,142.60,142.60,142.60,142.60,142.55,142.55,142.55,142.55,107.06,105.59,105.60
1992-07,122.80,122.74,122.74,122.80,122.76,122.76,122.76,122.09,122.11,122.11,122.11,122.04,122.04,122.04,122.05,138.59,138.59,138.59,138.59,138.56,138.56,138.56,138.56,138.67,138.67,138.67,138.67,103.52,102.10,102.06
1992-10,128.65,128.56,128.56,128.64,128.62,128.62,128.62,128.37,128.38,128.38,128.38,128.35,128.35,128.35,128.34,148.36,148.36,148.36,148.36,148.63,148.63,148.63,148.63,148.56,148.56,148.56,148.56,107.01,105.54,105.56
1993-01,123.18,123.24,123.24,123.21,123.22,123.22,123.22,124.60,124.59,124.59,124.59,124.62,124.62,124.62,124.62,143.66,143.66,143.66,143.66,143.63,143.63,143.63,143.63,143.63,143.63,143.63,143.63,103.56,102.13,102.14
1993-04,123.82,123.96,123.96,123.81,123.88,123.88,123.88,123.18,123.14,123.14,123.14,123.17,123.17,123.17,123.16,139.89,139.89,139.89,139.89,139.49,139.49,139.49,139.49,139.47,139.47,139.47,139.47,101.89,100.49,100.49
1993-07,120.58,120.47,120.47,120.58,120.51,120.51,120.51,119.97,120.01,120.01,120.01,119.85,119.85,119.85,119.87,135.92,135.92,135.92,135.92,135.86,135.86,135.86,135.86,135.94,135.94,135.94,135.94,100.08,98.70,98.67
1993-10,117.75,117.66,117.66,117.73,117.72,117.72,117.72,117.58,117.59,117.59,117.59,117.69,117.69,117.69,117.68,135.67,135.67,135.67,135.67,136.16,136.16,136.16,136.16,136.10,136.10,136.10,136.10,99.29,97.93,97.96
1994-01,124.45,124.51,124.51,124.50,124.49,124.49,124.49,124.85,124.84,124.84,124.84,124.81,124.81,124.81,124.82,144.28,144.28,144.28,144.28,144.15,144.15,144.15,144.15,144.16,144.16,144.16,144.16,101.60,100.20,100.20
1994-04,118.45,118.63,118.63,118.42,118.50,118.50,118.50,118.51,118.47,118.47,118.47,118.46,118.46,118.46,118.44,135.51,135.51,135.51,135.51,134.99,134.99,134.99,134.99,135.00,135.00,135.00,135.00,98.55,97.20,97.20
1994-07,116.38,116.25,116.25,116.38,116.30,116.30,116.30,115.93,115.97,115.97,115.97,115.77,115.77,115.77,115.79,131.15,131.15,131.15,131.15,131.10,131.10,131.10,131.10,131.13,131.13,131.13,131.13,95.81,94.50,94.47
1994-10,117.13,117.02,117.02,117.11,117.12,117.12,117.12,117.12,117.13,117.13,117.13,117.38,117.38,117.38,117.36,135.58,135.58,135.58,135.58,136.29,136.29,136.29,136.29,136.23,136.23,136.23,136.23,100.74,99.35,99.37
1995-01,109.80,109.84,109.84,109.84,109.83,109.83,109.83,109.21,109.20,109.20,109.20,109.14,109.14,109.14,109.14,126.95,126.95,126.95,126.95,126.77,126.77,126.77,126.77,126.79,126.79,126.79,126.79,91.89,90.63,90.63
1995-04,106.94,107.13,107.13,106.90,106.98,106.98,106.98,107.73,107.69,107.69,107.69,107.64,107.64,107.64,107.63,125.17,125.17,125.17,125.17,124.68,124.68,124.68,124.68,124.71,124.71,124.71,124.71,92.73,91.46,91.46
1995-07,105.61,105.49,105.49,105.63,105.55,105.55,105.55,105.31,105.35,105.35,105.35,105.14,105.14,105.14,105.18,123.06,123.06,123.06,123.06,123.04,123.04,123.04,123.04,123.05,123.05,123.05,123.05,92.68,91.43,91.39
1995-10,100.06,99.96,99.96,100.05,100.06,100.06,100.06,100.17,100.18,100.18,100.18,100.50,100.50,100.50,100.47,115.45,115.45,115.45,115.45,116.14,116.14,116.14,116.14,116.08,116.08,116.08,116.08,88.84,87.62,87.65
1996-01,89.40,89.46,89.46,89.44,89.41,89.41,89.41,88.31,88.30,88.30,88.30,88.23,88.23,88.23,88.23,108.54,108.54,108.54,108.54,108.32,108.32,108.32,108.32,108.34,108.34,108.34,108.34,82.27,81.13,81.13
1996-04,108.48,108.70,108.70,108.45,108.54,108.54,108.54,109.83,109.79,109.79,109.79,109.72,109.72,109.72,109.71,123.01,123.01,123.01,123.01,122.51,122.51,122.51,122.51,122.56,122.56,122.56,122.56,90.69,89.44,89.44
1996-07,108.93,108.78,108.78,108.95,108.86,108.86,108.86,108.56,108.61,108.61,108.61,108.39,108.39,108.39,108.43,128.18,128.18,128.18,128.18,128.17,128.17,128.17,128.17,128.14,128.14,128.14,128.14,96.02,94.73,94.69
1996-10,103.38,103.27,103.27,103.36,103.39,103.39,103.39,103.50,103.50,103.50,103.50,103.86,103.86,103.86,103.83,121.82,121.82,121.82,121.82,122.55,122.55,122.55,122.55,122.51,122.51,122.51,122.51,91.98,90.71,90.76
1997-01,94.02,94.08,94.08,94.03,94.01,94.01,94.01,92.94,92.91,92.91,92.91,92.90,92.90,92.90,92.89,106.39,106.39,106.39,106.39,106.21,106.21,106.21,106.21,106.23,106.23,106.23,106.23,85.59,84.40,84.40
1997-04,98.93,99.12,99.12,98.91,98.98,98.98,98.98,100.23,100.19,100.19,100.19,100.11,100.11,100.11,100.11,121.09,121.09,121.09,121.09,120.61,120.61,120.61,120.61,120.69,120.69,120.69,120.69,89.19,87.96,87.95
1997-07,101.07,100.92,100.92,101.10,101.02,101.02,101.02,100.76,100.81,100.81,100.81,100.60,100.60,100.60,100.65,117.93,117.93,117.93,117.93,117.94,117.94,117.94,117.94,117.86,117.86,117.86,117.86,87.15,85.99,85.95
1997-10,83.73,83.63,83.63,83.71,83.74,83.74,83.74,83.82,83.83,83.83,83.83,84.15,84.15,84.15,84.11,104.02,104.02,104.02,104.02,104.67,104.67,104.67,104.67,104.65,104.65,104.65,104.65,79.63,78.53,78.60
1998-01,92.33,92.43,92.43,92.33,92.31,92.31,92.31,91.66,91.63,91.63,91.63,91.66,91.66,91.66,91.65,110.90,110.90,110.90,110.90,110.68,110.68,110.68,110.68,110.70,110.70,110.70,110.70,88.72,87.48,87.47
1998-04,96.40,96.55,96.55,96.41,96.43,96.43,96.43,97.40,97.38,97.38,97.38,97.23,97.23,97.23,97.24,117.03,117.03,117.03,117.03,116.56,116.56,116.56,116.56,116.66,116.66,116.66,116.66,87.44,86.23,86.20
1998-07,100.94,100.80,100.80,100.98,100.92,100.92,100.92,100.62,100.68,100.68,100.68,100.43,100.43,100.43,100.48,119.62,119.62,119.62,119.62,119.62,119.62,119.62,119.62,119.49,119.49,119.49,119.49,89.14,87.95,87.89
1998-10,95.49,95.39,95.39,95.44,95.50,95.50,95.50,95.49,95.47,95.47,95.47,95.84,95.84,95.84,95.79,112.74,112.74,112.74,112.74,113.43,113.43,113.43,113.43,113.44,113.44,113.44,113.44,84.44,83.26,83.36
1999-01,103.71,103.82,103.82,103.67,103.69,103.69,103.69,103.78,103.75,103.75,103.75,103.82,103.82,103.82,103.84,127.24,127.24,127.24,127.24,126.99,126.99,126.99,126.99,127.02,127.02,127.02,127.02,94.80,93.49,93.46
