"",2011-09-01,2011-11-24,2012-02-24,2012-05-24,2012-08-23,2012-11-23,2013-02-22,2013-05-24,2013-08-23,2013-11-22,2014-02-25,2014-05-23,2014-09-01,2014-11-25,2015-02-24
unit,EURO,EURO,EURO,EURO,EURO,EURO,EURO,Euro,Euro,Euro,Euro,Euro,Euro,Euro,Euro
unit multiplier,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion
Baseyear,,,,,,,,,,,,,,,
Record meth,Manual,Manual,,,,,,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,12.15,12.15,12.15,12.15,12.15,12.15,12.15,12.15,12.15,12.15,12.15,12.15,12.757,12.757,12.757
1991-04,12.46,12.46,12.46,12.46,12.46,12.46,12.46,12.46,12.46,12.46,12.46,12.46,12.180,12.180,12.180
1991-07,12.99,12.99,12.99,12.99,12.99,12.99,12.99,12.99,12.99,12.99,12.99,12.99,12.787,12.787,12.787
1991-10,13.14,13.14,13.14,13.14,13.14,13.14,13.14,13.14,13.14,13.14,13.14,13.14,13.102,13.102,13.102
1992-01,13.80,13.80,13.80,13.80,13.80,13.80,13.80,13.80,13.80,13.80,13.80,13.80,13.914,13.914,13.914
1992-04,13.64,13.64,13.64,13.64,13.64,13.64,13.64,13.64,13.64,13.64,13.64,13.64,13.526,13.526,13.526
1992-07,14.54,14.54,14.54,14.54,14.54,14.54,14.54,14.54,14.54,14.54,14.54,14.54,14.682,14.682,14.682
1992-10,14.24,14.24,14.24,14.24,14.24,14.24,14.24,14.24,14.24,14.24,14.24,14.24,14.459,14.459,14.459
1993-01,14.27,14.27,14.27,14.27,14.27,14.27,14.27,14.27,14.27,14.27,14.27,14.27,14.859,14.859,14.859
1993-04,14.65,14.65,14.65,14.65,14.65,14.65,14.65,14.65,14.65,14.65,14.65,14.65,14.579,14.579,14.579
1993-07,15.61,15.61,15.61,15.61,15.61,15.61,15.61,15.61,15.61,15.61,15.61,15.61,15.751,15.751,15.751
1993-10,15.35,15.35,15.35,15.35,15.35,15.35,15.35,15.35,15.35,15.35,15.35,15.35,15.582,15.582,15.582
1994-01,14.42,14.42,14.42,14.42,14.42,14.42,14.42,14.42,14.42,14.42,14.42,14.42,14.994,14.994,14.994
1994-04,14.71,14.71,14.71,14.71,14.71,14.71,14.71,14.71,14.71,14.71,14.71,14.71,14.628,14.628,14.628
1994-07,15.57,15.57,15.57,15.57,15.57,15.57,15.57,15.57,15.57,15.57,15.57,15.57,15.983,15.983,15.983
1994-10,15.33,15.33,15.33,15.33,15.33,15.33,15.33,15.33,15.33,15.33,15.33,15.33,15.854,15.854,15.854
1995-01,15.16,15.16,15.16,15.16,15.16,15.16,15.16,15.16,15.16,15.16,15.16,15.16,15.693,15.693,15.693
1995-04,15.71,15.71,15.71,15.71,15.71,15.71,15.71,15.71,15.71,15.71,15.71,15.71,15.534,15.534,15.534
1995-07,16.42,16.42,16.42,16.42,16.42,16.42,16.42,16.42,16.42,16.42,16.42,16.42,17.006,17.006,17.006
1995-10,16.54,16.54,16.54,16.54,16.54,16.54,16.54,16.54,16.54,16.54,16.54,16.54,17.217,17.217,17.217
1996-01,15.62,15.62,15.62,15.62,15.62,15.62,15.62,15.62,15.62,15.62,15.62,15.62,16.173,16.173,16.173
1996-04,15.96,15.96,15.96,15.96,15.96,15.96,15.96,15.96,15.96,15.96,15.96,15.96,15.954,15.954,15.954
1996-07,16.22,16.22,16.22,16.22,16.22,16.22,16.22,16.22,16.22,16.22,16.22,16.22,17.308,17.308,17.308
1996-10,16.16,16.16,16.16,16.16,16.16,16.16,16.16,16.16,16.16,16.16,16.16,16.16,17.388,17.388,17.388
1997-01,16.70,16.70,16.70,16.70,16.70,16.70,16.70,16.70,16.70,16.70,16.70,16.70,17.741,17.741,17.741
1997-04,16.96,16.96,16.96,16.96,16.96,16.96,16.96,16.96,16.96,16.96,16.96,16.96,17.513,17.513,17.513
1997-07,17.47,17.47,17.47,17.47,17.47,17.47,17.47,17.47,17.47,17.47,17.47,17.47,18.804,18.804,18.804
1997-10,17.29,17.29,17.29,17.29,17.29,17.29,17.29,17.29,17.29,17.29,17.29,17.29,18.498,18.498,18.498
1998-01,18.66,18.66,18.66,18.66,18.66,18.66,18.66,18.66,18.66,18.66,18.66,18.66,19.943,19.943,19.943
1998-04,18.73,18.73,18.73,18.73,18.73,18.73,18.73,18.73,18.73,18.73,18.73,18.73,19.528,19.528,19.528
1998-07,19.41,19.41,19.41,19.41,19.41,19.41,19.41,19.41,19.41,19.41,19.41,19.41,21.152,21.152,21.152
1998-10,18.76,18.76,18.76,18.76,18.76,18.76,18.76,18.76,18.76,18.76,18.76,18.76,21.103,21.103,21.103
1999-01,18.47,18.47,18.47,18.47,18.47,18.47,18.47,18.47,18.47,18.47,18.47,18.47,20.007,20.007,20.007
1999-04,18.46,18.46,18.46,18.46,18.46,18.46,18.46,18.46,18.46,18.46,18.46,18.46,19.599,19.599,19.599
1999-07,19.10,19.10,19.10,19.10,19.10,19.10,19.10,19.10,19.10,19.10,19.10,19.10,21.388,21.388,21.388
1999-10,18.71,18.71,18.71,18.71,18.71,18.71,18.71,18.71,18.71,18.71,18.71,18.71,21.299,21.299,21.299
