"",2005-05-24,2005-08-23,2005-11-22,2006-02-22,2006-05-23,2006-08-24,2006-11-23,2007-02-22,2007-05-24,2007-08-23,2007-11-22,2008-02-26,2008-05-27,2008-08-26,2008-11-25,2009-02-25,2009-05-26,2009-08-25,2009-11-24,2010-02-24,2010-05-21,2010-08-24,2010-11-23,2011-02-24,2011-05-24
unit,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO
unit multiplier,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion
Baseyear,,,,,,,,,,,,,,,,,,,,,,,,,
Record meth,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,47.06,47.06,47.06,47.06,47.06,47.06,47.06,47.06,47.06,47.06,47.06,47.06,47.06,47.06,47.06,47.06,47.06,47.06,47.06,47.06,47.06,47.06,47.06,47.06,47.06
1991-04,51.28,51.28,51.28,51.28,51.28,51.28,51.28,51.28,51.28,51.28,51.28,51.28,51.28,51.28,51.28,51.28,51.28,51.28,51.28,51.28,51.28,51.28,51.28,51.28,51.28
1991-07,53.24,53.24,53.24,53.24,53.24,53.24,53.24,53.24,53.24,53.24,53.24,53.24,53.24,53.24,53.24,53.24,53.24,53.24,53.24,53.24,53.24,53.24,53.24,53.24,53.24
1991-10,65.39,65.39,65.39,65.39,65.39,65.39,65.39,65.39,65.39,65.39,65.39,65.39,65.39,65.39,65.39,65.39,65.39,65.39,65.39,65.39,65.39,65.39,65.39,65.39,65.39
1992-01,52.83,52.83,52.83,52.83,52.83,52.83,52.83,52.83,52.83,52.83,52.83,52.83,52.83,52.83,52.83,52.83,52.83,52.83,52.83,52.83,52.83,52.83,52.83,52.83,52.83
1992-04,54.46,54.46,54.46,54.46,54.46,54.46,54.46,54.46,54.46,54.46,54.46,54.46,54.46,54.46,54.46,54.46,54.46,54.46,54.46,54.46,54.46,54.46,54.46,54.46,54.46
1992-07,60.23,60.23,60.23,60.23,60.23,60.23,60.23,60.23,60.23,60.23,60.23,60.23,60.23,60.23,60.23,60.23,60.23,60.23,60.23,60.23,60.23,60.23,60.23,60.23,60.23
1992-10,70.90,70.90,70.90,70.90,70.90,70.90,70.90,70.90,70.90,70.90,70.90,70.90,70.90,70.90,70.90,70.90,70.90,70.90,70.90,70.90,70.90,70.90,70.90,70.90,70.90
1993-01,57.01,57.01,57.01,57.01,57.01,57.01,57.01,57.01,57.01,57.01,57.01,57.01,57.01,57.01,57.01,57.01,57.01,57.01,57.01,57.01,57.01,57.01,57.01,57.01,57.01
1993-04,59.23,59.23,59.23,59.23,59.23,59.23,59.23,59.23,59.23,59.23,59.23,59.23,59.23,59.23,59.23,59.23,59.23,59.23,59.23,59.23,59.23,59.23,59.23,59.23,59.23
1993-07,61.64,61.64,61.64,61.64,61.64,61.64,61.64,61.64,61.64,61.64,61.64,61.64,61.64,61.64,61.64,61.64,61.64,61.64,61.64,61.64,61.64,61.64,61.64,61.64,61.64
1993-10,73.86,73.86,73.86,73.86,73.86,73.86,73.86,73.86,73.86,73.86,73.86,73.86,73.86,73.86,73.86,73.86,73.86,73.86,73.86,73.86,73.86,73.86,73.86,73.86,73.86
1994-01,60.18,60.18,60.18,60.18,60.18,60.18,60.18,60.18,60.18,60.18,60.18,60.18,60.18,60.18,60.18,60.18,60.18,60.18,60.18,60.18,60.18,60.18,60.18,60.18,60.18
1994-04,60.16,60.16,60.16,60.16,60.16,60.16,60.16,60.16,60.16,60.16,60.16,60.16,60.16,60.16,60.16,60.16,60.16,60.16,60.16,60.16,60.16,60.16,60.16,60.16,60.16
1994-07,64.07,64.07,64.07,64.07,64.07,64.07,64.07,64.07,64.07,64.07,64.07,64.07,64.07,64.07,64.07,64.07,64.07,64.07,64.07,64.07,64.07,64.07,64.07,64.07,64.07
1994-10,76.64,76.64,76.64,76.64,76.64,76.64,76.64,76.64,76.64,76.64,76.64,76.64,76.64,76.64,76.64,76.64,76.64,76.64,76.64,76.64,76.64,76.64,76.64,76.64,76.64
1995-01,62.51,62.51,62.51,62.51,62.51,62.51,62.51,62.51,62.51,62.51,62.51,62.51,62.51,62.51,62.51,62.51,62.51,62.51,62.51,62.51,62.51,62.51,62.51,62.51,62.51
1995-04,63.66,63.66,63.66,63.66,63.66,63.66,63.66,63.66,63.66,63.66,63.66,63.66,63.66,63.66,63.66,63.66,63.66,63.66,63.66,63.66,63.66,63.66,63.66,63.66,63.66
1995-07,68.39,68.39,68.39,68.39,68.39,68.39,68.39,68.39,68.39,68.39,68.39,68.39,68.39,68.39,68.39,68.39,68.39,68.39,68.39,68.39,68.39,68.39,68.39,68.39,68.39
1995-10,80.75,80.75,80.75,80.75,80.75,80.75,80.75,80.75,80.75,80.75,80.75,80.75,80.75,80.75,80.75,80.75,80.75,80.75,80.75,80.75,80.75,80.75,80.75,80.75,80.75
1996-01,65.47,65.47,65.47,65.47,65.47,65.47,65.47,65.47,65.47,65.47,65.47,65.47,65.47,65.47,65.47,65.47,65.47,65.47,65.47,65.47,65.47,65.47,65.47,65.47,65.47
1996-04,65.85,65.85,65.85,65.85,65.85,65.85,65.85,65.85,65.85,65.85,65.85,65.85,65.85,65.85,65.85,65.85,65.85,65.85,65.85,65.85,65.85,65.85,65.85,65.85,65.85
1996-07,70.24,70.24,70.24,70.24,70.24,70.24,70.24,70.24,70.24,70.24,70.24,70.24,70.24,70.24,70.24,70.24,70.24,70.24,70.24,70.24,70.24,70.24,70.24,70.24,70.24
1996-10,82.36,82.36,82.36,82.36,82.36,82.36,82.36,82.36,82.36,82.36,82.36,82.36,82.36,82.36,82.36,82.36,82.36,82.36,82.36,82.36,82.36,82.36,82.36,82.36,82.36
1997-01,66.78,66.78,66.78,66.78,66.78,66.78,66.78,66.78,66.78,66.78,66.78,66.78,66.78,66.78,66.78,66.78,66.78,66.78,66.78,66.78,66.78,66.78,66.78,66.78,66.78
1997-04,67.24,67.24,67.24,67.24,67.24,67.24,67.24,67.24,67.24,67.24,67.24,67.24,67.24,67.24,67.24,67.24,67.24,67.24,67.24,67.24,67.24,67.24,67.24,67.24,67.24
