"",2005-05-24,2005-08-23,2005-11-22,2006-02-22,2006-05-23,2006-08-24,2006-11-23,2007-02-22,2007-05-24,2007-08-23,2007-11-22,2008-02-26,2008-05-27,2008-08-26,2008-11-25,2009-02-25,2009-05-26,2009-08-25,2009-11-24,2010-02-24,2010-05-21,2010-08-24,2010-11-23,2011-02-24,2011-05-24
unit,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL
unit multiplier,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million
Baseyear,,,,,,,,,,,,,,,,,,,,,,,,,
Record meth,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,9.358,9.358,9.358,9.358,9.358,9.360,9.360,9.360,9.360,9.358,9.358,9.358,9.358,9.359,9.359,9.359,9.359,9.360,9.360,9.360,9.360,9.361,9.361,9.361,9.360
1991-04,9.374,9.373,9.373,9.373,9.373,9.373,9.373,9.373,9.373,9.374,9.374,9.374,9.374,9.374,9.374,9.374,9.374,9.375,9.375,9.375,9.375,9.374,9.374,9.374,9.375
1991-07,9.388,9.388,9.388,9.388,9.388,9.388,9.388,9.388,9.388,9.388,9.388,9.388,9.388,9.387,9.387,9.387,9.387,9.388,9.388,9.388,9.388,9.388,9.388,9.388,9.388
1991-10,9.446,9.446,9.446,9.446,9.446,9.445,9.445,9.445,9.445,9.445,9.445,9.445,9.445,9.444,9.444,9.444,9.444,9.442,9.442,9.442,9.442,9.442,9.442,9.442,9.442
1992-01,9.507,9.507,9.507,9.507,9.507,9.509,9.509,9.509,9.509,9.507,9.507,9.507,9.507,9.509,9.509,9.509,9.509,9.510,9.510,9.510,9.510,9.510,9.510,9.510,9.510
1992-04,9.546,9.546,9.546,9.546,9.546,9.545,9.545,9.545,9.545,9.546,9.546,9.546,9.546,9.546,9.546,9.546,9.546,9.547,9.547,9.547,9.547,9.547,9.547,9.547,9.547
1992-07,9.567,9.567,9.567,9.567,9.567,9.566,9.566,9.566,9.566,9.567,9.567,9.567,9.567,9.566,9.566,9.566,9.566,9.566,9.566,9.566,9.566,9.566,9.566,9.566,9.566
1992-10,9.579,9.579,9.579,9.579,9.579,9.578,9.578,9.578,9.578,9.579,9.579,9.579,9.579,9.578,9.578,9.578,9.578,9.575,9.575,9.575,9.575,9.575,9.575,9.575,9.575
1993-01,9.589,9.589,9.589,9.589,9.589,9.591,9.591,9.591,9.591,9.589,9.589,9.589,9.589,9.591,9.591,9.591,9.591,9.591,9.591,9.591,9.591,9.592,9.592,9.592,9.592
1993-04,9.597,9.597,9.597,9.597,9.597,9.597,9.597,9.597,9.597,9.597,9.597,9.597,9.597,9.598,9.598,9.598,9.598,9.599,9.599,9.599,9.599,9.599,9.599,9.599,9.599
1993-07,9.608,9.608,9.608,9.608,9.608,9.607,9.607,9.607,9.607,9.608,9.608,9.608,9.608,9.607,9.607,9.607,9.607,9.608,9.608,9.608,9.608,9.607,9.607,9.607,9.608
1993-10,9.621,9.621,9.621,9.621,9.621,9.619,9.619,9.619,9.619,9.620,9.620,9.620,9.620,9.619,9.619,9.619,9.619,9.617,9.617,9.617,9.617,9.617,9.617,9.617,9.617
1994-01,9.702,9.702,9.702,9.702,9.702,9.704,9.704,9.704,9.704,9.702,9.702,9.702,9.702,9.704,9.704,9.704,9.704,9.705,9.705,9.705,9.705,9.705,9.705,9.705,9.705
1994-04,9.734,9.734,9.734,9.734,9.734,9.734,9.734,9.734,9.734,9.734,9.734,9.734,9.734,9.735,9.735,9.735,9.735,9.735,9.735,9.735,9.735,9.735,9.735,9.735,9.735
1994-07,9.790,9.790,9.790,9.790,9.790,9.790,9.790,9.790,9.790,9.791,9.791,9.791,9.791,9.790,9.790,9.790,9.790,9.791,9.791,9.791,9.791,9.790,9.790,9.790,9.791
1994-10,9.832,9.832,9.832,9.832,9.832,9.830,9.830,9.830,9.830,9.831,9.831,9.831,9.831,9.830,9.830,9.830,9.830,9.828,9.828,9.828,9.828,9.828,9.828,9.828,9.828
1995-01,9.847,9.847,9.847,9.847,9.847,9.849,9.849,9.849,9.849,9.847,9.847,9.847,9.847,9.849,9.849,9.849,9.849,9.849,9.849,9.849,9.849,9.850,9.850,9.850,9.849
1995-04,9.873,9.873,9.873,9.873,9.873,9.872,9.872,9.872,9.872,9.873,9.873,9.873,9.873,9.873,9.873,9.873,9.873,9.874,9.874,9.874,9.874,9.874,9.874,9.874,9.874
1995-07,9.909,9.909,9.909,9.909,9.909,9.909,9.909,9.909,9.909,9.909,9.909,9.909,9.909,9.909,9.909,9.909,9.909,9.910,9.910,9.910,9.910,9.909,9.909,9.909,9.910
1995-10,9.957,9.957,9.957,9.957,9.957,9.956,9.956,9.956,9.956,9.956,9.956,9.956,9.956,9.955,9.955,9.955,9.955,9.953,9.953,9.953,9.953,9.954,9.954,9.954,9.953
1996-01,10.006,10.007,10.007,10.007,10.007,10.008,10.008,10.008,10.008,10.007,10.007,10.007,10.007,10.008,10.008,10.008,10.008,10.008,10.008,10.008,10.008,10.009,10.009,10.009,10.008
1996-04,10.090,10.089,10.089,10.089,10.089,10.089,10.089,10.089,10.089,10.090,10.090,10.090,10.090,10.090,10.090,10.090,10.090,10.090,10.090,10.090,10.090,10.091,10.091,10.091,10.091
1996-07,10.091,10.091,10.091,10.091,10.091,10.091,10.091,10.091,10.091,10.091,10.091,10.091,10.091,10.091,10.091,10.091,10.091,10.092,10.092,10.092,10.092,10.091,10.092,10.092,10.093
1996-10,10.046,10.046,10.046,10.046,10.046,10.045,10.045,10.045,10.045,10.045,10.045,10.045,10.045,10.044,10.044,10.044,10.044,10.042,10.042,10.042,10.042,10.043,10.043,10.043,10.042
1997-01,10.111,10.111,10.111,10.111,10.111,10.112,10.112,10.112,10.112,10.111,10.111,10.111,10.111,10.112,10.112,10.112,10.112,10.112,10.112,10.112,10.112,10.112,10.112,10.112,10.112
1997-04,10.125,10.125,10.125,10.125,10.125,10.125,10.125,10.125,10.125,10.125,10.125,10.125,10.125,10.126,10.126,10.126,10.126,10.126,10.126,10.126,10.126,10.127,10.127,10.127,10.127
1997-07,10.126,10.126,10.126,10.126,10.126,10.126,10.126,10.126,10.126,10.126,10.126,10.126,10.126,10.126,10.126,10.126,10.126,10.127,10.127,10.127,10.127,10.125,10.125,10.125,10.127
1997-10,10.080,10.080,10.080,10.080,10.080,10.079,10.079,10.079,10.079,10.080,10.080,10.080,10.080,10.079,10.079,10.079,10.079,10.078,10.078,10.078,10.078,10.079,10.079,10.079,10.078
1998-01,10.103,10.103,10.103,10.103,10.103,10.103,10.103,10.103,10.103,10.103,10.103,10.103,10.103,10.103,10.103,10.103,10.103,10.102,10.102,10.102,10.102,10.103,10.103,10.103,10.103
1998-04,10.152,10.151,10.151,10.151,10.151,10.152,10.152,10.152,10.152,10.152,10.152,10.152,10.152,10.153,10.153,10.153,10.153,10.154,10.154,10.154,10.154,10.155,10.155,10.155,10.154
1998-07,10.264,10.263,10.263,10.263,10.263,10.264,10.264,10.264,10.264,10.264,10.264,10.264,10.264,10.263,10.263,10.263,10.263,10.265,10.265,10.265,10.265,10.261,10.261,10.261,10.263
1998-10,10.327,10.328,10.328,10.328,10.328,10.327,10.327,10.327,10.327,10.327,10.327,10.327,10.327,10.326,10.326,10.326,10.326,10.326,10.326,10.326,10.326,10.327,10.327,10.327,10.326
1999-01,10.331,10.333,10.333,10.333,10.333,10.332,10.332,10.332,10.332,10.332,10.332,10.332,10.332,10.331,10.331,10.331,10.331,10.331,10.331,10.331,10.331,10.332,10.332,10.332,10.331
1999-04,10.334,10.333,10.333,10.333,10.333,10.335,10.335,10.335,10.335,10.334,10.334,10.334,10.334,10.335,10.335,10.335,10.335,10.336,10.336,10.336,10.336,10.337,10.337,10.337,10.337
1999-07,10.392,10.391,10.391,10.391,10.391,10.392,10.392,10.392,10.392,10.392,10.392,10.392,10.392,10.391,10.391,10.391,10.391,10.392,10.392,10.392,10.392,10.389,10.389,10.389,10.390
1999-10,10.434,10.434,10.434,10.434,10.434,10.433,10.433,10.433,10.433,10.433,10.433,10.433,10.433,10.433,10.433,10.433,10.433,10.433,10.433,10.433,10.433,10.434,10.434,10.434,10.433
2000-01,10.469,10.472,10.472,10.472,10.472,10.469,10.469,10.469,10.469,10.470,10.470,10.470,10.470,10.470,10.470,10.470,10.470,10.469,10.469,10.469,10.469,10.470,10.470,10.470,10.470
2000-04,10.514,10.512,10.512,10.512,10.512,10.515,10.515,10.515,10.515,10.514,10.514,10.514,10.514,10.515,10.515,10.515,10.515,10.516,10.516,10.516,10.516,10.517,10.517,10.517,10.517
2000-07,10.519,10.517,10.517,10.517,10.517,10.518,10.518,10.518,10.518,10.517,10.517,10.517,10.517,10.517,10.517,10.517,10.517,10.517,10.517,10.517,10.517,10.514,10.514,10.514,10.515
2000-10,10.559,10.559,10.559,10.559,10.559,10.557,10.557,10.557,10.557,10.558,10.558,10.558,10.558,10.558,10.558,10.558,10.558,10.558,10.558,10.558,10.558,10.559,10.559,10.559,10.559
2001-01,10.532,10.536,10.536,10.536,10.536,10.533,10.533,10.533,10.533,10.534,10.534,10.534,10.534,10.533,10.533,10.533,10.533,10.533,10.533,10.533,10.533,10.534,10.534,10.534,10.533
2001-04,10.573,10.571,10.571,10.571,10.571,10.575,10.575,10.575,10.575,10.574,10.574,10.574,10.574,10.574,10.574,10.574,10.574,10.575,10.575,10.575,10.575,10.576,10.576,10.576,10.576
2001-07,10.578,10.575,10.575,10.575,10.575,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.576,10.575,10.575,10.575,10.575,10.573,10.573,10.573,10.573
2001-10,10.628,10.628,10.628,10.628,10.628,10.626,10.626,10.626,10.626,10.627,10.627,10.627,10.627,10.627,10.627,10.627,10.627,10.627,10.627,10.627,10.627,10.628,10.628,10.628,10.628
2002-01,10.653,10.659,10.659,10.659,10.659,10.656,10.656,10.656,10.656,10.657,10.657,10.657,10.657,10.657,10.657,10.657,10.657,10.657,10.657,10.657,10.657,10.658,10.658,10.658,10.657
2002-04,10.671,10.668,10.668,10.668,10.668,10.674,10.674,10.674,10.674,10.672,10.672,10.672,10.672,10.672,10.672,10.672,10.672,10.673,10.673,10.673,10.673,10.674,10.674,10.674,10.674
2002-07,10.694,10.690,10.690,10.690,10.690,10.691,10.691,10.691,10.691,10.690,10.690,10.690,10.690,10.691,10.691,10.691,10.691,10.690,10.690,10.690,10.690,10.688,10.688,10.688,10.688
2002-10,10.705,10.706,10.706,10.706,10.706,10.702,10.702,10.702,10.702,10.705,10.705,10.705,10.705,10.705,10.705,10.705,10.705,10.705,10.705,10.705,10.705,10.705,10.705,10.705,10.705
2003-01,10.684,10.692,10.692,10.692,10.692,10.691,10.691,10.691,10.691,10.693,10.693,10.693,10.693,10.692,10.692,10.692,10.692,10.692,10.692,10.692,10.692,10.693,10.693,10.693,10.693
2003-04,10.680,10.676,10.676,10.676,10.676,10.688,10.688,10.688,10.688,10.684,10.684,10.684,10.684,10.685,10.685,10.685,10.685,10.686,10.686,10.686,10.686,10.686,10.686,10.686,10.686
2003-07,10.676,10.669,10.669,10.669,10.669,10.670,10.670,10.670,10.670,10.669,10.669,10.669,10.669,10.669,10.669,10.669,10.669,10.668,10.668,10.668,10.668,10.667,10.667,10.667,10.667
2003-10,10.677,10.679,10.679,10.679,10.679,10.673,10.673,10.673,10.673,10.677,10.677,10.677,10.677,10.677,10.677,10.677,10.677,10.676,10.676,10.676,10.676,10.676,10.676,10.676,10.676
2004-01,10.696,10.707,10.707,10.707,10.707,10.700,10.700,10.700,10.700,10.703,10.703,10.703,10.703,10.702,10.702,10.702,10.702,10.702,10.702,10.702,10.702,10.702,10.702,10.702,10.702
2004-04,10.699,10.695,10.695,10.695,10.695,10.700,10.700,10.700,10.700,10.695,10.695,10.695,10.695,10.696,10.696,10.696,10.696,10.697,10.697,10.697,10.697,10.698,10.698,10.698,10.697
2004-07,10.705,10.706,10.706,10.706,10.706,10.702,10.702,10.702,10.702,10.700,10.700,10.700,10.700,10.701,10.701,10.701,10.701,10.700,10.700,10.700,10.700,10.700,10.700,10.700,10.700
2004-10,10.756,10.735,10.735,10.735,10.735,10.723,10.723,10.723,10.723,10.728,10.728,10.728,10.728,10.727,10.727,10.727,10.727,10.726,10.726,10.726,10.726,10.725,10.725,10.725,10.726
2005-01,10.807,10.738,10.737,10.736,10.736,10.733,10.733,10.733,10.733,10.739,10.739,10.739,10.739,10.738,10.738,10.738,10.738,10.733,10.733,10.733,10.733,10.733,10.733,10.733,10.733
2005-04,,10.799,10.754,10.748,10.748,10.756,10.756,10.756,10.756,10.768,10.768,10.768,10.768,10.767,10.767,10.767,10.767,10.765,10.765,10.765,10.765,10.766,10.766,10.766,10.765
2005-07,,,10.841,10.796,10.796,10.800,10.800,10.800,10.800,10.821,10.821,10.821,10.821,10.824,10.824,10.824,10.824,10.819,10.819,10.819,10.819,10.818,10.818,10.818,10.818
2005-10,,,,10.832,10.832,10.819,10.819,10.819,10.819,10.853,10.853,10.853,10.853,10.853,10.853,10.853,10.853,10.845,10.845,10.845,10.845,10.845,10.845,10.845,10.845
2006-01,,,,,10.818,10.824,10.818,10.844,10.844,10.837,10.837,10.837,10.837,10.842,10.842,10.842,10.842,10.831,10.831,10.831,10.831,10.833,10.833,10.833,10.833
2006-04,,,,,,10.840,10.845,10.875,10.875,10.866,10.866,10.866,10.866,10.876,10.876,10.876,10.876,10.864,10.864,10.864,10.864,10.866,10.866,10.866,10.865
2006-07,,,,,,,10.887,10.898,10.888,10.878,10.878,10.878,10.878,10.892,10.892,10.892,10.892,10.876,10.876,10.876,10.876,10.873,10.873,10.873,10.873
2006-10,,,,,,,,10.932,10.888,10.893,10.893,10.893,10.893,10.896,10.896,10.896,10.896,10.883,10.883,10.883,10.883,10.882,10.882,10.882,10.882
2007-01,,,,,,,,,10.912,10.938,10.936,10.936,10.936,10.942,10.942,10.942,10.942,10.922,10.922,10.922,10.922,10.925,10.925,10.925,10.926
