"",2005-05-19,2005-08-18,2005-11-17,2006-02-16,2006-05-18,2006-08-17,2006-11-16,2007-02-20,2007-05-22,2007-08-21,2007-11-20,2008-02-21,2008-05-21,2008-08-21,2008-11-18,2009-02-19,2009-05-20,2009-08-20,2009-11-19,2010-02-18,2010-05-19,2010-08-18,2010-11-18,2011-02-17,2011-05-19,2011-08-18,2011-11-17,2012-02-16,2012-05-16,2012-08-16,2012-11-15,2013-02-19,2013-05-16,2013-08-20,2013-11-19,2014-02-18,2014-05-20,2014-08-21,2014-11-18
1992-07,116.12,116.12,116.12,116.12,116.12,116.13,116.13,116.13,116.13,116.13,116.13,116.13,116.13,116.13,116.13,116.13,116.13,116.07,116.07,116.07,116.07,116.07,116.07,116.07,116.07,130.59,130.59,130.59,130.59,130.59,130.59,130.59,130.59,130.59,130.59,130.59,130.59,136.96,136.96
1992-10,90.66,90.66,90.66,90.66,90.66,90.66,90.66,90.66,90.66,90.66,90.66,90.66,90.66,90.66,90.66,90.66,90.66,90.62,90.62,90.62,90.62,90.62,90.62,90.62,90.62,100.47,100.47,100.47,100.47,100.47,100.47,100.47,100.47,100.47,100.47,100.47,100.47,105.11,105.11
1993-01,93.47,93.47,93.47,93.47,93.47,93.47,93.47,93.47,93.47,93.47,93.47,93.47,93.47,93.47,93.47,93.47,93.47,93.41,93.41,93.41,93.41,93.41,93.41,93.41,93.41,100.30,100.30,100.30,100.30,100.30,100.30,100.30,100.30,100.30,100.30,100.30,100.30,105.36,105.36
1993-04,110.14,110.14,110.14,110.14,110.14,110.15,110.15,110.15,110.15,110.15,110.15,110.15,110.15,110.15,110.15,110.15,110.15,110.08,110.08,110.08,110.08,110.08,110.08,110.08,110.08,123.03,123.03,123.03,123.03,123.03,123.03,123.03,123.03,123.03,123.03,123.03,123.03,129.27,129.27
1993-07,117.18,117.18,117.18,117.18,117.18,117.19,117.19,117.19,117.19,117.19,117.19,117.19,117.19,117.19,117.19,117.19,117.19,117.12,117.12,117.12,117.12,117.12,117.12,117.12,117.12,131.74,131.74,131.74,131.74,131.74,131.74,131.74,131.74,131.74,131.74,131.74,131.74,138.07,138.07
1993-10,91.32,91.32,91.32,91.32,91.32,91.32,91.32,91.32,91.32,91.32,91.32,91.32,91.32,91.32,91.32,91.32,91.32,91.27,91.27,91.27,91.27,91.27,91.27,91.27,91.27,102.11,102.11,102.11,102.11,102.11,102.11,102.11,102.11,102.11,102.11,102.11,102.11,106.37,106.37
1994-01,93.13,93.13,93.13,93.13,93.13,93.14,93.14,93.14,93.14,93.14,93.14,93.14,93.14,93.14,93.14,93.14,93.14,93.07,93.07,93.07,93.07,93.07,93.07,93.07,93.07,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,102.50,107.31,107.31
1994-04,108.74,108.74,108.74,108.74,108.74,108.74,108.74,108.74,108.74,108.74,108.74,108.74,108.74,108.74,108.74,108.74,108.74,108.69,108.69,108.69,108.69,108.69,108.69,108.69,108.69,123.52,123.52,123.52,123.52,123.52,123.52,123.52,123.52,123.52,123.52,123.52,123.52,130.06,130.06
1994-07,115.62,115.62,115.62,115.62,115.62,115.62,115.62,115.62,115.62,115.62,115.62,115.62,115.62,115.62,115.62,115.62,115.62,115.56,115.56,115.56,115.56,115.56,115.56,115.56,115.56,132.24,132.24,132.24,132.24,132.24,132.24,132.24,132.24,132.24,132.24,132.24,132.24,138.50,138.50
1994-10,90.66,90.66,90.66,90.66,90.66,90.66,90.66,90.66,90.66,90.66,90.66,90.66,90.66,90.66,90.66,90.66,90.66,90.62,90.62,90.62,90.62,90.62,90.62,90.62,90.62,102.17,102.17,102.17,102.17,102.17,102.17,102.17,102.17,102.17,102.17,102.17,102.17,106.29,106.29
1995-01,92.73,92.73,92.73,92.73,92.73,92.71,92.71,92.71,92.71,92.71,92.71,92.71,92.71,92.71,92.71,92.71,92.71,92.66,92.66,92.66,92.66,92.66,92.66,92.66,92.66,104.54,104.54,104.54,104.54,104.54,104.54,104.54,104.54,104.54,104.54,104.54,104.54,109.36,109.36
1995-04,107.84,107.84,107.84,107.84,107.84,107.83,107.83,107.83,107.83,107.83,107.83,107.83,107.83,107.83,107.83,107.83,107.83,107.76,107.76,107.76,107.76,107.76,107.76,107.76,107.76,123.87,123.87,123.87,123.87,123.87,123.87,123.87,123.87,123.87,123.87,123.87,123.87,130.54,130.54
1995-07,114.67,114.67,114.67,114.67,114.67,114.66,114.66,114.66,114.66,114.66,114.66,114.66,114.66,114.66,114.66,114.66,114.66,114.58,114.58,114.58,114.58,114.58,114.58,114.58,114.58,131.80,131.80,131.80,131.80,131.80,131.80,131.80,131.80,131.80,131.80,131.80,131.80,138.77,138.77
1995-10,91.35,91.35,91.35,91.35,91.35,91.36,91.36,91.36,91.36,91.36,91.36,91.36,91.36,91.36,91.36,91.36,91.36,91.30,91.30,91.30,91.30,91.30,91.30,91.30,91.30,101.17,101.17,101.17,101.17,101.17,101.17,101.17,101.17,101.17,101.17,101.17,101.17,105.73,105.73
1996-01,93.51,93.51,93.51,93.51,93.51,93.49,93.49,93.49,93.49,93.49,93.49,93.49,93.49,93.49,93.49,93.49,93.49,93.44,93.44,93.44,93.44,93.44,93.44,93.44,93.44,101.77,101.77,101.77,101.77,101.77,101.77,101.77,101.77,101.77,101.77,101.77,101.77,106.98,106.98
1996-04,106.81,106.81,106.81,106.81,106.81,106.81,106.81,106.81,106.81,106.81,106.81,106.81,106.81,106.81,106.81,106.81,106.81,106.75,106.75,106.75,106.75,106.75,106.75,106.75,106.75,117.99,117.99,117.99,117.99,117.99,117.99,117.99,117.99,117.99,117.99,117.99,117.99,124.97,124.97
1996-07,113.54,113.54,113.54,113.54,113.54,113.55,113.55,113.55,113.55,113.55,113.55,113.55,113.55,113.55,113.55,113.55,113.55,113.47,113.47,113.47,113.47,113.47,113.47,113.47,113.47,127.15,127.15,127.15,127.15,127.15,127.15,127.15,127.15,127.15,127.15,127.15,127.15,133.82,133.82
1996-10,91.17,91.17,91.17,91.17,91.17,91.17,91.17,91.17,91.17,91.17,91.17,91.17,91.17,91.17,91.17,91.17,91.17,91.12,91.12,91.12,91.12,91.12,91.12,91.12,91.12,98.30,98.30,98.30,98.30,98.30,98.30,98.30,98.30,98.30,98.30,98.30,98.30,102.62,102.62
1997-01,93.09,93.09,93.09,93.09,93.09,93.09,93.09,93.09,93.09,93.09,93.09,93.09,93.09,93.09,93.09,93.09,93.09,93.04,93.04,93.04,93.04,93.04,93.04,93.04,93.04,98.81,98.81,98.81,98.81,98.81,98.81,98.81,98.81,98.81,98.81,98.81,98.81,103.32,103.32
1997-04,107.00,107.00,107.00,107.00,107.00,107.00,107.00,107.00,107.00,107.00,107.00,107.00,107.00,107.00,107.00,107.00,107.00,106.95,106.95,106.95,106.95,106.95,106.95,106.95,106.95,120.26,120.26,120.26,120.26,120.26,120.26,120.26,120.26,120.26,120.26,120.26,120.26,127.58,127.58
1997-07,112.82,112.82,112.82,112.82,112.82,112.83,112.83,112.83,112.83,112.83,112.83,112.83,112.83,112.83,112.83,112.83,112.83,112.75,112.75,112.75,112.75,112.75,112.75,112.75,112.75,126.21,126.21,126.21,126.21,126.21,126.21,126.21,126.21,126.21,126.21,126.21,126.21,133.16,133.16
1997-10,90.70,90.70,90.70,90.70,90.70,90.70,90.70,90.70,90.70,90.70,90.70,90.70,90.70,90.70,90.70,90.70,90.70,90.66,90.66,90.66,90.66,90.66,90.66,90.66,90.66,98.18,98.18,98.18,98.18,98.18,98.18,98.18,98.18,98.18,98.18,98.18,98.18,102.49,102.49
1998-01,92.53,92.53,92.53,92.53,92.53,92.52,92.52,92.52,92.52,92.52,92.52,92.52,92.52,92.52,92.52,92.52,92.52,92.47,92.47,92.47,92.47,92.47,92.47,92.47,92.47,99.04,99.04,99.04,99.04,99.04,99.04,99.04,99.04,99.04,99.04,99.04,99.04,104.03,104.03
1998-04,105.24,105.24,105.24,105.24,105.24,105.25,105.25,105.25,105.25,105.25,105.25,105.25,105.25,105.25,105.25,105.25,105.25,105.19,105.19,105.19,105.19,105.19,105.19,105.19,105.19,114.69,114.69,114.69,114.69,114.69,114.69,114.69,114.69,114.69,114.69,114.69,114.69,122.40,122.40
1998-07,111.30,111.30,111.30,111.30,111.30,111.30,111.30,111.30,111.30,111.30,111.30,111.30,111.30,111.30,111.30,111.30,111.30,111.24,111.24,111.24,111.24,111.24,111.24,111.24,111.24,123.51,123.51,123.51,123.51,123.51,123.51,123.51,123.51,123.51,123.51,123.51,123.51,130.58,130.58
1998-10,90.22,90.22,90.22,90.22,90.22,90.22,90.22,90.22,90.22,90.22,90.22,90.22,90.22,90.22,90.22,90.22,90.22,90.18,90.18,90.18,90.18,90.18,90.18,90.18,90.18,98.50,98.50,98.50,98.50,98.50,98.50,98.50,98.50,98.50,98.50,98.50,98.50,102.92,102.92
1999-01,92.83,92.83,92.83,92.83,92.83,92.84,92.84,92.84,92.84,92.84,92.84,92.84,92.84,92.84,92.84,92.84,92.84,92.79,92.79,92.79,92.79,92.79,92.79,92.79,92.79,99.08,99.08,99.08,99.08,99.08,99.08,99.08,99.08,99.08,99.08,99.08,99.08,103.84,103.84
1999-04,105.75,105.75,105.75,105.75,105.75,105.76,105.76,105.76,105.76,105.76,105.76,105.76,105.76,105.76,105.76,105.76,105.76,105.70,105.70,105.70,105.70,105.70,105.70,105.70,105.70,116.20,116.20,116.20,116.20,116.20,116.20,116.20,116.20,116.20,116.20,116.20,116.20,123.65,123.65
1999-07,111.38,111.38,111.38,111.38,111.38,111.38,111.38,111.38,111.38,111.38,111.38,111.38,111.38,111.38,111.38,111.38,111.38,111.32,111.32,111.32,111.32,111.32,111.32,111.32,111.32,123.30,123.30,123.30,123.30,123.30,123.30,123.30,123.30,123.30,123.30,123.30,123.30,130.11,130.11
1999-10,90.93,90.93,90.93,90.93,90.93,90.94,90.94,90.94,90.94,90.94,90.94,90.94,90.94,90.94,90.94,90.94,90.94,90.89,90.89,90.89,90.89,90.89,90.89,90.89,90.89,98.88,98.88,98.88,98.88,98.88,98.88,98.88,98.88,98.88,98.88,98.88,98.88,102.97,102.97
2000-01,92.55,92.55,92.55,92.55,92.55,92.56,92.56,92.56,92.56,92.56,92.56,92.56,92.56,92.56,92.56,92.56,92.56,92.51,92.51,92.51,92.51,92.51,92.51,92.51,92.51,100.07,100.07,100.07,100.07,100.07,100.07,100.07,100.07,100.07,100.07,100.07,100.07,103.63,103.63
2000-04,105.27,105.27,105.27,105.27,105.27,105.27,105.27,105.27,105.27,105.27,105.27,105.27,105.27,105.27,105.27,105.27,105.27,105.21,105.21,105.21,105.21,105.21,105.21,105.21,105.21,114.49,114.49,114.49,114.49,114.49,114.49,114.49,114.49,114.49,114.49,114.49,114.49,119.29,119.29
2000-07,111.41,111.41,111.41,111.41,111.41,111.39,111.39,111.39,111.39,111.39,111.39,111.39,111.39,111.39,111.39,111.39,111.39,111.33,111.33,111.33,111.33,111.33,111.33,111.33,111.33,123.45,123.45,123.45,123.45,123.45,123.45,123.45,123.45,123.45,123.45,123.45,123.45,127.70,127.70
2000-10,89.84,89.84,89.84,89.84,89.84,89.85,89.85,89.85,89.85,89.85,89.85,89.85,89.85,89.85,89.85,89.85,89.85,89.79,89.79,89.79,89.79,89.79,89.79,89.79,89.79,96.98,96.98,96.98,96.98,96.98,96.98,96.98,96.98,96.98,96.98,96.98,96.98,100.56,100.56
2001-01,89.86,89.86,89.86,89.86,89.86,89.84,89.84,89.84,89.84,89.84,89.84,89.84,89.84,89.84,89.84,89.84,89.84,89.79,89.79,89.79,89.79,89.79,89.79,89.79,89.79,96.99,96.99,96.99,96.99,96.99,96.99,96.99,96.99,96.99,96.99,96.99,96.99,101.68,101.68
2001-04,103.23,103.21,103.21,103.21,103.21,103.19,103.19,103.19,103.19,103.19,103.19,103.19,103.19,103.19,103.19,103.19,103.19,103.13,103.13,103.13,103.13,103.13,103.13,103.13,103.13,113.14,113.14,113.14,113.14,113.14,113.14,113.14,113.14,113.14,113.14,113.14,113.14,118.93,118.93
2001-07,109.99,109.97,109.97,109.97,109.97,109.98,109.98,109.98,109.98,109.98,109.98,109.98,109.98,109.98,109.98,109.98,109.98,109.91,109.91,109.91,109.91,109.91,109.91,109.91,109.91,122.41,122.41,122.41,122.41,122.41,122.41,122.41,122.41,122.41,122.41,122.41,122.41,127.09,127.09
2001-10,88.90,88.88,88.88,88.88,88.88,88.89,88.89,88.89,88.89,88.89,88.89,88.89,88.89,88.89,88.89,88.89,88.89,88.85,88.85,88.85,88.85,88.85,88.85,88.85,88.85,95.45,95.45,95.45,95.45,95.45,95.45,95.45,95.45,95.45,95.45,95.45,95.45,98.82,98.82
2002-01,87.54,87.54,87.54,87.54,87.54,87.55,87.55,87.55,87.55,87.55,87.55,87.55,87.55,87.55,87.55,87.55,87.55,87.49,87.49,87.49,87.49,87.49,87.49,87.49,87.49,93.53,93.53,93.53,93.53,93.53,93.53,93.53,93.53,93.53,93.53,93.53,93.53,98.34,98.34
2002-04,100.63,100.61,100.61,100.61,100.61,100.61,100.61,100.61,100.61,100.61,100.61,100.61,100.61,100.61,100.61,100.61,100.61,100.56,100.56,100.56,100.56,100.56,100.56,100.56,100.56,111.38,111.38,111.38,111.38,111.38,111.38,111.38,111.38,111.38,111.38,111.38,111.38,116.69,116.69
2002-07,107.22,107.22,107.22,107.22,107.22,107.25,107.25,107.25,107.25,107.25,107.25,107.25,107.25,107.25,107.25,107.25,107.25,107.19,107.19,107.19,107.19,107.19,107.19,107.19,107.19,119.66,119.66,119.66,119.66,119.66,119.66,119.66,119.66,119.66,119.66,119.66,119.66,124.13,124.13
2002-10,86.80,86.80,86.80,86.80,86.80,86.81,86.81,86.81,86.81,86.81,86.81,86.81,86.81,86.81,86.81,86.81,86.81,86.76,86.76,86.76,86.76,86.76,86.76,86.76,86.76,93.66,93.66,93.66,93.66,93.66,93.66,93.66,93.66,93.66,93.66,93.66,93.66,97.02,97.02
2003-01,87.89,87.31,87.31,87.31,87.31,87.20,87.20,87.20,87.20,87.20,87.20,87.20,87.20,87.20,87.20,87.20,87.20,87.16,87.16,87.16,87.16,87.16,87.16,87.16,87.16,93.80,93.80,93.80,93.80,93.80,93.80,93.80,93.80,93.80,93.80,93.80,93.80,98.45,98.45
2003-04,99.91,98.98,98.98,98.98,98.98,98.98,98.98,98.98,98.98,98.98,98.98,98.98,98.98,98.98,98.98,98.98,98.98,98.93,98.93,98.93,98.93,98.93,98.93,98.93,98.93,109.05,109.05,109.05,109.05,109.05,109.05,109.05,109.05,109.05,109.05,109.05,109.05,114.56,114.56
2003-07,106.41,105.27,105.27,105.27,105.27,105.50,105.50,105.50,105.50,105.50,105.50,105.50,105.50,105.50,105.50,105.50,105.50,105.45,105.45,105.45,105.45,105.45,105.45,105.45,105.45,117.57,117.57,117.57,117.57,117.57,117.57,117.57,117.57,117.57,117.57,117.57,117.57,121.84,121.84
2003-10,86.21,85.67,85.67,85.67,85.67,85.54,85.54,85.54,85.54,85.54,85.54,85.54,85.54,85.54,85.54,85.54,85.54,85.50,85.50,85.50,85.50,85.50,85.50,85.50,85.50,92.30,92.30,92.30,92.30,92.30,92.30,92.30,92.30,92.30,92.30,92.30,92.30,95.09,95.09
2004-01,87.71,87.20,87.20,87.20,87.20,86.29,86.29,86.29,86.29,86.32,86.32,86.32,86.32,86.46,86.46,86.46,86.46,86.42,86.42,86.42,86.42,86.42,86.42,86.42,86.42,91.62,91.62,91.62,91.62,91.62,91.62,91.62,91.62,91.62,91.62,91.62,91.62,95.83,95.83
2004-04,99.24,97.99,97.99,97.99,97.99,97.03,97.03,97.03,97.03,97.03,97.03,97.03,97.03,97.17,97.17,97.17,97.17,97.12,97.12,97.12,97.12,97.12,97.12,97.12,97.12,105.31,105.31,105.31,105.31,105.31,105.31,105.31,105.31,105.31,105.31,105.31,105.31,110.49,110.49
2004-07,106.67,104.38,104.38,104.38,104.38,103.52,103.52,103.52,103.52,103.52,103.52,103.52,103.52,103.69,103.69,103.69,103.69,103.64,103.64,103.64,103.64,103.64,103.64,103.64,103.64,113.54,113.54,113.54,113.54,113.54,113.54,113.54,113.54,113.54,113.54,113.54,113.54,117.89,117.89
2004-10,87.06,85.83,85.83,85.83,85.83,84.89,84.89,84.89,84.89,84.91,84.91,84.91,84.91,85.08,85.08,85.08,85.08,85.03,85.03,85.03,85.03,85.03,85.03,85.03,85.03,92.30,92.30,92.30,92.30,92.30,92.30,92.30,92.30,92.30,92.30,92.30,92.30,95.69,95.69
2005-01,87.12,86.06,86.02,86.02,86.02,85.10,85.10,85.10,85.10,85.46,85.46,85.46,85.46,85.40,85.40,85.40,85.40,85.32,85.32,85.32,85.32,85.32,85.32,85.32,85.32,89.24,89.24,89.24,89.24,89.24,89.24,89.24,89.24,89.24,89.24,89.24,89.24,93.30,93.30
2005-04,,98.73,99.07,99.11,99.11,98.34,98.34,98.34,98.34,98.32,98.32,98.32,98.32,98.29,98.29,98.29,98.29,98.20,98.20,98.20,98.20,98.20,98.20,98.20,98.20,106.41,106.41,106.41,106.41,106.41,106.41,106.41,106.41,106.41,106.41,106.41,106.41,111.87,111.87
2005-07,,,104.56,104.77,104.77,104.10,104.10,104.10,104.10,104.03,104.03,104.03,104.03,103.86,103.86,103.86,103.86,103.77,103.77,103.77,103.77,103.77,103.77,103.77,103.77,112.45,112.45,112.45,112.45,112.45,112.45,112.45,112.45,112.45,112.45,112.45,112.45,117.05,117.05
2005-10,,,,85.95,85.95,85.14,85.14,85.14,85.14,85.07,85.07,85.07,85.07,84.87,84.87,84.87,84.87,84.89,84.89,84.89,84.89,84.89,84.89,84.89,84.89,90.62,90.62,90.62,90.62,90.62,90.62,90.62,90.62,90.62,90.62,90.62,90.62,94.22,94.22
2006-01,,,,,86.69,85.80,85.71,85.74,85.76,85.54,85.54,85.54,85.54,85.34,85.34,85.34,85.34,84.67,84.67,84.67,84.67,84.67,84.67,84.67,84.67,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,90.00,94.68,94.68
2006-04,,,,,,97.69,97.94,97.81,97.83,97.83,97.83,97.83,97.83,97.01,97.01,97.01,97.01,96.47,96.47,96.47,96.47,96.49,96.49,96.49,96.49,102.29,102.29,102.29,102.29,102.29,102.29,102.29,102.29,102.29,102.29,102.29,102.29,107.63,107.63
2006-07,,,,,,,103.70,103.44,103.61,103.61,103.61,103.61,103.61,102.63,102.63,102.63,102.63,102.22,102.22,102.22,102.22,102.22,102.22,102.22,102.22,110.53,110.53,110.53,110.53,110.53,110.53,110.53,110.53,110.53,110.53,110.53,110.53,115.03,115.03
2006-10,,,,,,,,85.08,85.17,85.12,85.12,85.12,85.12,84.85,84.85,84.85,84.85,84.35,84.35,84.35,84.35,84.38,84.38,84.38,84.38,89.22,89.22,89.22,89.22,89.22,89.22,89.22,89.22,89.22,89.22,89.22,89.22,92.55,92.55
2007-01,,,,,,,,,85.95,85.79,85.71,85.73,85.77,85.71,85.71,85.71,85.71,85.00,85.00,85.00,85.00,84.61,84.61,84.61,84.61,89.05,89.05,89.05,89.05,89.05,89.05,89.05,89.05,89.05,89.05,89.05,89.05,93.10,93.10
2007-04,,,,,,,,,,97.63,97.37,97.47,97.58,97.39,97.39,97.39,97.39,96.64,96.64,96.64,96.64,96.11,96.11,96.11,96.11,101.21,101.21,101.21,101.21,101.21,101.21,101.21,101.21,101.21,101.21,101.21,101.21,106.22,106.22
2007-07,,,,,,,,,,,102.95,103.20,103.38,103.27,103.27,103.27,103.27,102.52,102.52,102.52,102.52,101.91,101.91,101.91,101.91,109.70,109.70,109.70,109.70,109.70,109.70,109.70,109.70,109.70,109.70,109.70,109.70,113.65,113.65
2007-10,,,,,,,,,,,,84.85,85.03,85.14,85.14,85.14,85.14,84.55,84.55,84.55,84.55,84.09,84.09,84.09,84.09,87.65,87.65,87.65,87.65,87.65,87.65,87.65,87.65,87.65,87.65,87.65,87.65,90.63,90.63
2008-01,,,,,,,,,,,,,86.09,86.10,86.20,85.99,85.99,85.17,85.17,85.17,85.17,84.98,84.98,84.98,84.98,88.12,88.12,88.12,88.12,88.12,88.12,88.12,88.12,88.12,88.12,88.12,88.12,92.04,92.04
2008-04,,,,,,,,,,,,,,98.48,98.17,98.00,98.00,97.12,97.12,97.12,97.12,96.77,96.77,96.77,96.77,104.28,104.28,104.28,104.28,104.26,104.26,104.26,104.26,104.26,104.26,104.26,104.26,109.30,109.30
2008-07,,,,,,,,,,,,,,,102.97,102.87,102.93,102.15,102.15,102.15,102.15,101.74,101.74,101.74,101.74,109.88,109.88,109.88,109.88,109.79,109.79,109.79,109.79,109.79,109.79,109.79,109.79,113.68,113.68
2008-10,,,,,,,,,,,,,,,,84.74,84.83,84.18,84.18,84.18,84.18,83.91,83.91,83.91,83.91,88.14,88.14,88.14,88.14,88.13,88.13,88.13,88.13,88.13,88.13,88.13,88.13,90.89,90.89
2009-01,,,,,,,,,,,,,,,,,84.85,84.19,83.77,83.90,83.90,83.39,83.39,83.39,83.39,87.38,87.38,87.38,87.38,87.69,87.69,87.69,87.69,87.95,87.95,87.95,87.95,91.95,91.95
2009-04,,,,,,,,,,,,,,,,,,95.79,95.01,95.36,95.38,94.64,94.64,94.64,94.64,99.13,99.13,99.13,99.13,99.45,99.45,99.45,99.45,99.78,99.78,99.78,99.78,103.98,103.98
2009-07,,,,,,,,,,,,,,,,,,,100.36,100.75,100.85,100.05,100.05,100.05,100.05,107.99,107.99,107.99,107.99,108.20,108.20,108.20,108.20,108.25,108.25,108.25,108.25,111.86,111.86
2009-10,,,,,,,,,,,,,,,,,,,,83.83,84.00,83.15,83.15,83.15,83.15,89.16,89.16,89.16,89.16,89.02,89.02,89.02,89.02,88.76,88.76,88.76,88.76,91.36,91.36
2010-01,,,,,,,,,,,,,,,,,,,,,84.74,83.88,83.70,83.64,83.67,87.88,87.88,87.88,87.88,87.29,87.29,87.29,87.29,87.46,87.46,87.46,87.46,91.07,91.07
2010-04,,,,,,,,,,,,,,,,,,,,,,94.82,94.61,94.36,94.34,100.39,100.39,100.39,100.39,99.62,99.62,99.62,99.62,100.15,100.15,100.15,100.15,104.49,104.49
2010-07,,,,,,,,,,,,,,,,,,,,,,,100.26,99.99,99.99,108.68,108.68,108.68,108.68,107.72,107.72,107.72,107.72,108.49,108.49,108.49,108.49,111.20,111.20
2010-10,,,,,,,,,,,,,,,,,,,,,,,,83.24,83.18,89.95,89.95,89.95,89.95,89.10,89.10,89.10,89.10,89.49,89.49,89.49,89.49,92.39,92.39
2011-01,,,,,,,,,,,,,,,,,,,,,,,,,83.64,88.62,88.93,88.93,89.03,87.43,87.43,87.43,87.43,87.97,87.97,87.97,87.97,91.80,91.80
2011-04,,,,,,,,,,,,,,,,,,,,,,,,,,100.10,99.80,99.55,99.36,97.51,97.51,97.51,97.51,98.35,98.35,98.35,98.35,102.72,102.72
2011-07,,,,,,,,,,,,,,,,,,,,,,,,,,,107.73,108.56,108.30,106.42,106.42,106.42,106.42,107.02,107.02,107.02,107.02,109.84,109.84
2011-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.15,88.96,87.94,87.94,87.94,87.94,87.42,87.42,87.42,87.42,90.20,90.20
2012-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.18,89.21,88.62,88.64,88.69,87.64,87.64,87.64,87.64,91.05,91.05
2012-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.39,96.86,96.67,96.78,95.69,95.69,95.69,95.69,99.48,99.48
2012-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.37,105.92,106.19,105.12,105.12,105.12,105.12,107.66,107.66
2012-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.62,86.52,85.87,85.87,85.87,85.87,87.74,87.74
2013-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.17,86.56,86.30,86.21,86.10,88.55,88.55
2013-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.42,97.03,97.29,96.60,99.86,99.86
2013-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.80,104.86,103.82,106.77,106.77
