"",2005-05-24,2005-08-23,2005-11-22,2006-02-22,2006-05-23,2006-08-24,2006-11-23,2007-02-22,2007-05-24,2007-08-23,2007-11-22,2008-02-26,2008-05-27,2008-08-26,2008-11-25,2009-02-25,2009-05-26,2009-08-25,2009-11-24,2010-02-24,2010-05-21,2010-08-24,2010-11-23,2011-02-24,2011-05-24,2011-09-01,2011-11-24,2012-02-24,2012-05-24,2012-08-23,2012-11-23,2013-02-22,2013-05-24,2013-08-23,2013-11-22,2014-02-25,2014-05-23,2014-09-01,2014-11-25,2015-02-24
unit,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2000=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2005=100,2010=100,2010=100,2010=100
unit multiplier,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one,one
Baseyear,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2010,2010,2010
Record meth,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,91.99,91.78,91.78,91.78,91.78,90.94,90.94,90.94,90.94,91.27,91.27,91.27,91.27,91.17,91.17,91.19,91.17,91.08,91.08,91.08,91.08,91.35,91.39,91.39,91.37,107.74,107.33,107.33,107.33,107.20,107.20,107.20,107.20,107.24,107.24,107.24,107.26,99.49,99.64,99.64
1991-04,93.06,93.02,93.02,93.02,93.02,93.09,93.09,93.09,93.09,92.89,92.89,92.89,92.89,93.06,93.06,93.08,93.05,92.98,92.98,92.98,92.98,93.00,93.09,93.09,92.99,108.64,108.23,108.15,108.15,108.33,108.33,108.33,108.33,108.17,108.17,108.17,108.19,100.58,100.50,100.50
1991-07,92.14,92.47,92.47,92.47,92.47,92.24,92.24,92.24,92.24,91.83,91.83,91.83,91.83,92.15,92.15,92.15,92.20,92.26,92.26,92.26,92.26,92.09,91.91,91.91,92.09,106.95,106.59,106.60,106.60,106.64,106.64,106.64,106.64,106.83,106.83,106.83,106.83,100.37,100.07,100.07
1991-10,88.98,88.93,88.93,88.93,88.93,88.59,88.59,88.59,88.59,88.66,88.66,88.66,88.66,89.22,89.22,89.19,89.19,89.31,89.31,89.31,89.30,89.07,89.08,89.08,88.99,105.39,105.00,105.09,105.09,105.04,105.04,105.04,105.04,104.87,104.87,104.87,104.84,98.41,98.65,98.65
1992-01,95.66,95.46,95.46,95.46,95.46,95.25,95.25,95.25,95.25,95.56,95.56,95.56,95.56,95.35,95.35,95.34,95.34,95.54,95.54,95.54,95.54,95.78,95.85,95.85,95.87,109.13,108.73,108.73,108.73,108.54,108.54,108.54,108.54,108.60,108.60,108.60,108.63,101.64,101.74,101.74
1992-04,94.37,94.34,94.34,94.34,94.34,94.37,94.37,94.37,94.37,94.16,94.16,94.16,94.16,94.28,94.28,94.32,94.31,94.11,94.11,94.11,94.12,94.09,94.13,94.13,94.08,109.99,109.59,109.50,109.50,109.75,109.75,109.75,109.75,109.54,109.54,109.54,109.57,100.93,100.80,100.80
1992-07,90.01,90.33,90.33,90.33,90.33,90.00,90.00,90.00,90.00,89.75,89.75,89.75,89.75,90.09,90.09,90.08,90.11,90.18,90.18,90.18,90.20,90.07,89.87,89.87,90.12,104.94,104.56,104.56,104.56,104.51,104.51,104.51,104.51,104.78,104.78,104.78,104.80,96.90,96.58,96.58
1992-10,87.37,87.31,87.31,87.31,87.31,87.03,87.03,87.03,87.03,86.98,86.98,86.98,86.98,87.33,87.33,87.27,87.26,86.93,86.93,86.93,86.89,86.77,86.79,86.79,86.69,100.42,100.05,100.14,100.14,100.12,100.12,100.12,100.12,100.12,100.12,100.12,100.04,93.98,94.29,94.29
