"",2007-05-22,2007-08-21,2007-11-20,2008-02-21,2008-05-21,2008-08-21,2008-11-18,2009-02-19,2009-05-20,2009-08-20,2009-11-19,2010-02-18,2010-05-19,2010-08-18,2010-11-18,2011-02-17,2011-05-19,2011-08-18,2011-11-17,2012-02-16,2012-05-16,2012-08-16,2012-11-15,2013-02-19,2013-05-16,2013-08-20,2013-11-19,2014-02-18,2014-05-20,2014-08-21,2014-11-18
unit,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,Stunden,Stunden,Stunden,Stunden,Stunden,Stunden,Stunden
unit multiplier,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million
Baseyear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Record meth,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,10846.0420,10846.0420,10846.0420,10846.0420,10846.0420,10846.0420,10846.0420,10846.0420,10846.0420,10846.0420,10846.0420,10846.0420,10846.0420,10846.0420,10846.0420,10846.0420,10846.0420,11114.6049,11114.6049,11114.6049,11114.6049,11114.6049,11114.6049,11114.6049,11114.6049,11114.6049,11114.6049,11114.6049,11114.6049,11082.7746,11082.7746
1991-04,10100.0392,10100.0392,10100.0392,10100.0392,10100.0392,10100.0392,10100.0392,10100.0392,10100.0392,10100.0392,10100.0392,10100.0392,10100.0392,10100.0392,10100.0392,10100.0392,10100.0392,10348.3087,10348.3087,10348.3087,10348.3087,10348.3087,10348.3087,10348.3087,10348.3087,10348.3087,10348.3087,10348.3087,10348.3087,10255.8928,10255.8928
1991-07,10804.8754,10804.8754,10804.8754,10804.8754,10804.8754,10804.8754,10804.8754,10804.8754,10804.8754,10804.8754,10804.8754,10804.8754,10804.8754,10804.8754,10804.8754,10804.8754,10804.8754,11025.8813,11025.8813,11025.8813,11025.8813,11025.8813,11025.8813,11025.8813,11025.8813,11025.8813,11025.8813,11025.8813,11025.8813,10990.6939,10990.6939
1991-10,10583.3288,10583.3288,10583.3288,10583.3288,10583.3288,10583.3288,10583.3288,10583.3288,10583.3288,10583.3288,10583.3288,10583.3288,10583.3288,10583.3288,10583.3288,10583.3288,10583.3288,10802.8097,10802.8097,10802.8097,10802.8097,10802.8097,10802.8097,10802.8097,10802.8097,10802.8097,10802.8097,10802.8097,10802.8097,10773.1340,10773.1340
1992-01,10891.2825,10891.2825,10891.2825,10891.2825,10891.2825,10891.2825,10891.2825,10891.2825,10891.2825,10891.2825,10891.2825,10891.2825,10891.2825,10891.2825,10891.2825,10891.2825,10891.2825,11104.0915,11104.0915,11104.0915,11104.0915,11104.0915,11104.0915,11104.0915,11104.0915,11104.0915,11104.0915,11104.0915,11104.0915,11029.8451,11029.8451
1992-04,9989.9478,9989.9478,9989.9478,9989.9478,9989.9478,9989.9478,9989.9478,9989.9478,9989.9478,9989.9478,9989.9478,9989.9478,9989.9478,9989.9478,9989.9478,9989.9478,9989.9478,10143.3967,10143.3967,10143.3967,10143.3967,10143.3967,10143.3967,10143.3967,10143.3967,10143.3967,10143.3967,10143.3967,10143.3967,10092.8975,10092.8975
1992-07,10756.7949,10756.7949,10756.7949,10756.7949,10756.7949,10756.7949,10756.7949,10756.7949,10756.7949,10756.7949,10756.7949,10756.7949,10756.7949,10756.7949,10756.7949,10756.7949,10756.7949,10940.9529,10940.9529,10940.9529,10940.9529,10940.9529,10940.9529,10940.9529,10940.9529,10940.9529,10940.9529,10940.9529,10940.9529,10901.3771,10901.3771
1992-10,10592.2194,10592.2194,10592.2194,10592.2194,10592.2194,10592.2194,10592.2194,10592.2194,10592.2194,10592.2194,10592.2194,10592.2194,10592.2194,10592.2194,10592.2194,10592.2194,10592.2194,10809.0605,10809.0605,10809.0605,10809.0605,10809.0605,10809.0605,10809.0605,10809.0605,10809.0605,10809.0605,10809.0605,10809.0605,10729.6556,10729.6556
1993-01,10439.1248,10439.1248,10439.1248,10439.1248,10439.1248,10439.1248,10439.1248,10439.1248,10439.1248,10439.1248,10439.1248,10439.1248,10439.1248,10439.1248,10439.1248,10439.1248,10439.1248,10630.3485,10630.3485,10630.3485,10630.3485,10630.3485,10630.3485,10630.3485,10630.3485,10630.3485,10630.3485,10630.3485,10630.3485,10540.0420,10540.0420
1993-04,9679.9808,9679.9808,9679.9808,9679.9808,9679.9808,9679.9808,9679.9808,9679.9808,9679.9808,9679.9808,9679.9808,9679.9808,9679.9808,9679.9808,9679.9808,9679.9808,9679.9808,9843.4739,9843.4739,9843.4739,9843.4739,9843.4739,9843.4739,9843.4739,9843.4739,9843.4739,9843.4739,9843.4739,9843.4739,9757.1906,9757.1906
1993-07,10455.6893,10455.6893,10455.6893,10455.6893,10455.6893,10455.6893,10455.6893,10455.6893,10455.6893,10455.6893,10455.6893,10455.6893,10455.6893,10455.6893,10455.6893,10455.6893,10455.6893,10626.2525,10626.2525,10626.2525,10626.2525,10626.2525,10626.2525,10626.2525,10626.2525,10626.2525,10626.2525,10626.2525,10626.2525,10547.3811,10547.3811
1993-10,10354.9721,10354.9721,10354.9721,10354.9721,10354.9721,10354.9721,10354.9721,10354.9721,10354.9721,10354.9721,10354.9721,10354.9721,10354.9721,10354.9721,10354.9721,10354.9721,10354.9721,10556.8230,10556.8230,10556.8230,10556.8230,10556.8230,10556.8230,10556.8230,10556.8230,10556.8230,10556.8230,10556.8230,10556.8230,10468.1090,10468.1090
1994-01,10376.8182,10376.8182,10376.8182,10376.8182,10376.8182,10376.8182,10376.8182,10376.8182,10376.8182,10376.8182,10376.8182,10376.8182,10376.8182,10376.8182,10376.8182,10376.8182,10376.8182,10580.1655,10580.1655,10580.1655,10580.1655,10580.1655,10580.1655,10580.1655,10580.1655,10580.1655,10580.1655,10580.1655,10580.1655,10470.1846,10470.1846
1994-04,9628.6444,9628.6444,9628.6444,9628.6444,9628.6444,9628.6444,9628.6444,9628.6444,9628.6444,9628.6444,9628.6444,9628.6444,9628.6444,9628.6444,9628.6444,9628.6444,9628.6444,9789.5586,9789.5586,9789.5586,9789.5586,9789.5586,9789.5586,9789.5586,9789.5586,9789.5586,9789.5586,9789.5586,9789.5586,9664.1312,9664.1312
1994-07,10422.5542,10422.5542,10422.5542,10422.5542,10422.5542,10422.5542,10422.5542,10422.5542,10422.5542,10422.5542,10422.5542,10422.5542,10422.5542,10422.5542,10422.5542,10422.5542,10422.5542,10596.8309,10596.8309,10596.8309,10596.8309,10596.8309,10596.8309,10596.8309,10596.8309,10596.8309,10596.8309,10596.8309,10596.8309,10518.9374,10518.9374
1994-10,10289.0337,10289.0337,10289.0337,10289.0337,10289.0337,10289.0337,10289.0337,10289.0337,10289.0337,10289.0337,10289.0337,10289.0337,10289.0337,10289.0337,10289.0337,10289.0337,10289.0337,10485.9024,10485.9024,10485.9024,10485.9024,10485.9024,10485.9024,10485.9024,10485.9024,10485.9024,10485.9024,10485.9024,10485.9024,10414.0275,10414.0275
1995-01,10362.9266,10362.9266,10362.9266,10362.9266,10362.9266,10362.9266,10362.9266,10362.9266,10362.9266,10362.9266,10362.9266,10362.9266,10362.9266,10362.9266,10362.9266,10362.9266,10362.9266,10578.9856,10578.9856,10578.9856,10578.9856,10578.9856,10578.9856,10578.9856,10578.9856,10578.9856,10578.9856,10578.9856,10578.9856,10523.2634,10523.2634
1995-04,9538.6271,9538.6271,9538.6271,9538.6271,9538.6271,9538.6271,9538.6271,9538.6271,9538.6271,9538.6271,9538.6271,9538.6271,9538.6271,9538.6271,9538.6271,9538.6271,9538.6271,9673.4338,9673.4338,9673.4338,9673.4338,9673.4338,9673.4338,9673.4338,9673.4338,9673.4338,9673.4338,9673.4338,9673.4338,9600.8297,9600.8297
