"",1995-09-06,1995-12-07,1996-03-07,1996-06-05,1996-09-05,1996-12-04,1997-03-04,1997-06-05,1997-09-10,1997-12-04,1998-02-27,1998-06-04,1998-09-09,1998-12-03,1999-03-04,1999-05-28,1999-06-08,1999-09-09,1999-12-07,2000-03-28,2000-05-30,2000-08-29,2000-11-28,2001-03-01,2001-05-23,2001-08-23,2001-11-22,2002-02-27,2002-05-23,2002-08-22,2002-11-21,2003-02-26,2003-05-22,2003-08-21,2003-11-20,2004-02-19,2004-05-25,2004-08-24,2004-11-23,2005-02-22,2005-05-24,2005-08-23,2005-11-22,2006-02-22,2006-05-23,2006-08-24,2006-11-23,2007-02-22,2007-05-24,2007-08-23,2007-11-22,2008-02-26,2008-05-27,2008-08-26,2008-11-25,2009-02-25,2009-05-26,2009-08-25,2009-11-24,2010-02-24,2010-05-21,2010-08-24,2010-11-23,2011-02-24,2011-05-24,2011-09-01,2011-11-24,2012-02-24,2012-05-24,2012-08-23,2012-11-23,2013-02-22,2013-05-24,2013-08-23,2013-11-22,2014-02-25,2014-05-23,2014-09-01,2014-11-25,2015-02-24
1992-07,439.7,439.7,439.7,439.8,439.3,438.9,439.2,439.2,439.5,439.8,438.8,438.7,438.8,438.8,438.5,444.2,227.1,227.1,227.1,226.7,226.87,227.18,,,,,,227.08,227.08,227.04,227.04,227.04,227.04,227.14,227.14,227.14,227.14,227.13,227.13,227.13,235.25,235.25,235.25,235.25,235.25,235.28,235.28,235.28,235.28,235.22,235.22,235.22,235.22,235.25,235.25,235.24,235.24,235.11,235.11,235.11,235.11,235.22,235.20,235.20,235.22,234.95,234.95,234.95,234.95,235.13,235.13,235.13,235.13,235.10,235.10,235.10,235.10,237.888,238.223,238.223
1992-10,450.5,450.5,450.5,450.7,452.0,452.0,453.1,453.1,450.5,450.4,451.4,450.8,450.9,450.9,451.4,458.1,234.2,234.0,234.0,234.7,234.90,235.25,,,,,,235.21,235.21,235.12,235.12,235.12,235.12,235.11,235.11,235.11,235.11,235.11,235.11,235.11,244.74,244.77,244.77,244.77,244.77,244.77,244.77,244.77,244.77,244.66,244.66,244.66,244.66,244.66,244.66,244.72,244.72,245.23,245.23,245.23,245.23,245.25,245.29,245.29,245.31,246.24,246.24,246.16,246.16,246.21,246.21,246.21,246.21,246.22,246.22,246.22,246.22,247.102,246.751,246.751
1993-01,447.8,447.8,447.8,447.6,446.9,446.9,446.7,446.7,447.5,447.7,447.3,447.7,447.3,447.3,447.4,455.7,232.9,233.1,233.2,233.0,233.03,233.09,,,,,,233.21,233.21,233.17,233.17,233.17,233.17,233.09,233.09,233.09,233.09,233.06,233.06,233.06,241.53,241.54,241.54,241.54,241.54,241.55,241.55,241.55,241.55,241.57,241.57,241.57,241.57,241.56,241.56,241.55,241.55,241.61,241.61,241.61,241.61,241.48,241.48,241.48,241.46,242.43,242.43,242.43,242.43,242.68,242.68,242.68,242.68,242.51,242.51,242.51,242.51,245.526,245.453,245.453
1993-04,453.5,453.5,453.5,453.3,451.5,451.9,452.8,452.8,452.8,452.4,452.6,452.8,453.1,453.2,453.0,460.2,235.3,235.4,235.4,235.3,234.99,235.07,235.05,,,,,235.11,235.11,234.82,234.82,234.82,234.82,234.87,234.87,234.87,234.87,234.87,234.87,234.87,243.12,243.10,243.10,243.10,243.10,243.14,243.14,243.14,243.14,243.24,243.24,243.24,243.24,243.85,243.85,243.78,243.78,243.87,243.87,243.87,243.87,243.80,243.80,243.80,243.80,244.80,244.80,244.85,244.85,244.43,244.43,244.43,244.43,244.60,244.60,244.60,244.60,247.352,247.514,247.514
1993-07,464.1,464.1,464.1,464.1,462.1,461.6,462.0,462.0,461.2,461.3,460.4,460.2,460.3,460.3,460.0,466.7,238.7,238.6,238.5,238.2,238.44,238.63,238.64,,,,,238.65,238.65,238.62,238.62,238.62,238.62,238.67,238.67,238.67,238.67,238.66,238.66,238.66,247.56,247.57,247.57,247.57,247.57,247.58,247.58,247.58,247.58,247.49,247.49,247.49,247.49,247.45,247.45,247.48,247.48,247.29,247.29,247.29,247.29,247.43,247.40,247.40,247.40,249.44,249.44,249.44,249.44,249.62,249.62,249.62,249.62,249.59,249.59,249.59,249.59,250.349,250.689,250.689
1993-10,466.5,466.5,466.5,466.8,466.9,467.0,468.1,468.1,467.4,467.4,468.5,468.1,468.1,468.1,468.4,472.8,241.7,241.5,241.5,242.1,242.21,242.56,242.57,,,,,242.50,242.50,242.39,242.39,242.39,242.39,242.44,242.44,242.44,242.44,242.44,242.44,242.44,253.02,253.03,253.03,253.03,253.03,253.07,253.07,253.07,253.07,252.97,252.97,252.97,252.97,253.02,253.02,253.08,253.08,253.68,253.68,253.68,253.68,253.68,253.71,253.71,253.74,252.47,252.47,252.42,252.42,252.43,252.43,252.43,252.43,252.46,252.46,252.46,252.46,255.288,254.859,254.859
1994-01,470.9,470.9,470.9,470.5,470.9,470.7,470.5,470.5,471.2,471.5,471.0,471.3,471.0,471.0,471.0,475.4,243.0,243.2,243.2,243.1,243.13,243.26,243.24,,,,,243.46,243.46,243.51,243.51,243.51,243.51,243.31,243.30,243.30,243.30,243.27,243.27,243.27,255.25,255.28,255.28,255.28,255.28,255.33,255.33,255.33,255.33,255.39,255.39,255.39,255.39,254.86,254.86,254.87,254.87,254.88,254.88,254.88,254.88,254.80,254.80,254.80,254.77,256.66,256.66,256.65,256.65,256.90,256.90,256.90,256.90,256.85,256.85,256.85,256.85,257.990,257.991,257.991
1994-04,470.7,470.7,470.7,470.6,470.1,470.5,471.6,471.6,472.4,471.9,472.1,472.4,472.6,472.8,472.7,477.0,243.8,244.0,244.0,243.9,243.65,243.80,243.78,243.79,,,,243.83,243.83,243.50,243.50,243.50,243.50,243.77,243.77,243.77,243.77,243.76,243.76,243.76,255.28,255.21,255.21,255.21,255.21,255.11,255.11,255.11,255.11,255.29,255.29,255.29,255.29,255.28,255.28,255.20,255.20,255.24,255.24,255.24,255.24,255.15,255.15,255.15,255.15,255.23,255.23,255.28,255.28,255.03,255.03,255.03,255.03,255.15,255.15,255.15,255.15,257.017,257.227,257.227
1994-07,478.4,478.4,478.4,478.6,478.5,478.0,478.4,478.4,480.4,480.5,479.6,479.4,479.5,479.3,479.0,483.2,247.1,247.0,247.0,246.7,246.89,247.27,247.29,247.27,,,,247.30,247.30,247.29,247.29,247.29,247.29,247.35,247.36,247.36,247.36,247.36,247.36,247.36,258.13,258.14,258.14,258.14,258.14,258.16,258.16,258.16,258.16,258.07,258.07,258.07,258.07,258.26,258.26,258.30,258.30,258.17,258.17,258.17,258.17,258.31,258.28,258.28,258.28,257.37,257.37,257.36,257.36,257.50,257.50,257.50,257.50,257.41,257.41,257.41,257.41,260.499,260.680,260.680
1994-10,480.4,480.4,480.4,480.9,481.6,481.7,482.6,482.6,481.9,482.0,483.2,482.7,482.8,482.7,483.1,488.1,249.6,249.4,249.4,249.8,249.76,250.21,250.24,250.25,250.25,,,250.25,250.25,250.12,250.12,250.12,250.12,249.90,249.90,249.90,249.90,249.90,249.90,249.90,261.62,261.66,261.66,261.66,261.66,261.83,261.83,261.83,261.83,261.74,261.74,261.74,261.74,261.32,261.32,261.36,261.36,261.55,261.55,261.55,261.55,261.63,261.66,261.66,261.69,262.45,262.45,262.42,262.42,262.52,262.52,262.52,262.52,262.56,262.56,262.56,262.56,263.447,263.055,263.055
1995-01,485.1,485.1,487.6,487.0,487.1,486.8,486.4,486.4,488.4,488.6,487.2,487.5,487.6,487.6,487.6,493.4,252.0,252.0,252.0,252.0,252.29,252.45,252.40,252.41,252.41,,,252.69,252.69,252.76,252.76,252.76,252.76,252.98,252.97,252.97,252.97,252.96,252.96,252.96,262.44,262.50,262.50,262.50,262.50,262.55,262.55,262.55,262.55,262.55,262.55,262.55,262.55,261.89,261.89,261.92,261.92,261.93,261.93,261.93,261.93,261.81,261.80,261.80,261.76,262.40,262.40,262.40,262.40,262.64,262.64,262.64,262.64,262.61,262.61,262.61,262.61,264.028,264.036,264.036
1995-04,490.8,490.8,492.7,492.8,494.0,494.5,494.9,494.9,495.9,495.3,494.3,494.6,495.0,495.2,495.1,501.5,256.5,256.8,256.8,256.8,256.45,256.55,256.52,256.53,256.53,,,256.59,256.59,256.66,256.66,256.66,256.66,256.53,256.53,256.53,256.53,256.49,256.49,256.49,267.55,267.45,267.45,267.45,267.45,267.47,267.47,267.47,267.47,267.62,267.62,267.62,267.62,267.48,267.48,267.39,267.39,267.43,267.43,267.43,267.43,267.35,267.35,267.35,267.38,267.16,267.16,267.19,267.19,266.94,266.94,266.94,266.94,266.98,266.98,266.98,266.98,268.518,268.678,268.678
1995-07,,493.3,494.9,494.9,496.9,496.5,496.9,496.9,498.4,498.6,496.8,496.7,497.1,497.0,496.7,502.1,256.9,257.6,257.5,257.4,257.49,257.88,257.90,257.88,257.88,,,257.89,257.89,257.91,257.91,257.91,257.91,257.76,257.77,257.77,257.77,257.76,257.76,257.76,268.57,268.56,268.56,268.56,268.56,268.52,268.52,268.52,268.52,268.49,268.49,268.49,268.49,268.46,268.46,268.49,268.49,268.36,268.36,268.36,268.36,268.48,268.48,268.48,268.48,267.88,267.88,267.91,267.91,268.07,268.07,268.07,268.07,268.02,268.02,268.02,268.02,269.943,270.012,270.012
1995-10,,,498.6,499.0,498.5,498.6,499.4,499.4,499.4,499.4,498.4,498.0,498.4,498.4,498.7,504.5,258.0,258.0,258.1,258.2,258.18,258.69,258.75,258.75,258.75,,,258.64,258.64,258.53,258.53,258.53,258.53,258.61,258.62,258.62,258.62,258.62,258.62,258.62,269.59,269.65,269.65,269.65,269.65,269.52,269.52,269.52,269.52,269.44,269.44,269.44,269.44,269.60,269.60,269.62,269.62,269.72,269.72,269.72,269.72,269.81,269.84,269.84,269.84,269.13,269.13,269.07,269.07,269.26,269.26,269.26,269.26,269.35,269.35,269.35,269.35,271.366,271.129,271.129
1996-01,,,,503.6,503.5,504.0,504.2,504.2,505.7,506.2,505.4,505.6,506.7,506.7,506.7,508.9,259.8,259.9,260.0,260.1,260.44,260.77,260.71,260.73,260.73,260.97,,260.96,260.96,261.13,261.13,261.13,261.13,261.05,261.02,261.02,261.02,261.02,261.02,261.02,270.31,270.36,270.36,270.36,270.36,270.31,270.31,270.31,270.31,270.24,270.24,270.24,270.24,270.38,270.38,270.41,270.41,270.45,270.45,270.45,270.45,270.39,270.39,270.39,270.36,269.82,269.82,269.78,269.78,269.61,269.61,269.61,269.61,269.71,269.71,269.71,269.71,271.867,271.836,271.836
1996-04,,,,,510.4,508.9,508.7,508.7,509.7,508.9,507.5,507.7,509.2,509.5,509.5,512.1,261.8,261.8,261.8,261.8,261.74,261.79,261.76,261.76,261.76,261.89,,261.83,261.83,261.86,261.86,261.86,261.86,261.77,261.77,261.77,261.77,261.75,261.75,261.75,272.42,272.28,272.28,272.28,272.28,272.29,272.29,272.29,272.29,272.52,272.52,272.52,272.52,272.54,272.54,272.45,272.45,272.52,272.52,272.52,272.52,272.37,272.37,272.37,272.40,271.63,271.63,271.65,271.65,271.42,271.42,271.42,271.42,271.43,271.43,271.43,271.43,273.449,273.602,273.602
1996-07,,,,,,513.5,512.5,512.5,515.2,515.5,514.3,514.1,515.9,515.7,515.5,515.0,263.4,263.8,263.7,263.7,263.80,264.23,264.27,264.24,264.24,264.00,264.00,264.12,264.12,264.15,264.15,264.15,264.15,264.28,264.31,264.31,264.31,264.29,264.29,264.29,273.69,273.66,273.66,273.66,273.66,273.69,273.69,273.69,273.69,273.56,273.56,273.56,273.56,273.66,273.66,273.69,273.69,273.56,273.56,273.56,273.56,273.66,273.63,273.63,273.65,272.95,272.95,273.03,273.03,273.22,273.22,273.22,273.22,273.17,273.17,273.17,273.17,275.348,275.286,275.286
1996-10,,,,,,,513.2,513.2,515.0,515.1,513.0,512.8,514.8,514.7,514.9,517.4,264.7,265.3,265.3,265.1,264.96,265.18,265.24,265.25,265.25,265.06,265.06,265.29,265.29,265.08,265.08,265.08,265.08,264.87,264.88,264.88,264.88,264.89,264.89,264.89,274.64,274.76,274.76,274.76,274.76,274.61,274.61,274.61,274.61,274.51,274.51,274.51,274.51,274.65,274.65,274.68,274.68,274.78,274.78,274.78,274.78,274.94,274.97,274.97,274.96,273.71,273.71,273.64,273.64,273.74,273.74,273.74,273.74,273.81,273.81,273.81,273.81,276.141,276.079,276.079
1997-01,,,,,,,,516.5,518.6,518.4,516.2,516.3,518.3,518.2,518.2,524.0,267.5,267.3,267.4,267.5,267.91,268.83,268.74,268.77,268.77,268.94,268.94,268.98,268.98,269.26,269.26,269.26,269.26,268.63,268.58,268.58,268.58,268.51,268.51,268.51,277.67,277.76,277.76,277.76,277.76,277.73,277.73,277.73,277.73,277.62,277.62,277.62,277.62,277.55,277.55,277.58,277.58,277.56,277.56,277.56,277.56,277.66,277.66,277.66,277.61,276.03,276.03,275.94,275.94,276.10,276.10,276.10,276.10,276.10,276.10,276.10,276.10,278.212,278.143,278.143
1997-04,,,,,,,,,526.6,526.0,522.5,522.7,524.8,525.2,525.3,526.5,269.2,269.5,269.5,269.5,269.19,269.72,269.69,269.67,269.67,269.18,269.18,269.12,269.12,269.03,269.03,269.03,269.03,269.39,269.39,269.39,269.39,269.37,269.37,269.37,278.68,278.54,278.54,278.54,278.54,278.69,278.69,278.69,278.69,278.94,278.94,278.94,278.94,278.90,278.90,278.81,278.81,278.91,278.91,278.91,278.91,278.65,278.65,278.65,278.66,277.67,277.67,277.70,277.70,277.44,277.44,277.44,277.44,277.41,277.41,277.41,277.41,279.857,279.973,279.973
1997-07,,,,,,,,,,524.2,522.2,521.9,525.1,524.8,524.7,526.3,269.2,269.6,269.5,269.6,269.62,270.37,270.42,270.39,270.39,269.60,269.60,269.69,269.69,269.74,269.74,269.74,269.74,269.87,269.91,269.91,269.91,269.88,269.88,269.88,279.05,279.03,279.03,279.03,279.03,278.97,278.97,278.97,278.97,278.88,278.88,278.88,278.88,278.87,278.87,278.90,278.90,278.80,278.80,278.80,278.80,278.89,278.87,278.87,278.90,277.75,277.75,277.90,277.90,278.12,278.12,278.12,278.12,278.09,278.09,278.09,278.09,280.215,280.144,280.144
1997-10,,,,,,,,,,,525.2,525.2,529.1,529.1,529.1,531.0,271.8,271.8,271.9,271.5,271.28,271.92,271.99,272.01,272.01,272.62,272.62,272.91,272.91,272.67,272.67,272.67,272.67,272.45,272.47,272.47,272.47,272.50,272.50,272.50,281.26,281.34,281.34,281.34,281.34,281.40,281.40,281.40,281.40,281.35,281.35,281.35,281.35,281.08,281.08,281.11,281.11,281.32,281.32,281.32,281.32,281.46,281.48,281.48,281.49,280.19,280.19,280.08,280.08,280.11,280.11,280.11,280.11,280.14,280.14,280.14,280.14,282.608,282.632,282.632
1998-01,,,,,,,,,,,,530.6,533.6,533.6,534.0,538.9,275.0,275.4,275.5,275.7,276.37,276.84,276.73,276.74,276.74,276.01,276.01,276.04,276.04,276.30,276.30,276.30,276.30,275.97,275.91,275.91,275.91,275.87,275.87,275.87,281.89,281.94,281.94,281.94,281.94,282.13,282.13,282.13,282.13,282.01,282.01,282.01,282.01,281.98,281.98,282.01,282.01,281.98,281.98,281.98,281.98,282.01,282.01,282.01,282.00,280.49,280.49,280.43,280.43,280.56,280.56,280.56,280.56,280.59,280.59,280.59,280.59,282.718,282.663,282.663
1998-04,,,,,,,,,,,,,533.1,534.3,534.3,537.5,274.8,276.5,276.5,276.5,276.23,276.46,276.43,276.43,276.43,275.36,275.36,275.25,275.25,275.51,275.51,275.51,275.51,275.61,275.58,275.58,275.58,275.55,275.55,275.55,282.37,282.25,282.25,282.25,282.19,282.23,282.23,282.23,282.23,282.56,282.56,282.56,282.56,282.32,282.32,282.23,282.23,282.27,282.27,282.27,282.27,282.09,282.09,282.09,282.11,280.08,280.08,280.08,280.08,279.86,279.86,279.86,279.86,279.82,279.82,279.82,279.82,282.458,282.528,282.528
1998-07,,,,,,,,,,,,,,540.4,542.1,542.5,277.6,279.1,279.0,279.1,279.05,279.30,279.34,279.31,279.31,278.10,278.10,278.21,278.21,277.73,277.73,277.73,277.73,277.91,277.98,277.98,277.98,277.90,277.90,277.90,285.16,285.15,285.15,285.15,285.16,285.11,285.11,285.11,285.11,284.96,284.96,284.96,284.96,284.98,284.98,285.01,285.01,284.93,284.93,284.93,284.93,284.99,284.96,284.96,284.98,283.22,283.22,283.40,283.40,283.62,283.62,283.62,283.62,283.57,283.57,283.57,283.57,285.665,285.673,285.673
1998-10,,,,,,,,,,,,,,,546.5,544.3,278.7,280.3,280.3,280.0,279.74,280.43,280.51,280.54,280.54,280.37,280.37,280.75,280.75,280.91,280.91,280.91,280.91,281.05,281.06,281.06,281.06,281.14,281.14,281.14,287.76,287.84,287.84,287.84,287.88,287.95,287.95,287.95,287.95,287.89,287.89,287.89,287.89,287.94,287.94,287.97,287.97,288.19,288.19,288.19,288.19,288.28,288.31,288.31,288.27,286.49,286.49,286.37,286.37,286.40,286.40,286.40,286.40,286.47,286.47,286.47,286.47,288.962,288.938,288.938
1999-01,,,,,,,,,,,,,,,,,282.4,282.3,283.1,283.1,283.27,284.15,284.03,284.03,284.03,285.32,285.32,285.22,285.22,286.55,286.55,286.55,286.55,286.49,286.40,286.40,286.40,286.37,286.37,286.37,291.56,291.54,291.54,291.54,291.57,291.78,291.78,291.78,291.78,291.73,291.73,291.73,291.73,291.26,291.26,291.29,291.29,291.26,291.26,291.26,291.26,291.30,291.29,291.29,291.27,288.05,288.05,288.01,288.01,288.11,288.11,288.11,288.11,288.17,288.17,288.17,288.17,290.900,290.876,290.876
1999-04,,,,,,,,,,,,,,,,,,282.7,283.9,284.4,284.34,284.54,284.52,284.53,284.53,284.69,284.69,284.52,284.52,286.05,286.05,286.05,286.05,286.20,286.16,286.16,286.16,286.15,286.15,286.15,291.35,291.25,291.25,291.25,291.19,291.19,291.19,291.19,291.19,291.53,291.53,291.53,291.53,292.38,292.38,292.32,292.32,292.32,292.32,292.32,292.32,292.12,292.14,292.14,292.12,289.21,289.21,289.17,289.17,289.02,289.02,289.02,289.02,288.93,288.93,288.93,288.93,292.176,292.278,292.278
1999-07,,,,,,,,,,,,,,,,,,,286.3,286.8,286.70,286.64,286.67,286.63,286.63,287.21,287.21,287.31,287.31,288.95,288.95,288.95,288.95,288.22,288.34,288.34,288.34,288.22,288.22,288.22,293.22,293.26,293.26,293.26,293.26,293.17,293.17,293.17,293.17,292.94,292.94,292.94,292.94,293.07,293.07,293.07,293.07,292.98,292.98,292.98,292.98,293.08,293.01,293.01,293.08,289.64,289.64,289.84,289.84,290.04,290.04,290.04,290.04,289.97,289.97,289.97,289.97,292.875,292.882,292.882
1999-10,,,,,,,,,,,,,,,,,,,,289.1,288.74,288.94,289.04,289.07,289.07,290.27,290.27,290.55,290.55,292.43,292.43,292.43,292.43,292.89,292.90,292.90,292.90,293.01,293.01,293.01,297.24,297.32,297.32,297.32,297.35,297.47,297.47,297.47,297.47,297.33,297.33,297.33,297.33,297.31,297.31,297.34,297.34,297.62,297.62,297.62,297.62,297.68,297.74,297.74,297.71,294.52,294.52,294.40,294.40,293.86,293.86,293.86,293.86,293.97,293.97,293.97,293.97,296.776,296.690,296.690
2000-01,,,,,,,,,,,,,,,,,,,,,288.35,290.16,291.22,291.08,291.08,292.25,292.25,292.23,292.23,293.59,293.59,293.59,293.59,294.50,294.38,294.38,294.38,294.76,294.76,294.76,298.66,298.59,298.59,298.59,298.62,298.68,298.68,298.68,298.68,298.64,298.64,298.64,298.64,299.25,299.25,299.29,299.29,299.30,299.30,299.30,299.30,299.28,299.28,299.28,299.26,295.72,295.72,295.67,295.67,295.47,295.47,295.47,295.47,295.65,295.65,295.65,295.65,298.684,298.685,298.685
2000-04,,,,,,,,,,,,,,,,,,,,,,294.23,295.38,295.55,295.55,295.99,295.99,295.87,295.87,298.14,298.14,298.14,298.14,299.47,299.40,299.40,299.40,299.57,299.57,299.57,303.80,303.73,303.73,303.73,303.64,303.75,303.75,303.75,303.75,304.15,304.15,304.15,304.15,303.96,303.96,303.91,303.91,303.83,303.83,303.83,303.83,303.66,303.66,303.66,303.64,298.27,298.27,298.25,298.25,298.17,298.17,298.17,298.17,298.10,298.10,298.10,298.10,301.711,301.901,301.901
2000-07,,,,,,,,,,,,,,,,,,,,,,,297.12,296.45,296.45,297.22,297.22,297.20,297.20,299.68,299.68,299.68,299.68,300.98,301.16,301.16,301.16,300.65,300.65,300.65,305.91,306.02,306.02,306.02,305.96,305.77,305.77,305.77,305.77,305.59,305.59,305.59,305.59,305.43,305.43,305.41,305.41,305.33,305.33,305.33,305.33,305.46,305.37,305.37,305.44,300.58,300.58,300.71,300.71,300.88,300.88,300.88,300.88,300.85,300.85,300.85,300.85,303.659,303.722,303.722
