"",2011-09-01,2011-11-24,2012-02-24,2012-05-24,2012-08-23,2012-11-23,2013-02-22,2013-05-24,2013-08-23,2013-11-22,2014-02-25,2014-05-23,2014-09-01,2014-11-25,2015-02-24
unit,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,EURO,Euro,Euro,Euro
unit multiplier,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion,billion
Baseyear,,,,,,,,,,,,,,,
Record meth,Manual,Manual,,,,,,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,7.31,7.31,7.31,7.31,7.31,7.31,7.31,7.31,7.31,7.31,7.31,7.31,6.820,6.820,6.820
1991-04,7.91,7.91,7.91,7.91,7.91,7.91,7.91,7.91,7.91,7.91,7.91,7.91,7.391,7.391,7.391
1991-07,8.04,8.04,8.04,8.04,8.04,8.04,8.04,8.04,8.04,8.04,8.04,8.04,7.516,7.516,7.516
1991-10,8.19,8.19,8.19,8.19,8.19,8.19,8.19,8.19,8.19,8.19,8.19,8.19,7.712,7.712,7.712
1992-01,8.30,8.30,8.30,8.30,8.30,8.30,8.30,8.30,8.30,8.30,8.30,8.30,7.897,7.897,7.897
1992-04,8.49,8.49,8.49,8.49,8.49,8.49,8.49,8.49,8.49,8.49,8.49,8.49,8.098,8.098,8.098
1992-07,9.05,9.05,9.05,9.05,9.05,9.05,9.05,9.05,9.05,9.05,9.05,9.05,8.669,8.669,8.669
1992-10,8.91,8.91,8.91,8.91,8.91,8.91,8.91,8.91,8.91,8.91,8.91,8.91,8.529,8.529,8.529
1993-01,8.98,8.98,8.98,8.98,8.98,8.98,8.98,8.98,8.98,8.98,8.98,8.98,8.589,8.589,8.589
1993-04,9.23,9.23,9.23,9.23,9.22,9.22,9.22,9.22,9.22,9.22,9.22,9.22,8.827,8.827,8.827
1993-07,9.20,9.20,9.20,9.20,9.20,9.20,9.20,9.20,9.20,9.20,9.20,9.20,8.867,8.867,8.867
1993-10,9.29,9.29,9.29,9.29,9.30,9.30,9.30,9.30,9.30,9.30,9.30,9.30,8.977,8.977,8.977
1994-01,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.108,9.108,9.108
1994-04,9.43,9.43,9.43,9.43,9.42,9.42,9.42,9.42,9.42,9.42,9.42,9.42,9.101,9.101,9.101
1994-07,9.64,9.64,9.64,9.64,9.65,9.65,9.65,9.65,9.65,9.65,9.65,9.65,9.356,9.356,9.356
1994-10,9.79,9.79,9.79,9.79,9.80,9.80,9.80,9.80,9.80,9.80,9.80,9.80,9.495,9.495,9.495
1995-01,9.78,9.78,9.78,9.78,9.79,9.79,9.79,9.79,9.79,9.79,9.79,9.79,9.553,9.553,9.553
1995-04,9.94,9.94,9.94,9.94,9.93,9.93,9.93,9.93,9.93,9.93,9.93,9.93,9.678,9.678,9.678
1995-07,10.03,10.03,10.03,10.03,10.03,10.03,10.03,10.03,10.03,10.03,10.03,10.03,9.804,9.804,9.804
1995-10,10.10,10.10,10.10,10.10,10.09,10.09,10.09,10.09,10.09,10.09,10.09,10.09,9.878,9.878,9.878
1996-01,10.19,10.19,10.19,10.19,10.19,10.19,10.19,10.19,10.19,10.19,10.19,10.19,9.919,9.919,9.919
1996-04,10.25,10.25,10.25,10.25,10.24,10.24,10.24,10.24,10.24,10.24,10.24,10.24,9.970,9.970,9.970
1996-07,10.43,10.43,10.43,10.43,10.43,10.43,10.43,10.43,10.43,10.43,10.43,10.43,10.168,10.168,10.168
1996-10,10.40,10.40,10.40,10.40,10.40,10.40,10.40,10.40,10.40,10.40,10.40,10.40,10.159,10.159,10.159
1997-01,10.57,10.57,10.57,10.57,10.56,10.56,10.56,10.56,10.56,10.56,10.56,10.56,10.248,10.248,10.248
1997-04,10.54,10.54,10.54,10.54,10.53,10.53,10.53,10.53,10.53,10.53,10.53,10.53,10.234,10.234,10.234
1997-07,10.51,10.51,10.51,10.51,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.52,10.200,10.200,10.200
1997-10,10.48,10.48,10.48,10.48,10.48,10.48,10.48,10.48,10.48,10.48,10.48,10.48,10.200,10.200,10.200
1998-01,10.62,10.62,10.62,10.62,10.62,10.62,10.62,10.62,10.61,10.61,10.61,10.61,10.265,10.265,10.265
1998-04,10.87,10.87,10.87,10.87,10.86,10.86,10.86,10.86,10.86,10.86,10.86,10.86,10.475,10.475,10.475
1998-07,11.02,11.02,11.02,11.02,11.02,11.02,11.02,11.02,11.02,11.02,11.02,11.02,10.674,10.674,10.674
1998-10,11.20,11.20,11.20,11.20,11.21,11.21,11.21,11.21,11.21,11.21,11.21,11.21,10.826,10.826,10.826
1999-01,11.12,11.12,11.12,11.12,11.12,11.12,11.12,11.12,11.12,11.12,11.12,11.12,10.821,10.821,10.821
1999-04,11.52,11.52,11.52,11.52,11.51,11.51,11.51,11.51,11.52,11.52,11.52,11.52,11.222,11.222,11.222
1999-07,11.47,11.47,11.47,11.47,11.47,11.47,11.47,11.47,11.47,11.47,11.47,11.47,11.149,11.149,11.149
1999-10,11.54,11.54,11.54,11.54,11.54,11.54,11.54,11.54,11.54,11.54,11.54,11.54,11.243,11.243,11.243
