"",2007-05-22,2007-08-21,2007-11-20,2008-02-21,2008-05-21,2008-08-21,2008-11-18,2009-02-19,2009-05-20,2009-08-20,2009-11-19,2010-02-18,2010-05-19,2010-08-18,2010-11-18,2011-02-17,2011-05-19,2011-08-18,2011-11-17,2012-02-16,2012-05-16,2012-08-16,2012-11-15,2013-02-19,2013-05-16,2013-08-20,2013-11-19,2014-02-18,2014-05-20,2014-08-21,2014-11-18
unit,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,STUNDEN,Stunden,Stunden,Stunden,Stunden,Stunden,Stunden,Stunden
unit multiplier,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million
Baseyear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Record meth,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,4484.2064,4484.2064,4484.2064,4484.2064,4484.2064,4484.2064,4484.2064,4484.2064,4484.2064,4484.2064,4484.2064,4484.2064,4484.2064,4484.2064,4484.2064,4484.2064,4484.2064,4386.0757,4386.0757,4386.0757,4386.0757,4386.0757,4386.0757,4386.0757,4386.0757,4386.0757,4386.0757,4386.0757,4386.0757,4386.5822,4386.5822
1991-04,4029.4950,4029.4950,4029.4950,4029.4950,4029.4950,4029.4950,4029.4950,4029.4950,4029.4950,4029.4950,4029.4950,4029.4950,4029.4950,4029.4950,4029.4950,4029.4950,4029.4950,3946.3885,3946.3885,3946.3885,3946.3885,3946.3885,3946.3885,3946.3885,3946.3885,3946.3885,3946.3885,3946.3885,3946.3885,3925.7004,3925.7004
1991-07,4263.9984,4263.9984,4263.9984,4263.9984,4263.9984,4263.9984,4263.9984,4263.9984,4263.9984,4263.9984,4263.9984,4263.9984,4263.9984,4263.9984,4263.9984,4263.9984,4263.9984,4175.3269,4175.3269,4175.3269,4175.3269,4175.3269,4175.3269,4175.3269,4175.3269,4175.3269,4175.3269,4175.3269,4175.3269,4187.6042,4187.6042
1991-10,4128.1744,4128.1744,4128.1744,4128.1744,4128.1744,4128.1744,4128.1744,4128.1744,4128.1744,4128.1744,4128.1744,4128.1744,4128.1744,4128.1744,4128.1744,4128.1744,4128.1744,4052.9405,4052.9405,4052.9405,4052.9405,4052.9405,4052.9405,4052.9405,4052.9405,4052.9405,4052.9405,4052.9405,4052.9405,4064.1521,4064.1521
1992-01,4313.8563,4313.8563,4313.8563,4313.8563,4313.8563,4313.8563,4313.8563,4313.8563,4313.8563,4313.8563,4313.8563,4313.8563,4313.8563,4313.8563,4313.8563,4313.8563,4313.8563,4218.3993,4218.3993,4218.3993,4218.3993,4218.3993,4218.3993,4218.3993,4218.3993,4218.3993,4218.3993,4218.3993,4218.3993,4213.1512,4213.1512
1992-04,3827.9790,3827.9790,3827.9790,3827.9790,3827.9790,3827.9790,3827.9790,3827.9790,3827.9790,3827.9790,3827.9790,3827.9790,3827.9790,3827.9790,3827.9790,3827.9790,3827.9790,3734.5234,3734.5234,3734.5234,3734.5234,3734.5234,3734.5234,3734.5234,3734.5234,3734.5234,3734.5234,3734.5234,3734.5234,3737.7569,3737.7569
1992-07,4086.2123,4086.2123,4086.2123,4086.2123,4086.2123,4086.2123,4086.2123,4086.2123,4086.2123,4086.2123,4086.2123,4086.2123,4086.2123,4086.2123,4086.2123,4086.2123,4086.2123,3995.8494,3995.8494,3995.8494,3995.8494,3995.8494,3995.8494,3995.8494,3995.8494,3995.8494,3995.8494,3995.8494,3995.8494,4011.3584,4011.3584
1992-10,3988.7678,3988.7678,3988.7678,3988.7678,3988.7678,3988.7678,3988.7678,3988.7678,3988.7678,3988.7678,3988.7678,3988.7678,3988.7678,3988.7678,3988.7678,3988.7678,3988.7678,3911.7113,3911.7113,3911.7113,3911.7113,3911.7113,3911.7113,3911.7113,3911.7113,3911.7113,3911.7113,3911.7113,3911.7113,3913.3345,3913.3345
1993-01,3900.8294,3900.8294,3900.8294,3900.8294,3900.8294,3900.8294,3900.8294,3900.8294,3900.8294,3900.8294,3900.8294,3900.8294,3900.8294,3900.8294,3900.8294,3900.8294,3900.8294,3819.2910,3819.2910,3819.2910,3819.2910,3819.2910,3819.2910,3819.2910,3819.2910,3819.2910,3819.2910,3819.2910,3819.2910,3820.7905,3820.7905
1993-04,3475.2788,3475.2788,3475.2788,3475.2788,3475.2788,3475.2788,3475.2788,3475.2788,3475.2788,3475.2788,3475.2788,3475.2788,3475.2788,3475.2788,3475.2788,3475.2788,3475.2788,3395.2578,3395.2578,3395.2578,3395.2578,3395.2578,3395.2578,3395.2578,3395.2578,3395.2578,3395.2578,3395.2578,3395.2578,3398.9365,3398.9365
1993-07,3729.3348,3729.3348,3729.3348,3729.3348,3729.3348,3729.3348,3729.3348,3729.3348,3729.3348,3729.3348,3729.3348,3729.3348,3729.3348,3729.3348,3729.3348,3729.3348,3729.3348,3651.2614,3651.2614,3651.2614,3651.2614,3651.2614,3651.2614,3651.2614,3651.2614,3651.2614,3651.2614,3651.2614,3651.2614,3655.3215,3655.3215
1993-10,3685.6883,3685.6883,3685.6883,3685.6883,3685.6883,3685.6883,3685.6883,3685.6883,3685.6883,3685.6883,3685.6883,3685.6883,3685.6883,3685.6883,3685.6883,3685.6883,3685.6883,3619.2583,3619.2583,3619.2583,3619.2583,3619.2583,3619.2583,3619.2583,3619.2583,3619.2583,3619.2583,3619.2583,3619.2583,3606.9499,3606.9499
1994-01,3691.9680,3691.9680,3691.9680,3691.9680,3691.9680,3691.9680,3691.9680,3691.9680,3691.9680,3691.9680,3691.9680,3691.9680,3691.9680,3691.9680,3691.9680,3691.9680,3691.9680,3623.6102,3623.6102,3623.6102,3623.6102,3623.6102,3623.6102,3623.6102,3623.6102,3623.6102,3623.6102,3623.6102,3623.6102,3613.0047,3613.0047
1994-04,3343.7313,3343.7313,3343.7313,3343.7313,3343.7313,3343.7313,3343.7313,3343.7313,3343.7313,3343.7313,3343.7313,3343.7313,3343.7313,3343.7313,3343.7313,3343.7313,3343.7313,3271.7989,3271.7989,3271.7989,3271.7989,3271.7989,3271.7989,3271.7989,3271.7989,3271.7989,3271.7989,3271.7989,3271.7989,3245.4921,3245.4921
1994-07,3602.3448,3602.3448,3602.3448,3602.3448,3602.3448,3602.3448,3602.3448,3602.3448,3602.3448,3602.3448,3602.3448,3602.3448,3602.3448,3602.3448,3602.3448,3602.3448,3602.3448,3529.9453,3529.9453,3529.9453,3529.9453,3529.9453,3529.9453,3529.9453,3529.9453,3529.9453,3529.9453,3529.9453,3529.9453,3513.5041,3513.5041
1994-10,3544.0608,3544.0608,3544.0608,3544.0608,3544.0608,3544.0608,3544.0608,3544.0608,3544.0608,3544.0608,3544.0608,3544.0608,3544.0608,3544.0608,3544.0608,3544.0608,3544.0608,3481.6026,3481.6026,3481.6026,3481.6026,3481.6026,3481.6026,3481.6026,3481.6026,3481.6026,3481.6026,3481.6026,3481.6026,3460.3086,3460.3086
1995-01,3645.7248,3645.7248,3645.7248,3645.7248,3645.7248,3645.7248,3645.7248,3645.7248,3645.7248,3645.7248,3645.7248,3645.7248,3645.7248,3645.7248,3645.7248,3645.7248,3645.7248,3584.3579,3584.3579,3584.3579,3584.3579,3584.3579,3584.3579,3584.3579,3584.3579,3584.3579,3584.3579,3584.3579,3584.3579,3568.0264,3568.0264
1995-04,3256.3524,3256.3524,3256.3524,3256.3524,3256.3524,3256.3524,3256.3524,3256.3524,3256.3524,3256.3524,3256.3524,3256.3524,3256.3524,3256.3524,3256.3524,3256.3524,3256.3524,3188.7398,3188.7398,3188.7398,3188.7398,3188.7398,3188.7398,3188.7398,3188.7398,3188.7398,3188.7398,3188.7398,3188.7398,3162.7359,3162.7359
