"",2005-05-19,2005-08-18,2005-11-17,2006-02-16,2006-05-18,2006-08-17,2006-11-16,2007-02-20,2007-05-22,2007-08-21,2007-11-20,2008-02-21,2008-05-21,2008-08-21,2008-11-18,2009-02-19,2009-05-20,2009-08-20,2009-11-19,2010-02-18,2010-05-19,2010-08-18,2010-11-18,2011-02-17,2011-05-19,2011-08-18,2011-11-17,2012-02-16,2012-05-16,2012-08-16,2012-11-15,2013-02-19,2013-05-16,2013-08-20,2013-11-19,2014-02-18,2014-05-20,2014-08-21,2014-11-18
1995-07,3.287,3.287,3.287,3.287,3.287,3.287,3.287,3.287,3.287,3.287,3.287,3.287,3.287,3.287,3.287,3.287,3.287,3.287,3.287,3.287,3.287,3.287,3.287,3.287,3.287,3.427,3.427,3.427,3.427,3.427,3.427,3.427,3.427,3.427,3.427,3.427,3.427,3.375,3.375
1995-10,3.319,3.319,3.319,3.319,3.319,3.319,3.319,3.319,3.319,3.319,3.319,3.319,3.319,3.319,3.319,3.319,3.319,3.319,3.319,3.319,3.319,3.319,3.319,3.319,3.319,3.460,3.460,3.460,3.460,3.460,3.460,3.460,3.460,3.460,3.460,3.460,3.460,3.398,3.398
1996-01,3.006,3.006,3.006,3.006,3.006,3.006,3.006,3.006,3.006,3.006,3.006,3.006,3.006,3.006,3.006,3.006,3.006,3.006,3.006,3.006,3.006,3.006,3.006,3.006,3.006,3.142,3.142,3.142,3.142,3.142,3.142,3.142,3.142,3.142,3.142,3.142,3.142,3.093,3.093
1996-04,3.128,3.128,3.128,3.128,3.128,3.128,3.128,3.128,3.128,3.128,3.128,3.128,3.128,3.128,3.128,3.128,3.128,3.128,3.128,3.128,3.128,3.128,3.128,3.128,3.128,3.265,3.265,3.265,3.265,3.265,3.265,3.265,3.265,3.265,3.265,3.265,3.265,3.210,3.210
1996-07,3.205,3.205,3.205,3.205,3.205,3.205,3.205,3.205,3.205,3.205,3.205,3.205,3.205,3.205,3.205,3.205,3.205,3.205,3.205,3.205,3.205,3.205,3.205,3.205,3.205,3.352,3.352,3.352,3.352,3.352,3.352,3.352,3.352,3.352,3.352,3.352,3.352,3.300,3.300
1996-10,3.201,3.201,3.201,3.201,3.201,3.201,3.201,3.201,3.201,3.201,3.201,3.201,3.201,3.201,3.201,3.201,3.201,3.201,3.201,3.201,3.201,3.201,3.201,3.201,3.201,3.350,3.350,3.350,3.350,3.350,3.350,3.350,3.350,3.350,3.350,3.350,3.350,3.294,3.294
1997-01,2.842,2.842,2.842,2.842,2.842,2.842,2.842,2.842,2.842,2.842,2.842,2.842,2.842,2.842,2.842,2.842,2.842,2.842,2.842,2.842,2.842,2.842,2.842,2.842,2.842,2.986,2.986,2.986,2.986,2.986,2.986,2.986,2.986,2.986,2.986,2.986,2.986,2.952,2.952
1997-04,3.015,3.015,3.015,3.015,3.015,3.015,3.015,3.015,3.015,3.015,3.015,3.015,3.015,3.015,3.015,3.015,3.015,3.015,3.015,3.015,3.015,3.015,3.015,3.015,3.015,3.157,3.157,3.157,3.157,3.157,3.157,3.157,3.157,3.157,3.157,3.157,3.157,3.117,3.117
1997-07,3.089,3.089,3.089,3.089,3.089,3.089,3.089,3.089,3.089,3.089,3.089,3.089,3.089,3.089,3.089,3.089,3.089,3.089,3.089,3.089,3.089,3.089,3.089,3.089,3.089,3.232,3.232,3.232,3.232,3.232,3.232,3.232,3.232,3.232,3.232,3.232,3.232,3.200,3.200
1997-10,3.087,3.087,3.087,3.087,3.087,3.087,3.087,3.087,3.087,3.087,3.087,3.087,3.087,3.087,3.087,3.087,3.087,3.087,3.087,3.087,3.087,3.087,3.087,3.087,3.087,3.228,3.228,3.228,3.228,3.228,3.228,3.228,3.228,3.228,3.228,3.228,3.228,3.185,3.185
1998-01,2.812,2.812,2.812,2.812,2.812,2.812,2.812,2.812,2.812,2.812,2.812,2.812,2.812,2.812,2.812,2.812,2.812,2.812,2.812,2.812,2.812,2.812,2.812,2.812,2.812,2.955,2.955,2.955,2.955,2.955,2.955,2.955,2.955,2.955,2.955,2.955,2.955,2.917,2.917
1998-04,2.890,2.890,2.890,2.890,2.890,2.890,2.890,2.890,2.890,2.890,2.890,2.890,2.890,2.890,2.890,2.890,2.890,2.890,2.890,2.890,2.890,2.890,2.890,2.890,2.890,3.034,3.034,3.034,3.034,3.034,3.034,3.034,3.034,3.034,3.034,3.034,3.034,2.991,2.991
1998-07,2.981,2.981,2.981,2.981,2.981,2.981,2.981,2.981,2.981,2.981,2.981,2.981,2.981,2.981,2.981,2.981,2.981,2.981,2.981,2.981,2.981,2.981,2.981,2.981,2.981,3.128,3.128,3.128,3.128,3.128,3.128,3.128,3.128,3.128,3.128,3.128,3.128,3.085,3.085
1998-10,2.963,2.963,2.963,2.963,2.963,2.963,2.963,2.963,2.963,2.963,2.963,2.963,2.963,2.963,2.963,2.963,2.963,2.963,2.963,2.963,2.963,2.963,2.963,2.963,2.963,3.109,3.109,3.109,3.109,3.109,3.109,3.109,3.109,3.109,3.109,3.109,3.109,3.059,3.059
1999-01,2.758,2.758,2.758,2.758,2.758,2.758,2.758,2.758,2.758,2.758,2.758,2.758,2.758,2.758,2.758,2.758,2.758,2.758,2.758,2.758,2.758,2.758,2.758,2.758,2.758,2.902,2.902,2.902,2.902,2.902,2.902,2.902,2.902,2.902,2.902,2.902,2.902,2.864,2.864
1999-04,2.838,2.838,2.838,2.838,2.838,2.838,2.838,2.838,2.838,2.838,2.838,2.838,2.838,2.838,2.838,2.838,2.838,2.838,2.838,2.838,2.838,2.838,2.838,2.838,2.838,2.984,2.984,2.984,2.984,2.984,2.984,2.984,2.984,2.984,2.984,2.984,2.984,2.943,2.943
1999-07,2.912,2.912,2.912,2.912,2.912,2.912,2.912,2.912,2.912,2.912,2.912,2.912,2.912,2.912,2.912,2.912,2.912,2.912,2.912,2.912,2.912,2.912,2.912,2.912,2.912,3.066,3.066,3.066,3.066,3.066,3.066,3.066,3.066,3.066,3.066,3.066,3.066,3.028,3.028
1999-10,2.934,2.934,2.934,2.934,2.934,2.934,2.934,2.934,2.934,2.934,2.934,2.934,2.934,2.934,2.934,2.934,2.934,2.934,2.934,2.934,2.934,2.934,2.934,2.934,2.934,3.087,3.087,3.087,3.087,3.087,3.087,3.087,3.087,3.087,3.087,3.087,3.087,3.032,3.032
2000-01,2.718,2.718,2.718,2.718,2.718,2.718,2.718,2.718,2.718,2.718,2.718,2.718,2.718,2.718,2.718,2.718,2.718,2.718,2.718,2.718,2.718,2.718,2.718,2.718,2.718,2.869,2.869,2.869,2.869,2.869,2.869,2.869,2.869,2.869,2.869,2.869,2.869,2.852,2.852
2000-04,2.775,2.775,2.775,2.775,2.775,2.775,2.775,2.775,2.775,2.775,2.775,2.775,2.775,2.775,2.775,2.775,2.775,2.775,2.775,2.775,2.775,2.775,2.775,2.775,2.775,2.923,2.923,2.923,2.923,2.923,2.923,2.923,2.923,2.923,2.923,2.923,2.923,2.899,2.899
2000-07,2.803,2.803,2.803,2.803,2.803,2.803,2.803,2.803,2.803,2.803,2.803,2.803,2.803,2.803,2.803,2.803,2.803,2.803,2.803,2.803,2.803,2.803,2.803,2.803,2.803,2.957,2.957,2.957,2.957,2.957,2.957,2.957,2.957,2.957,2.957,2.957,2.957,2.932,2.932
2000-10,2.780,2.780,2.780,2.780,2.780,2.780,2.780,2.780,2.780,2.780,2.780,2.780,2.780,2.780,2.780,2.780,2.780,2.780,2.780,2.780,2.780,2.780,2.780,2.780,2.780,2.934,2.934,2.934,2.934,2.934,2.934,2.934,2.934,2.934,2.934,2.934,2.934,2.891,2.891
2001-01,2.552,2.552,2.552,2.552,2.552,2.552,2.552,2.552,2.552,2.552,2.552,2.552,2.552,2.552,2.552,2.552,2.552,2.552,2.552,2.552,2.552,2.552,2.552,2.552,2.552,2.700,2.700,2.700,2.700,2.700,2.700,2.700,2.700,2.700,2.700,2.700,2.700,2.663,2.663
2001-04,2.598,2.598,2.598,2.598,2.598,2.598,2.598,2.598,2.598,2.598,2.598,2.598,2.598,2.598,2.598,2.598,2.598,2.598,2.598,2.598,2.598,2.598,2.598,2.598,2.598,2.743,2.743,2.743,2.743,2.743,2.743,2.743,2.743,2.743,2.743,2.743,2.743,2.698,2.698
2001-07,2.631,2.631,2.631,2.631,2.631,2.631,2.631,2.631,2.631,2.631,2.631,2.631,2.631,2.631,2.631,2.631,2.631,2.631,2.631,2.631,2.631,2.631,2.631,2.631,2.631,2.784,2.784,2.784,2.784,2.784,2.784,2.784,2.784,2.784,2.784,2.784,2.784,2.739,2.739
2001-10,2.608,2.608,2.608,2.608,2.608,2.608,2.608,2.608,2.608,2.608,2.608,2.608,2.608,2.608,2.608,2.608,2.608,2.608,2.608,2.608,2.608,2.608,2.608,2.608,2.608,2.762,2.762,2.762,2.762,2.762,2.762,2.762,2.762,2.762,2.762,2.762,2.762,2.712,2.712
2002-01,2.386,2.386,2.386,2.386,2.386,2.386,2.386,2.386,2.386,2.386,2.386,2.386,2.386,2.386,2.386,2.386,2.386,2.386,2.386,2.386,2.386,2.386,2.386,2.386,2.386,2.534,2.534,2.534,2.534,2.534,2.534,2.534,2.534,2.534,2.534,2.534,2.534,2.498,2.498
2002-04,2.451,2.451,2.451,2.451,2.451,2.451,2.451,2.451,2.451,2.451,2.451,2.451,2.451,2.451,2.451,2.451,2.451,2.451,2.451,2.451,2.451,2.451,2.451,2.451,2.451,2.597,2.597,2.597,2.597,2.597,2.597,2.597,2.597,2.597,2.597,2.597,2.597,2.563,2.563
2002-07,2.476,2.476,2.476,2.476,2.476,2.476,2.476,2.476,2.476,2.476,2.476,2.476,2.476,2.476,2.476,2.476,2.476,2.476,2.476,2.476,2.476,2.476,2.476,2.476,2.476,2.630,2.630,2.630,2.630,2.630,2.630,2.630,2.630,2.630,2.630,2.630,2.630,2.597,2.597
2002-10,2.446,2.446,2.446,2.446,2.446,2.446,2.446,2.446,2.446,2.446,2.446,2.446,2.446,2.446,2.446,2.446,2.446,2.446,2.446,2.446,2.446,2.446,2.446,2.446,2.446,2.600,2.600,2.600,2.600,2.600,2.600,2.600,2.600,2.600,2.600,2.600,2.600,2.562,2.562
2003-01,2.236,2.236,2.236,2.236,2.236,2.236,2.236,2.236,2.236,2.236,2.236,2.236,2.236,2.236,2.236,2.236,2.236,2.236,2.236,2.236,2.236,2.236,2.236,2.236,2.236,2.387,2.387,2.387,2.387,2.387,2.387,2.387,2.387,2.387,2.387,2.387,2.387,2.356,2.356
2003-04,2.321,2.321,2.321,2.321,2.321,2.321,2.321,2.321,2.321,2.321,2.321,2.321,2.321,2.321,2.321,2.321,2.321,2.321,2.321,2.321,2.321,2.321,2.321,2.321,2.321,2.470,2.470,2.470,2.470,2.470,2.470,2.470,2.470,2.470,2.470,2.470,2.470,2.431,2.431
2003-07,2.371,2.371,2.371,2.371,2.371,2.371,2.371,2.371,2.371,2.371,2.371,2.371,2.371,2.371,2.371,2.371,2.371,2.371,2.371,2.371,2.371,2.371,2.371,2.371,2.371,2.529,2.529,2.529,2.529,2.529,2.529,2.529,2.529,2.529,2.529,2.529,2.529,2.490,2.490
2003-10,2.358,2.358,2.358,2.358,2.358,2.358,2.358,2.358,2.358,2.358,2.358,2.358,2.358,2.358,2.358,2.358,2.358,2.358,2.358,2.358,2.358,2.358,2.358,2.358,2.358,2.514,2.514,2.514,2.514,2.514,2.514,2.514,2.514,2.514,2.514,2.514,2.514,2.468,2.468
2004-01,2.165,2.165,2.165,2.165,2.165,2.165,2.165,2.165,2.165,2.165,2.165,2.165,2.165,2.165,2.165,2.165,2.165,2.165,2.165,2.165,2.165,2.165,2.165,2.165,2.165,2.319,2.319,2.319,2.319,2.319,2.319,2.319,2.319,2.319,2.319,2.319,2.319,2.271,2.271
2004-04,2.256,2.257,2.257,2.257,2.257,2.258,2.258,2.258,2.258,2.258,2.258,2.258,2.258,2.258,2.258,2.258,2.258,2.258,2.258,2.258,2.258,2.258,2.258,2.258,2.258,2.407,2.407,2.407,2.407,2.407,2.407,2.407,2.407,2.407,2.407,2.407,2.407,2.361,2.361
2004-07,2.296,2.299,2.299,2.299,2.299,2.303,2.303,2.303,2.303,2.303,2.303,2.303,2.303,2.303,2.303,2.303,2.303,2.303,2.303,2.303,2.303,2.303,2.303,2.303,2.303,2.458,2.458,2.458,2.458,2.458,2.458,2.458,2.458,2.458,2.458,2.458,2.458,2.410,2.410
2004-10,2.280,2.277,2.277,2.277,2.277,2.285,2.285,2.285,2.285,2.285,2.285,2.285,2.285,2.285,2.285,2.285,2.285,2.285,2.285,2.285,2.285,2.285,2.285,2.285,2.285,2.442,2.442,2.442,2.442,2.442,2.442,2.442,2.442,2.442,2.442,2.442,2.442,2.386,2.386
2005-01,2.082,2.073,2.067,2.067,2.067,2.077,2.077,2.077,2.077,2.077,2.077,2.077,2.077,2.090,2.090,2.090,2.090,2.085,2.085,2.085,2.085,2.085,2.085,2.085,2.085,2.233,2.233,2.233,2.233,2.233,2.233,2.233,2.233,2.233,2.233,2.233,2.233,2.185,2.185
2005-04,,2.163,2.140,2.140,2.140,2.154,2.154,2.154,2.154,2.154,2.154,2.154,2.154,2.175,2.175,2.175,2.175,2.167,2.167,2.167,2.167,2.167,2.167,2.167,2.167,2.315,2.315,2.315,2.315,2.315,2.315,2.315,2.315,2.315,2.315,2.315,2.315,2.264,2.264
2005-07,,,2.190,2.193,2.193,2.214,2.214,2.214,2.214,2.214,2.214,2.214,2.214,2.239,2.239,2.239,2.239,2.232,2.232,2.232,2.232,2.232,2.232,2.232,2.232,2.386,2.386,2.386,2.386,2.386,2.386,2.386,2.386,2.386,2.386,2.386,2.386,2.333,2.333
2005-10,,,,2.179,2.179,2.214,2.214,2.214,2.214,2.214,2.214,2.214,2.214,2.236,2.236,2.236,2.236,2.232,2.232,2.232,2.232,2.232,2.232,2.232,2.232,2.386,2.386,2.386,2.386,2.386,2.386,2.386,2.386,2.386,2.386,2.386,2.386,2.325,2.325
2006-01,,,,,1.982,2.021,2.027,2.027,2.027,2.027,2.027,2.027,2.027,2.045,2.045,2.045,2.045,2.047,2.047,2.047,2.047,2.047,2.047,2.047,2.047,2.189,2.189,2.189,2.189,2.189,2.189,2.189,2.189,2.189,2.189,2.189,2.189,2.142,2.142
2006-04,,,,,,2.112,2.140,2.143,2.143,2.143,2.143,2.143,2.143,2.162,2.162,2.162,2.162,2.161,2.161,2.161,2.161,2.161,2.161,2.161,2.161,2.306,2.306,2.306,2.306,2.306,2.306,2.306,2.306,2.306,2.306,2.306,2.306,2.256,2.256
2006-07,,,,,,,2.213,2.221,2.222,2.222,2.222,2.222,2.222,2.239,2.239,2.239,2.239,2.237,2.237,2.237,2.237,2.237,2.237,2.237,2.237,2.391,2.391,2.391,2.391,2.391,2.391,2.391,2.391,2.391,2.391,2.391,2.391,2.343,2.343
2006-10,,,,,,,,2.232,2.237,2.243,2.243,2.243,2.243,2.261,2.261,2.261,2.261,2.256,2.256,2.256,2.256,2.256,2.256,2.256,2.256,2.410,2.410,2.410,2.410,2.410,2.410,2.410,2.410,2.410,2.410,2.410,2.410,2.352,2.352
2007-01,,,,,,,,,2.094,2.137,2.133,2.133,2.133,2.152,2.152,2.152,2.152,2.151,2.151,2.151,2.151,2.151,2.151,2.151,2.151,2.296,2.296,2.296,2.296,2.296,2.296,2.296,2.296,2.296,2.296,2.296,2.296,2.247,2.247
2007-04,,,,,,,,,,2.204,2.194,2.191,2.191,2.206,2.206,2.206,2.206,2.204,2.204,2.204,2.204,2.204,2.204,2.204,2.204,2.355,2.355,2.355,2.355,2.355,2.355,2.355,2.355,2.355,2.355,2.355,2.355,2.305,2.305
2007-07,,,,,,,,,,,2.240,2.230,2.231,2.243,2.243,2.243,2.243,2.240,2.240,2.240,2.240,2.240,2.240,2.240,2.240,2.398,2.398,2.398,2.398,2.398,2.398,2.398,2.398,2.398,2.398,2.398,2.398,2.350,2.350
2007-10,,,,,,,,,,,,2.240,2.240,2.245,2.245,2.245,2.245,2.242,2.242,2.242,2.242,2.242,2.242,2.242,2.242,2.393,2.393,2.393,2.393,2.393,2.393,2.393,2.393,2.393,2.393,2.393,2.393,2.343,2.343
2008-01,,,,,,,,,,,,,2.131,2.133,2.139,2.138,2.138,2.135,2.135,2.135,2.135,2.135,2.135,2.135,2.135,2.279,2.279,2.279,2.279,2.282,2.282,2.282,2.282,2.282,2.282,2.282,2.282,2.243,2.243
2008-04,,,,,,,,,,,,,,2.188,2.188,2.188,2.188,2.185,2.185,2.185,2.185,2.185,2.185,2.185,2.185,2.327,2.327,2.327,2.327,2.333,2.333,2.333,2.333,2.333,2.333,2.333,2.333,2.288,2.288
2008-07,,,,,,,,,,,,,,,2.221,2.228,2.228,2.224,2.224,2.224,2.224,2.224,2.224,2.224,2.224,2.376,2.376,2.376,2.376,2.380,2.380,2.380,2.380,2.380,2.380,2.380,2.380,2.336,2.336
2008-10,,,,,,,,,,,,,,,,2.232,2.232,2.228,2.228,2.228,2.228,2.228,2.228,2.228,2.228,2.387,2.387,2.387,2.387,2.387,2.387,2.387,2.387,2.387,2.387,2.387,2.387,2.336,2.336
2009-01,,,,,,,,,,,,,,,,,2.115,2.130,2.133,2.133,2.133,2.134,2.134,2.134,2.134,2.285,2.285,2.285,2.285,2.277,2.277,2.277,2.277,2.279,2.279,2.279,2.279,2.238,2.238
2009-04,,,,,,,,,,,,,,,,,,2.165,2.188,2.191,2.191,2.195,2.195,2.195,2.195,2.349,2.349,2.349,2.349,2.341,2.341,2.341,2.341,2.341,2.341,2.341,2.341,2.301,2.301
2009-07,,,,,,,,,,,,,,,,,,,2.225,2.234,2.234,2.242,2.242,2.242,2.242,2.407,2.407,2.407,2.407,2.396,2.396,2.396,2.396,2.397,2.397,2.397,2.397,2.356,2.356
2009-10,,,,,,,,,,,,,,,,,,,,2.241,2.238,2.247,2.247,2.247,2.247,2.412,2.412,2.412,2.412,2.405,2.405,2.405,2.405,2.402,2.402,2.402,2.402,2.352,2.352
2010-01,,,,,,,,,,,,,,,,,,,,,2.138,2.137,2.137,2.140,2.139,2.290,2.290,2.290,2.290,2.282,2.282,2.282,2.282,2.272,2.272,2.272,2.272,2.229,2.229
2010-04,,,,,,,,,,,,,,,,,,,,,,2.203,2.222,2.225,2.224,2.372,2.372,2.372,2.372,2.373,2.373,2.373,2.373,2.358,2.358,2.358,2.358,2.325,2.325
2010-07,,,,,,,,,,,,,,,,,,,,,,,2.273,2.280,2.278,2.433,2.433,2.433,2.433,2.436,2.436,2.436,2.436,2.424,2.424,2.424,2.424,2.386,2.386
2010-10,,,,,,,,,,,,,,,,,,,,,,,,2.289,2.290,2.438,2.438,2.438,2.438,2.445,2.445,2.445,2.445,2.432,2.432,2.432,2.432,2.386,2.386
2011-01,,,,,,,,,,,,,,,,,,,,,,,,,2.188,2.329,2.331,2.333,2.331,2.343,2.343,2.343,2.343,2.330,2.330,2.330,2.330,2.289,2.289
2011-04,,,,,,,,,,,,,,,,,,,,,,,,,,2.416,2.413,2.420,2.414,2.417,2.417,2.417,2.417,2.414,2.414,2.414,2.414,2.368,2.368
2011-07,,,,,,,,,,,,,,,,,,,,,,,,,,,2.466,2.474,2.469,2.465,2.465,2.465,2.465,2.470,2.470,2.470,2.470,2.422,2.422
2011-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.480,2.479,2.474,2.474,2.474,2.474,2.479,2.479,2.479,2.479,2.423,2.423
2012-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.383,2.378,2.380,2.380,2.381,2.383,2.383,2.383,2.383,2.333,2.333
2012-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.443,2.449,2.450,2.451,2.454,2.454,2.454,2.454,2.404,2.404
2012-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.495,2.500,2.498,2.501,2.501,2.501,2.501,2.453,2.453
2012-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.502,2.500,2.498,2.498,2.498,2.498,2.446,2.446
2013-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.402,2.392,2.399,2.405,2.404,2.355,2.355
2013-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.462,2.469,2.470,2.470,2.430,2.430
