"",2011-09-01,2011-11-24,2012-02-24,2012-05-24,2012-08-23,2012-11-23,2013-02-22,2013-05-24,2013-08-23,2013-11-22,2014-02-25,2014-05-23,2014-09-01,2014-11-25,2015-02-24
unit,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,ANZAHL,Anzahl,Anzahl,Anzahl
unit multiplier,million,million,million,million,million,million,million,million,million,million,million,million,million,million,million
Baseyear,,,,,,,,,,,,,,,
Record meth,Manual,Manual,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised,Computerised
1991-01,7.408,7.408,7.408,7.408,7.408,7.408,7.408,7.408,7.408,7.408,7.408,7.408,7.754,7.754,7.754
1991-04,7.427,7.427,7.427,7.427,7.427,7.427,7.427,7.427,7.427,7.427,7.427,7.427,7.789,7.789,7.789
1991-07,7.435,7.435,7.435,7.435,7.435,7.435,7.435,7.435,7.435,7.435,7.435,7.435,7.804,7.804,7.804
1991-10,7.484,7.484,7.484,7.484,7.484,7.484,7.484,7.484,7.484,7.484,7.484,7.484,7.868,7.868,7.868
1992-01,7.523,7.523,7.523,7.523,7.523,7.523,7.523,7.523,7.523,7.523,7.523,7.523,7.895,7.895,7.895
1992-04,7.568,7.568,7.568,7.568,7.568,7.568,7.568,7.568,7.568,7.568,7.568,7.568,7.941,7.941,7.941
1992-07,7.584,7.584,7.584,7.584,7.584,7.584,7.584,7.584,7.584,7.584,7.584,7.584,7.948,7.948,7.948
1992-10,7.575,7.575,7.575,7.575,7.575,7.575,7.575,7.575,7.575,7.575,7.575,7.575,7.938,7.938,7.938
1993-01,7.581,7.581,7.581,7.581,7.581,7.581,7.581,7.581,7.581,7.581,7.581,7.581,7.943,7.943,7.943
1993-04,7.572,7.572,7.572,7.572,7.572,7.572,7.572,7.572,7.572,7.572,7.572,7.572,7.931,7.931,7.931
1993-07,7.597,7.597,7.597,7.597,7.597,7.597,7.597,7.597,7.597,7.597,7.597,7.597,7.951,7.951,7.951
1993-10,7.613,7.613,7.613,7.613,7.613,7.613,7.613,7.613,7.613,7.613,7.613,7.613,7.969,7.969,7.969
1994-01,7.653,7.653,7.653,7.653,7.653,7.653,7.653,7.653,7.653,7.653,7.653,7.653,8.014,8.014,8.014
1994-04,7.682,7.682,7.682,7.682,7.682,7.682,7.682,7.682,7.682,7.682,7.682,7.682,8.043,8.043,8.043
1994-07,7.724,7.724,7.724,7.724,7.724,7.724,7.724,7.724,7.724,7.724,7.724,7.724,8.082,8.082,8.082
1994-10,7.758,7.758,7.758,7.758,7.758,7.758,7.758,7.758,7.758,7.758,7.758,7.758,8.115,8.115,8.115
1995-01,7.773,7.773,7.773,7.773,7.773,7.773,7.773,7.773,7.773,7.773,7.773,7.773,8.128,8.128,8.128
1995-04,7.801,7.801,7.801,7.801,7.801,7.801,7.801,7.801,7.801,7.801,7.801,7.801,8.156,8.156,8.156
1995-07,7.838,7.838,7.838,7.838,7.838,7.838,7.838,7.838,7.838,7.838,7.838,7.838,8.192,8.192,8.192
1995-10,7.895,7.895,7.895,7.895,7.896,7.896,7.896,7.896,7.895,7.895,7.895,7.895,8.253,8.253,8.253
1996-01,7.947,7.947,7.947,7.947,7.947,7.947,7.947,7.947,7.947,7.947,7.947,7.947,8.296,8.296,8.296
1996-04,8.000,8.000,8.000,8.000,8.000,8.000,8.000,8.000,8.000,8.000,8.000,8.000,8.358,8.358,8.358
1996-07,7.996,7.996,7.996,7.996,7.996,7.996,7.996,7.996,7.996,7.996,7.996,7.996,8.353,8.353,8.353
1996-10,7.966,7.966,7.966,7.966,7.966,7.966,7.966,7.966,7.966,7.966,7.966,7.966,8.323,8.323,8.323
1997-01,8.000,8.000,8.000,8.000,8.000,8.000,8.000,8.000,8.000,8.000,8.000,8.000,8.347,8.347,8.347
1997-04,7.998,7.998,7.998,7.998,7.998,7.998,7.998,7.998,7.998,7.998,7.998,7.998,8.346,8.346,8.346
